ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
NG,2.2,0.0,0.0,800000.0,800000.0,1,2026-02-04 15:25:08.929393,3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,
ELEC-day2,0.0,0.0,0.0,,,1,2026-02-04 15:25:08.929393,2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract."
ELEC-day3,0.0,0.0,0.0,,,1,2026-02-04 15:25:08.929393,1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,
ELEC-day4,0.0,0.0,0.0,,,1,2026-02-04 15:25:08.929393,,,,,,
ELEC-day5,0.0,0.0,0.0,,,1,2026-02-04 15:25:08.929393,,,,,,
ELEC-day6,0.0,0.0,0.0,,,1,2026-02-04 15:25:08.929393,,,,,,
ELEC-F,0.0,0.0,0.0,,,1,2026-02-04 15:25:08.929393,,,,,,
NG,2.19,2.17,2.21,800000.0,800000.0,2,2026-02-04 15:25:09.493680,4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.
ELEC-day2,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.493680,,,,,,
ELEC-day3,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.493680,,,,,,
ELEC-day4,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.493680,,,,,,
ELEC-day5,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.493680,,,,,,
ELEC-day6,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.493680,,,,,,
ELEC-F,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.493680,,,,,,
NG,2.2,2.18,2.22,800000.0,800000.0,3,2026-02-04 15:25:10.536614
ELEC-day2,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.536614
ELEC-day3,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.536614
ELEC-day4,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.536614
ELEC-day5,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.536614
ELEC-day6,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.536614
ELEC-F,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.536614
NG,2.21,2.19,2.23,800000.0,800000.0,4,2026-02-04 15:25:11.580326
ELEC-day2,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.580326
ELEC-day3,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.580326
ELEC-day4,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.580326
ELEC-day5,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.580326
ELEC-day6,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.580326
ELEC-F,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.580326
NG,2.21,2.19,2.23,800000.0,800000.0,5,2026-02-04 15:25:12.642368
ELEC-day2,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.642368
ELEC-day3,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.642368
ELEC-day4,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.642368
ELEC-day5,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.642368
ELEC-day6,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.642368
ELEC-F,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.642368
NG,2.21,2.19,2.23,800000.0,800000.0,6,2026-02-04 15:25:13.680390
ELEC-day2,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.680390
ELEC-day3,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.680390
ELEC-day4,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.680390
ELEC-day5,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.680390
ELEC-day6,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.680390
ELEC-F,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.680390
NG,2.21,2.19,2.23,800000.0,800000.0,7,2026-02-04 15:25:14.335277
ELEC-day2,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.335277
ELEC-day3,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.335277
ELEC-day4,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.335277
ELEC-day5,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.335277
ELEC-day6,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.335277
ELEC-F,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.335277
NG,2.19,2.17,2.21,800000.0,800000.0,8,2026-02-04 15:25:15.490275
ELEC-day2,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.490275
ELEC-day3,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.490275
ELEC-day4,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.490275
ELEC-day5,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.490275
ELEC-day6,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.490275
ELEC-F,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.490275
NG,2.2,2.18,2.22,800000.0,800000.0,9,2026-02-04 15:25:16.527467
ELEC-day2,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.527467
ELEC-day3,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.527467
ELEC-day4,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.527467
ELEC-day5,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.527467
ELEC-day6,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.527467
ELEC-F,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.527467
