ticker,last_price,bid_price,ask_price,BUY_CITY-P,BUY_ANON,SELL_CITY-P,SELL_ANON,BUY_CITY-D,SELL_CITY-T1,BUY_CITY-T1,SELL_CITY-D,SELL_CITY-T2,tick,timestamp
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:59:01.568796
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:59:01.568796
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,10,2026-02-02 23:59:02.680071
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:59:02.680071
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:59:02.680071
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:59:02.680071
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:59:02.680071
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:59:02.680071
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:59:02.680071
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,11,2026-02-02 23:59:03.717157
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:59:03.717157
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:59:03.717157
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:59:03.717157
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:59:03.717157
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:59:03.717157
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:59:03.717157
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,12,2026-02-02 23:59:04.757188
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:59:04.757188
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:59:04.757188
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:59:04.757188
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:59:04.757188
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:59:04.757188
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:59:04.757188
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,13,2026-02-02 23:59:05.794563
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:59:05.794563
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:59:05.794563
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:59:05.794563
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:59:05.794563
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:59:05.794563
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:59:05.794563
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,14,2026-02-02 23:59:06.825783
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:59:06.825783
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:59:06.825783
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:59:06.825783
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:59:06.825783
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:59:06.825783
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:59:06.825783
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,15,2026-02-02 23:59:07.858037
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:59:07.858037
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:59:07.858037
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:59:07.858037
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:59:07.858037
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:59:07.858037
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:59:07.858037
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,16,2026-02-02 23:59:08.908516
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:59:08.908516
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:59:08.908516
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:59:08.908516
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:59:08.908516
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:59:08.908516
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:59:08.908516
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,17,2026-02-02 23:59:09.946279
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:59:09.946279
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:59:09.946279
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:59:09.946279
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:59:09.946279
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:59:09.946279
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:59:09.946279
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,18,2026-02-02 23:59:10.981862
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:59:10.981862
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:59:10.981862
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:59:10.981862
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:59:10.981862
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:59:10.981862
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:59:10.981862
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,19,2026-02-02 23:59:12.012283
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:59:12.012283
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:59:12.012283
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:59:12.012283
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:59:12.012283
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:59:12.012283
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:59:12.012283
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,20,2026-02-02 23:59:13.052949
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:59:13.052949
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:59:13.052949
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:59:13.052949
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:59:13.052949
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:59:13.052949
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:59:13.052949
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,21,2026-02-02 23:59:13.644219
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:59:13.644219
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:59:13.644219
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:59:13.644219
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:59:13.644219
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:59:13.644219
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:59:13.644219
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,22,2026-02-02 23:59:14.761959
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:59:14.761959
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:59:14.761959
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:59:14.761959
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:59:14.761959
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:59:14.761959
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:59:14.761959
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,23,2026-02-02 23:59:15.801958
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:59:15.801958
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:59:15.801958
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:59:15.801958
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:59:15.801958
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:59:15.801958
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:59:15.801958
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,24,2026-02-02 23:59:16.844199
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:59:16.844199
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:59:16.844199
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:59:16.844199
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:59:16.844199
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:59:16.844199
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:59:16.844199
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,25,2026-02-02 23:59:17.883147
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:59:17.883147
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:59:17.883147
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:59:17.883147
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:59:17.883147
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:59:17.883147
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:59:17.883147
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,26,2026-02-02 23:59:18.918821
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:59:18.918821
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:59:18.918821
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:59:18.918821
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:59:18.918821
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:59:18.918821
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:59:18.918821
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,27,2026-02-02 23:59:19.954140
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:59:19.954140
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:59:19.954140
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:59:19.954140
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:59:19.954140
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:59:19.954140
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:59:19.954140
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,28,2026-02-02 23:59:20.985559
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:59:20.985559
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:59:20.985559
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:59:20.985559
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:59:20.985559
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:59:20.985559
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:59:20.985559
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,29,2026-02-02 23:59:22.046327
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:59:22.046327
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:59:22.046327
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:59:22.046327
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:59:22.046327
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:59:22.046327
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:59:22.046327
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,30,2026-02-02 23:59:23.075943
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:59:23.075943
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:59:23.075943
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:59:23.075943
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:59:23.075943
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:59:23.075943
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:59:23.075943
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,31,2026-02-02 23:59:24.213371
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:59:24.213371
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:59:24.213371
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:59:24.213371
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:59:24.213371
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:59:24.213371
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:59:24.213371
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,32,2026-02-02 23:59:24.825177
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:59:24.825177
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:59:24.825177
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:59:24.825177
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:59:24.825177
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:59:24.825177
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:59:24.825177
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,33,2026-02-02 23:59:25.865021
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:59:25.865021
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:59:25.865021
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:59:25.865021
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:59:25.865021
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:59:25.865021
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:59:25.865021
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,34,2026-02-02 23:59:26.896955
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:59:26.896955
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:59:26.896955
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:59:26.896955
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:59:26.896955
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:59:26.896955
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:59:26.896955
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,35,2026-02-02 23:59:27.930850
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,35,2026-02-02 23:59:27.930850
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,35,2026-02-02 23:59:27.930850
