ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
NG,2.2,0.0,0.0,800000.0,800000.0,1,2026-02-04 11:47:43.265524,3.0,1.0,1.0,,You are logged in as a PRODUCER,
ELEC-day2,0.0,0.0,0.0,,,1,2026-02-04 11:47:43.265524,2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract."
ELEC-day3,0.0,0.0,0.0,,,1,2026-02-04 11:47:43.265524,1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,
ELEC-day4,0.0,0.0,0.0,,,1,2026-02-04 11:47:43.265524,,,,,,
ELEC-day5,0.0,0.0,0.0,,,1,2026-02-04 11:47:43.265524,,,,,,
ELEC-day6,0.0,0.0,0.0,,,1,2026-02-04 11:47:43.265524,,,,,,
ELEC-F,0.0,0.0,0.0,,,1,2026-02-04 11:47:43.265524,,,,,,
NG,2.2,2.18,2.22,800000.0,800000.0,3,2026-02-04 11:47:45.695463,4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 6 and 12 hours of sunlight tomorrow.
ELEC-day2,0.0,0.0,0.0,,,3,2026-02-04 11:47:45.695463,,,,,,
ELEC-day3,0.0,0.0,0.0,,,3,2026-02-04 11:47:45.695463,,,,,,
ELEC-day4,0.0,0.0,0.0,,,3,2026-02-04 11:47:45.695463,,,,,,
ELEC-day5,0.0,0.0,0.0,,,3,2026-02-04 11:47:45.695463,,,,,,
ELEC-day6,0.0,0.0,0.0,,,3,2026-02-04 11:47:45.695463,,,,,,
ELEC-F,0.0,0.0,0.0,,,3,2026-02-04 11:47:45.695463,,,,,,
NG,2.2,2.18,2.22,800000.0,800000.0,4,2026-02-04 11:47:46.932486
ELEC-day2,0.0,0.0,0.0,,,4,2026-02-04 11:47:46.932486
ELEC-day3,0.0,0.0,0.0,,,4,2026-02-04 11:47:46.932486
ELEC-day4,0.0,0.0,0.0,,,4,2026-02-04 11:47:46.932486
ELEC-day5,0.0,0.0,0.0,,,4,2026-02-04 11:47:46.932486
ELEC-day6,0.0,0.0,0.0,,,4,2026-02-04 11:47:46.932486
ELEC-F,0.0,0.0,0.0,,,4,2026-02-04 11:47:46.932486
NG,2.2,2.18,2.22,800000.0,800000.0,5,2026-02-04 11:47:47.978895
ELEC-day2,0.0,0.0,0.0,,,5,2026-02-04 11:47:47.978895
ELEC-day3,0.0,0.0,0.0,,,5,2026-02-04 11:47:47.978895
ELEC-day4,0.0,0.0,0.0,,,5,2026-02-04 11:47:47.978895
ELEC-day5,0.0,0.0,0.0,,,5,2026-02-04 11:47:47.978895
ELEC-day6,0.0,0.0,0.0,,,5,2026-02-04 11:47:47.978895
ELEC-F,0.0,0.0,0.0,,,5,2026-02-04 11:47:47.978895
NG,2.19,2.17,2.21,800000.0,800000.0,6,2026-02-04 11:47:49.080777
ELEC-day2,0.0,0.0,0.0,,,6,2026-02-04 11:47:49.080777
ELEC-day3,0.0,0.0,0.0,,,6,2026-02-04 11:47:49.080777
ELEC-day4,0.0,0.0,0.0,,,6,2026-02-04 11:47:49.080777
ELEC-day5,0.0,0.0,0.0,,,6,2026-02-04 11:47:49.080777
ELEC-day6,0.0,0.0,0.0,,,6,2026-02-04 11:47:49.080777
ELEC-F,0.0,0.0,0.0,,,6,2026-02-04 11:47:49.080777
NG,2.19,2.17,2.21,800000.0,800000.0,8,2026-02-04 11:47:50.551618
