ticker,last_price,bid_price,ask_price,SELL_UOTB-P,BUY_ANON,BUY_UOTB-D,SELL_UOTB-T1,SELL_UOTB-D,SELL_BABS-P,SELL_ANON,BUY_UOTB-P,tick,timestamp
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:14:33.674928
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:14:33.674928
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:14:33.674928
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:14:33.674928
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:14:33.674928
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,5,2026-02-04 16:14:34.715227
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:14:34.715227
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:14:34.715227
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:14:34.715227
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:14:34.715227
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:14:34.715227
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:14:34.715227
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,6,2026-02-04 16:14:35.755517
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:14:35.755517
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:14:35.755517
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:14:35.755517
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:14:35.755517
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:14:35.755517
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:14:35.755517
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,7,2026-02-04 16:14:36.337199
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:14:36.337199
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:14:36.337199
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:14:36.337199
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:14:36.337199
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:14:36.337199
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:14:36.337199
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,8,2026-02-04 16:14:37.474264
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:14:37.474264
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:14:37.474264
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:14:37.474264
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:14:37.474264
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:14:37.474264
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:14:37.474264
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,9,2026-02-04 16:14:38.508925
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:14:38.508925
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:14:38.508925
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:14:38.508925
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:14:38.508925
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:14:38.508925
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:14:38.508925
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,10,2026-02-04 16:14:39.542103
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:14:39.542103
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:14:39.542103
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:14:39.542103
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:14:39.542103
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:14:39.542103
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:14:39.542103
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,11,2026-02-04 16:14:40.583288
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:14:40.583288
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:14:40.583288
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:14:40.583288
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:14:40.583288
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:14:40.583288
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:14:40.583288
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,12,2026-02-04 16:14:41.622166
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:14:41.622166
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:14:41.622166
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:14:41.622166
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:14:41.622166
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:14:41.622166
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:14:41.622166
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,13,2026-02-04 16:14:42.657560
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:14:42.657560
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:14:42.657560
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:14:42.657560
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:14:42.657560
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:14:42.657560
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:14:42.657560
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,14,2026-02-04 16:14:43.686971
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:14:43.686971
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:14:43.686971
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:14:43.686971
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:14:43.686971
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:14:43.686971
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:14:43.686971
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,15,2026-02-04 16:14:44.720883
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:14:44.720883
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:14:44.720883
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:14:44.720883
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:14:44.720883
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:14:44.720883
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:14:44.720883
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,16,2026-02-04 16:14:45.761891
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:14:45.761891
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:14:45.761891
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:14:45.761891
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:14:45.761891
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:14:45.761891
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:14:45.761891
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,17,2026-02-04 16:14:46.806324
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:14:46.806324
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:14:46.806324
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:14:46.806324
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:14:46.806324
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:14:46.806324
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:14:46.806324
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,18,2026-02-04 16:14:47.844184
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:14:47.844184
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:14:47.844184
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:14:47.844184
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:14:47.844184
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:14:47.844184
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:14:47.844184
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,19,2026-02-04 16:14:48.433134
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:14:48.433134
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:14:48.433134
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:14:48.433134
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:14:48.433134
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:14:48.433134
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:14:48.433134
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,20,2026-02-04 16:14:49.572079
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:14:49.572079
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:14:49.572079
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:14:49.572079
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:14:49.572079
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:14:49.572079
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:14:49.572079
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,21,2026-02-04 16:14:50.622119
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:14:50.622119
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:14:50.622119
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:14:50.622119
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:14:50.622119
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:14:50.622119
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:14:50.622119
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,22,2026-02-04 16:14:51.671289
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:14:51.671289
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:14:51.671289
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:14:51.671289
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:14:51.671289
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:14:51.671289
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:14:51.671289
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,23,2026-02-04 16:14:52.736897
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:14:52.736897
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:14:52.736897
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:14:52.736897
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:14:52.736897
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:14:52.736897
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:14:52.736897
NG,2.21,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,24,2026-02-04 16:14:53.802180
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:14:53.802180
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:14:53.802180
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:14:53.802180
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:14:53.802180
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:14:53.802180
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:14:53.802180
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,25,2026-02-04 16:14:54.845495
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:14:54.845495
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:14:54.845495
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:14:54.845495
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:14:54.845495
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:14:54.845495
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:14:54.845495
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,26,2026-02-04 16:14:55.879672
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:14:55.879672
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:14:55.879672
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:14:55.879672
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:14:55.879672
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:14:55.879672
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:14:55.879672
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,27,2026-02-04 16:14:56.455416
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:14:56.455416
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:14:56.455416
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:14:56.455416
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:14:56.455416
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:14:56.455416
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:14:56.455416
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,28,2026-02-04 16:14:57.626589
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:14:57.626589
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:14:57.626589
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:14:57.626589
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:14:57.626589
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:14:57.626589
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:14:57.626589
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,29,2026-02-04 16:14:58.663062
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:14:58.663062
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:14:58.663062
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:14:58.663062
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:14:58.663062
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:14:58.663062
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:14:58.663062
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,30,2026-02-04 16:14:59.708238
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:14:59.708238
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:14:59.708238
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:14:59.708238
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:14:59.708238
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:14:59.708238
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:14:59.708238
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,31,2026-02-04 16:15:00.759896
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:15:00.759896
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:15:00.759896
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:15:00.759896
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:15:00.759896
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:15:00.759896
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:15:00.759896
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,32,2026-02-04 16:15:01.809812
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:15:01.809812
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:15:01.809812
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:15:01.809812
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:15:01.809812
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:15:01.809812
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:15:01.809812
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,33,2026-02-04 16:15:02.856069
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:15:02.856069
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:15:02.856069
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:15:02.856069
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:15:02.856069
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:15:02.856069
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:15:02.856069
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,34,2026-02-04 16:15:03.476497
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:15:03.476497
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:15:03.476497
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:15:03.476497
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:15:03.476497
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:15:03.476497
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:15:03.476497
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,35,2026-02-04 16:15:04.599540
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:15:04.599540
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:15:04.599540
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:15:04.599540
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:15:04.599540
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:15:04.599540
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:15:04.599540
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,36,2026-02-04 16:15:05.646752
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:15:05.646752
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:15:05.646752
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:15:05.646752
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:15:05.646752
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:15:05.646752
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:15:05.646752
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,37,2026-02-04 16:15:06.685511
