ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-1,SELL_GIOT-2,BUY_GIOT-3,BUY_GIOT-2,SELL_GIOT-1,SELL_GIOT-3,tick,timestamp
RITC,9.99,9.98,9.99,204500.0,198100.0,0,0,0,0,0,0,9,2026-02-03 09:21:34.414482
COMP,25.03,25.01,25.03,139300.0,140000.0,0,0,0,0,0,0,9,2026-02-03 09:21:34.414482
RITC,9.98,9.98,9.99,202000.0,198100.0,0,0,0,0,0,0,10,2026-02-03 09:21:35.505023
COMP,25.04,25.04,25.05,139200.0,141200.0,0,0,0,0,0,0,10,2026-02-03 09:21:35.505023
RITC,10.0,9.98,10.0,202000.0,198600.0,0,0,0,0,0,0,11,2026-02-03 09:21:36.032783
COMP,25.05,25.07,25.09,139600.0,143300.0,0,0,0,0,0,0,11,2026-02-03 09:21:36.032783
RITC,9.98,9.98,9.99,201100.0,197900.0,0,0,0,0,0,0,12,2026-02-03 09:21:37.054540
COMP,25.05,25.07,25.09,138500.0,143300.0,0,0,0,0,0,0,12,2026-02-03 09:21:37.054540
RITC,9.97,9.97,9.99,199700.0,200500.0,0,0,0,0,0,0,13,2026-02-03 09:21:38.079826
COMP,25.05,25.08,25.09,138600.0,143300.0,0,0,0,0,0,0,13,2026-02-03 09:21:38.079826
RITC,9.97,9.97,9.99,206100.0,200500.0,0,0,0,0,0,0,14,2026-02-03 09:21:39.105446
COMP,25.05,25.08,25.09,138200.0,143300.0,0,0,0,0,0,0,14,2026-02-03 09:21:39.105446
RITC,9.96,9.96,9.99,196800.0,200500.0,0,0,0,0,0,0,15,2026-02-03 09:21:40.131435
COMP,25.05,25.08,25.09,139800.0,143300.0,0,0,0,0,0,0,15,2026-02-03 09:21:40.131435
RITC,9.96,9.96,9.97,196800.0,199800.0,0,0,0,0,0,0,16,2026-02-03 09:21:41.159362
COMP,25.05,25.08,25.09,139300.0,143300.0,0,0,0,0,0,0,16,2026-02-03 09:21:41.159362
RITC,9.95,9.95,9.97,186200.0,198700.0,0,0,0,0,0,0,17,2026-02-03 09:21:42.185848
COMP,25.05,25.08,25.09,139300.0,142200.0,0,0,0,0,0,0,17,2026-02-03 09:21:42.185848
RITC,9.95,9.95,9.96,177500.0,197100.0,0,0,0,0,0,0,18,2026-02-03 09:21:43.213266
COMP,25.05,25.08,25.09,140400.0,142200.0,0,0,0,0,0,0,18,2026-02-03 09:21:43.213266
RITC,9.95,9.95,9.96,177500.0,193400.0,0,0,0,0,0,0,19,2026-02-03 09:21:44.236417
COMP,25.11,25.08,25.11,139800.0,144400.0,0,0,0,0,0,0,19,2026-02-03 09:21:44.236417
RITC,9.94,9.94,9.96,166700.0,193400.0,0,0,0,0,0,0,20,2026-02-03 09:21:45.265363
COMP,25.06,25.06,25.11,141100.0,144400.0,0,0,0,0,0,0,20,2026-02-03 09:21:45.265363
RITC,9.92,9.92,9.95,155700.0,196000.0,0,0,0,0,0,0,21,2026-02-03 09:21:46.298502
COMP,25.11,25.06,25.11,141100.0,141800.0,0,0,0,0,0,0,21,2026-02-03 09:21:46.298502
RITC,9.92,9.91,9.92,143900.0,194200.0,0,0,0,0,0,0,22,2026-02-03 09:21:47.335681
COMP,25.06,25.06,25.11,141600.0,141800.0,0,0,0,0,0,0,22,2026-02-03 09:21:47.335681
RITC,9.91,9.91,9.92,152100.0,194200.0,0,0,0,0,0,0,23,2026-02-03 09:21:48.361760
COMP,25.11,25.11,25.12,141000.0,143500.0,0,0,0,0,0,0,23,2026-02-03 09:21:48.361760
RITC,9.95,9.91,9.95,162500.0,196000.0,0,0,0,0,0,0,24,2026-02-03 09:21:49.391145
COMP,25.06,25.06,25.12,141400.0,143500.0,0,0,0,0,0,0,24,2026-02-03 09:21:49.391145
RITC,9.95,9.91,9.92,162500.0,196800.0,0,0,0,0,0,0,25,2026-02-03 09:21:50.415841
COMP,25.05,25.09,25.12,141800.0,143500.0,0,0,0,0,0,0,25,2026-02-03 09:21:50.415841
RITC,9.91,9.91,9.92,150600.0,196800.0,0,0,0,0,0,0,26,2026-02-03 09:21:51.441115
COMP,25.05,25.09,25.12,141800.0,143300.0,0,0,0,0,0,0,26,2026-02-03 09:21:51.441115
RITC,9.91,9.91,9.92,158800.0,196800.0,0,0,0,0,0,0,27,2026-02-03 09:21:52.467683
COMP,25.09,25.09,25.12,141800.0,141200.0,0,0,0,0,0,0,27,2026-02-03 09:21:52.467683
RITC,9.91,9.91,9.92,146800.0,197200.0,0,0,0,0,0,0,28,2026-02-03 09:21:53.496049
COMP,25.12,25.09,25.12,141800.0,141900.0,0,0,0,0,0,0,28,2026-02-03 09:21:53.496049
RITC,9.92,9.91,9.92,157500.0,197200.0,0,0,0,0,0,0,29,2026-02-03 09:21:54.519211
COMP,25.12,25.09,25.11,141800.0,142600.0,0,0,0,0,0,0,29,2026-02-03 09:21:54.519211
RITC,9.91,9.91,9.95,168700.0,196000.0,0,0,0,0,0,0,30,2026-02-03 09:21:55.571130
COMP,25.12,25.09,25.11,141800.0,142100.0,0,0,0,0,0,0,30,2026-02-03 09:21:55.571130
RITC,9.95,9.91,9.95,168700.0,195700.0,0,0,0,0,0,0,31,2026-02-03 09:21:56.606112
COMP,25.12,25.09,25.1,141800.0,140400.0,0,0,0,0,0,0,31,2026-02-03 09:21:56.606112
RITC,9.95,9.93,9.95,177900.0,195600.0,0,0,0,0,0,0,32,2026-02-03 09:21:57.176679
COMP,25.09,25.05,25.08,141300.0,141500.0,0,0,0,0,0,0,32,2026-02-03 09:21:57.176679
RITC,9.95,9.93,9.95,187800.0,192300.0,0,0,0,0,0,0,33,2026-02-03 09:21:58.258834
COMP,25.09,25.05,25.08,141300.0,143400.0,0,0,0,0,0,0,33,2026-02-03 09:21:58.258834
RITC,9.93,9.93,9.95,187800.0,192300.0,0,0,0,0,0,0,34,2026-02-03 09:21:59.287782
COMP,25.04,25.02,25.03,141700.0,141300.0,0,0,0,0,0,0,34,2026-02-03 09:21:59.287782
RITC,9.9,9.9,9.97,159200.0,195400.0,0,0,0,0,0,0,35,2026-02-03 09:22:00.321806
COMP,25.04,25.02,25.03,141700.0,139300.0,0,0,0,0,0,0,35,2026-02-03 09:22:00.321806
RITC,9.9,9.96,9.97,168100.0,195400.0,0,0,0,0,0,0,36,2026-02-03 09:22:01.349146
COMP,25.04,25.02,25.03,141700.0,139100.0,0,0,0,0,0,0,36,2026-02-03 09:22:01.349146
RITC,9.96,9.92,9.94,170400.0,194100.0,0,0,0,0,0,0,37,2026-02-03 09:22:02.374567
COMP,25.02,25.02,25.03,141600.0,139300.0,0,0,0,0,0,0,37,2026-02-03 09:22:02.374567
RITC,9.92,9.9,9.92,167500.0,197600.0,0,0,0,0,0,0,38,2026-02-03 09:22:03.398568
COMP,25.02,25.02,25.03,140900.0,139300.0,0,0,0,0,0,0,38,2026-02-03 09:22:03.398568
RITC,9.9,9.9,9.94,167500.0,194100.0,0,0,0,0,0,0,39,2026-02-03 09:22:04.429778
COMP,25.02,25.02,25.03,140900.0,138500.0,0,0,0,0,0,0,39,2026-02-03 09:22:04.429778
RITC,9.9,9.9,9.94,156900.0,194100.0,0,0,0,0,0,0,40,2026-02-03 09:22:05.454617
COMP,25.02,25.02,25.03,140900.0,139400.0,0,0,0,0,0,0,40,2026-02-03 09:22:05.454617
RITC,9.9,9.9,9.92,146700.0,197900.0,0,0,0,0,0,0,41,2026-02-03 09:22:06.481819
COMP,25.02,25.02,25.03,139300.0,140200.0,0,0,0,0,0,0,41,2026-02-03 09:22:06.481819
RITC,9.9,9.9,9.92,145700.0,197900.0,0,0,0,0,0,0,42,2026-02-03 09:22:07.506060
COMP,25.01,25.01,25.03,139300.0,140200.0,0,0,0,0,0,0,42,2026-02-03 09:22:07.506060
RITC,9.89,9.9,9.92,147100.0,197900.0,0,0,0,0,0,0,43,2026-02-03 09:22:08.537940
COMP,25.01,25.01,25.02,139300.0,141500.0,0,0,0,0,0,0,43,2026-02-03 09:22:08.537940
RITC,9.92,9.9,9.92,158100.0,197900.0,0,0,0,0,0,0,44,2026-02-03 09:22:09.566022
COMP,25.0,25.0,25.01,136600.0,140400.0,0,0,0,0,0,0,44,2026-02-03 09:22:09.566022
RITC,9.92,9.92,9.94,167200.0,194100.0,0,0,0,0,0,0,45,2026-02-03 09:22:10.590043
COMP,25.0,24.98,25.0,138600.0,139600.0,0,0,0,0,0,0,45,2026-02-03 09:22:10.590043
RITC,9.96,9.92,9.94,167200.0,195100.0,0,0,0,0,0,0,46,2026-02-03 09:22:11.612066
COMP,24.98,24.98,25.0,140700.0,140100.0,0,0,0,0,0,0,46,2026-02-03 09:22:11.612066
RITC,9.89,9.89,9.92,138600.0,198300.0,0,0,0,0,0,0,47,2026-02-03 09:22:12.655021
COMP,24.97,24.97,25.0,138900.0,141700.0,0,0,0,0,0,0,47,2026-02-03 09:22:12.655021
RITC,9.89,9.9,9.92,147600.0,198300.0,0,0,0,0,0,0,48,2026-02-03 09:22:13.185561
COMP,24.97,24.97,25.0,138900.0,141700.0,0,0,0,0,0,0,48,2026-02-03 09:22:13.185561
RITC,9.94,9.89,9.92,130300.0,197000.0,0,0,0,0,0,0,49,2026-02-03 09:22:14.217873
COMP,24.96,24.96,25.0,138000.0,141700.0,0,0,0,0,0,0,49,2026-02-03 09:22:14.217873
RITC,9.92,9.91,9.92,142100.0,197000.0,0,0,0,0,0,0,50,2026-02-03 09:22:15.243337
COMP,24.94,24.94,25.0,131900.0,142600.0,0,0,0,0,0,0,50,2026-02-03 09:22:15.243337
RITC,9.94,9.91,9.94,142100.0,194700.0,0,0,0,0,0,0,51,2026-02-03 09:22:16.279360
COMP,24.94,24.94,25.0,125700.0,142600.0,0,0,0,0,0,0,51,2026-02-03 09:22:16.279360
RITC,9.94,9.91,9.93,153700.0,196600.0,0,0,0,0,0,0,52,2026-02-03 09:22:17.315776
COMP,24.94,24.94,24.98,118400.0,143000.0,0,0,0,0,0,0,52,2026-02-03 09:22:17.315776
RITC,9.93,9.91,9.93,164000.0,196600.0,0,0,0,0,0,0,53,2026-02-03 09:22:18.336740
COMP,24.94,24.94,24.98,118400.0,143000.0,0,0,0,0,0,0,53,2026-02-03 09:22:18.336740
RITC,9.93,9.93,9.94,184700.0,194700.0,0,0,0,0,0,0,54,2026-02-03 09:22:19.362348
COMP,24.92,24.92,24.94,111700.0,143300.0,0,0,0,0,0,0,54,2026-02-03 09:22:19.362348
RITC,9.93,9.93,9.94,184700.0,197700.0,0,0,0,0,0,0,55,2026-02-03 09:22:20.385819
COMP,24.92,24.93,24.94,119500.0,143300.0,0,0,0,0,0,0,55,2026-02-03 09:22:20.385819
RITC,9.93,9.93,9.94,186800.0,197700.0,0,0,0,0,0,0,56,2026-02-03 09:22:21.414973
COMP,24.98,24.93,24.98,119500.0,143000.0,0,0,0,0,0,0,56,2026-02-03 09:22:21.414973
RITC,9.94,9.94,9.96,195600.0,193800.0,0,0,0,0,0,0,57,2026-02-03 09:22:22.446272
COMP,24.98,24.93,24.98,119500.0,142600.0,0,0,0,0,0,0,57,2026-02-03 09:22:22.446272
RITC,9.97,9.94,9.97,207300.0,194800.0,0,0,0,0,0,0,58,2026-02-03 09:22:23.466221
COMP,24.98,24.94,24.98,134300.0,142600.0,0,0,0,0,0,0,58,2026-02-03 09:22:23.466221
RITC,9.97,9.94,9.97,208000.0,194800.0,0,0,0,0,0,0,59,2026-02-03 09:22:24.491124
COMP,24.98,24.94,24.98,134300.0,144000.0,0,0,0,0,0,0,59,2026-02-03 09:22:24.491124
RITC,9.99,9.97,9.99,207400.0,197900.0,0,0,0,0,0,0,60,2026-02-03 09:22:25.517175
COMP,24.94,24.94,24.98,141000.0,144000.0,0,0,0,0,0,0,60,2026-02-03 09:22:25.517175
RITC,9.99,9.97,9.99,208700.0,197900.0,0,0,0,0,0,0,61,2026-02-03 09:22:26.540806
COMP,24.94,24.94,24.98,141000.0,145300.0,0,0,0,0,0,0,61,2026-02-03 09:22:26.540806
RITC,9.99,9.97,9.99,208600.0,199300.0,0,0,0,0,0,0,62,2026-02-03 09:22:27.564725
COMP,24.93,24.94,24.98,140800.0,145300.0,0,0,0,0,0,0,62,2026-02-03 09:22:27.564725
RITC,10.0,9.97,10.0,208600.0,198400.0,0,0,0,0,0,0,63,2026-02-03 09:22:28.591639
COMP,24.93,24.96,24.98,140100.0,145300.0,0,0,0,0,0,0,63,2026-02-03 09:22:28.591639
RITC,10.0,9.98,9.99,210400.0,195800.0,0,0,0,0,0,0,64,2026-02-03 09:22:29.621375
COMP,24.93,24.96,24.98,140800.0,143100.0,0,0,0,0,0,0,64,2026-02-03 09:22:29.621375
RITC,10.0,9.98,10.0,211900.0,198400.0,0,0,0,0,0,0,65,2026-02-03 09:22:30.649539
COMP,24.93,24.96,24.98,140800.0,141000.0,0,0,0,0,0,0,65,2026-02-03 09:22:30.649539
RITC,10.0,9.98,10.0,211900.0,196900.0,0,0,0,0,0,0,66,2026-02-03 09:22:31.674961
COMP,24.96,24.94,24.95,139800.0,140500.0,0,0,0,0,0,0,66,2026-02-03 09:22:31.674961
RITC,10.0,9.99,10.0,212900.0,197500.0,0,0,0,0,0,0,67,2026-02-03 09:22:32.708394
COMP,24.94,24.93,24.95,139500.0,140500.0,0,0,0,0,0,0,67,2026-02-03 09:22:32.708394
RITC,9.99,9.99,10.0,212900.0,197400.0,0,0,0,0,0,0,68,2026-02-03 09:22:33.732993
COMP,24.93,24.93,24.95,131700.0,140200.0,0,0,0,0,0,0,68,2026-02-03 09:22:33.732993
RITC,10.0,9.99,10.0,212900.0,194700.0,0,0,0,0,0,0,69,2026-02-03 09:22:34.797317
COMP,24.91,24.91,24.95,118500.0,140200.0,0,0,0,0,0,0,69,2026-02-03 09:22:34.797317
RITC,9.99,9.98,9.99,211900.0,194400.0,0,0,0,0,0,0,70,2026-02-03 09:22:35.414247
COMP,24.91,24.86,24.89,111900.0,139500.0,0,0,0,0,0,0,70,2026-02-03 09:22:35.414247
RITC,9.99,9.99,10.0,211700.0,195800.0,0,0,0,0,0,0,71,2026-02-03 09:22:36.444587
COMP,24.86,24.86,24.89,112800.0,139500.0,0,0,0,0,0,0,71,2026-02-03 09:22:36.444587
RITC,9.98,9.98,10.0,211900.0,196900.0,0,0,0,0,0,0,72,2026-02-03 09:22:37.475976
COMP,24.85,24.85,24.89,105000.0,139500.0,0,0,0,0,0,0,72,2026-02-03 09:22:37.475976
RITC,9.99,9.98,9.99,211900.0,197100.0,0,0,0,0,0,0,73,2026-02-03 09:22:38.510855
COMP,24.85,24.87,24.89,110600.0,139500.0,0,0,0,0,0,0,73,2026-02-03 09:22:38.510855
RITC,10.0,9.98,10.0,211300.0,194200.0,0,0,0,0,0,0,74,2026-02-03 09:22:39.536977
COMP,24.89,24.89,24.95,124700.0,140200.0,0,0,0,0,0,0,74,2026-02-03 09:22:39.536977
RITC,10.0,9.98,10.0,211300.0,199300.0,0,0,0,0,0,0,75,2026-02-03 09:22:40.563368
COMP,24.89,24.92,24.95,131600.0,140200.0,0,0,0,0,0,0,75,2026-02-03 09:22:40.563368
RITC,10.0,9.98,10.0,211800.0,199700.0,0,0,0,0,0,0,76,2026-02-03 09:22:41.592915
COMP,24.89,24.92,24.95,138500.0,141500.0,0,0,0,0,0,0,76,2026-02-03 09:22:41.592915
RITC,10.0,9.98,9.99,211800.0,201700.0,0,0,0,0,0,0,77,2026-02-03 09:22:42.623356
COMP,24.89,24.92,24.95,138500.0,141300.0,0,0,0,0,0,0,77,2026-02-03 09:22:42.623356
RITC,9.99,9.98,9.99,211300.0,201700.0,0,0,0,0,0,0,78,2026-02-03 09:22:43.650567
COMP,24.92,24.92,24.95,138500.0,140800.0,0,0,0,0,0,0,78,2026-02-03 09:22:43.650567
RITC,10.0,10.0,10.01,208800.0,199700.0,0,0,0,0,0,0,79,2026-02-03 09:22:44.674742
COMP,24.92,24.92,24.93,138500.0,139900.0,0,0,0,0,0,0,79,2026-02-03 09:22:44.674742
RITC,10.0,10.0,10.01,207800.0,199700.0,0,0,0,0,0,0,80,2026-02-03 09:22:45.701543
COMP,24.89,24.89,24.93,124200.0,140900.0,0,0,0,0,0,0,80,2026-02-03 09:22:45.701543
RITC,10.01,10.0,10.01,207800.0,199400.0,0,0,0,0,0,0,81,2026-02-03 09:22:46.730001
COMP,24.93,24.89,24.93,124200.0,140900.0,0,0,0,0,0,0,81,2026-02-03 09:22:46.730001
RITC,10.01,10.0,10.01,207800.0,202000.0,0,0,0,0,0,0,82,2026-02-03 09:22:47.754747
COMP,24.86,24.85,24.86,105000.0,140800.0,0,0,0,0,0,0,82,2026-02-03 09:22:47.754747
RITC,10.02,10.0,10.02,207800.0,203800.0,0,0,0,0,0,0,83,2026-02-03 09:22:48.777727
COMP,24.94,24.87,24.94,111100.0,140400.0,0,0,0,0,0,0,83,2026-02-03 09:22:48.777727
RITC,10.02,10.01,10.02,206400.0,203800.0,0,0,0,0,0,0,84,2026-02-03 09:22:49.811151
COMP,24.94,24.87,24.94,111100.0,143000.0,0,0,0,0,0,0,84,2026-02-03 09:22:49.811151
RITC,10.02,10.01,10.02,204700.0,200900.0,0,0,0,0,0,0,85,2026-02-03 09:22:50.865869
COMP,24.94,24.93,24.94,118300.0,141400.0,0,0,0,0,0,0,85,2026-02-03 09:22:50.865869
RITC,10.01,10.01,10.02,207200.0,204100.0,0,0,0,0,0,0,86,2026-02-03 09:22:51.910790
COMP,24.93,24.93,24.94,118300.0,141400.0,0,0,0,0,0,0,86,2026-02-03 09:22:51.910790
RITC,10.02,10.01,10.02,207200.0,204100.0,0,0,0,0,0,0,87,2026-02-03 09:22:52.468586
COMP,24.93,24.93,24.94,125100.0,141400.0,0,0,0,0,0,0,87,2026-02-03 09:22:52.468586
RITC,10.02,10.01,10.02,207200.0,201500.0,0,0,0,0,0,0,88,2026-02-03 09:22:53.503074
COMP,24.93,24.93,24.94,139800.0,141400.0,0,0,0,0,0,0,88,2026-02-03 09:22:53.503074
RITC,10.02,10.02,10.03,204200.0,199900.0,0,0,0,0,0,0,89,2026-02-03 09:22:54.524774
COMP,24.93,24.93,24.94,139800.0,141400.0,0,0,0,0,0,0,89,2026-02-03 09:22:54.524774
RITC,10.02,10.02,10.03,202700.0,199900.0,0,0,0,0,0,0,90,2026-02-03 09:22:55.545917
COMP,24.93,24.93,24.94,139800.0,139000.0,0,0,0,0,0,0,90,2026-02-03 09:22:55.545917
RITC,10.02,10.02,10.03,201700.0,199900.0,0,0,0,0,0,0,91,2026-02-03 09:22:56.577448
COMP,24.92,24.92,24.94,138900.0,139000.0,0,0,0,0,0,0,91,2026-02-03 09:22:56.577448
RITC,10.03,10.02,10.03,201100.0,202300.0,0,0,0,0,0,0,92,2026-02-03 09:22:57.602435
COMP,24.9,24.9,24.94,132400.0,138700.0,0,0,0,0,0,0,92,2026-02-03 09:22:57.602435
RITC,10.03,10.02,10.03,201100.0,202300.0,0,0,0,0,0,0,93,2026-02-03 09:22:58.629388
COMP,24.9,24.9,24.94,132400.0,137600.0,0,0,0,0,0,0,93,2026-02-03 09:22:58.629388
RITC,10.03,10.02,10.03,201000.0,201700.0,0,0,0,0,0,0,94,2026-02-03 09:22:59.652149
COMP,24.9,24.92,24.94,131800.0,137600.0,0,0,0,0,0,0,94,2026-02-03 09:22:59.652149
RITC,10.03,10.03,10.05,200500.0,198400.0,0,0,0,0,0,0,95,2026-02-03 09:23:00.680105
COMP,24.92,24.9,24.94,125600.0,137600.0,0,0,0,0,0,0,95,2026-02-03 09:23:00.680105
RITC,10.06,10.05,10.06,197900.0,197300.0,0,0,0,0,0,0,96,2026-02-03 09:23:01.702872
COMP,24.94,24.9,24.94,132600.0,137800.0,0,0,0,0,0,0,96,2026-02-03 09:23:01.702872
RITC,10.07,10.05,10.07,196300.0,186400.0,0,0,0,0,0,0,97,2026-02-03 09:23:02.728084
COMP,24.87,24.87,24.94,124400.0,137800.0,0,0,0,0,0,0,97,2026-02-03 09:23:02.728084
RITC,10.07,10.05,10.07,196300.0,165400.0,0,0,0,0,0,0,98,2026-02-03 09:23:03.749635
COMP,24.87,24.91,24.92,130800.0,137400.0,0,0,0,0,0,0,98,2026-02-03 09:23:03.749635
RITC,10.07,10.05,10.07,196300.0,156500.0,0,0,0,0,0,0,99,2026-02-03 09:23:04.771120
COMP,24.87,24.91,24.92,130800.0,136100.0,0,0,0,0,0,0,99,2026-02-03 09:23:04.771120
RITC,10.05,10.04,10.05,198900.0,166500.0,0,0,0,0,0,0,100,2026-02-03 09:23:05.791396
COMP,24.91,24.87,24.89,124400.0,136600.0,0,0,0,0,0,0,100,2026-02-03 09:23:05.791396
RITC,10.05,10.04,10.05,200700.0,176000.0,0,0,0,0,0,0,101,2026-02-03 09:23:06.824495
COMP,24.91,24.87,24.89,124400.0,136800.0,0,0,0,0,0,0,101,2026-02-03 09:23:06.824495
RITC,10.04,10.04,10.05,197600.0,176000.0,0,0,0,0,0,0,102,2026-02-03 09:23:07.861846
COMP,24.85,24.85,24.89,111300.0,135800.0,0,0,0,0,0,0,102,2026-02-03 09:23:07.861846
RITC,10.05,10.05,10.07,198100.0,166000.0,0,0,0,0,0,0,103,2026-02-03 09:23:08.895694
COMP,24.85,24.85,24.89,105100.0,135800.0,0,0,0,0,0,0,103,2026-02-03 09:23:08.895694
RITC,10.07,10.05,10.07,198100.0,176800.0,0,0,0,0,0,0,104,2026-02-03 09:23:09.946980
COMP,24.85,24.85,24.89,105100.0,135800.0,0,0,0,0,0,0,104,2026-02-03 09:23:09.946980
RITC,10.07,10.05,10.07,199000.0,176800.0,0,0,0,0,0,0,105,2026-02-03 09:23:10.999809
COMP,24.85,24.85,24.89,105100.0,136200.0,0,0,0,0,0,0,105,2026-02-03 09:23:10.999809
RITC,10.07,10.07,10.1,200600.0,165600.0,0,0,0,0,0,0,106,2026-02-03 09:23:11.531027
COMP,24.85,24.85,24.89,105100.0,136900.0,0,0,0,0,0,0,106,2026-02-03 09:23:11.531027
RITC,10.07,10.09,10.1,200100.0,165600.0,0,0,0,0,0,0,107,2026-02-03 09:23:12.584616
COMP,24.85,24.85,24.86,105100.0,136700.0,0,0,0,0,0,0,107,2026-02-03 09:23:12.584616
RITC,10.1,10.09,10.1,200100.0,157300.0,0,0,0,0,0,0,108,2026-02-03 09:23:13.610706
COMP,24.85,24.85,24.86,97600.0,138100.0,0,0,0,0,0,0,108,2026-02-03 09:23:13.610706
RITC,10.1,10.11,10.12,198000.0,146500.0,0,0,0,0,0,0,109,2026-02-03 09:23:14.635524
COMP,24.82,24.82,24.86,90100.0,138100.0,0,0,0,0,0,0,109,2026-02-03 09:23:14.635524
RITC,10.12,10.11,10.12,198100.0,146500.0,0,0,0,0,0,0,110,2026-02-03 09:23:15.658113
COMP,24.82,24.82,24.86,90100.0,136700.0,0,0,0,0,0,0,110,2026-02-03 09:23:15.658113
RITC,10.12,10.11,10.12,196200.0,146500.0,0,0,0,0,0,0,111,2026-02-03 09:23:16.684643
COMP,24.82,24.8,24.81,83500.0,137600.0,0,0,0,0,0,0,111,2026-02-03 09:23:16.684643
RITC,10.12,10.11,10.12,196500.0,135800.0,0,0,0,0,0,0,112,2026-02-03 09:23:17.711922
COMP,24.82,24.8,24.81,83500.0,137500.0,0,0,0,0,0,0,112,2026-02-03 09:23:17.711922
RITC,10.12,10.11,10.12,196400.0,135800.0,0,0,0,0,0,0,113,2026-02-03 09:23:18.737351
COMP,24.8,24.8,24.81,83500.0,136800.0,0,0,0,0,0,0,113,2026-02-03 09:23:18.737351
RITC,10.13,10.12,10.13,197600.0,115300.0,0,0,0,0,0,0,114,2026-02-03 09:23:19.756920
COMP,24.8,24.8,24.81,77500.0,136800.0,0,0,0,0,0,0,114,2026-02-03 09:23:19.756920
RITC,10.13,10.12,10.13,197400.0,106100.0,0,0,0,0,0,0,115,2026-02-03 09:23:20.778936
COMP,24.79,24.72,24.81,78700.0,136800.0,0,0,0,0,0,0,115,2026-02-03 09:23:20.778936
RITC,10.13,10.12,10.13,197900.0,106100.0,0,0,0,0,0,0,116,2026-02-03 09:23:21.802039
COMP,24.79,24.72,24.81,84700.0,136800.0,0,0,0,0,0,0,116,2026-02-03 09:23:21.802039
RITC,10.15,10.12,10.15,197900.0,96500.0,0,0,0,0,0,0,117,2026-02-03 09:23:22.824511
COMP,24.79,24.72,24.73,91300.0,136700.0,0,0,0,0,0,0,117,2026-02-03 09:23:22.824511
RITC,10.15,10.15,10.18,196500.0,96300.0,0,0,0,0,0,0,118,2026-02-03 09:23:23.853988
COMP,24.72,24.72,24.73,91300.0,136700.0,0,0,0,0,0,0,118,2026-02-03 09:23:23.853988
RITC,10.15,10.15,10.18,194400.0,96300.0,0,0,0,0,0,0,119,2026-02-03 09:23:24.878986
COMP,24.72,24.72,24.73,99300.0,136700.0,0,0,0,0,0,0,119,2026-02-03 09:23:24.878986
RITC,10.15,10.17,10.18,196200.0,96300.0,0,0,0,0,0,0,120,2026-02-03 09:23:25.915737
COMP,24.72,24.72,24.73,99300.0,138400.0,0,0,0,0,0,0,120,2026-02-03 09:23:25.915737
RITC,10.18,10.17,10.18,195800.0,96300.0,0,0,0,0,0,0,121,2026-02-03 09:23:26.939009
COMP,24.7,24.7,24.73,93800.0,138400.0,0,0,0,0,0,0,121,2026-02-03 09:23:26.939009
RITC,10.18,10.17,10.18,194100.0,96300.0,0,0,0,0,0,0,122,2026-02-03 09:23:27.972564
