ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-1,SELL_GIOT-2,BUY_GIOT-3,BUY_GIOT-2,SELL_UEBR-1,SELL_GIOT-1,SELL_GIOT-3,tick,timestamp
RITC,10.05,10.02,10.05,202000.0,189300.0,0,0,0,0,0,0,0,9,2026-02-03 11:12:38.736857
COMP,25.03,25.01,25.03,149500.0,142300.0,0,0,0,0,0,0,0,9,2026-02-03 11:12:38.736857
RITC,10.03,10.02,10.03,202000.0,196600.0,0,0,0,0,0,0,0,10,2026-02-03 11:12:39.767443
COMP,25.03,25.01,25.03,147500.0,142300.0,0,0,0,0,0,0,0,10,2026-02-03 11:12:39.767443
RITC,10.05,10.04,10.05,201900.0,189300.0,0,0,0,0,0,0,0,11,2026-02-03 11:12:40.792258
COMP,25.03,25.01,25.03,146700.0,142300.0,0,0,0,0,0,0,0,11,2026-02-03 11:12:40.792258
RITC,10.07,10.04,10.07,201900.0,170500.0,0,0,0,0,0,0,0,12,2026-02-03 11:12:41.832718
COMP,25.03,25.01,25.03,146700.0,142300.0,0,0,0,0,0,0,0,12,2026-02-03 11:12:41.832718
RITC,10.08,10.06,10.08,201500.0,161100.0,0,0,0,0,0,0,0,13,2026-02-03 11:12:42.860228
COMP,25.03,25.01,25.03,147600.0,140100.0,0,0,0,0,0,0,0,13,2026-02-03 11:12:42.860228
RITC,10.06,10.05,10.06,201000.0,170600.0,0,0,0,0,0,0,0,14,2026-02-03 11:12:43.887806
COMP,25.03,25.01,25.03,147200.0,140100.0,0,0,0,0,0,0,0,14,2026-02-03 11:12:43.887806
RITC,10.05,10.04,10.05,201900.0,180000.0,0,0,0,0,0,0,0,15,2026-02-03 11:12:44.912390
COMP,25.04,25.01,25.04,146300.0,133400.0,0,0,0,0,0,0,0,15,2026-02-03 11:12:44.912390
RITC,10.05,10.04,10.05,201900.0,190600.0,0,0,0,0,0,0,0,16,2026-02-03 11:12:45.938030
COMP,25.04,25.03,25.04,148400.0,133400.0,0,0,0,0,0,0,0,16,2026-02-03 11:12:45.938030
RITC,10.05,10.05,10.06,200600.0,170600.0,0,0,0,0,0,0,0,17,2026-02-03 11:12:46.971055
COMP,25.06,25.03,25.06,148400.0,125600.0,0,0,0,0,0,0,0,17,2026-02-03 11:12:46.971055
RITC,10.05,10.05,10.06,200600.0,180400.0,0,0,0,0,0,0,0,18,2026-02-03 11:12:47.999785
COMP,25.06,25.06,25.08,147900.0,119000.0,0,0,0,0,0,0,0,18,2026-02-03 11:12:47.999785
RITC,10.05,10.05,10.06,201300.0,190400.0,0,0,0,0,0,0,0,19,2026-02-03 11:12:49.027682
COMP,25.08,25.06,25.08,147700.0,119000.0,0,0,0,0,0,0,0,19,2026-02-03 11:12:49.027682
RITC,10.06,10.05,10.06,202200.0,180900.0,0,0,0,0,0,0,0,20,2026-02-03 11:12:49.554572
COMP,25.08,25.06,25.08,147700.0,119000.0,0,0,0,0,0,0,0,20,2026-02-03 11:12:49.554572
RITC,10.09,10.07,10.09,203800.0,152700.0,0,0,0,0,0,0,0,21,2026-02-03 11:12:50.579497
COMP,25.08,25.07,25.08,147600.0,119000.0,0,0,0,0,0,0,0,21,2026-02-03 11:12:50.579497
RITC,10.07,10.07,10.09,206000.0,152700.0,0,0,0,0,0,0,0,22,2026-02-03 11:12:51.615115
COMP,25.1,25.07,25.1,147600.0,99600.0,0,0,0,0,0,0,0,22,2026-02-03 11:12:51.615115
RITC,10.05,10.05,10.09,203000.0,152700.0,0,0,0,0,0,0,0,23,2026-02-03 11:12:52.651626
COMP,25.12,25.07,25.12,147600.0,92500.0,0,0,0,0,0,0,0,23,2026-02-03 11:12:52.651626
RITC,10.08,10.05,10.08,203000.0,164500.0,0,0,0,0,0,0,0,24,2026-02-03 11:12:53.692141
COMP,25.13,25.07,25.13,146800.0,85000.0,0,0,0,0,0,0,0,24,2026-02-03 11:12:53.692141
RITC,10.07,10.05,10.07,203000.0,176200.0,0,0,0,0,0,0,0,25,2026-02-03 11:12:54.729475
COMP,25.13,25.13,25.14,148900.0,78800.0,0,0,0,0,0,0,0,25,2026-02-03 11:12:54.729475
RITC,10.07,10.05,10.06,203000.0,175600.0,0,0,0,0,0,0,0,26,2026-02-03 11:12:55.754669
COMP,25.15,25.13,25.15,148900.0,70200.0,0,0,0,0,0,0,0,26,2026-02-03 11:12:55.754669
RITC,10.06,10.06,10.07,205400.0,173300.0,0,0,0,0,0,0,0,27,2026-02-03 11:12:56.790823
COMP,25.14,25.13,25.15,148900.0,70200.0,0,0,0,0,0,0,0,27,2026-02-03 11:12:56.790823
RITC,10.06,10.06,10.07,205300.0,185000.0,0,0,0,0,0,0,0,28,2026-02-03 11:12:57.836857
COMP,25.15,25.17,25.2,146100.0,70200.0,0,0,0,0,0,0,0,28,2026-02-03 11:12:57.836857
RITC,10.05,10.05,10.07,203000.0,185000.0,0,0,0,0,0,0,0,29,2026-02-03 11:12:58.865035
COMP,25.15,25.18,25.2,147900.0,70200.0,0,0,0,0,0,0,0,29,2026-02-03 11:12:58.865035
RITC,10.07,10.07,10.08,205500.0,176200.0,0,0,0,0,0,0,0,30,2026-02-03 11:12:59.891508
COMP,25.2,25.18,25.2,147900.0,70200.0,0,0,0,0,0,0,0,30,2026-02-03 11:12:59.891508
RITC,10.07,10.07,10.08,204400.0,184300.0,0,0,0,0,0,0,0,31,2026-02-03 11:13:00.925105
COMP,25.2,25.18,25.2,147900.0,68900.0,0,0,0,0,0,0,0,31,2026-02-03 11:13:00.925105
RITC,10.08,10.07,10.08,204400.0,183000.0,0,0,0,0,0,0,0,32,2026-02-03 11:13:01.952554
COMP,25.2,25.18,25.2,143900.0,68900.0,0,0,0,0,0,0,0,32,2026-02-03 11:13:01.952554
RITC,10.08,10.07,10.08,204400.0,203600.0,0,0,0,0,0,0,0,33,2026-02-03 11:13:02.981469
COMP,25.2,25.18,25.2,143900.0,68900.0,0,0,0,0,0,0,0,33,2026-02-03 11:13:02.981469
RITC,10.07,10.07,10.08,202600.0,203600.0,0,0,0,0,0,0,0,34,2026-02-03 11:13:04.014050
COMP,25.23,25.25,25.26,144500.0,66700.0,0,0,0,0,0,0,0,34,2026-02-03 11:13:04.014050
RITC,10.07,10.05,10.07,201700.0,205100.0,0,0,0,0,0,0,0,35,2026-02-03 11:13:05.045935
COMP,25.23,25.25,25.26,145000.0,66700.0,0,0,0,0,0,0,0,35,2026-02-03 11:13:05.045935
RITC,10.07,10.05,10.06,201300.0,205200.0,0,0,0,0,0,0,0,36,2026-02-03 11:13:06.068220
COMP,25.23,25.25,25.26,143100.0,66700.0,0,0,0,0,0,0,0,36,2026-02-03 11:13:06.068220
RITC,10.04,10.04,10.06,200100.0,204300.0,0,0,0,0,0,0,0,37,2026-02-03 11:13:07.102865
COMP,25.28,25.25,25.28,143100.0,65400.0,0,0,0,0,0,0,0,37,2026-02-03 11:13:07.102865
RITC,10.04,10.02,10.04,202000.0,205400.0,0,0,0,0,0,0,0,38,2026-02-03 11:13:08.126273
COMP,25.28,25.25,25.28,142300.0,65400.0,0,0,0,0,0,0,0,38,2026-02-03 11:13:08.126273
RITC,10.01,10.0,10.01,204400.0,205900.0,0,0,0,0,0,0,0,39,2026-02-03 11:13:09.156361
COMP,25.28,25.3,25.32,141100.0,64900.0,0,0,0,0,0,0,0,39,2026-02-03 11:13:09.156361
RITC,10.01,10.0,10.01,200500.0,207100.0,0,0,0,0,0,0,0,40,2026-02-03 11:13:09.692318
COMP,25.28,25.3,25.32,138800.0,64900.0,0,0,0,0,0,0,0,40,2026-02-03 11:13:09.692318
RITC,10.0,10.0,10.01,200900.0,207100.0,0,0,0,0,0,0,0,41,2026-02-03 11:13:10.736938
COMP,25.28,25.3,25.32,140000.0,64900.0,0,0,0,0,0,0,0,41,2026-02-03 11:13:10.736938
RITC,10.0,10.0,10.01,198700.0,207100.0,0,0,0,0,0,0,0,42,2026-02-03 11:13:11.777013
COMP,25.36,25.32,25.36,140500.0,66900.0,0,0,0,0,0,0,0,42,2026-02-03 11:13:11.777013
RITC,9.99,9.99,10.0,200400.0,207800.0,0,0,0,0,0,0,0,43,2026-02-03 11:13:12.813462
COMP,25.27,25.27,25.36,140200.0,66900.0,0,0,0,0,0,0,0,43,2026-02-03 11:13:12.813462
RITC,9.99,9.99,10.0,203300.0,207800.0,0,0,0,0,0,0,0,44,2026-02-03 11:13:13.862406
COMP,25.27,25.27,25.36,142000.0,66900.0,0,0,0,0,0,0,0,44,2026-02-03 11:13:13.862406
RITC,9.99,9.99,10.0,201800.0,207800.0,0,0,0,0,0,0,0,45,2026-02-03 11:13:14.888279
COMP,25.27,25.31,25.36,141400.0,74900.0,0,0,0,0,0,0,0,45,2026-02-03 11:13:14.888279
RITC,9.98,9.99,10.0,198400.0,207800.0,0,0,0,0,0,0,0,46,2026-02-03 11:13:15.916945
COMP,25.37,25.31,25.37,141400.0,68900.0,0,0,0,0,0,0,0,46,2026-02-03 11:13:15.916945
RITC,10.0,9.99,10.0,197800.0,207800.0,0,0,0,0,0,0,0,47,2026-02-03 11:13:16.942733
COMP,25.37,25.39,25.4,141100.0,67000.0,0,0,0,0,0,0,0,47,2026-02-03 11:13:16.942733
RITC,10.0,10.0,10.01,197100.0,207400.0,0,0,0,0,0,0,0,48,2026-02-03 11:13:17.969481
COMP,25.37,25.39,25.4,140400.0,67000.0,0,0,0,0,0,0,0,48,2026-02-03 11:13:17.969481
RITC,10.0,10.0,10.01,193900.0,207400.0,0,0,0,0,0,0,0,49,2026-02-03 11:13:18.999148
COMP,25.37,25.39,25.4,137600.0,67000.0,0,0,0,0,0,0,0,49,2026-02-03 11:13:18.999148
RITC,9.99,9.99,10.01,198000.0,207400.0,0,0,0,0,0,0,0,50,2026-02-03 11:13:20.026647
COMP,25.4,25.39,25.4,137600.0,67000.0,0,0,0,0,0,0,0,50,2026-02-03 11:13:20.026647
RITC,9.99,10.0,10.01,197700.0,206400.0,0,0,0,0,0,0,0,51,2026-02-03 11:13:21.053099
COMP,25.44,25.39,25.44,137600.0,67700.0,0,0,0,0,0,0,0,51,2026-02-03 11:13:21.053099
RITC,10.01,10.0,10.01,197400.0,205800.0,0,0,0,0,0,0,0,52,2026-02-03 11:13:22.081282
COMP,25.44,25.47,25.48,137400.0,67600.0,0,0,0,0,0,0,0,52,2026-02-03 11:13:22.081282
RITC,10.02,10.01,10.02,196200.0,205500.0,0,0,0,0,0,0,0,53,2026-02-03 11:13:23.116743
COMP,25.48,25.47,25.48,136800.0,67600.0,0,0,0,0,0,0,0,53,2026-02-03 11:13:23.116743
RITC,10.01,10.01,10.02,196200.0,205400.0,0,0,0,0,0,0,0,54,2026-02-03 11:13:24.160065
COMP,25.49,25.47,25.49,136800.0,66500.0,0,0,0,0,0,0,0,54,2026-02-03 11:13:24.160065
RITC,10.0,10.0,10.02,197400.0,205600.0,0,0,0,0,0,0,0,55,2026-02-03 11:13:25.192591
COMP,25.49,25.53,25.62,134200.0,67500.0,0,0,0,0,0,0,0,55,2026-02-03 11:13:25.192591
RITC,10.0,10.0,10.02,198100.0,203800.0,0,0,0,0,0,0,0,56,2026-02-03 11:13:26.218772
COMP,25.49,25.53,25.62,134200.0,73200.0,0,0,0,0,0,0,0,56,2026-02-03 11:13:26.218772
RITC,10.0,10.0,10.01,198100.0,201400.0,0,0,0,0,0,0,0,57,2026-02-03 11:13:27.244469
COMP,25.49,25.55,25.57,135600.0,78700.0,0,0,0,0,0,0,0,57,2026-02-03 11:13:27.244469
RITC,10.0,10.0,10.01,198100.0,202300.0,0,0,0,0,0,0,0,58,2026-02-03 11:13:27.771706
COMP,25.49,25.55,25.57,135600.0,78700.0,0,0,0,0,0,0,0,58,2026-02-03 11:13:27.771706
RITC,10.0,9.99,10.0,198000.0,202700.0,0,0,0,0,0,0,0,59,2026-02-03 11:13:28.815878
COMP,25.49,25.56,25.57,137400.0,86600.0,0,0,0,0,0,0,0,59,2026-02-03 11:13:28.815878
RITC,10.0,9.99,10.0,198000.0,201700.0,0,0,0,0,0,0,0,60,2026-02-03 11:13:29.869381
COMP,25.49,25.56,25.57,137400.0,92800.0,0,0,0,0,0,0,0,60,2026-02-03 11:13:29.869381
RITC,10.0,9.99,10.0,198000.0,202900.0,0,0,0,0,0,0,0,61,2026-02-03 11:13:30.909088
COMP,25.49,25.56,25.57,136700.0,98400.0,0,0,0,0,0,0,0,61,2026-02-03 11:13:30.909088
RITC,10.0,9.99,10.0,196400.0,202900.0,0,0,0,0,0,0,0,62,2026-02-03 11:13:31.956258
COMP,25.56,25.56,25.57,136700.0,98400.0,0,0,0,0,0,0,0,62,2026-02-03 11:13:31.956258
RITC,10.0,9.99,10.0,196400.0,204600.0,0,0,0,0,0,0,0,63,2026-02-03 11:13:32.982844
COMP,25.55,25.55,25.57,136700.0,98400.0,0,0,0,0,0,0,0,63,2026-02-03 11:13:32.982844
RITC,10.0,9.99,10.0,196400.0,204400.0,0,0,0,0,0,0,0,64,2026-02-03 11:13:34.010308
COMP,25.57,25.55,25.57,136700.0,92900.0,0,0,0,0,0,0,0,64,2026-02-03 11:13:34.010308
RITC,10.0,9.99,10.0,196400.0,205300.0,0,0,0,0,0,0,0,65,2026-02-03 11:13:35.039816
COMP,25.57,25.55,25.57,134900.0,100200.0,0,0,0,0,0,0,0,65,2026-02-03 11:13:35.039816
RITC,10.0,9.99,10.0,198700.0,205300.0,0,0,0,0,0,0,0,66,2026-02-03 11:13:36.067864
COMP,25.54,25.54,25.57,135500.0,105900.0,0,0,0,0,0,0,0,66,2026-02-03 11:13:36.067864
RITC,10.0,9.99,10.0,195800.0,205300.0,0,0,0,0,0,0,0,67,2026-02-03 11:13:37.097664
COMP,25.54,25.54,25.55,134400.0,111600.0,0,0,0,0,0,0,0,67,2026-02-03 11:13:37.097664
RITC,10.01,9.99,10.01,197400.0,205600.0,0,0,0,0,0,0,0,68,2026-02-03 11:13:38.130761
COMP,25.53,25.53,25.55,135000.0,111600.0,0,0,0,0,0,0,0,68,2026-02-03 11:13:38.130761
RITC,10.01,9.99,10.01,197400.0,204800.0,0,0,0,0,0,0,0,69,2026-02-03 11:13:39.158355
COMP,25.53,25.53,25.55,135200.0,118900.0,0,0,0,0,0,0,0,69,2026-02-03 11:13:39.158355
RITC,9.99,9.99,10.01,201200.0,204800.0,0,0,0,0,0,0,0,70,2026-02-03 11:13:40.182684
COMP,25.52,25.52,25.55,135200.0,124600.0,0,0,0,0,0,0,0,70,2026-02-03 11:13:40.182684
RITC,9.99,9.99,10.01,201500.0,204800.0,0,0,0,0,0,0,0,71,2026-02-03 11:13:41.211425
COMP,25.52,25.53,25.55,136700.0,131200.0,0,0,0,0,0,0,0,71,2026-02-03 11:13:41.211425
RITC,9.99,9.99,10.01,201500.0,204900.0,0,0,0,0,0,0,0,72,2026-02-03 11:13:42.238434
COMP,25.54,25.53,25.54,136700.0,129500.0,0,0,0,0,0,0,0,72,2026-02-03 11:13:42.238434
RITC,9.99,9.99,10.01,194800.0,204900.0,0,0,0,0,0,0,0,73,2026-02-03 11:13:43.261581
COMP,25.52,25.52,25.54,135200.0,129500.0,0,0,0,0,0,0,0,73,2026-02-03 11:13:43.261581
RITC,9.99,9.99,10.01,194800.0,202400.0,0,0,0,0,0,0,0,74,2026-02-03 11:13:44.285302
COMP,25.52,25.52,25.54,135200.0,132100.0,0,0,0,0,0,0,0,74,2026-02-03 11:13:44.285302
RITC,10.01,9.99,10.01,193700.0,201700.0,0,0,0,0,0,0,0,75,2026-02-03 11:13:45.311154
COMP,25.52,25.52,25.53,135200.0,132100.0,0,0,0,0,0,0,0,75,2026-02-03 11:13:45.311154
RITC,9.99,9.99,10.01,196100.0,201700.0,0,0,0,0,0,0,0,76,2026-02-03 11:13:46.339163
COMP,25.5,25.5,25.53,134400.0,132100.0,0,0,0,0,0,0,0,76,2026-02-03 11:13:46.339163
RITC,10.01,9.99,10.01,196100.0,202300.0,0,0,0,0,0,0,0,77,2026-02-03 11:13:47.370531
COMP,25.46,25.46,25.53,136300.0,132100.0,0,0,0,0,0,0,0,77,2026-02-03 11:13:47.370531
RITC,10.01,9.99,10.01,196100.0,202300.0,0,0,0,0,0,0,0,78,2026-02-03 11:13:47.910584
COMP,25.46,25.46,25.53,136300.0,131300.0,0,0,0,0,0,0,0,78,2026-02-03 11:13:47.910584
RITC,9.85,9.98,10.01,199400.0,202300.0,0,0,0,0,0,0,0,79,2026-02-03 11:13:48.964195
COMP,25.46,25.43,25.46,136400.0,129700.0,0,0,0,0,0,0,0,79,2026-02-03 11:13:48.964195
RITC,9.85,9.99,10.01,195000.0,202300.0,0,0,0,0,0,0,0,80,2026-02-03 11:13:50.009281
COMP,25.39,25.39,25.46,135900.0,129100.0,0,0,0,0,0,0,0,80,2026-02-03 11:13:50.009281
RITC,10.02,9.99,10.02,195000.0,203000.0,0,0,0,0,0,0,0,81,2026-02-03 11:13:51.046612
COMP,25.39,25.39,25.46,135900.0,130600.0,0,0,0,0,0,0,0,81,2026-02-03 11:13:51.046612
RITC,9.98,9.98,10.02,198500.0,203000.0,0,0,0,0,0,0,0,82,2026-02-03 11:13:52.111335
COMP,25.39,25.39,25.46,135900.0,129500.0,0,0,0,0,0,0,0,82,2026-02-03 11:13:52.111335
RITC,9.98,9.98,10.02,197800.0,203000.0,0,0,0,0,0,0,0,83,2026-02-03 11:13:53.144512
COMP,25.29,25.29,25.46,138700.0,129500.0,0,0,0,0,0,0,0,83,2026-02-03 11:13:53.144512
RITC,9.98,9.98,9.99,194900.0,200800.0,0,0,0,0,0,0,0,84,2026-02-03 11:13:54.172065
COMP,25.29,25.29,25.34,138700.0,129900.0,0,0,0,0,0,0,0,84,2026-02-03 11:13:54.172065
RITC,9.99,9.98,9.99,194900.0,202000.0,0,0,0,0,0,0,0,85,2026-02-03 11:13:55.202382
COMP,25.27,25.27,25.34,140800.0,129900.0,0,0,0,0,0,0,0,85,2026-02-03 11:13:55.202382
RITC,10.02,9.98,10.02,194900.0,203600.0,0,0,0,0,0,0,0,86,2026-02-03 11:13:56.237885
COMP,25.27,25.27,25.28,140800.0,130500.0,0,0,0,0,0,0,0,86,2026-02-03 11:13:56.237885
RITC,10.02,10.0,10.02,192200.0,204000.0,0,0,0,0,0,0,0,87,2026-02-03 11:13:57.271483
COMP,25.27,25.27,25.28,142300.0,130500.0,0,0,0,0,0,0,0,87,2026-02-03 11:13:57.271483
RITC,10.02,10.01,10.02,191400.0,204500.0,0,0,0,0,0,0,0,88,2026-02-03 11:13:58.311318
COMP,25.27,25.27,25.28,142300.0,130600.0,0,0,0,0,0,0,0,88,2026-02-03 11:13:58.311318
RITC,10.0,10.0,10.02,192200.0,203300.0,0,0,0,0,0,0,0,89,2026-02-03 11:13:59.343152
COMP,25.27,25.27,25.28,142300.0,135200.0,0,0,0,0,0,0,0,89,2026-02-03 11:13:59.343152
RITC,10.0,10.0,10.01,193400.0,204000.0,0,0,0,0,0,0,0,90,2026-02-03 11:14:00.376550
COMP,25.27,25.27,25.28,142300.0,136700.0,0,0,0,0,0,0,0,90,2026-02-03 11:14:00.376550
RITC,10.0,10.0,10.01,194700.0,201800.0,0,0,0,0,0,0,0,91,2026-02-03 11:14:01.420660
COMP,25.21,25.21,25.28,142600.0,136700.0,0,0,0,0,0,0,0,91,2026-02-03 11:14:01.420660
RITC,10.0,9.98,10.0,194900.0,199200.0,0,0,0,0,0,0,0,92,2026-02-03 11:14:01.986881
COMP,25.21,25.2,25.21,142200.0,135000.0,0,0,0,0,0,0,0,92,2026-02-03 11:14:01.986881
RITC,10.02,9.98,10.02,194900.0,203300.0,0,0,0,0,0,0,0,93,2026-02-03 11:14:03.014874
COMP,25.21,25.2,25.21,142200.0,135400.0,0,0,0,0,0,0,0,93,2026-02-03 11:14:03.014874
RITC,10.02,10.01,10.02,193300.0,203300.0,0,0,0,0,0,0,0,94,2026-02-03 11:14:04.041221
COMP,25.2,25.2,25.21,142200.0,135400.0,0,0,0,0,0,0,0,94,2026-02-03 11:14:04.041221
RITC,9.98,9.98,10.02,194900.0,202100.0,0,0,0,0,0,0,0,95,2026-02-03 11:14:05.102211
COMP,25.2,25.2,25.21,142200.0,137300.0,0,0,0,0,0,0,0,95,2026-02-03 11:14:05.102211
RITC,10.02,9.98,10.02,194300.0,202600.0,0,0,0,0,0,0,0,96,2026-02-03 11:14:06.148332
COMP,25.18,25.18,25.21,141400.0,137500.0,0,0,0,0,0,0,0,96,2026-02-03 11:14:06.148332
RITC,10.02,9.98,10.02,194300.0,204200.0,0,0,0,0,0,0,0,97,2026-02-03 11:14:07.197893
COMP,25.17,25.17,25.21,142900.0,137500.0,0,0,0,0,0,0,0,97,2026-02-03 11:14:07.197893
RITC,10.02,9.99,10.02,195100.0,204200.0,0,0,0,0,0,0,0,98,2026-02-03 11:14:08.228803
COMP,25.17,25.17,25.21,142900.0,136200.0,0,0,0,0,0,0,0,98,2026-02-03 11:14:08.228803
RITC,10.02,10.02,10.03,195100.0,203600.0,0,0,0,0,0,0,0,99,2026-02-03 11:14:09.262407
COMP,25.15,25.15,25.21,144500.0,136200.0,0,0,0,0,0,0,0,99,2026-02-03 11:14:09.262407
RITC,9.99,9.98,9.99,195700.0,202900.0,0,0,0,0,0,0,0,100,2026-02-03 11:14:10.285023
COMP,25.15,25.15,25.21,144500.0,136200.0,0,0,0,0,0,0,0,100,2026-02-03 11:14:10.285023
RITC,9.99,9.98,9.99,195700.0,202900.0,0,0,0,0,0,0,0,101,2026-02-03 11:14:11.316796
COMP,25.13,25.13,25.19,145600.0,135200.0,0,0,0,0,0,0,0,101,2026-02-03 11:14:11.316796
RITC,9.98,9.98,9.99,194900.0,202900.0,0,0,0,0,0,0,0,102,2026-02-03 11:14:12.345375
COMP,25.11,25.11,25.19,145400.0,135200.0,0,0,0,0,0,0,0,102,2026-02-03 11:14:12.345375
RITC,9.98,9.98,9.99,195500.0,202900.0,0,0,0,0,0,0,0,103,2026-02-03 11:14:13.383367
COMP,25.11,25.09,25.1,147000.0,136700.0,0,0,0,0,0,0,0,103,2026-02-03 11:14:13.383367
RITC,9.99,9.99,10.03,195400.0,203600.0,0,0,0,0,0,0,0,104,2026-02-03 11:14:14.449549
COMP,25.09,25.09,25.1,147000.0,136700.0,0,0,0,0,0,0,0,104,2026-02-03 11:14:14.449549
RITC,9.99,9.99,10.03,195300.0,203600.0,0,0,0,0,0,0,0,105,2026-02-03 11:14:15.476208
COMP,25.07,25.07,25.1,147500.0,135800.0,0,0,0,0,0,0,0,105,2026-02-03 11:14:15.476208
RITC,10.01,9.99,10.0,195300.0,205100.0,0,0,0,0,0,0,0,106,2026-02-03 11:14:16.510779
COMP,25.03,25.03,25.1,144900.0,135700.0,0,0,0,0,0,0,0,106,2026-02-03 11:14:16.510779
RITC,9.98,9.98,10.0,193900.0,205100.0,0,0,0,0,0,0,0,107,2026-02-03 11:14:17.544334
COMP,25.03,25.03,25.1,144900.0,135300.0,0,0,0,0,0,0,0,107,2026-02-03 11:14:17.544334
RITC,10.0,10.0,10.03,195800.0,203600.0,0,0,0,0,0,0,0,108,2026-02-03 11:14:18.070535
COMP,25.1,25.03,25.1,144900.0,136400.0,0,0,0,0,0,0,0,108,2026-02-03 11:14:18.070535
RITC,10.0,9.98,10.0,193900.0,204100.0,0,0,0,0,0,0,0,109,2026-02-03 11:14:19.095076
COMP,25.03,25.03,25.04,145000.0,135100.0,0,0,0,0,0,0,0,109,2026-02-03 11:14:19.095076
RITC,10.0,10.02,10.03,195300.0,203600.0,0,0,0,0,0,0,0,110,2026-02-03 11:14:20.140796
COMP,25.01,25.01,25.04,145200.0,135100.0,0,0,0,0,0,0,0,110,2026-02-03 11:14:20.140796
RITC,10.02,9.99,10.0,193400.0,202600.0,0,0,0,0,0,0,0,111,2026-02-03 11:14:21.240610
COMP,25.01,25.01,25.02,145200.0,135000.0,0,0,0,0,0,0,0,111,2026-02-03 11:14:21.240610
RITC,10.02,9.99,10.0,193400.0,204800.0,0,0,0,0,0,0,0,112,2026-02-03 11:14:22.282322
COMP,25.01,25.01,25.02,146200.0,135000.0,0,0,0,0,0,0,0,112,2026-02-03 11:14:22.282322
RITC,9.98,9.98,10.0,196200.0,204100.0,0,0,0,0,0,0,0,113,2026-02-03 11:14:23.337716
COMP,25.01,25.01,25.02,146200.0,134300.0,0,0,0,0,0,0,0,113,2026-02-03 11:14:23.337716
RITC,9.98,9.98,9.99,196200.0,203000.0,0,0,0,0,0,0,0,114,2026-02-03 11:14:24.375012
COMP,25.01,25.01,25.02,146200.0,134300.0,0,0,0,0,0,0,0,114,2026-02-03 11:14:24.375012
RITC,9.99,9.98,9.99,196100.0,203000.0,0,0,0,0,0,0,0,115,2026-02-03 11:14:25.396855
COMP,25.01,25.01,25.02,146900.0,134200.0,0,0,0,0,0,0,0,115,2026-02-03 11:14:25.396855
RITC,10.0,9.98,10.0,197000.0,202900.0,0,0,0,0,0,0,0,116,2026-02-03 11:14:26.421980
COMP,25.01,25.01,25.02,146900.0,134200.0,0,0,0,0,0,0,0,116,2026-02-03 11:14:26.421980
RITC,9.98,9.98,10.03,196200.0,203600.0,0,0,0,0,0,0,0,117,2026-02-03 11:14:27.452229
COMP,25.0,25.0,25.02,146700.0,134200.0,0,0,0,0,0,0,0,117,2026-02-03 11:14:27.452229
