ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-1,SELL_GIOT-2,BUY_GIOT-3,BUY_GIOT-2,SELL_COLB-2,SELL_UEBR-1,SELL_GIOT-1,SELL_GIOT-3,tick,timestamp
COMP,25.13,25.05,25.1,137700.0,128200.0,0,0,0,0,0,0,0,0,15,2026-02-03 22:22:03.751075
RITC,10.06,10.05,10.06,202500.0,112800.0,0,0,0,0,0,0,0,0,16,2026-02-03 22:22:04.776432
COMP,25.05,25.04,25.05,138700.0,136200.0,0,0,0,0,0,0,0,0,16,2026-02-03 22:22:04.776432
RITC,10.1,10.07,10.09,199700.0,104700.0,0,0,0,0,0,0,0,0,17,2026-02-03 22:22:05.808986
COMP,25.05,25.04,25.05,137600.0,136200.0,0,0,0,0,0,0,0,0,17,2026-02-03 22:22:05.808986
RITC,10.1,10.07,10.09,198900.0,104700.0,0,0,0,0,0,0,0,0,18,2026-02-03 22:22:06.876964
COMP,25.05,25.04,25.05,137600.0,142000.0,0,0,0,0,0,0,0,0,18,2026-02-03 22:22:06.876964
RITC,10.09,10.08,10.09,200900.0,104700.0,0,0,0,0,0,0,0,0,19,2026-02-03 22:22:07.905903
COMP,25.04,25.04,25.1,137600.0,134000.0,0,0,0,0,0,0,0,0,19,2026-02-03 22:22:07.905903
RITC,10.1,10.08,10.1,199200.0,103400.0,0,0,0,0,0,0,0,0,20,2026-02-03 22:22:08.935595
COMP,25.11,25.08,25.11,136700.0,128100.0,0,0,0,0,0,0,0,0,20,2026-02-03 22:22:08.935595
RITC,10.1,10.1,10.11,199400.0,103200.0,0,0,0,0,0,0,0,0,21,2026-02-03 22:22:09.963277
COMP,25.11,25.08,25.11,136600.0,128100.0,0,0,0,0,0,0,0,0,21,2026-02-03 22:22:09.963277
RITC,10.1,10.1,10.11,196700.0,103200.0,0,0,0,0,0,0,0,0,22,2026-02-03 22:22:10.991164
COMP,25.11,25.08,25.11,137900.0,128100.0,0,0,0,0,0,0,0,0,22,2026-02-03 22:22:10.991164
RITC,10.1,10.1,10.11,198700.0,103200.0,0,0,0,0,0,0,0,0,23,2026-02-03 22:22:12.021899
COMP,24.95,25.08,25.16,137900.0,122300.0,0,0,0,0,0,0,0,0,23,2026-02-03 22:22:12.021899
RITC,10.1,10.1,10.11,199600.0,103200.0,,0,0,0,0,0,0,0,24,2026-02-03 22:22:13.045119
COMP,25.08,25.13,25.16,140000.0,122300.0,15000.0,0,0,0,0,0,0,0,24,2026-02-03 22:22:13.045119
RITC,10.11,10.11,10.13,202500.0,103200.0,,0,0,0,0,0,0,0,25,2026-02-03 22:22:14.072819
COMP,25.16,25.13,25.16,140600.0,115200.0,100.0,0,0,0,0,0,0,0,25,2026-02-03 22:22:14.072819
RITC,10.13,10.11,10.13,202500.0,103200.0,,0,0,0,0,0,0,0,26,2026-02-03 22:22:14.601340
COMP,25.16,25.13,25.16,140600.0,115200.0,14900.0,0,0,0,0,0,0,0,26,2026-02-03 22:22:14.601340
RITC,10.14,10.11,10.14,202500.0,101800.0,,0,0,0,0,0,0,0,27,2026-02-03 22:22:15.627699
COMP,25.16,25.15,25.16,140300.0,115200.0,14900.0,0,0,0,0,0,0,0,27,2026-02-03 22:22:15.627699
RITC,10.15,10.12,10.15,206200.0,100800.0,,0,0,0,0,0,0,0,28,2026-02-03 22:22:16.669709
COMP,25.16,25.15,25.16,140900.0,115200.0,9000.0,0,0,0,0,0,0,0,28,2026-02-03 22:22:16.669709
RITC,10.15,10.15,10.16,205600.0,103300.0,,0,0,0,0,0,0,0,29,2026-02-03 22:22:17.756802
COMP,25.16,25.15,25.16,140900.0,115200.0,9000.0,0,0,0,0,0,0,0,29,2026-02-03 22:22:17.756802
RITC,10.16,10.15,10.16,205600.0,103300.0,,0,0,0,0,0,0,0,30,2026-02-03 22:22:18.806572
COMP,25.16,25.18,25.19,138900.0,115200.0,15000.0,0,0,0,0,0,0,0,30,2026-02-03 22:22:18.806572
RITC,10.17,10.17,10.18,206100.0,102700.0,,0,0,0,0,0,0,0,31,2026-02-03 22:22:19.827411
COMP,25.16,25.18,25.19,139400.0,115200.0,15000.0,0,0,0,0,0,0,0,31,2026-02-03 22:22:19.827411
RITC,10.18,10.17,10.18,206100.0,103800.0,,0,0,0,0,0,0,0,32,2026-02-03 22:22:20.848612
COMP,25.19,25.18,25.19,139400.0,108400.0,6200.0,0,0,0,0,0,0,0,32,2026-02-03 22:22:20.848612
RITC,10.18,10.17,10.18,205500.0,103800.0,,0,0,0,0,0,0,0,33,2026-02-03 22:22:21.873701
COMP,25.19,25.18,25.19,139100.0,108400.0,6200.0,0,0,0,0,0,0,0,33,2026-02-03 22:22:21.873701
RITC,10.18,10.17,10.18,203600.0,103800.0,0,0,0,0,0,0,0,0,34,2026-02-03 22:22:22.898117
COMP,25.19,25.18,25.2,139100.0,108400.0,0,0,0,0,0,0,0,0,34,2026-02-03 22:22:22.898117
RITC,10.18,10.18,10.19,201200.0,103200.0,0,0,0,0,0,0,0,0,35,2026-02-03 22:22:23.922129
COMP,25.19,25.19,25.2,140500.0,108400.0,0,0,0,0,0,0,0,0,35,2026-02-03 22:22:23.922129
RITC,10.19,10.18,10.19,201600.0,103200.0,,0,0,0,0,0,0,0,36,2026-02-03 22:22:24.946322
COMP,25.19,25.18,25.19,140500.0,108400.0,5800.0,0,0,0,0,0,0,0,36,2026-02-03 22:22:24.946322
RITC,10.22,10.18,10.22,201600.0,104500.0,0,0,0,0,0,0,0,0,37,2026-02-03 22:22:25.967895
COMP,25.2,25.18,25.2,140500.0,108400.0,0,0,0,0,0,0,0,0,37,2026-02-03 22:22:25.967895
RITC,10.23,10.18,10.23,204200.0,103700.0,,0,0,0,0,0,0,0,38,2026-02-03 22:22:26.991905
COMP,25.2,25.19,25.2,142000.0,108400.0,7300.0,0,0,0,0,0,0,0,38,2026-02-03 22:22:26.991905
RITC,10.23,10.2,10.23,204300.0,103700.0,,0,0,0,0,0,0,0,39,2026-02-03 22:22:28.016927
COMP,25.2,25.19,25.2,142600.0,101100.0,7300.0,0,0,0,0,0,0,0,39,2026-02-03 22:22:28.016927
RITC,10.24,10.21,10.24,202700.0,102700.0,,0,0,0,0,0,0,0,40,2026-02-03 22:22:29.048016
COMP,25.2,25.19,25.2,142200.0,101100.0,7300.0,0,0,0,0,0,0,0,40,2026-02-03 22:22:29.048016
RITC,10.24,10.22,10.24,201000.0,102700.0,,0,0,0,0,0,0,0,41,2026-02-03 22:22:30.073428
COMP,25.2,25.19,25.2,142200.0,93800.0,7300.0,0,0,0,0,0,0,0,41,2026-02-03 22:22:30.073428
RITC,10.3,10.22,10.3,203200.0,100900.0,,0,0,0,0,0,0,0,42,2026-02-03 22:22:31.109859
COMP,25.2,25.19,25.2,140800.0,93800.0,7300.0,0,0,0,0,0,0,0,42,2026-02-03 22:22:31.109859
RITC,10.22,10.22,10.31,203200.0,102900.0,0,0,0,0,0,0,0,0,43,2026-02-03 22:22:32.131345
COMP,25.21,25.19,25.21,140700.0,93800.0,0,0,0,0,0,0,0,0,43,2026-02-03 22:22:32.131345
RITC,10.22,10.27,10.31,203600.0,102900.0,0,0,0,0,0,0,0,0,44,2026-02-03 22:22:33.154533
COMP,25.21,25.19,25.21,140700.0,93800.0,0,0,0,0,0,0,0,0,44,2026-02-03 22:22:33.154533
RITC,10.22,10.27,10.28,203600.0,129800.0,0,0,0,0,0,0,0,0,45,2026-02-03 22:22:34.177130
COMP,25.21,25.21,25.22,138200.0,86000.0,0,0,0,0,0,0,0,0,45,2026-02-03 22:22:34.177130
RITC,10.31,10.27,10.31,203600.0,121500.0,0,0,0,0,0,0,0,0,46,2026-02-03 22:22:34.700921
COMP,25.22,25.21,25.22,138200.0,86000.0,0,0,0,0,0,0,0,0,46,2026-02-03 22:22:34.700921
RITC,10.31,10.27,10.31,201000.0,130500.0,0,0,0,0,0,0,0,0,47,2026-02-03 22:22:35.731721
COMP,25.23,25.21,25.23,138200.0,72000.0,0,0,0,0,0,0,0,0,47,2026-02-03 22:22:35.731721
RITC,10.27,10.27,10.31,202000.0,130500.0,0,0,0,0,0,0,0,0,48,2026-02-03 22:22:36.752175
COMP,25.24,25.21,25.24,138200.0,73000.0,0,0,0,0,0,0,0,0,48,2026-02-03 22:22:36.752175
RITC,10.29,10.29,10.31,202800.0,130500.0,0,0,0,0,0,0,0,0,49,2026-02-03 22:22:37.773622
COMP,25.24,25.24,25.25,140400.0,73500.0,0,0,0,0,0,0,0,0,49,2026-02-03 22:22:37.773622
RITC,10.29,10.3,10.31,200500.0,130500.0,0,0,0,0,0,0,0,0,50,2026-02-03 22:22:38.794427
COMP,25.29,25.24,25.28,140400.0,74300.0,0,0,0,0,0,0,0,0,50,2026-02-03 22:22:38.794427
RITC,10.27,10.27,10.31,202000.0,130500.0,0,0,0,0,0,0,0,0,51,2026-02-03 22:22:39.815680
COMP,25.29,25.24,25.28,141100.0,74300.0,0,0,0,0,0,0,0,0,51,2026-02-03 22:22:39.815680
RITC,10.27,10.27,10.28,204600.0,138600.0,0,0,0,0,0,0,0,0,52,2026-02-03 22:22:40.838086
COMP,25.29,25.24,25.28,140000.0,74300.0,0,0,0,0,0,0,0,0,52,2026-02-03 22:22:40.838086
RITC,10.27,10.27,10.28,204600.0,149700.0,0,0,0,0,0,0,0,0,53,2026-02-03 22:22:41.866812
COMP,25.28,25.24,25.28,140000.0,74300.0,0,0,0,0,0,0,0,0,53,2026-02-03 22:22:41.866812
RITC,10.21,10.25,10.28,202000.0,149700.0,0,0,0,0,0,0,0,0,54,2026-02-03 22:22:42.885953
COMP,25.31,25.24,25.31,139300.0,71700.0,0,0,0,0,0,0,0,0,54,2026-02-03 22:22:42.885953
RITC,10.26,10.25,10.26,202000.0,159400.0,0,0,0,0,0,0,0,0,55,2026-02-03 22:22:43.913209
COMP,25.31,25.24,25.31,138900.0,71700.0,0,0,0,0,0,0,0,0,55,2026-02-03 22:22:43.913209
RITC,10.25,10.21,10.25,202100.0,177500.0,0,0,0,0,0,0,0,0,56,2026-02-03 22:22:44.937073
COMP,25.31,25.24,25.31,138900.0,71700.0,0,0,0,0,0,0,0,0,56,2026-02-03 22:22:44.937073
RITC,10.2,10.2,10.25,202300.0,177500.0,0,0,0,0,0,0,0,0,57,2026-02-03 22:22:45.959758
COMP,25.31,25.24,25.31,138900.0,71700.0,0,0,0,0,0,0,0,0,57,2026-02-03 22:22:45.959758
RITC,10.2,10.2,10.22,202000.0,188700.0,0,0,0,0,0,0,0,0,58,2026-02-03 22:22:46.982260
COMP,25.31,25.29,25.31,139900.0,71700.0,0,0,0,0,0,0,0,0,58,2026-02-03 22:22:46.982260
RITC,10.22,10.2,10.22,202000.0,199000.0,0,0,0,0,0,0,0,0,59,2026-02-03 22:22:48.004606
COMP,25.31,25.31,25.32,137600.0,72800.0,0,0,0,0,0,0,0,0,59,2026-02-03 22:22:48.004606
RITC,10.22,10.2,10.22,202000.0,199400.0,0,0,0,0,0,0,0,0,60,2026-02-03 22:22:49.028746
COMP,25.31,25.31,25.32,137600.0,81000.0,0,0,0,0,0,0,0,0,60,2026-02-03 22:22:49.028746
RITC,10.22,10.2,10.21,202000.0,202100.0,0,0,0,0,0,0,0,0,61,2026-02-03 22:22:50.055274
COMP,25.26,25.26,25.32,137800.0,87500.0,0,0,0,0,0,0,0,0,61,2026-02-03 22:22:50.055274
RITC,10.22,10.2,10.22,202000.0,197600.0,0,0,0,0,0,0,0,0,62,2026-02-03 22:22:51.073818
COMP,25.26,25.24,25.25,138900.0,94800.0,0,0,0,0,0,0,0,0,62,2026-02-03 22:22:51.073818
RITC,10.21,10.21,10.22,204700.0,197600.0,0,0,0,0,0,0,0,0,63,2026-02-03 22:22:52.105956
COMP,25.32,25.26,25.32,138000.0,87500.0,0,0,0,0,0,0,0,0,63,2026-02-03 22:22:52.105956
RITC,10.21,10.2,10.21,202000.0,197300.0,0,0,0,0,0,0,0,0,64,2026-02-03 22:22:53.147932
COMP,25.32,25.28,25.32,139200.0,87500.0,0,0,0,0,0,0,0,0,64,2026-02-03 22:22:53.147932
RITC,10.23,10.2,10.23,202600.0,197800.0,0,0,0,0,0,0,0,0,65,2026-02-03 22:22:54.189742
COMP,25.32,25.28,25.32,139200.0,99800.0,0,0,0,0,0,0,0,0,65,2026-02-03 22:22:54.189742
RITC,10.23,10.23,10.25,199200.0,196700.0,0,0,0,0,0,0,0,0,66,2026-02-03 22:22:55.227398
COMP,25.32,25.28,25.29,139200.0,106000.0,0,0,0,0,0,0,0,0,66,2026-02-03 22:22:55.227398
RITC,10.23,10.23,10.24,199200.0,196700.0,0,0,0,0,0,0,0,0,67,2026-02-03 22:22:56.266579
COMP,25.32,25.28,25.29,137400.0,113800.0,0,0,0,0,0,0,0,0,67,2026-02-03 22:22:56.266579
RITC,10.23,10.23,10.24,198500.0,196700.0,0,0,0,0,0,0,0,0,68,2026-02-03 22:22:57.331445
COMP,25.29,25.28,25.29,137400.0,119800.0,0,0,0,0,0,0,0,0,68,2026-02-03 22:22:57.331445
RITC,10.23,10.23,10.24,199500.0,196700.0,0,0,0,0,0,0,0,0,69,2026-02-03 22:22:57.857446
COMP,25.29,25.28,25.29,137400.0,119800.0,0,0,0,0,0,0,0,0,69,2026-02-03 22:22:57.857446
RITC,10.23,10.23,10.24,199900.0,195300.0,0,0,0,0,0,0,0,0,70,2026-02-03 22:22:58.891108
COMP,25.29,25.29,25.32,137300.0,107600.0,0,0,0,0,0,0,0,0,70,2026-02-03 22:22:58.891108
RITC,10.23,10.23,10.24,199700.0,195300.0,0,0,0,0,0,0,0,0,71,2026-02-03 22:22:59.928483
COMP,25.29,25.3,25.32,135400.0,114400.0,0,0,0,0,0,0,0,0,71,2026-02-03 22:22:59.928483
RITC,10.22,10.22,10.23,198700.0,196600.0,0,0,0,0,0,0,0,0,72,2026-02-03 22:23:00.958172
COMP,25.34,25.3,25.34,135400.0,106000.0,0,0,0,0,0,0,0,0,72,2026-02-03 22:23:00.958172
RITC,10.22,10.2,10.22,199400.0,194400.0,0,0,0,0,0,0,0,0,73,2026-02-03 22:23:01.998897
COMP,25.34,25.3,25.34,135100.0,97800.0,0,0,0,0,0,0,0,0,73,2026-02-03 22:23:01.998897
RITC,10.22,10.2,10.22,199400.0,192100.0,0,0,0,0,0,0,0,0,74,2026-02-03 22:23:03.043365
COMP,25.34,25.3,25.34,135100.0,105400.0,0,0,0,0,0,0,0,0,74,2026-02-03 22:23:03.043365
RITC,10.2,10.2,10.22,199500.0,190900.0,0,0,0,0,0,0,0,0,75,2026-02-03 22:23:04.083875
COMP,25.34,25.3,25.34,134700.0,111200.0,0,0,0,0,0,0,0,0,75,2026-02-03 22:23:04.083875
RITC,10.2,10.2,10.21,199200.0,191200.0,0,0,0,0,0,0,0,0,76,2026-02-03 22:23:05.112295
COMP,25.34,25.3,25.34,134700.0,117100.0,0,0,0,0,0,0,0,0,76,2026-02-03 22:23:05.112295
RITC,10.2,10.2,10.21,200700.0,185800.0,0,0,0,0,0,0,0,0,77,2026-02-03 22:23:06.195676
COMP,25.3,25.3,25.34,134400.0,122700.0,0,0,0,0,0,0,0,0,77,2026-02-03 22:23:06.195676
RITC,10.2,10.2,10.21,200500.0,186100.0,0,0,0,0,0,0,0,0,78,2026-02-03 22:23:07.222509
COMP,25.3,25.3,25.31,134400.0,129100.0,0,0,0,0,0,0,0,0,78,2026-02-03 22:23:07.222509
RITC,10.19,10.19,10.2,203000.0,183500.0,0,0,0,0,0,0,0,0,79,2026-02-03 22:23:08.245328
COMP,25.3,25.3,25.31,136400.0,129100.0,0,0,0,0,0,0,0,0,79,2026-02-03 22:23:08.245328
RITC,10.18,10.18,10.2,202400.0,185600.0,0,0,0,0,0,0,0,0,80,2026-02-03 22:23:09.271590
COMP,25.29,25.28,25.29,137700.0,136400.0,0,0,0,0,0,0,0,0,80,2026-02-03 22:23:09.271590
RITC,10.18,10.18,10.19,203100.0,189000.0,0,0,0,0,0,0,0,0,81,2026-02-03 22:23:10.306747
COMP,25.29,25.28,25.29,137700.0,134000.0,0,0,0,0,0,0,0,0,81,2026-02-03 22:23:10.306747
RITC,10.16,10.16,10.19,204300.0,189000.0,0,0,0,0,0,0,0,0,82,2026-02-03 22:23:11.358268
COMP,25.29,25.28,25.29,137700.0,134800.0,0,0,0,0,0,0,0,0,82,2026-02-03 22:23:11.358268
RITC,10.16,10.16,10.18,204300.0,186200.0,0,0,0,0,0,0,0,0,83,2026-02-03 22:23:12.392876
COMP,25.29,25.28,25.29,137700.0,136700.0,0,0,0,0,0,0,0,0,83,2026-02-03 22:23:12.392876
RITC,10.16,10.16,10.18,202600.0,186200.0,0,0,0,0,0,0,0,0,84,2026-02-03 22:23:13.418581
COMP,25.29,25.28,25.29,137700.0,138900.0,0,0,0,0,0,0,0,0,84,2026-02-03 22:23:13.418581
RITC,10.16,10.16,10.17,202600.0,185800.0,0,0,0,0,0,0,0,0,85,2026-02-03 22:23:14.441326
COMP,25.29,25.28,25.29,137700.0,139600.0,0,0,0,0,0,0,0,0,85,2026-02-03 22:23:14.441326
RITC,10.15,10.15,10.17,202900.0,185800.0,0,0,0,0,0,0,0,0,86,2026-02-03 22:23:14.958514
COMP,25.27,25.27,25.29,139700.0,139600.0,0,0,0,0,0,0,0,0,86,2026-02-03 22:23:14.958514
RITC,10.15,10.15,10.17,204400.0,185300.0,0,0,0,0,0,0,0,0,87,2026-02-03 22:23:15.981701
COMP,25.26,25.26,25.29,139700.0,140500.0,0,0,0,0,0,0,0,0,87,2026-02-03 22:23:15.981701
RITC,10.13,10.13,10.15,206700.0,188900.0,0,0,0,0,0,0,0,0,88,2026-02-03 22:23:17.007498
COMP,25.29,25.26,25.29,139700.0,142500.0,0,0,0,0,0,0,0,0,88,2026-02-03 22:23:17.007498
RITC,10.13,10.13,10.15,206700.0,191500.0,0,0,0,0,0,0,0,0,89,2026-02-03 22:23:18.031565
COMP,25.29,25.26,25.29,138500.0,142500.0,0,0,0,0,0,0,0,0,89,2026-02-03 22:23:18.031565
RITC,10.13,10.13,10.15,206700.0,192900.0,0,0,0,0,0,0,0,0,90,2026-02-03 22:23:19.060220
COMP,25.25,25.26,25.29,138800.0,142500.0,0,0,0,0,0,0,0,0,90,2026-02-03 22:23:19.060220
RITC,10.12,10.12,10.15,202400.0,192900.0,0,0,0,0,0,0,0,0,91,2026-02-03 22:23:20.138189
COMP,25.25,25.26,25.29,136100.0,142500.0,0,0,0,0,0,0,0,0,91,2026-02-03 22:23:20.138189
RITC,10.12,10.12,10.14,204700.0,193000.0,0,0,0,0,0,0,0,0,92,2026-02-03 22:23:21.168560
COMP,25.25,25.26,25.29,136100.0,143600.0,0,0,0,0,0,0,0,0,92,2026-02-03 22:23:21.168560
RITC,10.12,10.11,10.12,203400.0,194500.0,0,0,0,0,0,0,0,0,93,2026-02-03 22:23:22.188745
COMP,25.25,25.26,25.27,136100.0,143900.0,0,0,0,0,0,0,0,0,93,2026-02-03 22:23:22.188745
RITC,10.11,10.11,10.12,202400.0,195300.0,0,0,0,0,0,0,0,0,94,2026-02-03 22:23:23.207871
COMP,25.26,25.26,25.27,136100.0,143800.0,0,0,0,0,0,0,0,0,94,2026-02-03 22:23:23.207871
RITC,10.1,10.1,10.12,201000.0,195100.0,0,0,0,0,0,0,0,0,95,2026-02-03 22:23:24.229654
COMP,25.26,25.26,25.27,136100.0,143800.0,0,0,0,0,0,0,0,0,95,2026-02-03 22:23:24.229654
RITC,10.1,10.1,10.11,201000.0,197000.0,0,0,0,0,0,0,0,0,96,2026-02-03 22:23:25.252082
COMP,25.25,25.25,25.27,136800.0,143800.0,0,0,0,0,0,0,0,0,96,2026-02-03 22:23:25.252082
RITC,10.1,10.1,10.11,200900.0,199000.0,0,0,0,0,0,0,0,0,97,2026-02-03 22:23:26.276173
COMP,25.25,25.24,25.25,138000.0,142000.0,0,0,0,0,0,0,0,0,97,2026-02-03 22:23:26.276173
RITC,10.1,10.1,10.11,200700.0,202700.0,0,0,0,0,0,0,0,0,98,2026-02-03 22:23:27.297281
COMP,25.24,25.22,25.24,137000.0,143800.0,0,0,0,0,0,0,0,0,98,2026-02-03 22:23:27.297281
RITC,10.1,10.09,10.1,198500.0,203000.0,0,0,0,0,0,0,0,0,99,2026-02-03 22:23:28.324760
COMP,25.24,25.22,25.23,137000.0,145300.0,0,0,0,0,0,0,0,0,99,2026-02-03 22:23:28.324760
RITC,10.09,10.09,10.1,198500.0,203000.0,0,0,0,0,0,0,0,0,100,2026-02-03 22:23:29.346993
COMP,25.24,25.22,25.23,134700.0,145800.0,0,0,0,0,0,0,0,0,100,2026-02-03 22:23:29.346993
RITC,10.08,10.08,10.1,198300.0,203000.0,0,0,0,0,0,0,0,0,101,2026-02-03 22:23:30.372480
COMP,25.24,25.22,25.23,134700.0,145800.0,0,0,0,0,0,0,0,0,101,2026-02-03 22:23:30.372480
RITC,10.08,10.08,10.1,197600.0,204000.0,0,0,0,0,0,0,0,0,102,2026-02-03 22:23:31.392710
COMP,25.22,25.22,25.23,134300.0,144300.0,0,0,0,0,0,0,0,0,102,2026-02-03 22:23:31.392710
RITC,10.05,10.05,10.1,197800.0,204000.0,0,0,0,0,0,0,0,0,103,2026-02-03 22:23:32.418036
COMP,25.22,25.22,25.23,135200.0,145300.0,0,0,0,0,0,0,0,0,103,2026-02-03 22:23:32.418036
RITC,10.05,10.05,10.07,196100.0,205500.0,0,0,0,0,0,0,0,0,104,2026-02-03 22:23:33.442809
COMP,25.23,25.22,25.23,135200.0,145300.0,0,0,0,0,0,0,0,0,104,2026-02-03 22:23:33.442809
RITC,10.05,10.05,10.07,195900.0,206100.0,0,0,0,0,0,0,0,0,105,2026-02-03 22:23:34.464076
COMP,25.24,25.22,25.24,135200.0,143700.0,0,0,0,0,0,0,0,0,105,2026-02-03 22:23:34.464076
RITC,10.05,10.05,10.07,195900.0,207900.0,0,0,0,0,0,0,0,0,106,2026-02-03 22:23:35.493970
COMP,25.25,25.22,25.25,135200.0,142600.0,0,0,0,0,0,0,0,0,106,2026-02-03 22:23:35.493970
RITC,10.05,10.05,10.07,195300.0,207900.0,0,0,0,0,0,0,0,0,107,2026-02-03 22:23:36.091163
COMP,25.25,25.22,25.25,132700.0,142600.0,0,0,0,0,0,0,0,0,107,2026-02-03 22:23:36.091163
RITC,10.04,10.04,10.07,197300.0,207900.0,0,0,0,0,0,0,0,0,108,2026-02-03 22:23:37.115878
COMP,25.25,25.22,25.25,132700.0,142100.0,0,0,0,0,0,0,0,0,108,2026-02-03 22:23:37.115878
RITC,10.04,10.04,10.06,197300.0,206200.0,0,0,0,0,0,0,0,0,109,2026-02-03 22:23:38.136480
COMP,25.22,25.22,25.25,132700.0,143300.0,0,0,0,0,0,0,0,0,109,2026-02-03 22:23:38.136480
RITC,10.04,10.04,10.06,199100.0,206200.0,0,0,0,0,0,0,0,0,110,2026-02-03 22:23:39.542094
COMP,25.22,25.22,25.24,132700.0,143500.0,0,0,0,0,0,0,0,0,110,2026-02-03 22:23:39.542094
RITC,10.04,10.04,10.05,199100.0,206600.0,0,0,0,0,0,0,0,0,111,2026-02-03 22:23:40.096755
COMP,25.22,25.22,25.24,132700.0,143300.0,0,0,0,0,0,0,0,0,111,2026-02-03 22:23:40.096755
RITC,10.03,10.03,10.05,202400.0,206600.0,0,0,0,0,0,0,0,0,112,2026-02-03 22:23:41.227260
COMP,25.22,25.22,25.24,132700.0,144900.0,0,0,0,0,0,0,0,0,112,2026-02-03 22:23:41.227260
RITC,10.05,10.05,10.06,205500.0,206200.0,0,0,0,0,0,0,0,0,113,2026-02-03 22:23:42.274856
