ticker,last_price,bid_price,ask_price,BUY_GIOT-1,BUY_DUBL-6,BUY_COLA-6,BUY_OTWA-1,SELL_GIOT-1,SELL_ANON,SELL_OTWA-1,BUY_ANON,tick,timestamp
TGX,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
PHR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
BYL,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
CLD,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
GGD,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
PNR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
FSR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
ATB,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
SPK,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
EEC,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2026-02-05 00:52:30.397662
TGX,43.73,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,1.0,1.0,1.0,,Welcome to the RITC 2026 Merger Arbitrage Case - practice server,Good Luck!
PHR,47.5,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,,,,,,
BYL,43.47,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,,,,,,
CLD,79.3,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,,,,,,
GGD,31.52,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,,,,,,
PNR,59.8,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,,,,,,
FSR,30.49,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,,,,,,
ATB,62.2,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,,,,,,
SPK,52.79,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,,,,,,
EEC,48.0,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-05 00:52:31.145355,,,,,,
TGX,43.68,43.67,43.69,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-05 00:52:32.487085
PHR,47.46,47.45,47.47,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-05 00:52:32.487085
BYL,43.38,43.37,43.39,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-05 00:52:32.487085
CLD,79.07,79.06,79.08,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-05 00:52:32.487085
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-05 00:52:32.487085
PNR,59.8,59.79,59.81,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-05 00:52:32.487085
FSR,30.48,30.47,30.49,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-05 00:52:32.487085
ATB,61.62,61.61,61.63,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-05 00:52:32.487085
SPK,52.83,52.82,52.84,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-05 00:52:32.487085
