ticker,last_price,bid_price,ask_price,BUY_ZUAI-5,BUY_ZUAI-2,SELL_ZUAI-5,BUY_ANON,SELL_ANON,SELL_WRSW-6,BUY_WRSW-6,tick,timestamp
TGX,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
PHR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
BYL,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
CLD,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
GGD,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
PNR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
FSR,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
ATB,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
SPK,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
EEC,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2026-02-03 15:57:16.667431
TGX,43.77,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,1.0,1.0,1.0,,Welcome to the RITC 2026 Merger Arbitrage Case - practice server,Good Luck!
PHR,47.5,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,,,,,,
BYL,43.45,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,,,,,,
CLD,79.3,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,,,,,,
GGD,31.46,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,,,,,,
PNR,59.8,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,,,,,,
FSR,30.46,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,,,,,,
ATB,62.2,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,,,,,,
SPK,52.76,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,,,,,,
EEC,48.0,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,1,2026-02-03 15:57:17.199494,,,,,,
TGX,43.75,43.74,43.76,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
PHR,47.33,47.32,47.34,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
BYL,43.42,43.41,43.43,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
CLD,79.13,79.12,79.14,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
GGD,31.48,31.47,31.49,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
PNR,59.98,59.97,59.99,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
FSR,30.42,30.41,30.43,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
ATB,62.39,62.38,62.4,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
SPK,52.62,52.61,52.63,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
EEC,47.69,47.68,47.7,50000000.0,50000000.0,0,0,0,0,0,2,2026-02-03 15:57:18.240713
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
PHR,47.46,47.45,47.47,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
BYL,43.26,43.25,43.27,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
CLD,78.77,78.76,78.78,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
GGD,31.53,31.52,31.54,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
PNR,59.95,59.94,59.96,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
FSR,30.34,30.33,30.35,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
ATB,62.48,62.47,62.49,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
SPK,52.62,52.61,52.63,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
EEC,47.49,47.48,47.5,50000000.0,50000000.0,0,0,0,0,0,3,2026-02-03 15:57:19.294190
TGX,43.67,43.66,43.68,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
PHR,47.75,47.74,47.76,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
BYL,43.15,43.14,43.16,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
CLD,78.41,78.4,78.42,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
GGD,31.5,31.49,31.51,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
PNR,60.01,60.0,60.02,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
FSR,30.29,30.28,30.3,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
ATB,62.8,62.79,62.81,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
SPK,52.65,52.64,52.66,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
EEC,47.54,47.53,47.55,50000000.0,50000000.0,0,0,0,0,0,4,2026-02-03 15:57:20.331092
TGX,43.64,43.63,43.65,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
PHR,47.71,47.7,47.72,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
BYL,43.01,43.0,43.02,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
CLD,78.25,78.24,78.26,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
PNR,59.74,59.73,59.75,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
FSR,30.28,30.27,30.29,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
ATB,62.75,62.74,62.76,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
SPK,52.7,52.69,52.71,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
EEC,47.69,47.68,47.7,50000000.0,50000000.0,0,0,0,0,0,5,2026-02-03 15:57:21.366658
TGX,43.72,43.71,43.73,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
PHR,47.62,47.61,47.63,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
BYL,43.05,43.04,43.06,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
CLD,78.19,78.18,78.2,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
GGD,31.6,31.59,31.61,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
PNR,59.91,59.9,59.92,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
FSR,30.25,30.24,30.26,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
ATB,63.33,63.32,63.34,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
SPK,52.83,52.82,52.84,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
EEC,47.95,47.94,47.96,50000000.0,50000000.0,0,0,0,0,0,6,2026-02-03 15:57:22.401372
TGX,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
PHR,47.58,47.57,47.59,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
BYL,42.95,42.94,42.96,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
CLD,77.84,77.83,77.85,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
GGD,31.62,31.61,31.63,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
PNR,59.89,59.88,59.9,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
FSR,30.27,30.26,30.28,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
ATB,63.22,63.21,63.23,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
SPK,52.76,52.75,52.77,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
EEC,47.77,47.76,47.78,50000000.0,50000000.0,0,0,0,0,0,7,2026-02-03 15:57:23.437132
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
PHR,47.52,47.51,47.53,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
BYL,42.96,42.95,42.97,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
CLD,77.94,77.93,77.95,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
GGD,31.6,31.59,31.61,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
PNR,60.04,60.03,60.05,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
FSR,30.28,30.27,30.29,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
ATB,63.38,63.37,63.39,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
SPK,52.93,52.92,52.94,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
EEC,48.07,48.06,48.08,50000000.0,50000000.0,0,0,0,0,0,8,2026-02-03 15:57:24.480736
TGX,43.72,43.71,43.73,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
PHR,47.27,47.26,47.28,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
BYL,42.96,42.95,42.97,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
CLD,77.92,77.91,77.93,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
GGD,31.62,31.61,31.63,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
PNR,60.01,60.0,60.02,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
FSR,30.31,30.3,30.32,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
ATB,63.53,63.52,63.54,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
SPK,53.04,53.03,53.05,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
EEC,48.07,48.06,48.08,50000000.0,50000000.0,0,0,0,0,0,9,2026-02-03 15:57:25.508530
TGX,43.69,43.68,43.7,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
PHR,47.14,47.13,47.15,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
BYL,42.97,42.96,42.98,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
CLD,78.07,78.06,78.08,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
GGD,31.62,31.61,31.63,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
PNR,60.18,60.17,60.19,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
FSR,30.29,30.28,30.3,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
ATB,63.46,63.45,63.47,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
SPK,53.12,53.11,53.13,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
EEC,48.26,48.25,48.27,50000000.0,50000000.0,0,0,0,0,0,10,2026-02-03 15:57:26.541591
TGX,43.64,43.63,43.65,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
PHR,47.08,47.07,47.09,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
BYL,42.97,42.96,42.98,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
CLD,78.09,78.08,78.1,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
GGD,31.6,31.59,31.61,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
PNR,60.07,60.06,60.08,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
FSR,30.28,30.27,30.29,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
ATB,63.41,63.4,63.42,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
SPK,53.29,53.28,53.3,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
EEC,48.51,48.5,48.52,50000000.0,50000000.0,0,0,0,0,0,11,2026-02-03 15:57:27.573900
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
PHR,46.79,46.78,46.8,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
BYL,43.02,43.01,43.03,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
CLD,78.2,78.19,78.21,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
GGD,31.61,31.6,31.62,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
PNR,60.12,60.11,60.13,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
FSR,30.24,30.23,30.25,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
ATB,63.65,63.64,63.66,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
SPK,53.19,53.18,53.2,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
EEC,48.33,48.32,48.34,50000000.0,50000000.0,0,0,0,0,0,12,2026-02-03 15:57:28.607948
TGX,43.75,43.74,43.76,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
PHR,47.01,47.0,47.02,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
BYL,43.01,43.0,43.02,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
CLD,78.15,78.14,78.16,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
GGD,31.55,31.54,31.56,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
PNR,59.98,59.97,59.99,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
FSR,30.2,30.19,30.21,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
ATB,64.08,64.07,64.09,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
SPK,52.95,52.94,52.96,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
EEC,47.98,47.97,47.99,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-03 15:57:29.647703
TGX,43.72,43.71,43.73,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-03 15:57:30.195751
PHR,47.03,47.02,47.04,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-03 15:57:30.195751
BYL,42.93,42.92,42.94,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-03 15:57:30.195751
CLD,77.95,77.94,77.96,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-03 15:57:30.195751
GGD,31.55,31.54,31.56,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-03 15:57:30.195751
PNR,60.03,60.02,60.04,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-03 15:57:30.195751
FSR,30.21,30.2,30.22,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-03 15:57:30.195751
