news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,2,2026-02-01 03:44:22.300224,RITC,9.99,9.99,10.0,206700.0,210300.0
,,,,,,2,2026-02-01 03:44:22.300224,COMP,24.99,24.99,25.02,133900.0,142200.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,3,2026-02-01 03:44:23.326576,RITC,9.99,9.99,10.0,206700.0,209600.0
,,,,,,3,2026-02-01 03:44:23.326576,COMP,25.02,24.99,25.02,133900.0,142600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,4,2026-02-01 03:44:24.351788,RITC,9.98,9.98,9.99,196300.0,211600.0
,,,,,,4,2026-02-01 03:44:24.351788,COMP,24.99,24.99,25.01,133900.0,142900.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,5,2026-02-01 03:44:25.377226,RITC,9.98,9.98,9.99,206500.0,211600.0
,,,,,,5,2026-02-01 03:44:25.377226,COMP,24.99,24.99,25.01,133900.0,141000.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,6,2026-02-01 03:44:26.407921,RITC,9.98,9.98,9.99,194600.0,209700.0
,,,,,,6,2026-02-01 03:44:26.407921,COMP,24.99,24.99,25.01,133700.0,141000.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,7,2026-02-01 03:44:27.425981,RITC,9.98,9.98,9.99,194600.0,210600.0
,,,,,,7,2026-02-01 03:44:27.425981,COMP,24.99,24.99,25.01,133300.0,141000.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,8,2026-02-01 03:44:28.445804,RITC,9.99,9.98,9.99,182600.0,210600.0
,,,,,,8,2026-02-01 03:44:28.445804,COMP,24.99,25.0,25.01,133500.0,143400.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,9,2026-02-01 03:44:29.470583,RITC,9.97,9.97,9.98,171100.0,210900.0
,,,,,,9,2026-02-01 03:44:29.470583,COMP,24.99,25.0,25.01,133500.0,143400.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,10,2026-02-01 03:44:30.496433,RITC,9.97,9.97,9.98,171100.0,208900.0
,,,,,,10,2026-02-01 03:44:30.496433,COMP,24.99,25.0,25.01,137100.0,143400.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,11,2026-02-01 03:44:31.522378,RITC,9.95,9.95,9.97,153100.0,207300.0
,,,,,,11,2026-02-01 03:44:31.522378,COMP,25.01,25.0,25.01,137100.0,145300.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,12,2026-02-01 03:44:32.598268,RITC,9.97,9.95,9.97,153100.0,207300.0
,,,,,,12,2026-02-01 03:44:32.598268,COMP,25.01,25.0,25.01,137400.0,145300.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,13,2026-02-01 03:44:33.635182,RITC,9.95,9.95,9.97,153100.0,207300.0
,,,,,,13,2026-02-01 03:44:33.635182,COMP,25.02,25.0,25.02,137400.0,143800.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,14,2026-02-01 03:44:34.653530,RITC,9.96,9.95,9.96,153100.0,209800.0
,,,,,,14,2026-02-01 03:44:34.653530,COMP,25.02,25.0,25.02,139300.0,143800.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,15,2026-02-01 03:44:35.684914,RITC,9.95,9.95,9.96,144200.0,209800.0
,,,,,,15,2026-02-01 03:44:35.684914,COMP,25.02,25.0,25.02,139300.0,141800.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,16,2026-02-01 03:44:36.708707,RITC,9.97,9.95,9.97,144200.0,207300.0
,,,,,,16,2026-02-01 03:44:36.708707,COMP,25.03,25.0,25.03,139300.0,141500.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,17,2026-02-01 03:44:37.734835,RITC,9.97,9.95,9.97,144200.0,205600.0
,,,,,,17,2026-02-01 03:44:37.734835,COMP,25.03,25.0,25.03,139300.0,140900.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,18,2026-02-01 03:44:38.754715,RITC,9.97,9.95,9.96,144200.0,205600.0
,,,,,,18,2026-02-01 03:44:38.754715,COMP,25.04,25.0,25.04,138900.0,141300.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,19,2026-02-01 03:44:39.788227,RITC,9.95,9.95,9.96,132500.0,205000.0
,,,,,,19,2026-02-01 03:44:39.788227,COMP,25.04,25.0,25.04,138900.0,139000.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,20,2026-02-01 03:44:40.808084,RITC,9.94,9.94,9.96,122300.0,206100.0
,,,,,,20,2026-02-01 03:44:40.808084,COMP,25.01,25.01,25.04,140600.0,139000.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,21,2026-02-01 03:44:41.837133,RITC,9.92,9.92,9.93,110600.0,206500.0
,,,,,,21,2026-02-01 03:44:41.837133,COMP,25.01,25.03,25.04,138900.0,139000.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,22,2026-02-01 03:44:42.856495,RITC,9.92,9.91,9.92,101500.0,208600.0
,,,,,,22,2026-02-01 03:44:42.856495,COMP,25.04,25.03,25.04,139200.0,139300.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,23,2026-02-01 03:44:43.877656,RITC,9.92,9.91,9.92,101500.0,208500.0
,,,,,,23,2026-02-01 03:44:43.877656,COMP,25.04,25.03,25.04,139200.0,137800.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,24,2026-02-01 03:44:44.911167,RITC,9.91,9.91,9.92,102900.0,208500.0
,,,,,,24,2026-02-01 03:44:44.911167,COMP,25.04,25.03,25.04,139200.0,138800.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,25,2026-02-01 03:44:45.945116,RITC,9.91,9.91,9.92,103900.0,208500.0
,,,,,,25,2026-02-01 03:44:45.945116,COMP,25.04,25.03,25.04,139200.0,138800.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,26,2026-02-01 03:44:46.980554,RITC,9.91,9.91,9.92,103900.0,208000.0
,,,,,,26,2026-02-01 03:44:46.980554,COMP,25.03,25.02,25.03,140200.0,137600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,27,2026-02-01 03:44:48.005901,RITC,9.9,9.9,9.92,106600.0,208000.0
,,,,,,27,2026-02-01 03:44:48.005901,COMP,25.03,25.02,25.03,140200.0,137600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,28,2026-02-01 03:44:49.034044,RITC,9.9,9.9,9.91,108000.0,208500.0
,,,,,,28,2026-02-01 03:44:49.034044,COMP,25.02,25.02,25.03,140200.0,137600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,29,2026-02-01 03:44:50.057479,RITC,9.9,9.9,9.91,107700.0,208500.0
,,,,,,29,2026-02-01 03:44:50.057479,COMP,25.02,25.02,25.03,140200.0,137600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,30,2026-02-01 03:44:51.080915,RITC,9.9,9.9,9.91,107700.0,208000.0
,,,,,,30,2026-02-01 03:44:51.080915,COMP,25.01,25.0,25.01,141500.0,139200.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,31,2026-02-01 03:44:52.109362,RITC,9.9,9.9,9.91,107700.0,203900.0
,,,,,,31,2026-02-01 03:44:52.109362,COMP,25.01,25.0,25.01,140500.0,139200.0
