news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_GIOT-2,BUY_GIOT-2
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,2,2026-02-01 01:53:32.447460,RITC,10.01,9.99,10.01,194500.0,197300.0,0,0
,,,,,,2,2026-02-01 01:53:32.447460,COMP,24.99,24.99,25.01,142600.0,144600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,3,2026-02-01 01:53:33.484026,RITC,10.01,9.99,10.01,193300.0,197300.0,0,0
,,,,,,3,2026-02-01 01:53:33.484026,COMP,24.98,24.98,25.01,133300.0,144600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,4,2026-02-01 01:53:34.498311,RITC,10.01,9.99,10.01,193000.0,197300.0,0,0
,,,,,,4,2026-02-01 01:53:34.498311,COMP,24.98,24.98,25.01,133300.0,144200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,5,2026-02-01 01:53:35.514864,RITC,10.01,10.0,10.01,197000.0,197300.0,0,0
,,,,,,5,2026-02-01 01:53:35.514864,COMP,24.98,24.98,25.01,133300.0,144700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,6,2026-02-01 01:53:36.551221,RITC,10.01,10.01,10.02,199800.0,195200.0,0,0
,,,,,,6,2026-02-01 01:53:36.551221,COMP,24.98,24.98,25.01,141800.0,145500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,7,2026-02-01 01:53:37.581982,RITC,10.02,10.01,10.02,201300.0,176000.0,0,0
,,,,,,7,2026-02-01 01:53:37.581982,COMP,24.98,24.98,25.01,141800.0,144900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,8,2026-02-01 01:53:38.631174,RITC,10.03,10.01,10.03,202800.0,167900.0,0,0
,,,,,,8,2026-02-01 01:53:38.631174,COMP,24.95,24.95,25.01,133500.0,144300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,9,2026-02-01 01:53:39.682527,RITC,10.03,10.01,10.03,203400.0,167900.0,0,0
,,,,,,9,2026-02-01 01:53:39.682527,COMP,24.95,24.95,25.01,133500.0,145400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,10,2026-02-01 01:53:40.698689,RITC,10.03,10.01,10.03,203000.0,158700.0,0,0
,,,,,,10,2026-02-01 01:53:40.698689,COMP,25.01,24.95,24.97,133500.0,146600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,11,2026-02-01 01:53:41.717967,RITC,10.03,10.02,10.03,203300.0,148500.0,0,0
,,,,,,11,2026-02-01 01:53:41.717967,COMP,24.95,24.95,24.97,126100.0,146600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,12,2026-02-01 01:53:42.748722,RITC,10.03,10.02,10.03,201300.0,139700.0,0,0
,,,,,,12,2026-02-01 01:53:42.748722,COMP,24.95,24.95,24.97,126100.0,146000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,13,2026-02-01 01:53:43.765440,RITC,10.04,10.02,10.04,202000.0,130200.0,0,0
,,,,,,13,2026-02-01 01:53:43.765440,COMP,24.95,24.95,24.97,118900.0,146000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,14,2026-02-01 01:53:44.778717,RITC,10.04,10.03,10.04,198700.0,121500.0,0,0
,,,,,,14,2026-02-01 01:53:44.778717,COMP,24.99,24.95,24.99,118900.0,146900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,15,2026-02-01 01:53:45.795670,RITC,10.05,10.03,10.05,200500.0,110600.0,0,0
,,,,,,15,2026-02-01 01:53:45.795670,COMP,24.99,24.95,24.99,125300.0,145000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,16,2026-02-01 01:53:46.817925,RITC,10.05,10.04,10.05,199400.0,110600.0,0,0
,,,,,,16,2026-02-01 01:53:46.817925,COMP,24.95,24.93,24.95,117300.0,146600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,17,2026-02-01 01:53:47.851701,RITC,10.09,10.09,10.1,201500.0,99400.0,0,0
,,,,,,17,2026-02-01 01:53:47.851701,COMP,24.95,24.93,24.95,130300.0,146600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,18,2026-02-01 01:53:48.898517,RITC,10.1,10.09,10.1,201000.0,99400.0,0,0
,,,,,,18,2026-02-01 01:53:48.898517,COMP,24.99,24.93,24.99,130300.0,145000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,19,2026-02-01 01:53:49.931437,RITC,10.1,10.09,10.1,201000.0,98400.0,0,0
,,,,,,19,2026-02-01 01:53:49.931437,COMP,24.99,24.99,25.01,137500.0,145900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,20,2026-02-01 01:53:50.954070,RITC,10.09,10.06,10.08,201200.0,106700.0,0,0
,,,,,,20,2026-02-01 01:53:50.954070,COMP,24.99,24.99,25.01,138400.0,145900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,21,2026-02-01 01:53:51.983696,RITC,10.08,10.08,10.11,198900.0,97400.0,0,0
,,,,,,21,2026-02-01 01:53:51.983696,COMP,25.01,24.99,25.01,138000.0,146400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,23,2026-02-01 01:53:53.028507,RITC,10.11,10.08,10.11,198900.0,94500.0,0,0
,,,,,,23,2026-02-01 01:53:53.028507,COMP,24.98,24.98,25.01,137700.0,146400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,24,2026-02-01 01:53:54.054320,RITC,10.11,10.08,10.11,198900.0,104700.0,0,0
,,,,,,24,2026-02-01 01:53:54.054320,COMP,24.98,24.98,25.01,137800.0,146400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,25,2026-02-01 01:53:55.085999,RITC,10.12,10.11,10.12,197500.0,95300.0,0,0
,,,,,,25,2026-02-01 01:53:55.085999,COMP,24.93,24.93,24.96,136900.0,147400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,26,2026-02-01 01:53:56.115640,RITC,10.14,10.11,10.14,197500.0,96800.0,0,0
,,,,,,26,2026-02-01 01:53:56.115640,COMP,24.93,24.93,24.96,136900.0,147400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,27,2026-02-01 01:53:57.133943,RITC,10.14,10.14,10.15,199800.0,98500.0,0,0
,,,,,,27,2026-02-01 01:53:57.133943,COMP,24.93,24.95,24.96,134500.0,147400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,28,2026-02-01 01:53:58.166115,RITC,10.14,10.14,10.15,202100.0,98500.0,0,0
,,,,,,28,2026-02-01 01:53:58.166115,COMP,24.93,24.95,24.96,134500.0,146700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,29,2026-02-01 01:53:59.198,RITC,10.14,10.14,10.15,202100.0,117700.0,0,0
,,,,,,29,2026-02-01 01:53:59.198,COMP,24.93,24.95,24.96,134500.0,146600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,30,2026-02-01 01:54:00.234539,RITC,10.15,10.14,10.15,202100.0,129000.0,0,0
,,,,,,30,2026-02-01 01:54:00.234539,COMP,24.97,24.95,24.97,134300.0,145400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,31,2026-02-01 01:54:01.268608,RITC,10.15,10.14,10.15,199300.0,138900.0,0,0
,,,,,,31,2026-02-01 01:54:01.268608,COMP,24.95,24.94,24.95,134500.0,146700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,32,2026-02-01 01:54:02.298562,RITC,10.15,10.14,10.15,197600.0,146600.0,0,0
,,,,,,32,2026-02-01 01:54:02.298562,COMP,24.97,24.94,24.97,136100.0,145700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,33,2026-02-01 01:54:03.344130,RITC,10.15,10.14,10.15,197600.0,166500.0,0,0
,,,,,,33,2026-02-01 01:54:03.344130,COMP,24.97,24.94,24.97,136100.0,145500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,34,2026-02-01 01:54:04.390405,RITC,10.15,10.14,10.15,198900.0,177700.0,0,0
,,,,,,34,2026-02-01 01:54:04.390405,COMP,24.97,24.95,24.97,136000.0,145500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,35,2026-02-01 01:54:05.419448,RITC,10.13,10.13,10.15,198500.0,187100.0,0,0
,,,,,,35,2026-02-01 01:54:05.419448,COMP,24.97,24.95,24.97,136000.0,145500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,36,2026-02-01 01:54:06.453725,RITC,10.13,10.14,10.15,196600.0,198700.0,0,0
,,,,,,36,2026-02-01 01:54:06.453725,COMP,25.0,25.0,25.01,139200.0,148300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,37,2026-02-01 01:54:07.487179,RITC,10.12,10.12,10.15,199200.0,198700.0,0,0
,,,,,,37,2026-02-01 01:54:07.487179,COMP,25.01,25.0,25.01,139200.0,148300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,38,2026-02-01 01:54:08.518133,RITC,10.12,10.12,10.15,199200.0,200400.0,0,0
,,,,,,38,2026-02-01 01:54:08.518133,COMP,25.01,25.0,25.01,139200.0,147200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,39,2026-02-01 01:54:09.553982,RITC,10.12,10.12,10.15,199200.0,202100.0,0,0
,,,,,,39,2026-02-01 01:54:09.553982,COMP,25.01,25.0,25.01,139200.0,147200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,40,2026-02-01 01:54:10.583931,RITC,10.12,10.12,10.13,199200.0,203700.0,0,0
,,,,,,40,2026-02-01 01:54:10.583931,COMP,25.01,25.0,25.01,139100.0,147200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,41,2026-02-01 01:54:11.606884,RITC,10.12,10.12,10.13,199200.0,201800.0,0,0
,,,,,,41,2026-02-01 01:54:11.606884,COMP,25.01,25.0,25.01,139100.0,149000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,42,2026-02-01 01:54:12.633644,RITC,10.12,10.12,10.13,198200.0,199100.0,0,0
,,,,,,42,2026-02-01 01:54:12.633644,COMP,25.01,25.0,25.01,139100.0,150300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,43,2026-02-01 01:54:13.672917,RITC,10.11,10.11,10.13,198300.0,199100.0,0,0
,,,,,,43,2026-02-01 01:54:13.672917,COMP,25.0,24.96,24.98,137300.0,149000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,44,2026-02-01 01:54:14.706425,RITC,10.11,10.11,10.13,197600.0,198400.0,0,0
,,,,,,44,2026-02-01 01:54:14.706425,COMP,25.02,24.96,25.02,137300.0,150500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,45,2026-02-01 01:54:15.733747,RITC,10.08,10.08,10.12,199300.0,196600.0,0,0
,,,,,,45,2026-02-01 01:54:15.733747,COMP,25.02,24.96,25.02,137300.0,150500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,46,2026-02-01 01:54:16.783842,RITC,10.06,10.06,10.09,198800.0,199900.0,0,0
,,,,,,46,2026-02-01 01:54:16.783842,COMP,25.02,24.96,25.0,138600.0,150500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,47,2026-02-01 01:54:17.815394,RITC,10.09,10.06,10.09,199300.0,199900.0,0,0
,,,,,,47,2026-02-01 01:54:17.815394,COMP,25.02,24.96,25.0,138600.0,150500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,48,2026-02-01 01:54:18.833937,RITC,10.06,10.05,10.06,202600.0,201600.0,0,0
,,,,,,48,2026-02-01 01:54:18.833937,COMP,25.02,24.96,25.0,138600.0,148800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,49,2026-02-01 01:54:19.865336,RITC,10.04,10.04,10.06,201400.0,202200.0,0,0
,,,,,,49,2026-02-01 01:54:19.865336,COMP,25.02,24.97,25.0,139100.0,148800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,50,2026-02-01 01:54:20.888867,RITC,10.04,10.04,10.05,201400.0,201300.0,0,0
,,,,,,50,2026-02-01 01:54:20.888867,COMP,24.96,24.96,25.0,138600.0,148800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,51,2026-02-01 01:54:21.917999,RITC,10.04,10.04,10.05,201400.0,201600.0,0,0
,,,,,,51,2026-02-01 01:54:21.917999,COMP,25.0,24.96,25.0,138600.0,148800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,52,2026-02-01 01:54:22.935995,RITC,10.04,10.04,10.05,201900.0,198700.0,0,0
,,,,,,52,2026-02-01 01:54:22.935995,COMP,24.95,24.95,25.0,136300.0,148800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,53,2026-02-01 01:54:23.953982,RITC,10.03,10.03,10.05,200500.0,198700.0,0,0
,,,,,,53,2026-02-01 01:54:23.953982,COMP,25.02,24.95,25.02,136300.0,149100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,54,2026-02-01 01:54:24.982652,RITC,10.02,10.02,10.05,201700.0,198700.0,0,0
,,,,,,54,2026-02-01 01:54:24.982652,COMP,24.94,24.94,25.02,135800.0,149100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,55,2026-02-01 01:54:26.004003,RITC,10.01,10.01,10.05,201400.0,198700.0,0,0
,,,,,,55,2026-02-01 01:54:26.004003,COMP,24.94,24.96,25.02,134200.0,149100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,56,2026-02-01 01:54:27.019593,RITC,10.01,10.01,10.05,202400.0,198800.0,0,0
,,,,,,56,2026-02-01 01:54:27.019593,COMP,24.94,24.98,25.02,136400.0,149100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,57,2026-02-01 01:54:28.033923,RITC,10.01,10.01,10.04,205000.0,198000.0,0,0
,,,,,,57,2026-02-01 01:54:28.033923,COMP,24.94,24.99,25.02,138800.0,149100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,58,2026-02-01 01:54:29.048444,RITC,10.0,10.0,10.02,203900.0,200200.0,0,0
,,,,,,58,2026-02-01 01:54:29.048444,COMP,24.99,24.99,25.02,138800.0,149100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,59,2026-02-01 01:54:30.082310,RITC,10.0,10.0,10.02,203900.0,201000.0,0,0
,,,,,,59,2026-02-01 01:54:30.082310,COMP,25.02,24.99,25.02,138100.0,149600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,60,2026-02-01 01:54:31.103932,RITC,10.0,10.0,10.02,203900.0,200600.0,0,0
,,,,,,60,2026-02-01 01:54:31.103932,COMP,24.98,24.98,25.02,136800.0,148100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,61,2026-02-01 01:54:32.134148,RITC,9.99,9.99,10.02,202100.0,200600.0,0,0
,,,,,,61,2026-02-01 01:54:32.134148,COMP,24.98,24.98,25.02,137700.0,148100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,62,2026-02-01 01:54:33.147107,RITC,9.99,9.99,10.01,202100.0,202100.0,0,0
,,,,,,62,2026-02-01 01:54:33.147107,COMP,24.98,24.98,25.02,137700.0,148900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,63,2026-02-01 01:54:34.165420,RITC,9.99,9.99,10.01,202000.0,201400.0,0,0
,,,,,,63,2026-02-01 01:54:34.165420,COMP,24.98,24.98,25.02,137700.0,148900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,64,2026-02-01 01:54:35.182493,RITC,9.99,9.99,10.01,201500.0,204700.0,0,0
,,,,,,64,2026-02-01 01:54:35.182493,COMP,24.98,24.98,25.02,138400.0,148900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,65,2026-02-01 01:54:36.198710,RITC,9.99,9.99,10.0,199200.0,205700.0,0,0
,,,,,,65,2026-02-01 01:54:36.198710,COMP,24.99,24.99,25.02,138600.0,148900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,66,2026-02-01 01:54:37.219395,RITC,9.99,9.99,10.0,200000.0,205700.0,0,0
,,,,,,66,2026-02-01 01:54:37.219395,COMP,25.02,24.99,25.02,138600.0,147800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,68,2026-02-01 01:54:38.253916,RITC,9.99,9.99,10.0,200000.0,205700.0,0,0
,,,,,,68,2026-02-01 01:54:38.253916,COMP,24.99,24.98,24.99,140000.0,147700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,69,2026-02-01 01:54:39.289141,RITC,9.99,9.98,9.99,200800.0,204900.0,0,0
,,,,,,69,2026-02-01 01:54:39.289141,COMP,24.98,24.98,24.99,138500.0,147700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,70,2026-02-01 01:54:40.315376,RITC,9.98,9.98,9.99,200800.0,203500.0,0,0
,,,,,,70,2026-02-01 01:54:40.315376,COMP,24.99,24.98,24.99,138300.0,147700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,71,2026-02-01 01:54:41.344317,RITC,9.98,9.98,9.99,200800.0,202200.0,0,0
,,,,,,71,2026-02-01 01:54:41.344317,COMP,25.02,24.98,25.02,138300.0,146500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,72,2026-02-01 01:54:42.367843,RITC,9.98,9.98,9.99,200800.0,200700.0,0,0
,,,,,,72,2026-02-01 01:54:42.367843,COMP,25.02,24.98,25.02,138300.0,146500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,73,2026-02-01 01:54:43.396706,RITC,9.98,9.98,9.99,198800.0,200700.0,0,0
,,,,,,73,2026-02-01 01:54:43.396706,COMP,24.98,24.96,24.97,138500.0,146900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,74,2026-02-01 01:54:44.425768,RITC,9.98,9.98,9.99,198800.0,201200.0,0,0
,,,,,,74,2026-02-01 01:54:44.425768,COMP,24.94,24.94,24.97,138300.0,146900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,75,2026-02-01 01:54:45.435609,RITC,9.98,9.98,9.99,199600.0,201200.0,0,0
,,,,,,75,2026-02-01 01:54:45.435609,COMP,24.93,24.93,24.97,138200.0,146100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,76,2026-02-01 01:54:46.469352,RITC,9.98,9.98,9.99,200000.0,202700.0,0,0
,,,,,,76,2026-02-01 01:54:46.469352,COMP,25.02,24.94,25.02,138900.0,146100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,77,2026-02-01 01:54:47.503474,RITC,9.98,9.98,9.99,201400.0,202700.0,0,0
