news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_BOST-6,SELL_BOST-6
2.0,1.0,1.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 7000 and the penalty percentage is 3%,2,2026-02-01 03:18:12.556651,RTM,50.04,50.03,50.05,100000000.0,100000000.0,0,0
1.0,1.0,1.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 37%. This simulation consists of 20 trading days that are each 15 ticks in length.,2,2026-02-01 03:18:12.556651,RTM1C45,5.25,5.24,5.26,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P45,0.21,0.2,0.22,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1C46,4.35,4.34,4.36,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P46,0.31,0.3,0.32,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1C47,3.43,3.42,3.44,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P47,0.39,0.38,0.4,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1C48,2.84,2.83,2.85,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P48,0.8,0.79,0.81,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1C49,2.03,2.02,2.04,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P49,0.99,0.98,1.0,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1C50,1.55,1.54,1.56,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P50,1.51,1.5,1.52,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1C51,1.21,1.2,1.22,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P51,2.17,2.16,2.18,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1C52,0.9,0.89,0.91,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P52,2.86,2.85,2.87,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1C53,0.42,0.41,0.43,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P53,3.38,3.37,3.39,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1C54,0.43,0.42,0.44,1000000.0,1000000.0,0,0
,,,,,,2,2026-02-01 03:18:12.556651,RTM1P54,4.39,4.38,4.4,1000000.0,1000000.0,0,0
2.0,1.0,1.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 7000 and the penalty percentage is 3%,3,2026-02-01 03:18:13.619822,RTM,49.67,49.66,49.68,100000000.0,100000000.0,0,0
1.0,1.0,1.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 37%. This simulation consists of 20 trading days that are each 15 ticks in length.,3,2026-02-01 03:18:13.619822,RTM1C45,4.91,4.9,4.92,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P45,0.24,0.23,0.25,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1C46,3.86,3.85,3.87,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P46,0.19,0.18,0.2,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1C47,3.2,3.19,3.21,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P47,0.53,0.52,0.54,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1C48,2.4,2.39,2.41,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P48,0.74,0.73,0.75,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1C49,1.97,1.96,1.98,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P49,1.3,1.29,1.31,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1C50,1.19,1.18,1.2,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P50,1.52,1.51,1.53,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1C51,1.02,1.01,1.03,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P51,2.36,2.35,2.37,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1C52,0.73,0.72,0.74,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P52,3.06,3.05,3.07,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1C53,0.31,0.3,0.32,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P53,3.65,3.64,3.66,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1C54,0.33,0.32,0.34,1000000.0,1000000.0,0,0
,,,,,,3,2026-02-01 03:18:13.619822,RTM1P54,4.66,4.65,4.67,1000000.0,1000000.0,0,0
2.0,1.0,1.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 7000 and the penalty percentage is 3%,4,2026-02-01 03:18:14.682883,RTM,49.7,49.69,49.71,100000000.0,100000000.0,0,0
1.0,1.0,1.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 37%. This simulation consists of 20 trading days that are each 15 ticks in length.,4,2026-02-01 03:18:14.682883,RTM1C45,4.94,4.93,4.95,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P45,0.24,0.23,0.25,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1C46,4.09,4.08,4.1,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P46,0.39,0.38,0.4,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1C47,3.32,3.31,3.33,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P47,0.62,0.61,0.63,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1C48,2.56,2.55,2.57,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P48,0.86,0.85,0.87,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1C49,1.7,1.69,1.71,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P49,1.0,0.99,1.01,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1C50,1.23,1.22,1.24,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P50,1.53,1.52,1.54,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1C51,1.01,1.0,1.02,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P51,2.3,2.29,2.31,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1C52,0.51,0.5,0.52,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P52,2.81,2.8,2.82,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1C53,0.46,0.45,0.47,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P53,3.76,3.75,3.77,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1C54,0.36,0.35,0.37,1000000.0,1000000.0,0,0
,,,,,,4,2026-02-01 03:18:14.682883,RTM1P54,4.66,4.65,4.67,1000000.0,1000000.0,0,0
2.0,1.0,1.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 7000 and the penalty percentage is 3%,5,2026-02-01 03:18:15.761914,RTM,49.6,49.59,49.61,100000000.0,100000000.0,0,0
1.0,1.0,1.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 37%. This simulation consists of 20 trading days that are each 15 ticks in length.,5,2026-02-01 03:18:15.761914,RTM1C45,4.84,4.83,4.85,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P45,0.24,0.23,0.25,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1C46,3.87,3.86,3.88,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P46,0.27,0.26,0.28,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1C47,3.19,3.18,3.2,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P47,0.58,0.57,0.59,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1C48,2.57,2.56,2.58,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P48,0.96,0.95,0.97,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1C49,1.73,1.72,1.74,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P49,1.13,1.12,1.14,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1C50,1.23,1.22,1.24,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P50,1.63,1.62,1.64,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1C51,1.12,1.11,1.13,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P51,2.52,2.51,2.53,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1C52,0.57,0.56,0.58,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P52,2.97,2.96,2.98,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1C53,0.3,0.29,0.31,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P53,3.7,3.69,3.71,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1C54,0.18,0.17,0.19,1000000.0,1000000.0,0,0
,,,,,,5,2026-02-01 03:18:15.761914,RTM1P54,4.57,4.56,4.58,1000000.0,1000000.0,0,0
2.0,1.0,1.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 7000 and the penalty percentage is 3%,6,2026-02-01 03:18:16.823747,RTM,49.11,49.1,49.12,100000000.0,100000000.0,0,0
1.0,1.0,1.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 37%. This simulation consists of 20 trading days that are each 15 ticks in length.,6,2026-02-01 03:18:16.823747,RTM1C45,4.39,4.38,4.4,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1P45,0.28,0.27,0.29,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1C46,3.55,3.54,3.56,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1P46,0.44,0.43,0.45,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1C47,2.82,2.81,2.83,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1P47,0.72,0.71,0.73,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1C48,2.04,2.03,2.05,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1P48,0.93,0.92,0.94,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1C49,1.39,1.38,1.4,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1P49,1.28,1.27,1.29,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1C50,1.3,1.29,1.31,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1P50,2.19,2.18,2.2,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1C51,0.84,0.83,0.85,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1P51,2.73,2.72,2.74,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1C52,0.64,0.63,0.65,1000000.0,1000000.0,0,0
,,,,,,6,2026-02-01 03:18:16.823747,RTM1P52,3.53,3.52,3.54,1000000.0,1000000.0,0,0
