news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_CNCD-1,SELL_BOST-3
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,3,2026-02-01 11:30:21.139431,RITC,10.0,9.99,10.0,204900.0,203100.0,0,0
,,,,,,3,2026-02-01 11:30:21.139431,COMP,24.99,24.99,25.01,135300.0,139700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,4,2026-02-01 11:30:22.156985,RITC,10.0,9.99,10.0,205300.0,203100.0,0,0
,,,,,,4,2026-02-01 11:30:22.156985,COMP,24.99,24.99,25.01,135300.0,138800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,5,2026-02-01 11:30:23.187078,RITC,10.0,9.99,10.0,203700.0,203100.0,0,0
,,,,,,5,2026-02-01 11:30:23.187078,COMP,24.99,24.98,24.99,136100.0,140300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,6,2026-02-01 11:30:24.196905,RITC,10.0,9.99,10.0,206900.0,201800.0,0,0
,,,,,,6,2026-02-01 11:30:24.196905,COMP,24.99,24.98,24.99,136100.0,141900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,7,2026-02-01 11:30:25.236995,RITC,10.0,9.99,10.0,209300.0,201800.0,0,0
,,,,,,7,2026-02-01 11:30:25.236995,COMP,24.98,24.97,24.98,136600.0,141200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,8,2026-02-01 11:30:26.257136,RITC,10.0,9.99,10.0,210400.0,201800.0,0,0
,,,,,,8,2026-02-01 11:30:26.257136,COMP,24.98,24.97,24.98,136600.0,140700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,9,2026-02-01 11:30:27.277805,RITC,10.0,9.99,10.0,211800.0,201800.0,0,0
,,,,,,9,2026-02-01 11:30:27.277805,COMP,24.98,24.97,24.98,136600.0,138600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,10,2026-02-01 11:30:28.307131,RITC,10.0,10.0,10.01,207800.0,200600.0,0,0
,,,,,,10,2026-02-01 11:30:28.307131,COMP,24.98,24.97,24.98,136600.0,140600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,11,2026-02-01 11:30:29.322935,RITC,10.01,10.0,10.01,207800.0,200800.0,0,0
,,,,,,11,2026-02-01 11:30:29.322935,COMP,24.98,24.98,24.99,135500.0,140000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,12,2026-02-01 11:30:30.346984,RITC,10.01,10.0,10.01,207800.0,201800.0,0,0
,,,,,,12,2026-02-01 11:30:30.346984,COMP,24.98,24.98,24.99,135500.0,141900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,13,2026-02-01 11:30:31.367039,RITC,10.02,10.0,10.02,207800.0,190800.0,0,0
,,,,,,13,2026-02-01 11:30:31.367039,COMP,25.01,24.98,25.01,135500.0,139300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,14,2026-02-01 11:30:32.377071,RITC,10.03,10.01,10.03,204600.0,181800.0,0,0
,,,,,,14,2026-02-01 11:30:32.377071,COMP,24.97,24.97,25.01,135700.0,139300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,15,2026-02-01 11:30:33.397031,RITC,10.05,10.03,10.05,203000.0,170000.0,0,0
,,,,,,15,2026-02-01 11:30:33.397031,COMP,24.96,24.96,25.01,137500.0,139300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,16,2026-02-01 11:30:34.407124,RITC,10.06,10.04,10.06,201200.0,151000.0,0,0
,,,,,,16,2026-02-01 11:30:34.407124,COMP,24.96,24.96,25.01,135800.0,141000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,17,2026-02-01 11:30:35.427054,RITC,10.06,10.04,10.06,199800.0,151000.0,0,0
,,,,,,17,2026-02-01 11:30:35.427054,COMP,25.01,24.96,25.01,135800.0,139000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,18,2026-02-01 11:30:36.456958,RITC,10.07,10.06,10.07,200400.0,129900.0,0,0
,,,,,,18,2026-02-01 11:30:36.456958,COMP,25.01,24.96,25.01,135800.0,139000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,19,2026-02-01 11:30:37.486903,RITC,10.09,10.06,10.09,200400.0,108800.0,0,0
,,,,,,19,2026-02-01 11:30:37.486903,COMP,24.96,24.95,24.96,135800.0,138400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,20,2026-02-01 11:30:38.516878,RITC,10.09,10.06,10.08,200400.0,119100.0,0,0
,,,,,,20,2026-02-01 11:30:38.516878,COMP,24.96,24.96,25.01,136000.0,139000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,21,2026-02-01 11:30:39.527198,RITC,10.09,10.06,10.09,200400.0,108800.0,0,0
,,,,,,21,2026-02-01 11:30:39.527198,COMP,24.96,24.97,25.01,136900.0,139000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,22,2026-02-01 11:30:40.546913,RITC,10.09,10.08,10.09,200000.0,108800.0,0,0
,,,,,,22,2026-02-01 11:30:40.546913,COMP,24.96,24.97,25.01,135000.0,139000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,23,2026-02-01 11:30:41.571712,RITC,10.09,10.08,10.09,200300.0,108800.0,0,0
,,,,,,23,2026-02-01 11:30:41.571712,COMP,25.02,24.97,25.02,135000.0,137200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,24,2026-02-01 11:30:42.586757,RITC,10.1,10.08,10.1,200500.0,100000.0,0,0
,,,,,,24,2026-02-01 11:30:42.586757,COMP,25.02,24.97,24.98,135000.0,137200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,25,2026-02-01 11:30:43.606819,RITC,10.1,10.08,10.1,202100.0,100000.0,0,0
,,,,,,25,2026-02-01 11:30:43.606819,COMP,24.98,25.0,25.02,135400.0,137200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,26,2026-02-01 11:30:44.627406,RITC,10.1,10.09,10.1,201900.0,109300.0,0,0
,,,,,,26,2026-02-01 11:30:44.627406,COMP,24.97,24.97,25.02,135200.0,137200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,27,2026-02-01 11:30:45.646651,RITC,10.1,10.09,10.1,200100.0,109300.0,0,0
,,,,,,27,2026-02-01 11:30:45.646651,COMP,24.97,24.99,25.02,134300.0,137200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,28,2026-02-01 11:30:46.656964,RITC,10.1,10.09,10.1,199000.0,109300.0,0,0
,,,,,,28,2026-02-01 11:30:46.656964,COMP,24.97,24.99,25.02,135900.0,137200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,29,2026-02-01 11:30:47.677141,RITC,10.11,10.09,10.11,199000.0,100200.0,0,0
,,,,,,29,2026-02-01 11:30:47.677141,COMP,25.02,25.0,25.02,136900.0,137400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,30,2026-02-01 11:30:48.696841,RITC,10.1,10.09,10.1,199000.0,110800.0,0,0
,,,,,,30,2026-02-01 11:30:48.696841,COMP,25.02,25.0,25.02,135900.0,137400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,31,2026-02-01 11:30:49.727003,RITC,10.11,10.09,10.11,199000.0,100400.0,0,0
,,,,,,31,2026-02-01 11:30:49.727003,COMP,25.02,25.0,25.02,136800.0,137400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,32,2026-02-01 11:30:50.749635,RITC,10.11,10.1,10.11,197700.0,100500.0,0,0
,,,,,,32,2026-02-01 11:30:50.749635,COMP,25.02,25.0,25.02,136100.0,137400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,33,2026-02-01 11:30:51.763666,RITC,10.11,10.1,10.11,201600.0,100500.0,0,0
,,,,,,33,2026-02-01 11:30:51.763666,COMP,25.02,25.0,25.02,136800.0,138800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,34,2026-02-01 11:30:52.781644,RITC,10.11,10.1,10.11,203000.0,100500.0,0,0
,,,,,,34,2026-02-01 11:30:52.781644,COMP,25.02,25.0,25.02,136800.0,138800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,35,2026-02-01 11:30:53.815100,RITC,10.13,10.12,10.13,203600.0,100200.0,0,0
,,,,,,35,2026-02-01 11:30:53.815100,COMP,25.02,25.0,25.02,136600.0,138800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,36,2026-02-01 11:30:54.817053,RITC,10.13,10.14,10.16,204300.0,100900.0,0,0
,,,,,,36,2026-02-01 11:30:54.817053,COMP,25.03,25.0,25.03,136600.0,140300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,37,2026-02-01 11:30:55.826887,RITC,10.16,10.14,10.16,204300.0,99700.0,0,0
,,,,,,37,2026-02-01 11:30:55.826887,COMP,25.04,25.0,25.04,136600.0,136700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,38,2026-02-01 11:30:56.851654,RITC,10.16,10.14,10.16,204900.0,99700.0,0,0
,,,,,,38,2026-02-01 11:30:56.851654,COMP,25.05,25.0,25.05,136400.0,136500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,39,2026-02-01 11:30:57.876738,RITC,10.16,10.15,10.16,205800.0,99700.0,0,0
,,,,,,39,2026-02-01 11:30:57.876738,COMP,25.07,25.0,25.07,136400.0,136200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,40,2026-02-01 11:30:58.907135,RITC,10.16,10.16,10.17,207100.0,96900.0,0,0
,,,,,,40,2026-02-01 11:30:58.907135,COMP,25.07,25.0,25.07,137800.0,129700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,41,2026-02-01 11:30:59.930802,RITC,10.16,10.15,10.16,204600.0,108600.0,0,0
,,,,,,41,2026-02-01 11:30:59.930802,COMP,25.07,25.06,25.07,137200.0,129700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,42,2026-02-01 11:31:00.945787,RITC,10.15,10.15,10.16,201600.0,108600.0,0,0
,,,,,,42,2026-02-01 11:31:00.945787,COMP,25.08,25.06,25.07,137200.0,124200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,43,2026-02-01 11:31:01.969913,RITC,10.15,10.15,10.16,198700.0,108600.0,0,0
,,,,,,43,2026-02-01 11:31:01.969913,COMP,25.08,25.06,25.07,139500.0,124200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,44,2026-02-01 11:31:02.995050,RITC,10.15,10.15,10.16,198700.0,126800.0,0,0
,,,,,,44,2026-02-01 11:31:02.995050,COMP,25.11,25.06,25.11,139500.0,111400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,45,2026-02-01 11:31:04.034680,RITC,10.16,10.15,10.16,198700.0,124600.0,0,0
,,,,,,45,2026-02-01 11:31:04.034680,COMP,25.11,25.07,25.11,139300.0,111400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,46,2026-02-01 11:31:05.056485,RITC,10.14,10.14,10.16,203200.0,124600.0,0,0
,,,,,,46,2026-02-01 11:31:05.056485,COMP,25.07,25.07,25.08,139300.0,118500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,47,2026-02-01 11:31:06.080549,RITC,10.15,10.15,10.16,202900.0,124600.0,0,0
,,,,,,47,2026-02-01 11:31:06.080549,COMP,25.07,25.07,25.08,140000.0,118500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,48,2026-02-01 11:31:07.100294,RITC,10.17,10.15,10.17,202800.0,115100.0,0,0
,,,,,,48,2026-02-01 11:31:07.100294,COMP,25.07,25.07,25.08,140000.0,133000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,49,2026-02-01 11:31:08.136940,RITC,10.15,10.14,10.15,203700.0,134200.0,0,0
,,,,,,49,2026-02-01 11:31:08.136940,COMP,25.08,25.07,25.08,140000.0,133000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,50,2026-02-01 11:31:09.160161,RITC,10.17,10.14,10.17,203700.0,115100.0,0,0
,,,,,,50,2026-02-01 11:31:09.160161,COMP,25.06,25.06,25.08,140000.0,125900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,51,2026-02-01 11:31:10.177024,RITC,10.17,10.14,10.15,203700.0,135500.0,0,0
