news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-T1,BUY_LUIS-T1
3.0,1.0,1.0,,You are logged in as a PRODUCER,,1,2026-02-01 03:47:53.581306,NG,2.2,2.18,2.22,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",1,2026-02-01 03:47:53.581306,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,1,2026-02-01 03:47:53.581306,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,1,2026-02-01 03:47:53.581306,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,1,2026-02-01 03:47:53.581306,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,1,2026-02-01 03:47:53.581306,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,1,2026-02-01 03:47:53.581306,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,2,2026-02-01 03:47:54.620817,NG,2.21,2.19,2.23,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,2,2026-02-01 03:47:54.620817,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",2,2026-02-01 03:47:54.620817,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,2,2026-02-01 03:47:54.620817,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,2,2026-02-01 03:47:54.620817,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,2,2026-02-01 03:47:54.620817,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,2,2026-02-01 03:47:54.620817,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,3,2026-02-01 03:47:55.658612,NG,2.2,2.18,2.22,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,3,2026-02-01 03:47:55.658612,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",3,2026-02-01 03:47:55.658612,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,3,2026-02-01 03:47:55.658612,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,3,2026-02-01 03:47:55.658612,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,3,2026-02-01 03:47:55.658612,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,3,2026-02-01 03:47:55.658612,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,5,2026-02-01 03:47:56.720888,NG,2.19,2.17,2.21,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,5,2026-02-01 03:47:56.720888,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",5,2026-02-01 03:47:56.720888,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,5,2026-02-01 03:47:56.720888,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,5,2026-02-01 03:47:56.720888,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,5,2026-02-01 03:47:56.720888,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,5,2026-02-01 03:47:56.720888,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,6,2026-02-01 03:47:57.911710,NG,2.2,2.18,2.22,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,6,2026-02-01 03:47:57.911710,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",6,2026-02-01 03:47:57.911710,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,6,2026-02-01 03:47:57.911710,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,6,2026-02-01 03:47:57.911710,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,6,2026-02-01 03:47:57.911710,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,6,2026-02-01 03:47:57.911710,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,7,2026-02-01 03:47:58.939311,NG,2.19,2.17,2.21,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,7,2026-02-01 03:47:58.939311,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",7,2026-02-01 03:47:58.939311,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,7,2026-02-01 03:47:58.939311,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,7,2026-02-01 03:47:58.939311,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,7,2026-02-01 03:47:58.939311,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,7,2026-02-01 03:47:58.939311,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,8,2026-02-01 03:47:59.973629,NG,2.19,2.17,2.21,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,8,2026-02-01 03:47:59.973629,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",8,2026-02-01 03:47:59.973629,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,8,2026-02-01 03:47:59.973629,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,8,2026-02-01 03:47:59.973629,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,8,2026-02-01 03:47:59.973629,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,8,2026-02-01 03:47:59.973629,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,9,2026-02-01 03:48:01.007288,NG,2.19,2.17,2.21,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,9,2026-02-01 03:48:01.007288,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",9,2026-02-01 03:48:01.007288,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,9,2026-02-01 03:48:01.007288,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,9,2026-02-01 03:48:01.007288,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,9,2026-02-01 03:48:01.007288,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,9,2026-02-01 03:48:01.007288,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,10,2026-02-01 03:48:02.037196,NG,2.18,2.16,2.2,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,10,2026-02-01 03:48:02.037196,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",10,2026-02-01 03:48:02.037196,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,10,2026-02-01 03:48:02.037196,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 03:48:02.037196,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 03:48:02.037196,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 03:48:02.037196,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,11,2026-02-01 03:48:03.066267,NG,2.18,2.16,2.2,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,11,2026-02-01 03:48:03.066267,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",11,2026-02-01 03:48:03.066267,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,11,2026-02-01 03:48:03.066267,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 03:48:03.066267,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 03:48:03.066267,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 03:48:03.066267,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,12,2026-02-01 03:48:04.099061,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,12,2026-02-01 03:48:04.099061,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",12,2026-02-01 03:48:04.099061,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,12,2026-02-01 03:48:04.099061,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 03:48:04.099061,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 03:48:04.099061,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 03:48:04.099061,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,13,2026-02-01 03:48:05.128993,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,13,2026-02-01 03:48:05.128993,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",13,2026-02-01 03:48:05.128993,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,13,2026-02-01 03:48:05.128993,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 03:48:05.128993,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 03:48:05.128993,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 03:48:05.128993,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,14,2026-02-01 03:48:06.164569,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,14,2026-02-01 03:48:06.164569,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",14,2026-02-01 03:48:06.164569,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,14,2026-02-01 03:48:06.164569,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 03:48:06.164569,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 03:48:06.164569,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 03:48:06.164569,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,15,2026-02-01 03:48:07.199353,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,15,2026-02-01 03:48:07.199353,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",15,2026-02-01 03:48:07.199353,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,15,2026-02-01 03:48:07.199353,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 03:48:07.199353,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 03:48:07.199353,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 03:48:07.199353,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,16,2026-02-01 03:48:08.224433,NG,2.18,2.16,2.2,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,16,2026-02-01 03:48:08.224433,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",16,2026-02-01 03:48:08.224433,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,16,2026-02-01 03:48:08.224433,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 03:48:08.224433,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 03:48:08.224433,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 03:48:08.224433,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,17,2026-02-01 03:48:09.251988,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,17,2026-02-01 03:48:09.251988,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",17,2026-02-01 03:48:09.251988,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,17,2026-02-01 03:48:09.251988,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 03:48:09.251988,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 03:48:09.251988,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 03:48:09.251988,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,18,2026-02-01 03:48:10.272612,NG,2.18,2.16,2.2,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,18,2026-02-01 03:48:10.272612,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",18,2026-02-01 03:48:10.272612,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,18,2026-02-01 03:48:10.272612,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 03:48:10.272612,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 03:48:10.272612,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 03:48:10.272612,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,19,2026-02-01 03:48:11.308419,NG,2.18,2.16,2.2,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,19,2026-02-01 03:48:11.308419,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",19,2026-02-01 03:48:11.308419,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,19,2026-02-01 03:48:11.308419,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 03:48:11.308419,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 03:48:11.308419,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 03:48:11.308419,ELEC-F,0.0,0.0,0.0,,,0,0
