news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-T1,BUY_LUIS-T2,BUY_LUIS-T1,SELL_LUIS-T2
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,4,2026-02-01 07:36:07.666251,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,4,2026-02-01 07:36:07.666251,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",4,2026-02-01 07:36:07.666251,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,4,2026-02-01 07:36:07.666251,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,4,2026-02-01 07:36:07.666251,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,4,2026-02-01 07:36:07.666251,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,4,2026-02-01 07:36:07.666251,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,5,2026-02-01 07:36:08.706045,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,5,2026-02-01 07:36:08.706045,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",5,2026-02-01 07:36:08.706045,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,5,2026-02-01 07:36:08.706045,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,5,2026-02-01 07:36:08.706045,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,5,2026-02-01 07:36:08.706045,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,5,2026-02-01 07:36:08.706045,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,6,2026-02-01 07:36:09.734756,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,6,2026-02-01 07:36:09.734756,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",6,2026-02-01 07:36:09.734756,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,6,2026-02-01 07:36:09.734756,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,6,2026-02-01 07:36:09.734756,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,6,2026-02-01 07:36:09.734756,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,6,2026-02-01 07:36:09.734756,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,7,2026-02-01 07:36:10.760101,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,7,2026-02-01 07:36:10.760101,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",7,2026-02-01 07:36:10.760101,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,7,2026-02-01 07:36:10.760101,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,7,2026-02-01 07:36:10.760101,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,7,2026-02-01 07:36:10.760101,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,7,2026-02-01 07:36:10.760101,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,8,2026-02-01 07:36:11.794250,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,8,2026-02-01 07:36:11.794250,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",8,2026-02-01 07:36:11.794250,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,8,2026-02-01 07:36:11.794250,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,8,2026-02-01 07:36:11.794250,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,8,2026-02-01 07:36:11.794250,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,8,2026-02-01 07:36:11.794250,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,9,2026-02-01 07:36:12.809955,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,9,2026-02-01 07:36:12.809955,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",9,2026-02-01 07:36:12.809955,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,9,2026-02-01 07:36:12.809955,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,9,2026-02-01 07:36:12.809955,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,9,2026-02-01 07:36:12.809955,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,9,2026-02-01 07:36:12.809955,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,10,2026-02-01 07:36:13.838280,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,10,2026-02-01 07:36:13.838280,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",10,2026-02-01 07:36:13.838280,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,10,2026-02-01 07:36:13.838280,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,10,2026-02-01 07:36:13.838280,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,10,2026-02-01 07:36:13.838280,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,10,2026-02-01 07:36:13.838280,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,11,2026-02-01 07:36:14.847716,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,11,2026-02-01 07:36:14.847716,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",11,2026-02-01 07:36:14.847716,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,11,2026-02-01 07:36:14.847716,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,11,2026-02-01 07:36:14.847716,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,11,2026-02-01 07:36:14.847716,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,11,2026-02-01 07:36:14.847716,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,12,2026-02-01 07:36:15.879307,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,12,2026-02-01 07:36:15.879307,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",12,2026-02-01 07:36:15.879307,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,12,2026-02-01 07:36:15.879307,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,12,2026-02-01 07:36:15.879307,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,12,2026-02-01 07:36:15.879307,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,12,2026-02-01 07:36:15.879307,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,13,2026-02-01 07:36:16.916028,NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,13,2026-02-01 07:36:16.916028,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",13,2026-02-01 07:36:16.916028,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,13,2026-02-01 07:36:16.916028,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,13,2026-02-01 07:36:16.916028,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,13,2026-02-01 07:36:16.916028,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,13,2026-02-01 07:36:16.916028,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,14,2026-02-01 07:36:17.945832,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,14,2026-02-01 07:36:17.945832,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",14,2026-02-01 07:36:17.945832,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,14,2026-02-01 07:36:17.945832,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,14,2026-02-01 07:36:17.945832,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,14,2026-02-01 07:36:17.945832,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,14,2026-02-01 07:36:17.945832,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,15,2026-02-01 07:36:18.966196,NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,15,2026-02-01 07:36:18.966196,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",15,2026-02-01 07:36:18.966196,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,15,2026-02-01 07:36:18.966196,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,15,2026-02-01 07:36:18.966196,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,15,2026-02-01 07:36:18.966196,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,15,2026-02-01 07:36:18.966196,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,16,2026-02-01 07:36:19.986780,NG,2.21,2.19,2.23,800000.0,800000.0,,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,16,2026-02-01 07:36:19.986780,ELEC-day2,0.0,0.0,0.0,,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",16,2026-02-01 07:36:19.986780,ELEC-day3,0.0,0.0,0.0,,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,16,2026-02-01 07:36:19.986780,ELEC-day4,0.0,0.0,0.0,,,,0,0,0
,,,,,,16,2026-02-01 07:36:19.986780,ELEC-day5,0.0,0.0,0.0,,,,0,0,0
,,,,,,16,2026-02-01 07:36:19.986780,ELEC-day6,0.0,0.0,0.0,,,,0,0,0
,,,,,,16,2026-02-01 07:36:19.986780,ELEC-F,0.0,34.0,0.0,,,10.0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,17,2026-02-01 07:36:21.022693,NG,2.21,2.19,2.23,800000.0,800000.0,,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,17,2026-02-01 07:36:21.022693,ELEC-day2,0.0,0.0,0.0,,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",17,2026-02-01 07:36:21.022693,ELEC-day3,0.0,0.0,0.0,,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,17,2026-02-01 07:36:21.022693,ELEC-day4,0.0,0.0,0.0,,,,0,0,0
,,,,,,17,2026-02-01 07:36:21.022693,ELEC-day5,0.0,0.0,0.0,,,,0,0,0
,,,,,,17,2026-02-01 07:36:21.022693,ELEC-day6,0.0,0.0,0.0,,,,0,0,0
,,,,,,17,2026-02-01 07:36:21.022693,ELEC-F,0.0,34.0,0.0,,,30.0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,18,2026-02-01 07:36:22.053252,NG,2.2,2.18,2.22,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,18,2026-02-01 07:36:22.053252,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",18,2026-02-01 07:36:22.053252,ELEC-day3,0.0,0.0,0.0,,,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,18,2026-02-01 07:36:22.053252,ELEC-day4,0.0,0.0,0.0,,,,,0,0
,,,,,,18,2026-02-01 07:36:22.053252,ELEC-day5,0.0,0.0,0.0,,,,,0,0
,,,,,,18,2026-02-01 07:36:22.053252,ELEC-day6,0.0,0.0,0.0,,,,,0,0
,,,,,,18,2026-02-01 07:36:22.053252,ELEC-F,0.0,34.0,40.0,,,50.0,20.0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,19,2026-02-01 07:36:23.090757,NG,2.2,2.18,2.22,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,19,2026-02-01 07:36:23.090757,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",19,2026-02-01 07:36:23.090757,ELEC-day3,0.0,0.0,0.0,,,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,19,2026-02-01 07:36:23.090757,ELEC-day4,0.0,0.0,0.0,,,,,0,0
,,,,,,19,2026-02-01 07:36:23.090757,ELEC-day5,0.0,0.0,0.0,,,,,0,0
,,,,,,19,2026-02-01 07:36:23.090757,ELEC-day6,0.0,0.0,0.0,,,,,0,0
,,,,,,19,2026-02-01 07:36:23.090757,ELEC-F,0.0,34.0,40.0,,,50.0,40.0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,20,2026-02-01 07:36:24.116182,NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,20,2026-02-01 07:36:24.116182,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",20,2026-02-01 07:36:24.116182,ELEC-day3,0.0,0.0,0.0,,,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,20,2026-02-01 07:36:24.116182,ELEC-day4,0.0,0.0,0.0,,,,,0,0
,,,,,,20,2026-02-01 07:36:24.116182,ELEC-day5,0.0,0.0,0.0,,,,,0,0
,,,,,,20,2026-02-01 07:36:24.116182,ELEC-day6,0.0,0.0,0.0,,,,,0,0
,,,,,,20,2026-02-01 07:36:24.116182,ELEC-F,0.0,34.0,40.0,,,50.0,50.0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,21,2026-02-01 07:36:25.159557,NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,21,2026-02-01 07:36:25.159557,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",21,2026-02-01 07:36:25.159557,ELEC-day3,0.0,0.0,0.0,,,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,21,2026-02-01 07:36:25.159557,ELEC-day4,0.0,0.0,0.0,,,,,0,0
,,,,,,21,2026-02-01 07:36:25.159557,ELEC-day5,0.0,0.0,0.0,,,,,0,0
,,,,,,21,2026-02-01 07:36:25.159557,ELEC-day6,0.0,0.0,0.0,,,,,0,0
,,,,,,21,2026-02-01 07:36:25.159557,ELEC-F,0.0,34.0,40.0,,,60.0,50.0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,22,2026-02-01 07:36:26.191103,NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,22,2026-02-01 07:36:26.191103,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",22,2026-02-01 07:36:26.191103,ELEC-day3,0.0,0.0,0.0,,,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,22,2026-02-01 07:36:26.191103,ELEC-day4,0.0,0.0,0.0,,,,,0,0
,,,,,,22,2026-02-01 07:36:26.191103,ELEC-day5,0.0,0.0,0.0,,,,,0,0
,,,,,,22,2026-02-01 07:36:26.191103,ELEC-day6,0.0,0.0,0.0,,,,,0,0
,,,,,,22,2026-02-01 07:36:26.191103,ELEC-F,0.0,34.0,40.0,,,60.0,60.0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,23,2026-02-01 07:36:27.220951,NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,23,2026-02-01 07:36:27.220951,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",23,2026-02-01 07:36:27.220951,ELEC-day3,0.0,0.0,0.0,,,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,23,2026-02-01 07:36:27.220951,ELEC-day4,0.0,0.0,0.0,,,,,0,0
,,,,,,23,2026-02-01 07:36:27.220951,ELEC-day5,0.0,0.0,0.0,,,,,0,0
,,,,,,23,2026-02-01 07:36:27.220951,ELEC-day6,0.0,0.0,0.0,,,,,0,0
,,,,,,23,2026-02-01 07:36:27.220951,ELEC-F,0.0,34.0,40.0,,,60.0,60.0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,24,2026-02-01 07:36:28.256107,NG,2.19,2.17,2.21,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,24,2026-02-01 07:36:28.256107,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",24,2026-02-01 07:36:28.256107,ELEC-day3,0.0,0.0,0.0,,,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,24,2026-02-01 07:36:28.256107,ELEC-day4,0.0,0.0,0.0,,,,,0,0
,,,,,,24,2026-02-01 07:36:28.256107,ELEC-day5,0.0,0.0,0.0,,,,,0,0
,,,,,,24,2026-02-01 07:36:28.256107,ELEC-day6,0.0,0.0,0.0,,,,,0,0
,,,,,,24,2026-02-01 07:36:28.256107,ELEC-F,0.0,34.0,40.0,,,60.0,60.0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,25,2026-02-01 07:36:29.286118,NG,2.18,2.16,2.2,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,25,2026-02-01 07:36:29.286118,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",25,2026-02-01 07:36:29.286118,ELEC-day3,0.0,0.0,0.0,,,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,25,2026-02-01 07:36:29.286118,ELEC-day4,0.0,0.0,0.0,,,,,0,0
,,,,,,25,2026-02-01 07:36:29.286118,ELEC-day5,0.0,0.0,0.0,,,,,0,0
,,,,,,25,2026-02-01 07:36:29.286118,ELEC-day6,0.0,0.0,0.0,,,,,0,0
,,,,,,25,2026-02-01 07:36:29.286118,ELEC-F,0.0,34.0,40.0,,,60.0,60.0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,26,2026-02-01 07:36:30.316635,NG,2.18,2.16,2.2,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,26,2026-02-01 07:36:30.316635,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",26,2026-02-01 07:36:30.316635,ELEC-day3,0.0,0.0,0.0,,,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,26,2026-02-01 07:36:30.316635,ELEC-day4,0.0,0.0,0.0,,,,,0,0
,,,,,,26,2026-02-01 07:36:30.316635,ELEC-day5,0.0,0.0,0.0,,,,,0,0
,,,,,,26,2026-02-01 07:36:30.316635,ELEC-day6,0.0,0.0,0.0,,,,,0,0
,,,,,,26,2026-02-01 07:36:30.316635,ELEC-F,0.0,34.0,40.0,,,60.0,60.0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,27,2026-02-01 07:36:31.331223,NG,2.17,2.15,2.19,800000.0,800000.0,,,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,27,2026-02-01 07:36:31.331223,ELEC-day2,0.0,0.0,0.0,,,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",27,2026-02-01 07:36:31.331223,ELEC-day3,0.0,0.0,0.0,,,,,0,0
