news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-T1,BUY_LUIS-T2,BUY_BOST-D,SELL_CHUL-P,BUY_LUIS-T1,SELL_LUIS-T2
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,7,2026-02-01 12:29:35.701280,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,7,2026-02-01 12:29:35.701280,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,7,2026-02-01 12:29:35.701280,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",7,2026-02-01 12:29:35.701280,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,7,2026-02-01 12:29:35.701280,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,7,2026-02-01 12:29:35.701280,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,7,2026-02-01 12:29:35.701280,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,8,2026-02-01 12:29:36.728507,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,8,2026-02-01 12:29:36.728507,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,8,2026-02-01 12:29:36.728507,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",8,2026-02-01 12:29:36.728507,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,8,2026-02-01 12:29:36.728507,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,8,2026-02-01 12:29:36.728507,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,8,2026-02-01 12:29:36.728507,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,9,2026-02-01 12:29:37.766196,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,9,2026-02-01 12:29:37.766196,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,9,2026-02-01 12:29:37.766196,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",9,2026-02-01 12:29:37.766196,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,9,2026-02-01 12:29:37.766196,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,9,2026-02-01 12:29:37.766196,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,9,2026-02-01 12:29:37.766196,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,10,2026-02-01 12:29:38.800036,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,10,2026-02-01 12:29:38.800036,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,10,2026-02-01 12:29:38.800036,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",10,2026-02-01 12:29:38.800036,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,10,2026-02-01 12:29:38.800036,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,10,2026-02-01 12:29:38.800036,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,10,2026-02-01 12:29:38.800036,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,11,2026-02-01 12:29:39.816379,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,11,2026-02-01 12:29:39.816379,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,11,2026-02-01 12:29:39.816379,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",11,2026-02-01 12:29:39.816379,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,11,2026-02-01 12:29:39.816379,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,11,2026-02-01 12:29:39.816379,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,11,2026-02-01 12:29:39.816379,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,12,2026-02-01 12:29:40.851678,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,12,2026-02-01 12:29:40.851678,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,12,2026-02-01 12:29:40.851678,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",12,2026-02-01 12:29:40.851678,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,12,2026-02-01 12:29:40.851678,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,12,2026-02-01 12:29:40.851678,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,12,2026-02-01 12:29:40.851678,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,13,2026-02-01 12:29:41.896686,NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,13,2026-02-01 12:29:41.896686,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,13,2026-02-01 12:29:41.896686,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",13,2026-02-01 12:29:41.896686,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,13,2026-02-01 12:29:41.896686,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,13,2026-02-01 12:29:41.896686,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,13,2026-02-01 12:29:41.896686,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,14,2026-02-01 12:29:42.934289,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,14,2026-02-01 12:29:42.934289,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,14,2026-02-01 12:29:42.934289,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",14,2026-02-01 12:29:42.934289,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,14,2026-02-01 12:29:42.934289,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,14,2026-02-01 12:29:42.934289,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,14,2026-02-01 12:29:42.934289,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,15,2026-02-01 12:29:43.966512,NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,15,2026-02-01 12:29:43.966512,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,15,2026-02-01 12:29:43.966512,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",15,2026-02-01 12:29:43.966512,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,15,2026-02-01 12:29:43.966512,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,15,2026-02-01 12:29:43.966512,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,15,2026-02-01 12:29:43.966512,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,16,2026-02-01 12:29:44.993756,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,16,2026-02-01 12:29:44.993756,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,16,2026-02-01 12:29:44.993756,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",16,2026-02-01 12:29:44.993756,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,16,2026-02-01 12:29:44.993756,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,16,2026-02-01 12:29:44.993756,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,16,2026-02-01 12:29:44.993756,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,17,2026-02-01 12:29:46.016493,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,17,2026-02-01 12:29:46.016493,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,17,2026-02-01 12:29:46.016493,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",17,2026-02-01 12:29:46.016493,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,17,2026-02-01 12:29:46.016493,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,17,2026-02-01 12:29:46.016493,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,17,2026-02-01 12:29:46.016493,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,18,2026-02-01 12:29:47.046285,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,18,2026-02-01 12:29:47.046285,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,18,2026-02-01 12:29:47.046285,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",18,2026-02-01 12:29:47.046285,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,18,2026-02-01 12:29:47.046285,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,18,2026-02-01 12:29:47.046285,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,18,2026-02-01 12:29:47.046285,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,19,2026-02-01 12:29:48.079546,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,19,2026-02-01 12:29:48.079546,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,19,2026-02-01 12:29:48.079546,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",19,2026-02-01 12:29:48.079546,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,19,2026-02-01 12:29:48.079546,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,19,2026-02-01 12:29:48.079546,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,19,2026-02-01 12:29:48.079546,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,20,2026-02-01 12:29:49.106469,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,20,2026-02-01 12:29:49.106469,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,20,2026-02-01 12:29:49.106469,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",20,2026-02-01 12:29:49.106469,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,20,2026-02-01 12:29:49.106469,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,20,2026-02-01 12:29:49.106469,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,20,2026-02-01 12:29:49.106469,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,21,2026-02-01 12:29:50.136687,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,21,2026-02-01 12:29:50.136687,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,21,2026-02-01 12:29:50.136687,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",21,2026-02-01 12:29:50.136687,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,21,2026-02-01 12:29:50.136687,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,21,2026-02-01 12:29:50.136687,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,21,2026-02-01 12:29:50.136687,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,22,2026-02-01 12:29:51.158345,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,22,2026-02-01 12:29:51.158345,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,22,2026-02-01 12:29:51.158345,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",22,2026-02-01 12:29:51.158345,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,22,2026-02-01 12:29:51.158345,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,22,2026-02-01 12:29:51.158345,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,22,2026-02-01 12:29:51.158345,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,23,2026-02-01 12:29:52.198424,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,23,2026-02-01 12:29:52.198424,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,23,2026-02-01 12:29:52.198424,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",23,2026-02-01 12:29:52.198424,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,23,2026-02-01 12:29:52.198424,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,23,2026-02-01 12:29:52.198424,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,23,2026-02-01 12:29:52.198424,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,3.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,25,2026-02-01 12:29:53.305342,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,25,2026-02-01 12:29:53.305342,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,25,2026-02-01 12:29:53.305342,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
