news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON
2.0,1.0,1.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 11000 and the penalty percentage is 2%,1,2026-02-02 01:04:21.486164,RTM,50.0,49.99,50.01,100000000.0,100000000.0
1.0,1.0,1.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 18%. This simulation consists of 20 trading days that are each 15 ticks in length.,1,2026-02-02 01:04:21.486164,RTM1C45,5.0,4.99,5.01,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1P45,0.02,0.01,0.03,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1C46,4.02,4.01,4.03,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1P46,0.02,0.01,0.03,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1C47,3.06,3.05,3.07,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1P47,0.06,0.05,0.07,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1C48,2.17,2.16,2.18,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1P48,0.17,0.16,0.18,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1C49,1.32,1.31,1.33,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1P49,0.32,0.31,0.33,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1C50,0.75,0.74,0.76,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1P50,0.75,0.74,0.76,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1C51,0.32,0.31,0.33,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1P51,1.32,1.31,1.33,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1C52,0.13,0.12,0.14,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1P52,2.13,2.12,2.14,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1C53,0.06,0.05,0.07,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1P53,3.06,3.05,3.07,1000000.0,1000000.0
,,,,,,1,2026-02-02 01:04:21.486164,RTM1C54,0.02,0.01,0.03,1000000.0,1000000.0
