ticker,last_price,bid_price,ask_price,SELL_ANON,BUY_ANON,BUY_DUBL-6,tick,timestamp
EEC,47.85,47.84,47.86,50000000.0,50000000.0,0,15,2026-02-04 13:30:49.742736
TGX,43.85,43.84,43.86,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
PHR,48.71,48.7,48.72,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
BYL,43.26,43.25,43.27,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
CLD,79.01,79.0,79.02,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
GGD,31.66,31.65,31.67,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
PNR,60.1,60.09,60.11,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
FSR,30.6,30.59,30.61,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
ATB,62.75,62.74,62.76,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
SPK,52.75,52.74,52.76,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
EEC,47.88,47.87,47.89,50000000.0,50000000.0,0,16,2026-02-04 13:30:50.790232
TGX,43.91,43.9,43.92,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
PHR,48.92,48.91,48.93,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
BYL,43.27,43.26,43.28,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
CLD,79.01,79.0,79.02,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
GGD,31.63,31.62,31.64,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
PNR,60.09,60.08,60.1,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
FSR,30.6,30.59,30.61,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
ATB,62.76,62.75,62.77,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
SPK,52.78,52.77,52.79,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
EEC,47.76,47.75,47.77,50000000.0,50000000.0,0,17,2026-02-04 13:30:51.826234
TGX,43.88,43.87,43.89,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
PHR,49.15,49.14,49.16,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
BYL,43.22,43.21,43.23,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
CLD,78.99,78.98,79.0,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
GGD,31.63,31.62,31.64,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
PNR,60.04,60.03,60.05,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
ATB,63.05,63.04,63.06,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
SPK,52.58,52.57,52.59,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
EEC,47.49,47.48,47.5,50000000.0,50000000.0,0,18,2026-02-04 13:30:52.855782
TGX,43.93,43.92,43.94,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
PHR,48.9,48.89,48.91,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
BYL,43.26,43.25,43.27,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
CLD,79.06,79.05,79.07,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
GGD,31.62,31.61,31.63,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
PNR,59.98,59.97,59.99,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
ATB,63.61,63.6,63.62,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
SPK,52.58,52.57,52.59,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
EEC,47.39,47.38,47.4,50000000.0,50000000.0,0,19,2026-02-04 13:30:53.891648
TGX,43.94,43.93,43.95,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,2.0,1.0,19.0,D5-SPK/EEC,Strategic Investor Takes Stake,Sovereign wealth fund announces 8% stake in EastEnergy supporting stock price.
PHR,48.88,48.87,48.89,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,,,,,,
BYL,43.4,43.39,43.41,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,,,,,,
CLD,79.32,79.31,79.33,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,,,,,,
GGD,31.74,31.73,31.75,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,,,,,,
PNR,60.07,60.06,60.08,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,,,,,,
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,,,,,,
ATB,63.65,63.64,63.66,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,,,,,,
SPK,52.54,52.53,52.55,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,,,,,,
EEC,47.44,47.43,47.45,50000000.0,50000000.0,0,20,2026-02-04 13:30:54.933622,,,,,,
TGX,43.92,43.91,43.93,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,3.0,1.0,20.0,D1-TGX/PHR,Chinese SAMR Extends Review Period,"China's State Administration for Market Regulation has extended its review for a third time, now requesting detailed market share data across all Asia-Pacific regions."
PHR,48.87,48.86,48.88,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,,,,,,
BYL,43.38,43.37,43.39,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,,,,,,
CLD,79.17,79.16,79.18,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,,,,,,
GGD,31.66,31.65,31.67,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,,,,,,
PNR,59.97,59.96,59.98,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,,,,,,
FSR,30.65,30.64,30.66,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,,,,,,
ATB,63.78,63.77,63.79,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,,,,,,
SPK,52.66,52.65,52.67,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,,,,,,
EEC,47.57,47.56,47.58,50000000.0,50000000.0,0,21,2026-02-04 13:30:55.971565,,,,,,
TGX,43.93,43.92,43.94,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
PHR,49.11,49.1,49.12,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
BYL,43.29,43.28,43.3,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
CLD,78.96,78.95,78.97,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
GGD,31.59,31.58,31.6,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
PNR,60.32,60.31,60.33,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
FSR,30.63,30.62,30.64,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
ATB,63.79,63.78,63.8,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
SPK,52.68,52.67,52.69,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
EEC,47.52,47.51,47.53,50000000.0,50000000.0,0,22,2026-02-04 13:30:57.012807
TGX,43.89,43.88,43.9,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
PHR,49.1,49.09,49.11,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
BYL,43.3,43.29,43.31,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
CLD,78.99,78.98,79.0,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
GGD,31.53,31.52,31.54,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
PNR,60.27,60.26,60.28,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
FSR,30.64,30.63,30.65,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
ATB,63.5,63.49,63.51,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
SPK,52.67,52.66,52.68,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
EEC,47.52,47.51,47.53,50000000.0,50000000.0,0,23,2026-02-04 13:30:58.076605
TGX,43.89,43.88,43.9,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,4.0,1.0,23.0,D5-SPK/EEC,Termination Fee Structure,Agreement includes $150M termination fee for superior proposal and $75M regulatory failure fee.
PHR,49.21,49.2,49.22,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,,,,,,
BYL,43.31,43.3,43.32,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,,,,,,
CLD,78.96,78.95,78.97,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,,,,,,
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,,,,,,
PNR,60.34,60.33,60.35,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,,,,,,
FSR,30.7,30.69,30.71,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,,,,,,
ATB,63.39,63.38,63.4,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,,,,,,
SPK,52.68,52.67,52.69,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,,,,,,
EEC,47.49,47.48,47.5,50000000.0,50000000.0,0,24,2026-02-04 13:30:59.130599,,,,,,
TGX,43.84,43.83,43.85,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
PHR,49.62,49.61,49.63,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
BYL,43.35,43.34,43.36,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
CLD,79.03,79.02,79.04,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
GGD,31.22,31.21,31.23,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
PNR,60.21,60.2,60.22,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
FSR,30.69,30.68,30.7,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
ATB,63.05,63.04,63.06,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
SPK,52.63,52.62,52.64,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
EEC,47.5,47.49,47.51,50000000.0,50000000.0,0,25,2026-02-04 13:31:00.178714
TGX,43.8,43.79,43.81,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
PHR,49.87,49.86,49.88,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
BYL,43.32,43.31,43.33,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
CLD,79.0,78.99,79.01,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
GGD,31.32,31.31,31.33,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
PNR,60.34,60.33,60.35,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
FSR,30.7,30.69,30.71,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
ATB,62.74,62.73,62.75,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
SPK,52.48,52.47,52.49,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
EEC,47.4,47.39,47.41,50000000.0,50000000.0,0,26,2026-02-04 13:31:01.220421
TGX,43.82,43.81,43.83,50000000.0,50000000.0,0,27,2026-02-04 13:31:02.262944,6.0,1.0,26.0,ALL,Escalating Geopolitical Tensions Rattle Global Markets,"Heightened geopolitical tensions have disrupted global commodity flows and increased uncertainty across international trade corridors. Energy markets have experienced particular volatility, with crude oil prices swinging sharply and natural gas futures reflecting supply security concerns. Transactions with significant energy or international exposure face heightened uncertainty, while regulators in multiple jurisdictions have signaled that national security reviews may receive additional scrutiny in the current environment. Cross-border capital flows have slowed, adding complexity to international deal execution."
PHR,49.73,49.72,49.74,50000000.0,50000000.0,0,27,2026-02-04 13:31:02.262944,5.0,1.0,26.0,D4-FSR/ATB,Closing Conditions Tracker Updated,Status update shows 9 of 11 conditions satisfied with Fed and FDIC final approvals pending.
BYL,43.24,43.23,43.25,50000000.0,50000000.0,0,27,2026-02-04 13:31:02.262944,,,,,,
CLD,78.78,78.77,78.79,50000000.0,50000000.0,0,27,2026-02-04 13:31:02.262944,,,,,,
