tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-3,BUY_LUIS-3,SELL_CALG-1,BUY_CALG-1
0,2026-02-01 04:53:51.674597,SPNG,25.06,0.0,25.06,2200400.0,2133800.0,0,0,0,0
0,2026-02-01 04:53:51.674597,SMMR,25.08,25.17,25.18,1935400.0,2009600.0,0,0,0,0
0,2026-02-01 04:53:51.674597,ATMN,24.93,24.93,25.09,2015800.0,2066000.0,0,0,0,0
0,2026-02-01 04:53:51.674597,WNTR,24.86,25.02,0.0,2249800.0,2291800.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,1,2026-02-01 04:53:52.706312,SPNG,24.81,24.89,25.06,2213100.0,2133800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,1,2026-02-01 04:53:52.706312,SMMR,25.08,25.08,25.18,1956700.0,2023200.0,0,0,0,0
,,,,,,1,2026-02-01 04:53:52.706312,ATMN,25.13,24.93,25.13,2112800.0,1959600.0,0,0,0,0
,,,,,,1,2026-02-01 04:53:52.706312,WNTR,25.03,25.02,25.03,2249800.0,2303800.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,3,2026-02-01 04:53:53.746539,SPNG,25.06,24.81,25.06,2242400.0,2253900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 04:53:53.746539,SMMR,25.18,24.92,25.18,1833800.0,2027700.0,0,0,0,0
,,,,,,3,2026-02-01 04:53:53.746539,ATMN,25.15,24.93,25.15,2112800.0,1947700.0,0,0,0,0
,,,,,,3,2026-02-01 04:53:53.746539,WNTR,25.02,24.87,25.02,2361800.0,2354000.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,4,2026-02-01 04:53:54.785270,SPNG,25.18,24.81,24.86,2256900.0,2244900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 04:53:54.785270,SMMR,25.18,25.1,25.18,1917500.0,2017500.0,0,0,0,0
,,,,,,4,2026-02-01 04:53:54.785270,ATMN,25.15,25.04,25.05,2134000.0,2070900.0,0,0,0,0
,,,,,,4,2026-02-01 04:53:54.785270,WNTR,25.02,24.87,25.02,2399300.0,2354000.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,5,2026-02-01 04:53:55.812215,SPNG,25.37,24.81,25.37,2266200.0,2014100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 04:53:55.812215,SMMR,25.18,25.1,25.11,1917500.0,2027800.0,0,0,0,0
,,,,,,5,2026-02-01 04:53:55.812215,ATMN,25.04,25.04,25.05,2097200.0,2070900.0,0,0,0,0
,,,,,,5,2026-02-01 04:53:55.812215,WNTR,24.94,24.94,25.04,2435800.0,2299200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,6,2026-02-01 04:53:56.842438,SPNG,25.39,24.81,25.39,2266200.0,2119600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 04:53:56.842438,SMMR,25.1,24.92,25.07,1833800.0,2041400.0,0,0,0,0
,,,,,,6,2026-02-01 04:53:56.842438,ATMN,24.98,24.98,25.05,2080000.0,2069300.0,0,0,0,0
,,,,,,6,2026-02-01 04:53:56.842438,WNTR,24.87,24.87,25.04,2430000.0,2299200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,7,2026-02-01 04:53:57.889777,SPNG,24.81,25.23,25.28,2240900.0,2233600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 04:53:57.889777,SMMR,25.07,24.92,25.07,1959600.0,2041400.0,0,0,0,0
,,,,,,7,2026-02-01 04:53:57.889777,ATMN,25.05,24.99,25.05,2104000.0,2047600.0,0,0,0,0
,,,,,,7,2026-02-01 04:53:57.889777,WNTR,24.9,24.9,25.04,2409900.0,2299200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,8,2026-02-01 04:53:58.946217,SPNG,24.71,24.71,25.28,2230600.0,2233600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-01 04:53:58.946217,SMMR,24.91,24.89,24.91,2068300.0,2044100.0,0,0,0,0
,,,,,,8,2026-02-01 04:53:58.946217,ATMN,25.05,25.14,25.15,2106200.0,2043100.0,0,0,0,0
,,,,,,8,2026-02-01 04:53:58.946217,WNTR,25.19,24.92,25.19,2429500.0,2254000.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,9,2026-02-01 04:53:59.999122,SPNG,24.71,25.0,25.28,2229800.0,2233600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,9,2026-02-01 04:53:59.999122,SMMR,24.96,24.96,25.07,2192900.0,2061100.0,0,0,0,0
,,,,,,9,2026-02-01 04:53:59.999122,ATMN,24.96,24.96,25.14,2080800.0,2048700.0,0,0,0,0
,,,,,,9,2026-02-01 04:53:59.999122,WNTR,25.25,25.03,25.25,2426300.0,2250700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,10,2026-02-01 04:54:01.042944,SPNG,24.72,25.08,25.28,2212300.0,2217200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,10,2026-02-01 04:54:01.042944,SMMR,24.87,24.98,25.11,2076900.0,2071600.0,0,0,0,0
,,,,,,10,2026-02-01 04:54:01.042944,ATMN,24.93,24.8,24.85,2141500.0,2046800.0,0,0,0,0
,,,,,,10,2026-02-01 04:54:01.042944,WNTR,25.19,25.19,25.24,2428500.0,2234200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,11,2026-02-01 04:54:02.092547,SPNG,25.08,24.71,24.74,2230200.0,2264200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,11,2026-02-01 04:54:02.092547,SMMR,25.12,24.98,25.12,2180200.0,2044700.0,0,0,0,0
,,,,,,11,2026-02-01 04:54:02.092547,ATMN,25.24,24.8,25.24,2141500.0,2048800.0,0,0,0,0
,,,,,,11,2026-02-01 04:54:02.092547,WNTR,25.19,25.03,25.13,2426300.0,2292200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,12,2026-02-01 04:54:03.165852,SPNG,24.74,24.71,24.74,2247700.0,2264200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,12,2026-02-01 04:54:03.165852,SMMR,25.14,24.96,25.14,2172600.0,2051000.0,0,0,0,0
,,,,,,12,2026-02-01 04:54:03.165852,ATMN,25.26,25.18,25.26,2140200.0,2077500.0,0,0,0,0
,,,,,,12,2026-02-01 04:54:03.165852,WNTR,25.19,25.07,25.13,2442300.0,2292200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,13,2026-02-01 04:54:04.197260,SPNG,24.71,24.8,25.22,2234800.0,2227200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,13,2026-02-01 04:54:04.197260,SMMR,24.9,24.9,25.16,2206900.0,2062000.0,0,0,0,0
,,,,,,13,2026-02-01 04:54:04.197260,ATMN,25.18,25.18,25.25,2140200.0,2084100.0,0,0,0,0
,,,,,,13,2026-02-01 04:54:04.197260,WNTR,25.22,25.07,25.22,2423100.0,2291200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,14,2026-02-01 04:54:05.243411,SPNG,25.22,24.7,25.22,2229200.0,2217600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,14,2026-02-01 04:54:05.243411,SMMR,25.02,24.9,24.95,2206900.0,2093100.0,0,0,0,0
,,,,,,14,2026-02-01 04:54:05.243411,ATMN,25.03,24.98,25.03,2124900.0,2096900.0,0,0,0,0
,,,,,,14,2026-02-01 04:54:05.243411,WNTR,25.03,25.03,25.06,2413500.0,2326100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,15,2026-02-01 04:54:06.281071,SPNG,25.28,24.7,25.28,2197100.0,2217200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,15,2026-02-01 04:54:06.281071,SMMR,25.02,25.01,25.02,2194600.0,2076000.0,0,0,0,0
,,,,,,15,2026-02-01 04:54:06.281071,ATMN,25.25,24.98,25.02,2124900.0,2120500.0,0,0,0,0
,,,,,,15,2026-02-01 04:54:06.281071,WNTR,24.92,24.92,25.17,2423000.0,2310200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,16,2026-02-01 04:54:07.316310,SPNG,25.12,24.7,24.96,2197100.0,2236900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,16,2026-02-01 04:54:07.316310,SMMR,25.06,25.01,25.06,2208600.0,2089500.0,0,0,0,0
