news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_GIOT-P,BUY_LUIS-T2,BUY_BOST-D,BUY_LUIS-T1,BUY_GIOT-P,SELL_LUIS-T2,SELL_LUIS-T1
3.0,1.0,1.0,,You are logged in as a TRADER,,2,2026-02-01 10:03:00.846136,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",2,2026-02-01 10:03:00.846136,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,2,2026-02-01 10:03:00.846136,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 10:03:00.846136,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 10:03:00.846136,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 10:03:00.846136,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 10:03:00.846136,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,3,2026-02-01 10:03:01.862525,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",3,2026-02-01 10:03:01.862525,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,3,2026-02-01 10:03:01.862525,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 10:03:01.862525,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 10:03:01.862525,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
