news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,2,2026-02-12 12:23:45.788281,SPNG,25.03,25.12,25.2,1834200.0,2377500.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-12 12:23:45.788281,SMMR,25.1,25.01,25.07,2303700.0,2337100.0
,,,,,,2,2026-02-12 12:23:45.788281,ATMN,25.34,24.9,25.34,2316000.0,2139500.0
,,,,,,2,2026-02-12 12:23:45.788281,WNTR,24.95,24.95,25.02,2127700.0,2353900.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,3,2026-02-12 12:23:46.801773,SPNG,25.02,25.02,25.3,1735900.0,2374900.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-12 12:23:46.801773,SMMR,24.95,24.95,24.97,2315100.0,2319000.0
,,,,,,3,2026-02-12 12:23:46.801773,ATMN,25.34,24.9,25.14,2316000.0,2177300.0
,,,,,,3,2026-02-12 12:23:46.801773,WNTR,25.02,24.95,25.02,2127700.0,2373800.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,4,2026-02-12 12:23:47.816212,SPNG,25.02,24.52,24.82,1595400.0,2391600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-12 12:23:47.816212,SMMR,24.97,25.0,25.11,2351900.0,2343900.0
,,,,,,4,2026-02-12 12:23:47.816212,ATMN,24.79,24.79,25.14,2293100.0,2210300.0
,,,,,,4,2026-02-12 12:23:47.816212,WNTR,24.85,24.85,24.96,1884700.0,2352900.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,5,2026-02-12 12:23:48.828284,SPNG,24.82,25.12,25.3,2045000.0,2393600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-12 12:23:48.828284,SMMR,24.92,24.88,24.92,2353100.0,2355400.0
,,,,,,5,2026-02-12 12:23:48.828284,ATMN,25.17,24.79,25.17,2334700.0,2201100.0
,,,,,,5,2026-02-12 12:23:48.828284,WNTR,24.85,24.85,24.96,1884700.0,2366300.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,6,2026-02-12 12:23:49.843211,SPNG,24.52,25.15,25.3,2070600.0,2393600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-12 12:23:49.843211,SMMR,25.11,24.88,25.11,2338500.0,2372100.0
,,,,,,6,2026-02-12 12:23:49.843211,ATMN,25.2,25.19,25.2,2340100.0,2168000.0
,,,,,,6,2026-02-12 12:23:49.843211,WNTR,24.85,24.85,24.9,1789300.0,2342600.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,7,2026-02-12 12:23:50.856107,SPNG,25.15,24.52,24.99,1937200.0,2393400.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-12 12:23:50.856107,SMMR,25.11,25.01,25.11,2345300.0,2358600.0
,,,,,,7,2026-02-12 12:23:50.856107,ATMN,25.2,24.76,25.2,2322200.0,2168000.0
,,,,,,7,2026-02-12 12:23:50.856107,WNTR,24.9,24.95,24.96,1919300.0,2357400.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,8,2026-02-12 12:23:51.867912,SPNG,24.99,25.12,25.3,2304600.0,2386000.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-12 12:23:51.867912,SMMR,25.01,25.01,25.11,2310700.0,2382800.0
,,,,,,8,2026-02-12 12:23:51.867912,ATMN,25.11,25.11,25.2,2324500.0,2143500.0
,,,,,,8,2026-02-12 12:23:51.867912,WNTR,24.85,24.85,24.97,1789300.0,2372700.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,9,2026-02-12 12:23:52.879803,SPNG,25.12,24.72,24.8,2464500.0,2400600.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,9,2026-02-12 12:23:52.879803,SMMR,25.01,25.01,25.09,2265300.0,2378200.0
,,,,,,9,2026-02-12 12:23:52.879803,ATMN,25.09,24.76,24.99,2325000.0,2181000.0
,,,,,,9,2026-02-12 12:23:52.879803,WNTR,24.82,24.76,24.81,1566900.0,2368200.0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 15000 shares for this week.,10,2026-02-12 12:23:53.899923,SPNG,25.18,24.94,24.98,2465000.0,2377000.0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,10,2026-02-12 12:23:53.899923,SMMR,24.9,24.98,25.09,2286400.0,2350100.0
,,,,,,10,2026-02-12 12:23:53.899923,ATMN,24.99,24.95,24.99,2295300.0,2181000.0
,,,,,,10,2026-02-12 12:23:53.899923,WNTR,24.83,24.86,24.9,1777500.0,2380200.0
