timestamp,tick,period,ticks_until_close,nlv,nlv_delta,pnl_from_start,aggregate_position,aggregate_limit,gross_position,gross_limit,net_position,net_limit,SPNG_pos,SPNG_mid,SPNG_spread,SPNG_vwap,SPNG_unrealized,SPNG_realized,SPNG_momentum,SPNG_vol,SPNG_fill_rate,SPNG_news_adj,SPNG_bid_px,SPNG_ask_px,SPNG_bid_sz,SPNG_ask_sz,SPNG_fills,SPNG_posts,SPNG_cancels,SMMR_pos,SMMR_mid,SMMR_spread,SMMR_vwap,SMMR_unrealized,SMMR_realized,SMMR_momentum,SMMR_vol,SMMR_fill_rate,SMMR_news_adj,SMMR_bid_px,SMMR_ask_px,SMMR_bid_sz,SMMR_ask_sz,SMMR_fills,SMMR_posts,SMMR_cancels,ATMN_pos,ATMN_mid,ATMN_spread,ATMN_vwap,ATMN_unrealized,ATMN_realized,ATMN_momentum,ATMN_vol,ATMN_fill_rate,ATMN_news_adj,ATMN_bid_px,ATMN_ask_px,ATMN_bid_sz,ATMN_ask_sz,ATMN_fills,ATMN_posts,ATMN_cancels,WNTR_pos,WNTR_mid,WNTR_spread,WNTR_vwap,WNTR_unrealized,WNTR_realized,WNTR_momentum,WNTR_vol,WNTR_fill_rate,WNTR_news_adj,WNTR_bid_px,WNTR_ask_px,WNTR_bid_sz,WNTR_ask_sz,WNTR_fills,WNTR_posts,WNTR_cancels
1771027842.259,187,1,53,59843.07,0.00,0.00,600,13000,600,50000,-398,30000,101,25.1000,0.0800,22.9946,241.94,14133.22,-0.002007,0.005072,0.000,0.0000,24.98,25.14,1000,1000,0,2,0,-266,24.7900,0.0600,26.7700,513.38,10880.34,-0.000717,0.002448,0.000,0.0000,24.75,24.91,1333,1333,0,2,0,-233,26.5400,0.0400,26.3000,-16.31,18773.69,0.001527,0.007462,0.000,0.0000,26.46,26.70,1166,1166,0,2,0,0,24.4050,0.0900,0.0000,0.00,16017.27,-0.000276,0.001693,0.000,0.0000,24.33,24.48,1500,1500,0,2,0
1771027845.643,190,1,50,60709.43,866.37,866.37,6233,13000,6233,50000,-1897,30000,1101,25.0300,0.0800,24.9988,1.34,14134.43,-0.001518,0.007245,0.000,0.0000,24.87,25.11,4000,4000,3,12,7,1067,24.7300,0.0800,24.7066,-17.77,11584.69,-0.000436,0.002152,0.000,0.0000,24.60,24.78,1333,1333,3,9,4,-2565,26.5050,0.2100,26.5302,-179.10,18760.46,0.000787,0.006441,0.000,0.0000,26.41,26.68,4666,4666,4,12,6,-1500,24.4900,0.0800,24.4800,-75.00,16167.27,0.000953,0.002038,0.000,0.0000,24.41,24.57,6000,6000,3,8,3
1771027848.869,193,1,47,59806.28,-903.16,-36.79,15031,13000,15031,50000,4103,30000,-2899,25.4250,0.0100,25.0868,-994.91,13604.11,0.002911,0.008189,0.000,0.0000,25.33,25.60,4000,4000,5,18,11,5067,24.7500,0.1200,24.7800,-456.03,12062.92,0.000309,0.002062,0.000,0.0000,24.63,24.79,5333,5333,7,18,9,-2565,26.5000,0.0400,26.4700,-128.25,19194.78,0.000182,0.005881,0.000,0.0000,26.45,26.64,4666,4666,7,19,10,4500,24.4650,0.0300,24.4800,-135.00,16317.27,-0.000004,0.001862,0.000,0.0000,24.35,24.50,6000,6000,4,15,9
1771027851.916,196,1,44,60660.54,854.26,817.47,18124,13000,18124,50000,78,30000,9101,25.2300,0.1400,25.1102,634.85,13019.10,0.000113,0.007435,0.000,0.0000,25.07,25.31,4000,4000,8,25,15,-266,24.8450,0.0100,24.8200,-7.98,12372.26,0.001116,0.002129,0.000,0.0000,24.80,24.97,5333,5333,8,23,13,-7231,26.7100,0.0800,26.6700,-578.32,19544.83,0.001059,0.005389,0.000,0.0000,26.66,26.85,4666,4666,8,26,16,-1526,24.4050,0.0100,24.4500,-30.52,16722.53,-0.000768,0.002037,0.000,0.0000,24.29,24.45,5647,6000,8,22,12
1771027855.631,200,1,40,61462.22,801.69,1619.16,28259,13000,28259,50000,8077,30000,13101,25.0900,0.0400,25.1102,-526.26,13059.10,-0.001371,0.006818,0.000,0.0000,24.94,25.16,192,4000,9,31,20,5067,24.7750,0.1500,24.7500,-202.68,12657.53,0.000101,0.002126,0.000,0.0000,24.66,24.81,5333,5333,11,29,16,-2565,26.6100,0.0800,26.5603,-230.05,19616.37,-0.000035,0.006269,0.000,0.0000,26.57,26.75,4666,4666,10,33,21,-7526,24.5400,0.1000,24.5343,-419.33,17558.22,0.000685,0.002039,0.000,0.0000,24.50,24.66,5480,5435,10,32,20
1771027858.797,203,1,37,64578.57,3116.34,4735.50,19521,13000,19521,50000,14391,30000,9101,25.1150,0.0300,25.1102,-274.57,13138.42,0.000133,0.006368,0.000,0.0000,24.99,25.19,192,4000,9,35,24,5067,24.7850,0.1500,24.7100,-101.34,13574.78,0.000162,0.002034,0.000,0.0000,24.71,24.86,5333,5333,13,35,20,-2565,26.7350,0.0100,26.6523,-250.69,20453.69,0.001267,0.005969,0.000,0.0000,26.71,26.90,4666,4666,13,41,26,2788,24.5100,0.1000,24.4700,-27.88,18179.86,0.000562,0.002261,0.000,0.0000,24.39,24.55,6000,6000,12,40,26
1771027861.927,206,1,34,67244.63,2666.07,7401.57,15810,13000,15810,50000,-5608,30000,5101,25.3250,0.0500,25.1102,254.19,13497.74,0.002253,0.006182,0.000,0.0000,25.22,25.45,4000,4000,10,41,29,-266,24.7400,0.0200,24.7900,2.66,14086.80,-0.000248,0.001926,0.000,0.0000,24.73,24.89,5333,5333,15,42,25,-7231,26.8000,0.0600,26.7587,-515.45,20373.26,0.001211,0.005827,0.000,0.0000,26.77,26.95,4666,4666,15,46,29,-3212,24.4400,0.0800,24.5000,64.24,18653.50,0.000054,0.002378,0.000,0.0000,24.40,24.56,6000,6000,13,47,32
1771027865.385,210,1,30,69463.76,2219.13,9620.70,16680,13000,16680,50000,-2276,30000,5101,25.4150,0.0100,25.1584,1283.20,14503.98,0.001153,0.005776,0.038,0.0000,25.30,25.49,4000,4000,11,45,32,-266,24.8450,0.0500,24.7900,-23.94,14086.80,0.000796,0.001941,0.026,0.0000,24.77,24.93,5333,5333,15,44,27,2101,26.7600,0.0600,26.7600,-84.04,20457.31,-0.000166,0.005548,0.051,0.0000,26.66,26.84,4666,4666,17,53,34,-9212,24.4150,0.0100,24.3795,-372.72,19613.18,0.000208,0.002353,0.051,0.0000,24.38,24.53,6000,4788,17,57,38
1771027868.928,213,1,27,70014.29,550.53,10171.23,20013,13000,20013,50000,2391,30000,9101,25.1850,0.0100,25.2292,-447.40,15421.35,-0.001866,0.005628,0.038,0.0000,25.03,25.20,4000,4000,14,50,34,-5599,24.8450,0.0500,24.8767,37.37,14401.46,0.000881,0.002035,0.026,0.0000,24.78,24.93,5333,5333,17,53,34,2101,26.6050,0.0300,26.6400,-105.05,21091.72,-0.001459,0.004980,0.051,0.0000,26.45,26.61,4666,4666,18,63,43,-3212,24.4100,0.1600,24.3795,-322.68,19760.42,0.000243,0.002304,0.051,0.0000,24.37,24.53,6000,6000,18,61,41
1771027871.945,216,1,24,70886.16,871.87,11043.10,6520,13000,6520,50000,5460,30000,1101,25.1850,0.0700,25.2292,-87.15,15508.07,-0.000678,0.005085,0.038,0.0000,25.07,25.23,3801,4000,15,55,38,-530,24.7750,0.2300,24.7700,-63.60,15705.75,-0.000511,0.002188,0.026,0.0000,24.70,24.93,5135,5333,20,61,39,2101,26.4900,0.0600,26.4900,-63.03,21546.47,-0.001518,0.004622,0.051,0.0000,26.37,26.53,4666,4666,22,70,46,2788,24.3950,0.0700,24.3700,0.00,19941.06,-0.000110,0.002153,0.051,0.0000,24.28,24.44,5069,6000,19,64,43
