news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-T1,SELL_LUIS-T1
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,1,2026-02-01 03:47:53.633251,NG,2.2,2.18,2.22,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",1,2026-02-01 03:47:53.633251,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,1,2026-02-01 03:47:53.633251,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,1,2026-02-01 03:47:53.633251,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,1,2026-02-01 03:47:53.633251,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,1,2026-02-01 03:47:53.633251,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,1,2026-02-01 03:47:53.633251,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,3,2026-02-01 03:47:54.738695,NG,2.2,2.18,2.22,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,3,2026-02-01 03:47:54.738695,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",3,2026-02-01 03:47:54.738695,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,3,2026-02-01 03:47:54.738695,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,3,2026-02-01 03:47:54.738695,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,3,2026-02-01 03:47:54.738695,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,3,2026-02-01 03:47:54.738695,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,4,2026-02-01 03:47:55.935444,NG,2.2,2.18,2.22,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,4,2026-02-01 03:47:55.935444,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",4,2026-02-01 03:47:55.935444,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,4,2026-02-01 03:47:55.935444,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,4,2026-02-01 03:47:55.935444,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,4,2026-02-01 03:47:55.935444,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,4,2026-02-01 03:47:55.935444,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,5,2026-02-01 03:47:56.976789,NG,2.19,2.17,2.21,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,5,2026-02-01 03:47:56.976789,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",5,2026-02-01 03:47:56.976789,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,5,2026-02-01 03:47:56.976789,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,5,2026-02-01 03:47:56.976789,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,5,2026-02-01 03:47:56.976789,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,5,2026-02-01 03:47:56.976789,ELEC-F,0.0,0.0,0.0,,,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,6,2026-02-01 03:47:58.020808,NG,2.2,2.18,2.22,800000.0,800000.0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,6,2026-02-01 03:47:58.020808,ELEC-day2,0.0,0.0,0.0,,,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",6,2026-02-01 03:47:58.020808,ELEC-day3,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,6,2026-02-01 03:47:58.020808,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,6,2026-02-01 03:47:58.020808,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,6,2026-02-01 03:47:58.020808,ELEC-day6,0.0,0.0,0.0,,,0,0
