news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,2,2026-02-01 02:10:13.234323,NG,2.21,2.19,2.23,800000.0,800000.0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,2,2026-02-01 02:10:13.234323,ELEC-day2,0.0,0.0,0.0,,
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",2,2026-02-01 02:10:13.234323,ELEC-day3,0.0,0.0,0.0,,
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,2,2026-02-01 02:10:13.234323,ELEC-day4,0.0,0.0,0.0,,
,,,,,,2,2026-02-01 02:10:13.234323,ELEC-day5,0.0,0.0,0.0,,
,,,,,,2,2026-02-01 02:10:13.234323,ELEC-day6,0.0,0.0,0.0,,
,,,,,,2,2026-02-01 02:10:13.234323,ELEC-F,0.0,0.0,0.0,,
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,3,2026-02-01 02:10:14.340562,NG,2.2,2.18,2.22,800000.0,800000.0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,3,2026-02-01 02:10:14.340562,ELEC-day2,0.0,0.0,0.0,,
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",3,2026-02-01 02:10:14.340562,ELEC-day3,0.0,0.0,0.0,,
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,3,2026-02-01 02:10:14.340562,ELEC-day4,0.0,0.0,0.0,,
,,,,,,3,2026-02-01 02:10:14.340562,ELEC-day5,0.0,0.0,0.0,,
,,,,,,3,2026-02-01 02:10:14.340562,ELEC-day6,0.0,0.0,0.0,,
,,,,,,3,2026-02-01 02:10:14.340562,ELEC-F,0.0,0.0,0.0,,
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,4,2026-02-01 02:10:15.379467,NG,2.2,2.18,2.22,800000.0,800000.0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,4,2026-02-01 02:10:15.379467,ELEC-day2,0.0,0.0,0.0,,
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",4,2026-02-01 02:10:15.379467,ELEC-day3,0.0,0.0,0.0,,
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,4,2026-02-01 02:10:15.379467,ELEC-day4,0.0,0.0,0.0,,
,,,,,,4,2026-02-01 02:10:15.379467,ELEC-day5,0.0,0.0,0.0,,
,,,,,,4,2026-02-01 02:10:15.379467,ELEC-day6,0.0,0.0,0.0,,
,,,,,,4,2026-02-01 02:10:15.379467,ELEC-F,0.0,0.0,0.0,,
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,5,2026-02-01 02:10:16.407638,NG,2.19,2.17,2.21,800000.0,800000.0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,5,2026-02-01 02:10:16.407638,ELEC-day2,0.0,0.0,0.0,,
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",5,2026-02-01 02:10:16.407638,ELEC-day3,0.0,0.0,0.0,,
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,5,2026-02-01 02:10:16.407638,ELEC-day4,0.0,0.0,0.0,,
,,,,,,5,2026-02-01 02:10:16.407638,ELEC-day5,0.0,0.0,0.0,,
,,,,,,5,2026-02-01 02:10:16.407638,ELEC-day6,0.0,0.0,0.0,,
,,,,,,5,2026-02-01 02:10:16.407638,ELEC-F,0.0,0.0,0.0,,
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,6,2026-02-01 02:10:17.438148,NG,2.2,2.18,2.22,800000.0,800000.0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,6,2026-02-01 02:10:17.438148,ELEC-day2,0.0,0.0,0.0,,
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",6,2026-02-01 02:10:17.438148,ELEC-day3,0.0,0.0,0.0,,
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,6,2026-02-01 02:10:17.438148,ELEC-day4,0.0,0.0,0.0,,
,,,,,,6,2026-02-01 02:10:17.438148,ELEC-day5,0.0,0.0,0.0,,
,,,,,,6,2026-02-01 02:10:17.438148,ELEC-day6,0.0,0.0,0.0,,
,,,,,,6,2026-02-01 02:10:17.438148,ELEC-F,0.0,0.0,0.0,,
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,7,2026-02-01 02:10:18.473682,NG,2.19,2.17,2.21,800000.0,800000.0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,7,2026-02-01 02:10:18.473682,ELEC-day2,0.0,0.0,0.0,,
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",7,2026-02-01 02:10:18.473682,ELEC-day3,0.0,0.0,0.0,,
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,7,2026-02-01 02:10:18.473682,ELEC-day4,0.0,0.0,0.0,,
,,,,,,7,2026-02-01 02:10:18.473682,ELEC-day5,0.0,0.0,0.0,,
,,,,,,7,2026-02-01 02:10:18.473682,ELEC-day6,0.0,0.0,0.0,,
,,,,,,7,2026-02-01 02:10:18.473682,ELEC-F,0.0,0.0,0.0,,
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,8,2026-02-01 02:10:19.508268,NG,2.19,2.17,2.21,800000.0,800000.0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,8,2026-02-01 02:10:19.508268,ELEC-day2,0.0,0.0,0.0,,
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",8,2026-02-01 02:10:19.508268,ELEC-day3,0.0,0.0,0.0,,
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,8,2026-02-01 02:10:19.508268,ELEC-day4,0.0,0.0,0.0,,
,,,,,,8,2026-02-01 02:10:19.508268,ELEC-day5,0.0,0.0,0.0,,
,,,,,,8,2026-02-01 02:10:19.508268,ELEC-day6,0.0,0.0,0.0,,
,,,,,,8,2026-02-01 02:10:19.508268,ELEC-F,0.0,0.0,0.0,,
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 17 and 27 degrees Celsius.,9,2026-02-01 02:10:20.540421,NG,2.19,2.17,2.21,800000.0,800000.0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,9,2026-02-01 02:10:20.540421,ELEC-day2,0.0,0.0,0.0,,
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",9,2026-02-01 02:10:20.540421,ELEC-day3,0.0,0.0,0.0,,
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,9,2026-02-01 02:10:20.540421,ELEC-day4,0.0,0.0,0.0,,
,,,,,,9,2026-02-01 02:10:20.540421,ELEC-day5,0.0,0.0,0.0,,
,,,,,,9,2026-02-01 02:10:20.540421,ELEC-day6,0.0,0.0,0.0,,
,,,,,,9,2026-02-01 02:10:20.540421,ELEC-F,0.0,0.0,0.0,,
