ticker,last_price,bid_price,ask_price,SELL_CITY-T2,SELL_ANON,BUY_CITY-D,BUY_CITY-T1,SELL_CITY-D,BUY_CITY-P,SELL_CITY-T1,BUY_ANON,SELL_CITY-P,tick,timestamp
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:42:28.576804
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,4,2026-02-02 23:42:28.576804
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.615752
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.615752
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.615752
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.615752
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.615752
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.615752
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,5,2026-02-02 23:42:29.615752
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.648873
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.648873
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.648873
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.648873
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.648873
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.648873
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,6,2026-02-02 23:42:30.648873
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.683214
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.683214
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.683214
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.683214
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.683214
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.683214
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,7,2026-02-02 23:42:31.683214
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.715722
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.715722
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.715722
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.715722
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.715722
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.715722
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,8,2026-02-02 23:42:32.715722
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.746159
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.746159
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.746159
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.746159
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.746159
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.746159
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,9,2026-02-02 23:42:33.746159
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.776105
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.776105
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.776105
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.776105
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.776105
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.776105
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,10,2026-02-02 23:42:34.776105
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.807627
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.807627
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.807627
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.807627
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.807627
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.807627
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,11,2026-02-02 23:42:35.807627
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.840815
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.840815
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.840815
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.840815
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.840815
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.840815
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,12,2026-02-02 23:42:36.840815
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.441848
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.441848
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.441848
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.441848
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.441848
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.441848
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,13,2026-02-02 23:42:37.441848
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.534773
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.534773
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.534773
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.534773
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.534773
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.534773
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,14,2026-02-02 23:42:38.534773
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.565724
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.565724
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.565724
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.565724
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.565724
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.565724
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,15,2026-02-02 23:42:39.565724
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.601185
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.601185
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.601185
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.601185
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.601185
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.601185
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,16,2026-02-02 23:42:40.601185
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.635963
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.635963
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.635963
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.635963
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.635963
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.635963
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,17,2026-02-02 23:42:41.635963
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.668473
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.668473
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.668473
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.668473
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.668473
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.668473
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,18,2026-02-02 23:42:42.668473
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.701229
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.701229
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.701229
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.701229
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.701229
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.701229
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,19,2026-02-02 23:42:43.701229
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.736045
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.736045
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.736045
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.736045
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.736045
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.736045
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,20,2026-02-02 23:42:44.736045
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.767513
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.767513
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.767513
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.767513
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.767513
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.767513
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,21,2026-02-02 23:42:45.767513
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.801771
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.801771
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.801771
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.801771
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.801771
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.801771
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,22,2026-02-02 23:42:46.801771
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.852281
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.852281
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.852281
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.852281
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.852281
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.852281
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,23,2026-02-02 23:42:47.852281
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.896673
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.896673
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.896673
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.896673
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.896673
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.896673
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,24,2026-02-02 23:42:48.896673
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.493908
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.493908
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.493908
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.493908
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.493908
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.493908
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,25,2026-02-02 23:42:49.493908
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.597173
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.597173
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.597173
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.597173
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.597173
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.597173
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,26,2026-02-02 23:42:50.597173
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.641257
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.641257
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.641257
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.641257
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.641257
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.641257
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,27,2026-02-02 23:42:51.641257
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.681650
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.681650
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.681650
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.681650
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.681650
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.681650
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,28,2026-02-02 23:42:52.681650
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.709138
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.709138
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.709138
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.709138
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.709138
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.709138
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,29,2026-02-02 23:42:53.709138
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.739056
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.739056
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.739056
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.739056
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.739056
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.739056
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,30,2026-02-02 23:42:54.739056
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.774244
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.774244
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.774244
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.774244
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.774244
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.774244
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,31,2026-02-02 23:42:55.774244
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,32,2026-02-02 23:42:56.806517
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:56.806517
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:56.806517
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:56.806517
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:56.806517
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:56.806517
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,32,2026-02-02 23:42:56.806517
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.836979
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.836979
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.836979
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.836979
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.836979
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.836979
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,33,2026-02-02 23:42:57.836979
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.867738
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.867738
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.867738
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.867738
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.867738
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.867738
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,34,2026-02-02 23:42:58.867738
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,35,2026-02-02 23:42:59.898309
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,35,2026-02-02 23:42:59.898309
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,35,2026-02-02 23:42:59.898309
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,35,2026-02-02 23:42:59.898309
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,35,2026-02-02 23:42:59.898309
