news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_GIOT-P,BUY_LUIS-T2,BUY_BOST-D,BUY_LUIS-T1,BUY_GIOT-P,SELL_LUIS-T2,SELL_LUIS-T1
3.0,1.0,1.0,,You are logged in as a TRADER,,2,2026-02-01 08:25:02.512596,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",2,2026-02-01 08:25:02.512596,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,2,2026-02-01 08:25:02.512596,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 08:25:02.512596,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 08:25:02.512596,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 08:25:02.512596,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 08:25:02.512596,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,3,2026-02-01 08:25:03.538456,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",3,2026-02-01 08:25:03.538456,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,3,2026-02-01 08:25:03.538456,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 08:25:03.538456,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 08:25:03.538456,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 08:25:03.538456,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 08:25:03.538456,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,5,2026-02-01 08:25:04.604084,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",5,2026-02-01 08:25:04.604084,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,5,2026-02-01 08:25:04.604084,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,5,2026-02-01 08:25:04.604084,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,5,2026-02-01 08:25:04.604084,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,5,2026-02-01 08:25:04.604084,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,5,2026-02-01 08:25:04.604084,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,6,2026-02-01 08:25:05.671466,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",6,2026-02-01 08:25:05.671466,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,6,2026-02-01 08:25:05.671466,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,6,2026-02-01 08:25:05.671466,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,6,2026-02-01 08:25:05.671466,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,6,2026-02-01 08:25:05.671466,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,6,2026-02-01 08:25:05.671466,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,7,2026-02-01 08:25:06.714104,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",7,2026-02-01 08:25:06.714104,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,7,2026-02-01 08:25:06.714104,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,7,2026-02-01 08:25:06.714104,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,7,2026-02-01 08:25:06.714104,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,7,2026-02-01 08:25:06.714104,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,7,2026-02-01 08:25:06.714104,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,8,2026-02-01 08:25:07.792436,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",8,2026-02-01 08:25:07.792436,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,8,2026-02-01 08:25:07.792436,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,8,2026-02-01 08:25:07.792436,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,8,2026-02-01 08:25:07.792436,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,8,2026-02-01 08:25:07.792436,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,8,2026-02-01 08:25:07.792436,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,9,2026-02-01 08:25:08.824192,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",9,2026-02-01 08:25:08.824192,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,9,2026-02-01 08:25:08.824192,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,9,2026-02-01 08:25:08.824192,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,9,2026-02-01 08:25:08.824192,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,9,2026-02-01 08:25:08.824192,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,9,2026-02-01 08:25:08.824192,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,10,2026-02-01 08:25:09.864144,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",10,2026-02-01 08:25:09.864144,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,10,2026-02-01 08:25:09.864144,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,10,2026-02-01 08:25:09.864144,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,10,2026-02-01 08:25:09.864144,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,10,2026-02-01 08:25:09.864144,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,10,2026-02-01 08:25:09.864144,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,11,2026-02-01 08:25:10.901082,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",11,2026-02-01 08:25:10.901082,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,11,2026-02-01 08:25:10.901082,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,11,2026-02-01 08:25:10.901082,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,11,2026-02-01 08:25:10.901082,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,11,2026-02-01 08:25:10.901082,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,11,2026-02-01 08:25:10.901082,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,12,2026-02-01 08:25:11.925889,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",12,2026-02-01 08:25:11.925889,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,12,2026-02-01 08:25:11.925889,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,12,2026-02-01 08:25:11.925889,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,12,2026-02-01 08:25:11.925889,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,12,2026-02-01 08:25:11.925889,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,12,2026-02-01 08:25:11.925889,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,13,2026-02-01 08:25:12.955550,NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",13,2026-02-01 08:25:12.955550,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,13,2026-02-01 08:25:12.955550,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,13,2026-02-01 08:25:12.955550,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,13,2026-02-01 08:25:12.955550,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,13,2026-02-01 08:25:12.955550,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0
,,,,,,13,2026-02-01 08:25:12.955550,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,14,2026-02-01 08:25:13.989924,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",14,2026-02-01 08:25:13.989924,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0
