ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
NG,2.2,2.18,2.22,800000.0,800000.0,1,2026-02-04 15:25:09.010897,3.0,1.0,1.0,,You are logged in as a PRODUCER,
ELEC-day2,0.0,0.0,0.0,,,1,2026-02-04 15:25:09.010897,2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract."
ELEC-day3,0.0,0.0,0.0,,,1,2026-02-04 15:25:09.010897,1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,
ELEC-day4,0.0,0.0,0.0,,,1,2026-02-04 15:25:09.010897,,,,,,
ELEC-day5,0.0,0.0,0.0,,,1,2026-02-04 15:25:09.010897,,,,,,
ELEC-day6,0.0,0.0,0.0,,,1,2026-02-04 15:25:09.010897,,,,,,
ELEC-F,0.0,0.0,0.0,,,1,2026-02-04 15:25:09.010897,,,,,,
NG,2.19,2.17,2.21,800000.0,800000.0,2,2026-02-04 15:25:09.572936,4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.
ELEC-day2,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.572936,,,,,,
ELEC-day3,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.572936,,,,,,
ELEC-day4,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.572936,,,,,,
ELEC-day5,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.572936,,,,,,
ELEC-day6,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.572936,,,,,,
ELEC-F,0.0,0.0,0.0,,,2,2026-02-04 15:25:09.572936,,,,,,
NG,2.2,2.18,2.22,800000.0,800000.0,3,2026-02-04 15:25:10.609385
ELEC-day2,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.609385
ELEC-day3,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.609385
ELEC-day4,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.609385
ELEC-day5,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.609385
ELEC-day6,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.609385
ELEC-F,0.0,0.0,0.0,,,3,2026-02-04 15:25:10.609385
NG,2.21,2.19,2.23,800000.0,800000.0,4,2026-02-04 15:25:11.647185
ELEC-day2,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.647185
ELEC-day3,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.647185
ELEC-day4,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.647185
ELEC-day5,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.647185
ELEC-day6,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.647185
ELEC-F,0.0,0.0,0.0,,,4,2026-02-04 15:25:11.647185
NG,2.21,2.19,2.23,800000.0,800000.0,5,2026-02-04 15:25:12.716636
ELEC-day2,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.716636
ELEC-day3,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.716636
ELEC-day4,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.716636
ELEC-day5,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.716636
ELEC-day6,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.716636
ELEC-F,0.0,0.0,0.0,,,5,2026-02-04 15:25:12.716636
NG,2.21,2.19,2.23,800000.0,800000.0,6,2026-02-04 15:25:13.325929
ELEC-day2,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.325929
ELEC-day3,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.325929
ELEC-day4,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.325929
ELEC-day5,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.325929
ELEC-day6,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.325929
ELEC-F,0.0,0.0,0.0,,,6,2026-02-04 15:25:13.325929
NG,2.21,2.19,2.23,800000.0,800000.0,7,2026-02-04 15:25:14.501707
ELEC-day2,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.501707
ELEC-day3,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.501707
ELEC-day4,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.501707
ELEC-day5,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.501707
ELEC-day6,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.501707
ELEC-F,0.0,0.0,0.0,,,7,2026-02-04 15:25:14.501707
NG,2.19,2.17,2.21,800000.0,800000.0,8,2026-02-04 15:25:15.578196
ELEC-day2,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.578196
ELEC-day3,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.578196
ELEC-day4,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.578196
ELEC-day5,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.578196
ELEC-day6,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.578196
ELEC-F,0.0,0.0,0.0,,,8,2026-02-04 15:25:15.578196
NG,2.2,2.18,2.22,800000.0,800000.0,9,2026-02-04 15:25:16.610353
ELEC-day2,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.610353
ELEC-day3,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.610353
ELEC-day4,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.610353
ELEC-day5,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.610353
ELEC-day6,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.610353
ELEC-F,0.0,0.0,0.0,,,9,2026-02-04 15:25:16.610353
NG,2.2,2.18,2.22,800000.0,800000.0,10,2026-02-04 15:25:17.637501
