news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_GIOT-P,BUY_LUIS-T1,BUY_GIOT-P,SELL_LUIS-T1
3.0,1.0,1.0,,You are logged in as a TRADER,,1,2026-02-01 04:20:29.616469,NG,2.2,0.0,0.0,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",1,2026-02-01 04:20:29.616469,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,1,2026-02-01 04:20:29.616469,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,1,2026-02-01 04:20:29.616469,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,1,2026-02-01 04:20:29.616469,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,1,2026-02-01 04:20:29.616469,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,1,2026-02-01 04:20:29.616469,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,3,2026-02-01 04:20:30.718562,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",3,2026-02-01 04:20:30.718562,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,3,2026-02-01 04:20:30.718562,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,3,2026-02-01 04:20:30.718562,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,3,2026-02-01 04:20:30.718562,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,3,2026-02-01 04:20:30.718562,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,3,2026-02-01 04:20:30.718562,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,4,2026-02-01 04:20:31.804032,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",4,2026-02-01 04:20:31.804032,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,4,2026-02-01 04:20:31.804032,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,4,2026-02-01 04:20:31.804032,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,4,2026-02-01 04:20:31.804032,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,4,2026-02-01 04:20:31.804032,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,4,2026-02-01 04:20:31.804032,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,5,2026-02-01 04:20:32.833540,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",5,2026-02-01 04:20:32.833540,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,5,2026-02-01 04:20:32.833540,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,5,2026-02-01 04:20:32.833540,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,5,2026-02-01 04:20:32.833540,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,5,2026-02-01 04:20:32.833540,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,5,2026-02-01 04:20:32.833540,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,6,2026-02-01 04:20:33.865796,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",6,2026-02-01 04:20:33.865796,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,6,2026-02-01 04:20:33.865796,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,6,2026-02-01 04:20:33.865796,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,6,2026-02-01 04:20:33.865796,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,6,2026-02-01 04:20:33.865796,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,6,2026-02-01 04:20:33.865796,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,7,2026-02-01 04:20:34.902884,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",7,2026-02-01 04:20:34.902884,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,7,2026-02-01 04:20:34.902884,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,7,2026-02-01 04:20:34.902884,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,7,2026-02-01 04:20:34.902884,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,7,2026-02-01 04:20:34.902884,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,7,2026-02-01 04:20:34.902884,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,8,2026-02-01 04:20:35.933940,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",8,2026-02-01 04:20:35.933940,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,8,2026-02-01 04:20:35.933940,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,8,2026-02-01 04:20:35.933940,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,8,2026-02-01 04:20:35.933940,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,8,2026-02-01 04:20:35.933940,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,8,2026-02-01 04:20:35.933940,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,9,2026-02-01 04:20:36.962340,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",9,2026-02-01 04:20:36.962340,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,9,2026-02-01 04:20:36.962340,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,9,2026-02-01 04:20:36.962340,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,9,2026-02-01 04:20:36.962340,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,9,2026-02-01 04:20:36.962340,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,9,2026-02-01 04:20:36.962340,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,10,2026-02-01 04:20:37.990041,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",10,2026-02-01 04:20:37.990041,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,10,2026-02-01 04:20:37.990041,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,10,2026-02-01 04:20:37.990041,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,10,2026-02-01 04:20:37.990041,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,10,2026-02-01 04:20:37.990041,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,10,2026-02-01 04:20:37.990041,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,11,2026-02-01 04:20:39.014452,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",11,2026-02-01 04:20:39.014452,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,11,2026-02-01 04:20:39.014452,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,11,2026-02-01 04:20:39.014452,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,11,2026-02-01 04:20:39.014452,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,11,2026-02-01 04:20:39.014452,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,11,2026-02-01 04:20:39.014452,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,12,2026-02-01 04:20:40.049780,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",12,2026-02-01 04:20:40.049780,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,12,2026-02-01 04:20:40.049780,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0
,,,,,,12,2026-02-01 04:20:40.049780,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0
,,,,,,12,2026-02-01 04:20:40.049780,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0
,,,,,,12,2026-02-01 04:20:40.049780,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0
,,,,,,12,2026-02-01 04:20:40.049780,ELEC-F,0.0,0.0,0.0,,,0,0,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,13,2026-02-01 04:20:41.066624,NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0
