ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
NG,2.2,0.0,0.0,800000.0,800000.0,0,2026-02-04 12:04:06.044161,3.0,1.0,1.0,,You are logged in as a PRODUCER,
ELEC-day2,0.0,0.0,0.0,,,0,2026-02-04 12:04:06.044161,2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract."
ELEC-day3,0.0,0.0,0.0,,,0,2026-02-04 12:04:06.044161,1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,
ELEC-day4,0.0,0.0,0.0,,,0,2026-02-04 12:04:06.044161,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,2026-02-04 12:04:06.044161,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,2026-02-04 12:04:06.044161,,,,,,
ELEC-F,0.0,0.0,0.0,,,0,2026-02-04 12:04:06.044161,,,,,,
NG,2.19,2.17,2.21,800000.0,800000.0,2,2026-02-04 12:04:07.465275,4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.
ELEC-day2,0.0,0.0,0.0,,,2,2026-02-04 12:04:07.465275,,,,,,
ELEC-day3,0.0,0.0,0.0,,,2,2026-02-04 12:04:07.465275,,,,,,
ELEC-day4,0.0,0.0,0.0,,,2,2026-02-04 12:04:07.465275,,,,,,
ELEC-day5,0.0,0.0,0.0,,,2,2026-02-04 12:04:07.465275,,,,,,
ELEC-day6,0.0,0.0,0.0,,,2,2026-02-04 12:04:07.465275,,,,,,
ELEC-F,0.0,0.0,0.0,,,2,2026-02-04 12:04:07.465275,,,,,,
NG,2.2,2.18,2.22,800000.0,800000.0,3,2026-02-04 12:04:08.785025
ELEC-day2,0.0,0.0,0.0,,,3,2026-02-04 12:04:08.785025
ELEC-day3,0.0,0.0,0.0,,,3,2026-02-04 12:04:08.785025
ELEC-day4,0.0,0.0,0.0,,,3,2026-02-04 12:04:08.785025
ELEC-day5,0.0,0.0,0.0,,,3,2026-02-04 12:04:08.785025
ELEC-day6,0.0,0.0,0.0,,,3,2026-02-04 12:04:08.785025
ELEC-F,0.0,0.0,0.0,,,3,2026-02-04 12:04:08.785025
NG,2.21,2.19,2.23,800000.0,800000.0,4,2026-02-04 12:04:09.546758
ELEC-day2,0.0,0.0,0.0,,,4,2026-02-04 12:04:09.546758
ELEC-day3,0.0,0.0,0.0,,,4,2026-02-04 12:04:09.546758
ELEC-day4,0.0,0.0,0.0,,,4,2026-02-04 12:04:09.546758
ELEC-day5,0.0,0.0,0.0,,,4,2026-02-04 12:04:09.546758
ELEC-day6,0.0,0.0,0.0,,,4,2026-02-04 12:04:09.546758
ELEC-F,0.0,0.0,0.0,,,4,2026-02-04 12:04:09.546758
NG,2.21,2.19,2.23,800000.0,800000.0,5,2026-02-04 12:04:10.232399
ELEC-day2,0.0,0.0,0.0,,,5,2026-02-04 12:04:10.232399
ELEC-day3,0.0,0.0,0.0,,,5,2026-02-04 12:04:10.232399
ELEC-day4,0.0,0.0,0.0,,,5,2026-02-04 12:04:10.232399
ELEC-day5,0.0,0.0,0.0,,,5,2026-02-04 12:04:10.232399
ELEC-day6,0.0,0.0,0.0,,,5,2026-02-04 12:04:10.232399
ELEC-F,0.0,0.0,0.0,,,5,2026-02-04 12:04:10.232399
