ticker,last_price,bid_price,ask_price,BUY_LAVL-1,BUY_ANON,SELL_ANON,SELL_LAVL-1,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_BRCH-3,BUY_UEBR-1,SELL_BABS-4,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_CAMN-1,SELL_BRCH-2,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
SPNG,25.28,24.74,24.94,3500.0,2013500.0,1958000.0,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 20:17:03.914650,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.
SMMR,24.97,24.97,24.98,,2160200.0,1994900.0,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 20:17:03.914650,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,25.08,25.01,25.08,3500.0,2065200.0,2118700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 20:17:03.914650,,,,,,
WNTR,0.0,24.93,24.95,3500.0,2042700.0,2087000.0,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 20:17:03.914650,,,,,,
SPNG,24.94,24.75,24.94,5250.0,1875000.0,1958000.0,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 20:17:04.997485
SMMR,24.98,24.91,24.95,,1918300.0,2027200.0,3500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 20:17:04.997485
ATMN,25.08,25.04,25.08,7000.0,1958800.0,2009100.0,1750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 20:17:04.997485
WNTR,24.96,24.92,24.96,,2178300.0,2201900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 20:17:04.997485
SPNG,24.94,24.78,24.94,2062800.0,2046100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 20:17:06.084874
SMMR,24.95,24.99,25.01,2112800.0,2115900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 20:17:06.084874
ATMN,25.01,25.01,25.08,2174300.0,2098600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 20:17:06.084874
WNTR,24.98,24.92,24.96,2076900.0,2189500.0,1750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 20:17:06.084874
SPNG,25.53,24.79,25.52,800.0,3500.0,1678000.0,2500.0,800.0,1742700.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 20:17:07.148251
SMMR,25.02,24.99,25.02,1040.0,1750.0,1678000.0,800.0,1040.0,1799400.0,800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 20:17:07.148251
ATMN,25.0,24.94,25.0,,,2183400.0,,919.0,2035200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 20:17:07.148251
WNTR,24.96,24.92,24.96,1160.0,4374.0,1935900.0,,1160.0,1959600.0,,2187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 20:17:07.148251
SPNG,24.95,24.92,24.95,4374.0,720.0,2000.0,1785200.0,1731800.0,800.0,2000.0,2187.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 20:17:08.207323
SMMR,25.02,24.99,25.0,1859.0,1040.0,,1924800.0,1799400.0,1040.0,,5905.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 20:17:08.207323
ATMN,24.94,24.92,24.94,,,,2053900.0,1729000.0,813.0,,2187.0,400.0,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 20:17:08.207323
WNTR,25.0,24.96,25.0,1859.0,,,1877700.0,2049700.0,,,1859.0,800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 20:17:08.207323
SPNG,25.1,25.11,25.43,800.0,1550200.0,8000.0,720.0,1626600.0,6000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 20:17:09.273266
SMMR,24.91,24.97,25.01,1040.0,1922400.0,,1040.0,1898300.0,,1250.0,1250.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 20:17:09.273266
ATMN,24.91,24.84,24.9,,2194000.0,,,2160500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 20:17:09.273266
WNTR,25.03,25.04,25.06,1160.0,1949700.0,,,2037600.0,,,,274.0,137.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 20:17:09.273266
SPNG,25.2,24.79,25.04,720.0,1677800.0,2000.0,800.0,800.0,1074800.0,800.0,12000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 20:17:10.326211
SMMR,25.0,25.0,25.01,652.0,1722400.0,,800.0,,1796800.0,800.0,,420.0,840.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 20:17:10.326211
ATMN,25.09,24.87,24.89,813.0,1535200.0,,2500.0,919.0,1684100.0,2500.0,,557.0,840.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 20:17:10.326211
WNTR,24.96,25.05,25.06,,1859500.0,,800.0,823.0,1610600.0,800.0,,840.0,557.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 20:17:10.326211
SPNG,24.89,25.07,25.11,6000.0,1250.0,1677800.0,12000.0,2500.0,1184700.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 20:17:11.374436
SMMR,25.0,25.0,25.01,,800.0,1708000.0,,800.0,1696700.0,8097.0,652.0,9666.0,2984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 20:17:11.374436
ATMN,24.92,24.85,24.92,,400.0,2064500.0,,400.0,1886400.0,,,,813.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 20:17:11.374436
WNTR,24.93,24.98,25.04,,400.0,1864000.0,,400.0,1816600.0,9824.0,840.0,9824.0,1038.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 20:17:11.374436
