news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_IESE-1,SELL_LUIS-1,BUY_IESE-1,SELL_LUIS-3,BUY_LUIS-1,BUY_LUIS-3,SELL_CALG-1,SELL_UEBR-1,BUY_CALG-1,BUY_UEBR-1,SELL_LUIS-2,BUY_LUIS-2
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,3,2026-02-01 14:01:01.738575,SPNG,24.75,24.8,25.15,2286800.0,2199500.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 14:01:01.738575,SMMR,25.02,25.02,25.03,2238500.0,2167800.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 14:01:01.738575,ATMN,24.99,24.99,25.03,2339800.0,2476000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,3,2026-02-01 14:01:01.738575,WNTR,24.99,24.87,24.99,2135100.0,1890000.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,4,2026-02-01 14:01:02.762451,SPNG,25.15,24.8,25.15,2256500.0,2219000.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 14:01:02.762451,SMMR,25.03,25.02,25.03,2223200.0,2141100.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,4,2026-02-01 14:01:02.762451,ATMN,25.01,25.01,25.03,2199400.0,2436200.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,4,2026-02-01 14:01:02.762451,WNTR,24.99,24.92,24.99,2159200.0,1977900.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,5,2026-02-01 14:01:03.782751,SPNG,25.23,25.08,25.23,2268400.0,2207600.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 14:01:03.782751,SMMR,25.0,25.0,25.03,2236700.0,2117200.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,5,2026-02-01 14:01:03.782751,ATMN,25.04,25.03,25.04,2033300.0,2469200.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,5,2026-02-01 14:01:03.782751,WNTR,25.05,24.92,25.05,2195700.0,1858200.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,6,2026-02-01 14:01:04.812712,SPNG,25.08,24.8,25.06,2289900.0,2203300.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 14:01:04.812712,SMMR,25.04,25.0,25.04,2222000.0,2094400.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,6,2026-02-01 14:01:04.812712,ATMN,25.03,24.65,24.87,2059500.0,2448500.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,6,2026-02-01 14:01:04.812712,WNTR,24.87,24.94,25.04,2196600.0,1966400.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,7,2026-02-01 14:01:05.837937,SPNG,25.06,24.8,25.06,2269200.0,2203300.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 14:01:05.837937,SMMR,25.03,25.0,25.03,2256200.0,2117200.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,7,2026-02-01 14:01:05.837937,ATMN,25.04,24.65,24.74,2183100.0,2457600.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,7,2026-02-01 14:01:05.837937,WNTR,24.98,24.98,25.03,2225300.0,2082000.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,8,2026-02-01 14:01:06.876468,SPNG,25.23,24.8,25.23,2280500.0,2197900.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-01 14:01:06.876468,SMMR,25.03,25.03,25.04,2229200.0,2100000.0,0,0,0,0,0,0,0,0,0,0,0,0
