ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,SELL_UOTB-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,BUY_UOTB-3,SELL_COLA-3,SELL_WRSW-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
WNTR,25.02,24.97,25.02,2270500.0,2086300.0,,,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 15:53:53.094930
SPNG,25.36,24.65,25.36,2267600.0,2085000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 15:53:54.138186
SMMR,24.87,24.87,25.06,2022500.0,2129400.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 15:53:54.138186
ATMN,24.98,24.84,24.98,2314000.0,2190200.0,,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 15:53:54.138186
WNTR,24.94,24.94,25.02,2264000.0,2062100.0,,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 15:53:54.138186
SPNG,24.66,25.12,25.14,7500.0,2134400.0,7500.0,2085000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 15:53:55.173544
SMMR,24.93,24.93,25.06,7500.0,1995300.0,,2129400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 15:53:55.173544
ATMN,25.22,24.84,25.17,,2304500.0,7500.0,2189000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 15:53:55.173544
WNTR,24.86,24.86,25.03,,2265200.0,7500.0,2052400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 15:53:55.173544
SPNG,25.05,24.65,25.0,2244400.0,2099500.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 15:53:56.285788
SMMR,24.88,24.87,24.88,2118700.0,1931400.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 15:53:56.285788
ATMN,25.17,24.84,25.17,2287900.0,2189000.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 15:53:56.285788
WNTR,24.89,24.85,24.89,2257400.0,2058600.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 15:53:56.285788
SPNG,24.83,24.65,24.83,2244400.0,2115200.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 15:53:56.921181
SMMR,24.93,25.0,25.06,2119800.0,2129400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 15:53:56.921181
ATMN,25.23,24.84,25.21,2287900.0,2071200.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 15:53:56.921181
WNTR,25.19,24.87,25.02,2247000.0,2058500.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 15:53:56.921181
SPNG,24.83,24.79,24.83,2167100.0,2115200.0,7500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 15:53:57.979190
SMMR,24.86,24.99,25.06,2086400.0,2110000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 15:53:57.979190
ATMN,24.84,24.84,25.11,2287900.0,2170300.0,7500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 15:53:57.979190
WNTR,25.02,25.05,25.1,2112700.0,2138100.0,,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 15:53:57.979190
SPNG,24.83,24.79,24.83,2147200.0,2115200.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 15:53:59.037533
SMMR,25.06,24.99,25.06,2093100.0,2097200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 15:53:59.037533
ATMN,24.98,24.84,24.9,2287900.0,2167000.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 15:53:59.037533
WNTR,24.96,24.96,25.02,2239300.0,2045100.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 15:53:59.037533
SPNG,25.11,25.16,25.36,2120000.0,2203200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 15:54:00.094826
SMMR,25.06,25.06,25.07,2072300.0,2086900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 15:54:00.094826
ATMN,24.78,24.86,24.9,2311700.0,2167000.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 15:54:00.094826
WNTR,25.03,25.08,25.1,2226000.0,2138100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 15:54:00.094826
SPNG,25.08,25.21,25.36,2015400.0,8000.0,2214300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 15:54:01.133251
SMMR,24.99,24.99,25.02,2093100.0,,2108700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 15:54:01.133251
ATMN,24.9,24.88,24.9,2326000.0,,2167000.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 15:54:01.133251
WNTR,24.84,24.84,25.14,2231700.0,,2160000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 15:54:01.133251
SPNG,24.75,24.75,25.11,2170500.0,2094100.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 15:54:02.176910
SMMR,24.99,24.9,24.92,2114000.0,2101200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 15:54:02.176910
ATMN,25.01,24.88,25.01,2298400.0,2184200.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 15:54:02.176910
WNTR,25.02,24.87,25.05,2234200.0,2181700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 15:54:02.176910
SPNG,24.65,24.65,25.36,2188500.0,2257100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 15:54:03.213952
SMMR,25.07,24.96,25.07,2106400.0,2086900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 15:54:03.213952
ATMN,24.96,24.9,24.94,2312500.0,2177500.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 15:54:03.213952
WNTR,25.02,24.94,25.05,2230300.0,2185900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 15:54:03.213952
SPNG,24.65,24.83,25.13,8000.0,2059100.0,8000.0,2099900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 15:54:04.264999
SMMR,25.07,24.96,24.99,,2106400.0,,2081200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 15:54:04.264999
ATMN,24.88,24.88,24.94,,2305700.0,8000.0,2177500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 15:54:04.264999
WNTR,24.94,24.87,24.94,,2231200.0,8000.0,2092700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 15:54:04.264999
SPNG,25.38,24.83,25.13,8000.0,2066200.0,8000.0,2097600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 15:54:05.318600
SMMR,25.08,25.09,25.1,,2105900.0,,2099200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 15:54:05.318600
ATMN,24.88,24.89,24.94,,2288300.0,8000.0,2177500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 15:54:05.318600
WNTR,24.94,24.87,24.94,,2225700.0,8000.0,2092700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 15:54:05.318600
SPNG,25.38,24.83,25.13,8000.0,2041200.0,8000.0,2095100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 15:54:05.860044
SMMR,25.11,24.91,25.11,,2134800.0,,2104700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 15:54:05.860044
ATMN,24.89,24.89,25.01,,2311100.0,8000.0,2184200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 15:54:05.860044
WNTR,24.94,24.87,24.94,,2223800.0,8000.0,2103900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 15:54:05.860044
SPNG,25.07,25.02,25.07,8000.0,2042700.0,2108300.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 15:54:06.901239
SMMR,25.12,24.91,25.12,,2165300.0,2111100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 15:54:06.901239
ATMN,24.89,24.89,25.0,,2311100.0,2170300.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 15:54:06.901239
WNTR,24.95,24.95,24.98,,2227900.0,2193900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 15:54:06.901239
SPNG,24.83,24.75,24.81,2167100.0,2207600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 15:54:07.954442
SMMR,24.99,24.99,25.12,2026700.0,2129300.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 15:54:07.954442
ATMN,24.98,25.03,25.23,2198900.0,2071200.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 15:54:07.954442
WNTR,25.09,24.89,25.09,2238900.0,2157700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 15:54:07.954442
SPNG,25.11,24.75,25.09,2167100.0,2189400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 15:54:09.026919
SMMR,25.15,24.99,25.15,2153100.0,2124400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 15:54:09.026919
ATMN,25.03,25.03,25.08,2294300.0,2316700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 15:54:09.026919
WNTR,25.06,25.06,25.09,2266200.0,2155900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 15:54:09.026919
SPNG,25.43,25.0,25.43,2169800.0,2174300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 15:54:10.099336
SMMR,24.91,24.91,25.06,2165300.0,2135600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 15:54:10.099336
ATMN,24.89,24.89,25.06,2332400.0,2308100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 15:54:10.099336
WNTR,25.06,25.06,25.08,2266200.0,2180000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 15:54:10.099336
SPNG,25.0,25.0,25.43,2169800.0,2148300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 15:54:11.138980
SMMR,25.06,24.91,25.06,2192000.0,2167000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 15:54:11.138980
ATMN,25.08,24.89,24.96,2224800.0,2193200.0,8000.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 15:54:11.138980
WNTR,24.98,24.98,25.12,2249900.0,2149200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 15:54:11.138980
SPNG,25.0,24.75,24.84,2170700.0,2034500.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 15:54:12.177926
SMMR,24.95,25.01,25.06,2188000.0,2167000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 15:54:12.177926
ATMN,25.08,25.03,25.08,2341800.0,2316700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 15:54:12.177926
WNTR,24.91,24.89,24.91,2240900.0,2158600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 15:54:12.177926
SPNG,25.46,25.46,25.5,2188400.0,2121100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 15:54:13.211485
SMMR,24.93,24.92,24.95,2149400.0,2201000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 15:54:13.211485
ATMN,25.11,24.89,24.96,2211000.0,2199400.0,8000.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 15:54:13.211485
WNTR,25.04,25.04,25.12,2284700.0,2163100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 15:54:13.211485
SPNG,24.98,24.75,24.95,2170700.0,2030300.0,4000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 15:54:14.243413
SMMR,25.0,24.93,24.99,2047400.0,2178700.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 15:54:14.243413
ATMN,25.11,24.89,24.98,2193500.0,2169500.0,8000.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 15:54:14.243413
WNTR,25.01,24.89,25.01,2273900.0,2232800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 15:54:14.243413
SPNG,24.95,24.75,24.95,2186100.0,2030300.0,8000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 15:54:15.273036
SMMR,25.13,25.13,25.14,2040100.0,2131900.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 15:54:15.273036
ATMN,25.02,25.02,25.11,2154300.0,2293000.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 15:54:15.273036
WNTR,25.01,25.0,25.01,2288100.0,2263700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 15:54:15.273036
SPNG,24.95,24.9,24.95,2226700.0,2119600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 15:54:16.300452
SMMR,24.92,25.03,25.14,2145100.0,2128700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 15:54:16.300452
ATMN,25.21,25.02,25.08,2276300.0,2297900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 15:54:16.300452
WNTR,25.0,25.0,25.06,2288100.0,2242800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 15:54:16.300452
SPNG,24.95,24.9,24.95,2227400.0,2037100.0,8000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 15:54:17.333884
SMMR,25.03,24.93,25.0,2047400.0,2111800.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 15:54:17.333884
ATMN,25.08,25.02,25.08,2154300.0,2285100.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 15:54:17.333884
WNTR,24.99,24.99,25.06,2274600.0,2263400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 15:54:17.333884
SPNG,24.95,24.9,24.92,2247600.0,2132000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 15:54:18.372707
SMMR,24.9,24.9,25.0,2159100.0,2111800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 15:54:18.372707
ATMN,24.86,24.92,24.93,2170900.0,2164700.0,8000.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 15:54:18.372707
WNTR,24.97,24.97,25.06,2295400.0,2230800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 15:54:18.372707
SPNG,25.16,24.9,24.92,2253900.0,2131300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 15:54:19.408468
SMMR,25.14,24.93,24.96,2010300.0,2089900.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 15:54:19.408468
ATMN,25.24,24.95,25.24,2170900.0,2248200.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 15:54:19.408468
WNTR,24.97,24.97,25.01,2294600.0,2250800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 15:54:19.408468
SPNG,24.92,24.97,25.0,2152400.0,8000.0,8000.0,2034700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 15:54:19.958114
SMMR,25.14,24.94,24.96,2005500.0,8000.0,,2089900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 15:54:19.958114
