tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_IESE-1,SELL_LUIS-1,BUY_IESE-1,SELL_LUIS-3,BUY_LUIS-1,BUY_LUIS-3,SELL_CALG-1,SELL_UEBR-1,BUY_CALG-1,BUY_UEBR-1,SELL_LUIS-2,BUY_LUIS-2
0,2026-02-01 13:48:49.766719,SPNG,24.97,24.97,0.0,2255000.0,2472500.0,0,0,0,0,0,0,0,0,0,0,0,0
0,2026-02-01 13:48:49.766719,SMMR,25.03,25.06,25.08,2081200.0,2192700.0,0,0,0,0,0,0,0,0,0,0,0,0
0,2026-02-01 13:48:49.766719,ATMN,25.07,0.0,25.07,2005400.0,2182200.0,0,0,0,0,0,0,0,0,0,0,0,0
0,2026-02-01 13:48:49.766719,WNTR,0.0,0.0,0.0,2289100.0,2167900.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,1,2026-02-01 13:48:50.806585,SPNG,25.16,24.97,25.04,2255000.0,2414900.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,1,2026-02-01 13:48:50.806585,SMMR,25.06,24.91,24.92,1954300.0,2194800.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1,2026-02-01 13:48:50.806585,ATMN,25.11,24.92,24.96,2005400.0,2129000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1,2026-02-01 13:48:50.806585,WNTR,25.01,25.02,25.08,2286400.0,2152800.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,2,2026-02-01 13:48:51.826572,SPNG,24.91,24.91,25.29,2027800.0,2450300.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 13:48:51.826572,SMMR,24.92,25.05,25.08,2142300.0,2198100.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 13:48:51.826572,ATMN,25.13,24.92,25.13,2112400.0,2128700.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,2,2026-02-01 13:48:51.826572,WNTR,24.99,25.03,25.08,2383400.0,2152800.0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,3,2026-02-01 13:48:52.866501,SPNG,24.99,24.99,25.29,2283500.0,2440700.0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 13:48:52.866501,SMMR,24.92,25.05,25.08,2142300.0,2169700.0,0,0,0,0,0,0,0,0,0,0,0,0
