ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,SELL_UOTB-2,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,BUY_UOTB-3,SELL_COLA-3,SELL_WRSW-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
SMMR,25.14,25.06,25.13,,6000.0,1928300.0,1687300.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 14:52:43.194
ATMN,24.85,24.85,25.06,,,2300300.0,2103000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 14:52:43.194
WNTR,24.85,24.85,25.0,,,1416700.0,2445000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 14:52:43.194
SPNG,24.58,24.89,25.07,4900.0,1965600.0,1929800.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 14:52:44.232592
SMMR,24.9,25.11,25.13,,2023800.0,1875400.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 14:52:44.232592
ATMN,24.85,24.85,25.05,,2278500.0,2103000.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 14:52:44.232592
WNTR,24.83,24.82,24.83,,1542400.0,2362100.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 14:52:44.232592
SPNG,25.18,24.92,24.96,1741900.0,6000.0,10000.0,6000.0,1842600.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 14:52:45.297793
SMMR,25.11,25.11,25.13,2023800.0,,,,1982600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 14:52:45.297793
ATMN,25.15,24.85,25.15,2299400.0,,,,2221200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 14:52:45.297793
WNTR,24.83,24.89,24.9,1797100.0,,,6000.0,2355300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 14:52:45.297793
SPNG,24.9,24.58,24.62,2077600.0,1948800.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 14:52:46.329695
SMMR,24.99,24.88,24.99,2025300.0,1884000.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 14:52:46.329695
ATMN,25.05,25.06,25.15,2190300.0,2221200.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 14:52:46.329695
WNTR,24.92,24.94,25.0,1814900.0,2468500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 14:52:46.329695
SPNG,24.96,25.19,25.28,1843000.0,500.0,5000.0,2042300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 14:52:47.364705
SMMR,24.84,24.84,25.0,2048300.0,,,1860300.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 14:52:47.364705
ATMN,24.94,24.95,25.05,2193600.0,6000.0,,2123700.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 14:52:47.364705
WNTR,24.86,24.82,24.84,1675300.0,,,2447900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 14:52:47.364705
SPNG,25.19,25.19,25.28,1843000.0,5000.0,6000.0,1914100.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 14:52:48.394826
SMMR,25.13,24.84,25.13,2048300.0,,,1975600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 14:52:48.394826
ATMN,25.25,25.0,25.05,2193600.0,,6000.0,2100100.0,,4283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 14:52:48.394826
WNTR,24.81,24.81,25.11,1567600.0,,,2435100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 14:52:48.394826
SPNG,24.74,24.58,24.74,2061300.0,1919800.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 14:52:49.430817
SMMR,25.13,24.99,25.07,1970100.0,1894400.0,,6000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 14:52:49.430817
ATMN,24.83,24.98,25.09,2188100.0,2111300.0,,6000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 14:52:49.430817
WNTR,24.81,24.81,25.11,1546300.0,2435100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 14:52:49.430817
SPNG,25.39,24.93,24.96,6000.0,1834000.0,5000.0,6000.0,1778100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 14:52:50.461223
SMMR,24.99,24.99,25.07,2083.0,1970100.0,,6000.0,1911200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 14:52:50.461223
ATMN,24.84,24.95,25.05,6000.0,2199400.0,,6000.0,2111300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 14:52:50.461223
WNTR,25.06,24.89,25.06,,1550700.0,,,2477400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 14:52:50.461223
SPNG,25.36,24.91,24.92,5000.0,1943500.0,1877200.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 14:52:51.506286
SMMR,24.99,24.84,24.9,,2070200.0,1918400.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 14:52:51.506286
ATMN,25.35,24.95,24.99,,2199400.0,2098900.0,,6000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 14:52:51.506286
WNTR,24.89,24.89,24.9,,1686000.0,2309200.0,,4133.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 14:52:51.506286
SPNG,24.92,24.91,24.92,5000.0,1937500.0,1785100.0,5000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 14:52:52.036491
SMMR,25.07,24.84,25.07,,2068900.0,2011400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 14:52:52.036491
ATMN,24.95,24.84,24.92,,2302100.0,2109200.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 14:52:52.036491
WNTR,24.89,24.89,24.95,,1686000.0,2414900.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 14:52:52.036491
SPNG,24.76,24.56,24.57,1955000.0,5000.0,1814200.0,5000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 14:52:53.074335
SMMR,24.84,24.84,24.98,2068900.0,,2014500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 14:52:53.074335
ATMN,24.99,24.94,24.99,2194700.0,,2098900.0,,6000.0,4666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 14:52:53.074335
WNTR,24.96,24.99,25.12,1780600.0,,2433500.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 14:52:53.074335
SPNG,24.91,24.91,24.98,2086500.0,5000.0,6000.0,1786800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 14:52:54.109349
SMMR,25.01,24.84,25.01,2068900.0,,6000.0,1922600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 14:52:54.109349
ATMN,25.12,24.98,25.12,2187500.0,,6000.0,2110400.0,4666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 14:52:54.109349
WNTR,24.89,24.86,24.87,1703700.0,,,2445400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 14:52:54.109349
SPNG,25.25,24.55,24.9,2090300.0,5000.0,1883900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 14:52:55.160796
SMMR,25.0,25.0,25.13,1969800.0,,2010800.0,5700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 14:52:55.160796
ATMN,25.36,24.99,25.08,2182200.0,,2251400.0,4666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 14:52:55.160796
WNTR,25.06,24.86,24.98,1703700.0,,2447200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 14:52:55.160796
SPNG,24.55,24.55,24.9,2113300.0,5000.0,6000.0,1786800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 14:52:56.206431
SMMR,25.14,24.99,25.14,1855800.0,,,2011500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 14:52:56.206431
ATMN,25.08,25.01,25.08,2174500.0,,6000.0,2134100.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 14:52:56.206431
WNTR,25.06,24.96,24.98,1940400.0,,,2489900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 14:52:56.206431
SPNG,24.93,25.06,25.25,1953300.0,5000.0,1879700.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 14:52:57.257671
SMMR,24.83,24.83,25.13,2043500.0,,2025500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 14:52:57.257671
ATMN,25.08,25.17,25.18,2171100.0,,2081800.0,,6000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 14:52:57.257671
WNTR,24.87,24.87,24.94,1838500.0,,2462500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 14:52:57.257671
SPNG,24.55,24.74,24.92,6000.0,1985500.0,6000.0,1811400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 14:52:58.291034
SMMR,24.99,24.8,24.81,,2018000.0,,2012300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 14:52:58.291034
ATMN,25.11,25.27,25.36,,2286900.0,,2238300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 14:52:58.291034
WNTR,24.86,24.86,24.87,,1703700.0,,2459000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 14:52:58.291034
SPNG,24.52,24.52,25.25,2095800.0,1903400.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 14:52:59.340202
SMMR,24.81,24.9,24.92,2053500.0,1927700.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 14:52:59.340202
ATMN,25.1,25.12,25.25,2163700.0,2235000.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 14:52:59.340202
WNTR,24.99,24.86,24.89,1835600.0,2475700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 14:52:59.340202
SPNG,24.52,24.52,25.25,1984400.0,5000.0,1902900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 14:53:00.389511
SMMR,24.79,24.79,25.13,2052200.0,,2025500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 14:53:00.389511
ATMN,24.99,24.99,25.25,2283700.0,,2220000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 14:53:00.389511
WNTR,24.89,24.86,24.89,2084600.0,,2475700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 14:53:00.389511
SPNG,24.65,24.55,24.65,6000.0,1984400.0,1894900.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 14:53:01.436462
SMMR,24.79,24.95,24.99,,2084200.0,1921600.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 14:53:01.436462
ATMN,24.99,25.04,25.07,6000.0,2180000.0,2120700.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 14:53:01.436462
WNTR,24.89,24.93,24.99,,2336500.0,2449000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 14:53:01.436462
SPNG,25.25,24.65,25.25,1950100.0,6000.0,1994900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 14:53:02.474641
SMMR,24.95,24.95,25.0,1940900.0,5300.0,2054200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 14:53:02.474641
ATMN,25.08,25.08,25.1,2204800.0,6000.0,2234900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 14:53:02.474641
WNTR,24.89,24.93,24.99,2470700.0,,2433500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 14:53:02.474641
SPNG,24.81,24.55,24.65,6000.0,1973500.0,6000.0,1815100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 14:53:03.514002
SMMR,25.0,24.89,25.0,700.0,1960900.0,,2031900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 14:53:03.514002
ATMN,25.07,25.07,25.25,6000.0,2187500.0,,2202900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 14:53:03.514002
WNTR,25.15,25.08,25.15,,2466900.0,,2413600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 14:53:03.514002
SPNG,24.65,24.67,24.81,2102600.0,2009200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 14:53:04.545622
SMMR,25.15,24.89,25.15,1960900.0,2034900.0,5300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 14:53:04.545622
ATMN,24.84,24.84,25.09,2272100.0,2224500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 14:53:04.545622
WNTR,25.12,25.08,25.12,2466900.0,2397100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 14:53:04.545622
SPNG,25.5,25.5,25.51,1869900.0,5000.0,6000.0,1825000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 14:53:05.581622
SMMR,24.89,24.89,25.08,1960900.0,,6000.0,2038500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 14:53:05.581622
ATMN,25.01,25.01,25.08,2313400.0,,,2013500.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 14:53:05.581622
WNTR,25.12,25.08,25.09,2466900.0,,,2411900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 14:53:05.581622
SPNG,25.23,25.37,25.51,2002000.0,5000.0,1825000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 14:53:06.613795
SMMR,24.77,25.14,25.15,2033300.0,,2034900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 14:53:06.613795
ATMN,24.83,24.83,25.09,2307900.0,,2224500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 14:53:06.613795
WNTR,25.12,25.08,25.09,2466900.0,,2388600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 14:53:06.613795
SPNG,24.68,24.78,25.51,1895400.0,6000.0,5000.0,1932500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 14:53:07.643521
SMMR,24.93,25.05,25.12,2055900.0,,,2021800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 14:53:07.643521
ATMN,24.79,24.79,25.01,2300900.0,,,2216200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 14:53:07.643521
WNTR,25.04,25.04,25.09,2503100.0,,,2399600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 14:53:07.643521
SPNG,24.68,24.78,25.51,1895400.0,5000.0,6000.0,1855100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 14:53:08.176118
SMMR,25.05,24.77,25.0,2026000.0,,,2039900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 14:53:08.176118
ATMN,24.79,24.79,25.01,2291700.0,,,2216200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 14:53:08.176118
WNTR,25.04,25.04,25.09,2495400.0,,,2399600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 14:53:08.176118
SPNG,24.68,24.78,25.17,1895400.0,5000.0,6000.0,1769600.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 14:53:09.211827
SMMR,24.84,24.84,25.0,1941100.0,,6000.0,2039900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 14:53:09.211827
ATMN,24.79,24.79,25.06,2301300.0,,,2131000.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 14:53:09.211827
WNTR,25.09,25.04,25.09,2533300.0,,,2379600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 14:53:09.211827
SPNG,25.17,24.78,24.91,1914100.0,5000.0,6000.0,10000.0,1769600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 14:53:10.269212
SMMR,25.12,24.85,24.97,1935700.0,,6000.0,,2040200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 14:53:10.269212
ATMN,25.13,24.79,25.13,2304700.0,,,,2231600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 14:53:10.269212
WNTR,25.11,25.04,25.08,2553100.0,,,,2420700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 14:53:10.269212
