ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp
SPNG,25.21,24.92,25.2,624.0,6000.0,1873000.0,3000.0,2018300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:46:08.758835
SMMR,24.89,24.89,25.04,,,1844800.0,,1955100.0,312.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:46:08.758835
ATMN,24.97,24.96,24.97,,,2016900.0,,1768800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:46:08.758835
WNTR,24.91,24.64,24.76,,,1871800.0,,2075900.0,1404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:46:08.758835
SPNG,24.79,24.97,25.2,1963700.0,2529.0,3000.0,12000.0,1562600.0,2529.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:46:09.807134
SMMR,24.89,24.92,25.04,1992000.0,3760.0,,,1945400.0,3760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:46:09.807134
ATMN,24.94,24.94,24.96,1918200.0,3290.0,,2250.0,1873500.0,3290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:46:09.807134
WNTR,24.81,24.71,24.81,1940800.0,4230.0,,,2075900.0,4230.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:46:09.807134
SPNG,24.75,24.75,25.18,2086100.0,1018.0,1678.0,1018.0,18000.0,1257900.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:46:10.874498
SMMR,25.04,24.97,25.04,1888900.0,2267.0,1678.0,2267.0,,1830500.0,3356.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:46:10.874498
ATMN,24.97,24.95,24.96,1510300.0,1725.0,,1725.0,2250.0,1766900.0,1678.0,4500.0,459.0,459.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:46:10.874498
WNTR,24.84,24.89,25.03,1620000.0,1850.0,,1850.0,,2062500.0,2990.0,,580.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:46:10.874498
SPNG,24.67,24.67,25.16,2082300.0,400.0,1015.0,3000.0,1741200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:46:11.958588
SMMR,24.89,24.94,25.04,1992000.0,520.0,1880.0,,1830300.0,1880.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:46:11.958588
ATMN,24.92,24.87,24.9,1909200.0,459.0,1541.0,2250.0,1776600.0,,2250.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:46:11.958588
WNTR,24.84,24.93,24.95,1708800.0,537.0,1672.0,,1957300.0,1672.0,,1548.0,580.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:46:11.958588
SPNG,24.62,24.88,25.14,1851700.0,361.0,3000.0,1109.0,780.0,1109.0,774.0,9000.0,1429400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 19:46:13.024762
SMMR,24.89,24.98,25.01,1889500.0,486.0,,2170.0,520.0,2170.0,1548.0,,1731300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 19:46:13.024762
ATMN,24.86,24.86,24.89,1932100.0,407.0,,,891.0,,774.0,4500.0,1661700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 19:46:13.024762
WNTR,24.84,24.87,24.95,1740700.0,580.0,,2241.0,,2241.0,1935.0,,1843800.0,2322.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 19:46:13.024762
SPNG,24.62,24.91,25.11,361.0,6000.0,1753000.0,753.0,780.0,753.0,12000.0,1438500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:46:14.069952
SMMR,25.03,24.96,25.0,488.0,,1889500.0,1340.0,486.0,1340.0,,1840100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:46:14.069952
ATMN,25.13,24.87,25.12,,2250.0,1828900.0,1088.0,,1088.0,2250.0,1767400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:46:14.069952
WNTR,25.07,24.88,25.07,580.0,,1823900.0,1335.0,,1335.0,,2042200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:46:14.069952
SPNG,24.68,24.93,24.99,361.0,1503.0,861.0,6000.0,1634200.0,1150400.0,780.0,100.0,861.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:46:15.135961
SMMR,25.04,24.99,25.01,520.0,16948.0,1609.0,,1666300.0,1739200.0,486.0,1104.0,1609.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:46:15.135961
ATMN,24.82,24.87,24.9,459.0,1234.0,1513.0,2250.0,1615800.0,1378700.0,459.0,13219.0,1513.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:46:15.135961
WNTR,24.81,24.82,24.89,537.0,1030.0,1702.0,,1727700.0,1835700.0,,18842.0,1702.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:46:15.135961
SPNG,24.71,24.69,24.7,9000.0,100.0,1485900.0,342.0,1842.0,24000.0,620000.0,4710.0,1842.0,1141.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:46:16.190448
SMMR,25.04,25.0,25.01,,21520.0,1452500.0,520.0,3446.0,,1534300.0,1859.0,3446.0,486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:46:16.190448
ATMN,24.95,24.98,25.03,6750.0,11234.0,1240700.0,918.0,3240.0,9000.0,1377500.0,100.0,3240.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:46:16.190448
WNTR,24.96,24.81,24.92,,1030.0,1619200.0,537.0,3916.0,,1705800.0,10987.0,3916.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:46:16.190448
SPNG,24.71,24.69,24.71,9000.0,100.0,1491600.0,342.0,1842.0,712600.0,4710.0,1842.0,1141.0,21000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:46:16.769747
SMMR,24.92,24.99,25.01,,,1890900.0,520.0,1723.0,1534300.0,1859.0,3446.0,486.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:46:16.769747
ATMN,24.95,24.98,25.03,9000.0,11234.0,1134000.0,918.0,3240.0,1291200.0,100.0,3240.0,,11250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:46:16.769747
WNTR,24.92,24.81,24.92,,1030.0,1838800.0,,1958.0,1705800.0,10987.0,1958.0,580.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:46:16.769747
SPNG,25.17,24.69,24.76,12000.0,1705300.0,1262.0,1262.0,21000.0,1288400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:46:17.846137
SMMR,24.92,24.96,25.0,,1894600.0,2527.0,2527.0,,1754900.0,486.0,8089.0,520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:46:17.846137
ATMN,24.82,24.89,25.01,,1929200.0,2302.0,2302.0,15750.0,1062900.0,,1714.0,459.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:46:17.846137
WNTR,24.99,24.99,25.07,,1823100.0,2516.0,2516.0,,2070500.0,580.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:46:17.846137
SPNG,25.01,25.01,25.16,967300.0,1850.0,21000.0,342.0,2160.0,24000.0,1288400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:46:18.911569
SMMR,25.06,24.94,25.06,1793300.0,,,486.0,3962.0,,2044400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:46:18.911569
ATMN,24.9,24.88,24.9,1823300.0,5527.0,,,1130.0,20250.0,741200.0,1130.0,8860.0,459.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:46:18.911569
WNTR,25.06,25.06,25.07,1730200.0,7555.0,,1117.0,1166.0,,1832500.0,1166.0,7555.0,499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:46:18.911569
SPNG,24.63,24.62,24.63,2228400.0,1037200.0,21000.0,400.0,1600.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:46:19.975625
SMMR,24.99,24.99,25.03,1761900.0,1624300.0,,486.0,2316.0,520.0,2316.0,2889.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:46:19.975625
ATMN,24.9,24.84,24.89,1830800.0,746800.0,24750.0,1350.0,1147.0,381.0,1147.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:46:19.975625
WNTR,25.02,24.95,24.96,1757100.0,1846000.0,,580.0,1255.0,580.0,1255.0,10000.0,639.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:46:19.975625
SPNG,24.56,24.56,25.08,2110300.0,820.0,1256600.0,18000.0,820.0,400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:46:21.026834
SMMR,25.08,25.03,25.07,1761900.0,1245.0,1735900.0,,2490.0,454.0,10000.0,1006.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:46:21.026834
ATMN,24.9,24.81,24.89,1739500.0,2466.0,859000.0,22500.0,1233.0,1350.0,,381.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:46:21.026834
WNTR,25.02,25.09,25.12,1517400.0,3014.0,1752400.0,,3014.0,537.0,9180.0,580.0,8541.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:46:21.026834
SPNG,24.55,24.55,25.2,1990600.0,2218.0,400.0,15000.0,2218.0,1254600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:46:22.074199
SMMR,24.99,25.06,25.07,1678900.0,3460.0,460.0,,3460.0,1638800.0,8487.0,908.0,8487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:46:22.074199
ATMN,24.81,24.81,24.98,1838000.0,,,20250.0,1897.0,1051800.0,6964.0,459.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:46:22.074199
WNTR,24.91,24.91,25.11,1931600.0,,537.0,,1966.0,1745300.0,639.0,,12578.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:46:22.074199
SPNG,24.88,24.88,25.05,1891300.0,2224.0,3000.0,780.0,2224.0,21000.0,1021000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:46:23.125926
SMMR,24.88,25.07,25.1,1653300.0,3470.0,,460.0,3470.0,,1614600.0,6734.0,908.0,903.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:46:23.125926
ATMN,24.82,24.95,24.98,1634000.0,3552.0,4500.0,,3552.0,20250.0,959700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:46:23.125926
WNTR,24.91,24.92,24.97,1754600.0,4276.0,,580.0,2138.0,,1865200.0,,580.0,7489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:46:23.125926
SPNG,24.71,24.72,25.0,362.0,1930600.0,2814.0,742.0,5805.0,2814.0,3000.0,1569000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:46:24.171054
SMMR,24.98,24.88,24.95,,1736900.0,4928.0,520.0,10273.0,4928.0,,1531800.0,2521.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:46:24.171054
ATMN,24.75,24.8,24.97,459.0,1750700.0,1875.0,459.0,1966.0,1875.0,22500.0,743300.0,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:46:24.171054
WNTR,25.14,24.93,25.14,580.0,1754600.0,2207.0,,,,,2208700.0,6449.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:46:24.171054
SPNG,25.43,25.43,25.45,1834500.0,362.0,6000.0,1175.0,2063800.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:46:25.211166
SMMR,25.12,24.95,24.96,1616500.0,427.0,,2188.0,1820600.0,8971.0,8601.0,2188.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:46:25.211166
ATMN,25.0,24.86,24.94,1620800.0,459.0,,3330.0,1175800.0,1970.0,100.0,1665.0,15750.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:46:25.211166
WNTR,24.88,24.87,24.88,2054800.0,,,,1770300.0,,8601.0,3540.0,,495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:46:25.211166
SPNG,24.55,24.54,24.55,1996600.0,398.0,1265.0,1976800.0,380.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:46:25.760102
SMMR,24.97,24.97,25.02,1632300.0,,3928.0,1820600.0,,8971.0,3928.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:46:25.760102
ATMN,24.73,24.62,24.73,1824500.0,,3178.0,1285900.0,459.0,,3178.0,100.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:46:25.760102
WNTR,25.05,24.92,25.0,1860700.0,1160.0,1809.0,2068900.0,,,1809.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:46:25.760102
SPNG,24.96,24.96,25.44,1844900.0,8084.0,6000.0,1384.0,6000.0,1854800.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:46:26.818611
SMMR,24.99,24.99,25.02,1965600.0,,,2384.0,,1818200.0,399.0,291.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:46:26.818611
ATMN,25.01,24.64,24.73,1610500.0,5945.0,2250.0,1984.0,2250.0,1897500.0,,,407.0,1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:46:26.818611
WNTR,25.05,24.94,24.98,1755000.0,5945.0,,2289.0,,1864600.0,544.0,5945.0,495.0,2289.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:46:26.818611
SPNG,25.07,24.97,25.0,12000.0,1158.0,1482600.0,1709.0,8084.0,1414400.0,1709.0,12000.0,342.0,368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:46:27.884179
SMMR,25.0,24.99,25.0,,520.0,1853300.0,2474.0,,1623000.0,2474.0,,486.0,2070.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:46:27.884179
ATMN,25.1,25.1,25.13,6750.0,459.0,1279600.0,2294.0,15447.0,2051700.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:46:27.884179
WNTR,25.0,24.95,24.97,,495.0,1705000.0,2501.0,9221.0,1864600.0,2501.0,,544.0,7116.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:46:27.884179
SPNG,25.28,24.96,25.28,1604600.0,1158.0,2133.0,9000.0,8084.0,1521700.0,2133.0,12000.0,368.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:46:28.950261
SMMR,24.94,24.95,25.01,1839800.0,520.0,3124.0,,,1709400.0,3124.0,,291.0,520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:46:28.950261
ATMN,25.06,25.06,25.07,1061100.0,459.0,,11250.0,15547.0,2060200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:46:28.950261
WNTR,25.02,24.95,25.02,1788400.0,,,,15166.0,1999200.0,2444.0,,,465.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:46:28.950261
