ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp
ATMN,25.49,25.14,25.49,6000.0,,11250.0,1586200.0,4666.0,,2079600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:24:27.308522
WNTR,24.79,24.89,25.02,6000.0,,,2064900.0,,,2001100.0,9602.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:24:27.308522
SPNG,25.02,25.44,25.55,1245900.0,5400.0,959.0,18000.0,1711000.0,12000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:24:28.360272
SMMR,24.84,24.84,25.08,2228600.0,,,,2042300.0,,9511.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:24:28.360272
ATMN,24.72,24.73,25.46,2256600.0,,,2250.0,1524100.0,2250.0,100.0,7802.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:24:28.360272
WNTR,24.82,24.82,24.86,2143300.0,,,,1470900.0,,10000.0,17067.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:24:28.360272
SPNG,25.5,25.44,25.5,870900.0,5824.0,3616.0,6000.0,18000.0,5000.0,3118.0,1402900.0,15000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:24:29.407451
SMMR,24.84,24.84,25.02,2106200.0,,1052.0,,,5000.0,9511.0,1807600.0,,4942.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:24:29.407451
ATMN,25.32,25.32,25.41,2191100.0,,5567.0,6000.0,,7802.0,5667.0,1305400.0,4500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:24:29.407451
WNTR,25.09,24.95,25.0,1894100.0,,835.0,500.0,,,,1981300.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:24:29.407451
SPNG,25.38,25.04,25.16,6000.0,959.0,24000.0,1039100.0,1237300.0,3118.0,21000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:24:30.460007
SMMR,24.83,24.98,25.02,,1052.0,,1997600.0,1927900.0,,,5000.0,1058.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:24:30.460007
ATMN,25.41,25.11,25.39,,,,2249100.0,1305400.0,100.0,9000.0,5000.0,,9226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:24:30.460007
WNTR,25.11,24.99,25.11,500.0,10835.0,,1749400.0,2113800.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:24:30.460007
SPNG,25.16,25.31,25.49,855600.0,30000.0,6000.0,138.0,1247400.0,24000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:24:31.508051
SMMR,24.86,24.92,24.98,1990900.0,,5676.0,,1807600.0,,5000.0,6000.0,5000.0,5531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:24:31.508051
ATMN,24.81,24.8,24.81,2365000.0,,,,1203800.0,13500.0,,6000.0,1932.0,5163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:24:31.508051
WNTR,24.97,24.95,24.96,1669000.0,,6000.0,,2032300.0,,4546.0,,,473.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:24:31.508051
SPNG,25.13,25.33,25.47,5000.0,30000.0,739500.0,6000.0,138.0,5000.0,33000.0,6528.0,759500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:24:32.557313
SMMR,24.89,24.9,24.97,,,2104900.0,5676.0,,5500.0,,13211.0,1466400.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:24:32.557313
ATMN,25.46,24.8,25.3,,,2161900.0,,10880.0,,6750.0,,1825200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:24:32.557313
WNTR,24.82,24.82,24.96,,,2054800.0,,7668.0,5956.0,,8141.0,1592200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:24:32.557313
SPNG,24.77,24.77,25.32,1848500.0,6000.0,513600.0,36000.0,1746.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:24:33.590511
SMMR,25.11,24.92,24.95,1908700.0,,2043500.0,,5000.0,6751.0,5000.0,324.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:24:33.590511
ATMN,25.21,25.21,25.3,1774300.0,2250.0,1716000.0,9000.0,,,531.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:24:33.590511
WNTR,24.96,24.97,24.98,1928300.0,,1901500.0,,,6090.0,,6000.0,1118.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:24:33.590511
SPNG,24.77,25.09,25.1,6000.0,1871100.0,182.0,6000.0,36000.0,300000.0,3026.0,1746.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:24:34.628788
SMMR,25.11,24.96,25.0,6000.0,1909600.0,15510.0,5676.0,,1930200.0,608.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:24:34.628788
ATMN,25.3,24.81,25.3,,2161900.0,4688.0,,9000.0,1594900.0,412.0,,2250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:24:34.628788
