news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-3,BUY_LUIS-3,SELL_CALG-1,BUY_CALG-1,SELL_LUIS-2,BUY_LUIS-2
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,1,2026-02-01 08:20:25.866123,SPNG,24.85,24.86,24.87,2214800.0,2374700.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,1,2026-02-01 08:20:25.866123,SMMR,25.08,24.98,25.08,1778100.0,2009500.0,0,0,0,0,0,0
,,,,,,1,2026-02-01 08:20:25.866123,ATMN,25.16,24.58,25.16,2060500.0,1857000.0,0,0,0,0,0,0
,,,,,,1,2026-02-01 08:20:25.866123,WNTR,0.0,24.95,24.97,2192800.0,2262400.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,2,2026-02-01 08:20:26.888217,SPNG,24.87,24.95,25.08,2215500.0,2354600.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,2,2026-02-01 08:20:26.888217,SMMR,25.08,24.98,25.05,2011600.0,2004400.0,0,0,0,0,0,0
,,,,,,2,2026-02-01 08:20:26.888217,ATMN,25.16,24.88,25.16,2044100.0,1857000.0,0,0,0,0,0,0
,,,,,,2,2026-02-01 08:20:26.888217,WNTR,24.91,24.91,24.97,2181100.0,2245700.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,3,2026-02-01 08:20:27.914339,SPNG,25.08,25.04,25.08,2198500.0,2364400.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,3,2026-02-01 08:20:27.914339,SMMR,24.94,24.94,25.03,1919700.0,2050800.0,0,0,0,0,0,0
,,,,,,3,2026-02-01 08:20:27.914339,ATMN,25.25,25.25,25.33,2074200.0,1753800.0,0,0,0,0,0,0
,,,,,,3,2026-02-01 08:20:27.914339,WNTR,24.87,24.87,24.97,2074300.0,2265900.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,4,2026-02-01 08:20:28.938777,SPNG,24.95,24.95,25.08,2181100.0,2364400.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,4,2026-02-01 08:20:28.938777,SMMR,25.03,24.94,25.03,1919700.0,2042800.0,0,0,0,0,0,0
,,,,,,4,2026-02-01 08:20:28.938777,ATMN,24.61,24.86,25.33,2057500.0,1864300.0,0,0,0,0,0,0
,,,,,,4,2026-02-01 08:20:28.938777,WNTR,25.01,24.9,25.01,2174100.0,2280500.0,0,0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.,5,2026-02-01 08:20:29.974002,SPNG,24.95,24.95,25.08,2179400.0,2344300.0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,5,2026-02-01 08:20:29.974002,SMMR,25.03,24.94,24.95,2027300.0,2037500.0,0,0,0,0,0,0
,,,,,,5,2026-02-01 08:20:29.974002,ATMN,24.61,24.92,25.33,2082200.0,2063300.0,0,0,0,0,0,0
