ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-1,BUY_UEBR-1,SELL_GIOT-4,SELL_UEBR-1,BUY_WRSW-1,BUY_GIOT-4,SELL_GIOT-3,tick,timestamp
WNTR,25.06,25.01,25.06,1954900.0,1970800.0,,5625.0,0,0,0,0,0,0,9,2026-02-03 04:34:21.001869
SPNG,25.24,24.84,25.24,1971300.0,2032800.0,0,0,0,0,0,0,0,0,10,2026-02-03 04:34:22.035188
SMMR,25.03,25.03,25.06,2160000.0,2221900.0,0,0,0,0,0,0,0,0,10,2026-02-03 04:34:22.035188
ATMN,24.82,24.82,25.15,2370700.0,2408100.0,0,0,0,0,0,0,0,0,10,2026-02-03 04:34:22.035188
WNTR,25.08,25.01,25.08,2079100.0,1995800.0,0,0,0,0,0,0,0,0,10,2026-02-03 04:34:22.035188
SPNG,24.68,25.17,25.23,1873200.0,5998.0,5998.0,1936600.0,0,0,0,0,0,0,11,2026-02-03 04:34:23.073611
SMMR,24.99,24.99,25.06,2178100.0,,6093.0,2136600.0,0,0,0,0,0,0,11,2026-02-03 04:34:23.073611
ATMN,24.76,24.76,25.15,2384200.0,,5537.0,2297700.0,0,0,0,0,0,0,11,2026-02-03 04:34:23.073611
WNTR,24.93,24.93,25.02,2025100.0,,,1978400.0,0,0,0,0,0,0,11,2026-02-03 04:34:23.073611
SPNG,25.17,25.18,25.22,5976.0,1873200.0,5976.0,1930400.0,0,0,0,0,0,0,12,2026-02-03 04:34:24.116500
SMMR,24.92,24.92,24.99,,2137400.0,6093.0,2134700.0,0,0,0,0,0,0,12,2026-02-03 04:34:24.116500
ATMN,25.19,24.77,25.19,5976.0,2258000.0,,2404500.0,0,0,0,0,0,0,12,2026-02-03 04:34:24.116500
WNTR,25.09,24.93,25.09,,2053800.0,,2014600.0,0,0,0,0,0,0,12,2026-02-03 04:34:24.116500
SPNG,25.17,25.17,25.24,1958400.0,1995100.0,,0,0,0,0,0,0,0,13,2026-02-03 04:34:25.150739
SMMR,25.09,24.92,25.09,2137400.0,2181100.0,,0,0,0,0,0,0,0,13,2026-02-03 04:34:25.150739
ATMN,24.98,24.98,24.99,2228900.0,2422300.0,5976.0,0,0,0,0,0,0,0,13,2026-02-03 04:34:25.150739
WNTR,25.07,24.94,25.01,1968400.0,2010600.0,5976.0,0,0,0,0,0,0,0,13,2026-02-03 04:34:25.150739
SPNG,24.8,24.8,25.23,1985900.0,6369.0,1911800.0,,0,0,0,0,0,0,14,2026-02-03 04:34:26.178109
SMMR,25.09,24.92,25.09,2024600.0,,2142100.0,6093.0,0,0,0,0,0,0,14,2026-02-03 04:34:26.178109
ATMN,24.68,24.68,25.19,2382300.0,,2404500.0,,0,0,0,0,0,0,14,2026-02-03 04:34:26.178109
WNTR,24.94,24.94,25.01,2045100.0,,2010600.0,,0,0,0,0,0,0,14,2026-02-03 04:34:26.178109
SPNG,24.8,24.81,24.96,2037300.0,1900700.0,6369.0,,0,0,0,0,0,0,15,2026-02-03 04:34:27.208936
SMMR,25.12,25.04,25.12,2061400.0,2169200.0,,6093.0,0,0,0,0,0,0,15,2026-02-03 04:34:27.208936
ATMN,25.0,24.71,24.75,2387100.0,2288400.0,2850.0,,0,0,0,0,0,0,15,2026-02-03 04:34:27.208936
WNTR,25.1,24.98,25.1,2062500.0,2036400.0,,,0,0,0,0,0,0,15,2026-02-03 04:34:27.208936
SPNG,24.8,24.81,24.96,2024500.0,1900700.0,6369.0,,0,0,0,0,0,0,16,2026-02-03 04:34:28.237119
SMMR,25.12,25.04,25.08,2061400.0,2245300.0,,6093.0,0,0,0,0,0,0,16,2026-02-03 04:34:28.237119
ATMN,25.19,24.71,24.75,2325300.0,2305700.0,2850.0,,0,0,0,0,0,0,16,2026-02-03 04:34:28.237119
WNTR,25.09,25.09,25.1,1891300.0,2051400.0,,13436.0,0,0,0,0,0,0,16,2026-02-03 04:34:28.237119
SPNG,24.81,24.81,25.24,2024500.0,1995100.0,,,0,0,0,0,0,0,17,2026-02-03 04:34:29.266479
SMMR,25.12,25.04,25.08,2038900.0,2230500.0,6093.0,,0,0,0,0,0,0,17,2026-02-03 04:34:29.266479
ATMN,25.2,24.71,24.91,2292800.0,2389800.0,,,0,0,0,0,0,0,17,2026-02-03 04:34:29.266479
WNTR,24.98,24.99,25.06,2001600.0,1836300.0,6718.0,12694.0,0,0,0,0,0,0,17,2026-02-03 04:34:29.266479
SPNG,25.16,25.16,25.41,2016900.0,2005900.0,,0,0,0,0,0,0,0,18,2026-02-03 04:34:30.289949
SMMR,25.02,25.02,25.06,2161700.0,2224500.0,,0,0,0,0,0,0,0,18,2026-02-03 04:34:30.289949
ATMN,25.2,24.88,24.9,2324600.0,2286600.0,6035.0,0,0,0,0,0,0,0,18,2026-02-03 04:34:30.289949
WNTR,24.99,24.98,24.99,2093800.0,1941000.0,5976.0,0,0,0,0,0,0,0,18,2026-02-03 04:34:30.289949
SPNG,24.8,25.35,25.41,1893600.0,6035.0,2018000.0,,0,0,0,0,0,0,19,2026-02-03 04:34:31.328353
SMMR,25.06,25.02,25.06,2161700.0,,2215000.0,,0,0,0,0,0,0,19,2026-02-03 04:34:31.328353
ATMN,25.2,24.88,24.91,2289300.0,,2406100.0,,0,0,0,0,0,0,19,2026-02-03 04:34:31.328353
WNTR,24.99,24.95,24.96,2071600.0,,1941000.0,1952.0,0,0,0,0,0,0,19,2026-02-03 04:34:31.328353
SPNG,25.42,24.74,25.42,2013700.0,2030600.0,,0,0,0,0,0,0,0,20,2026-02-03 04:34:32.352717
SMMR,24.94,24.94,25.05,2148000.0,2091800.0,5991.0,0,0,0,0,0,0,0,20,2026-02-03 04:34:32.352717
ATMN,25.24,24.88,25.24,2289300.0,2431700.0,,0,0,0,0,0,0,0,20,2026-02-03 04:34:32.352717
WNTR,25.1,25.08,25.1,2102100.0,2083900.0,,0,0,0,0,0,0,0,20,2026-02-03 04:34:32.352717
SPNG,25.42,24.75,24.85,4512.0,1901900.0,2049200.0,,0,0,0,0,0,0,21,2026-02-03 04:34:33.419679
SMMR,25.14,24.95,25.14,4512.0,2008700.0,2224300.0,,0,0,0,0,0,0,21,2026-02-03 04:34:33.419679
ATMN,24.87,24.89,25.08,4512.0,2158600.0,2321900.0,4512.0,0,0,0,0,0,0,21,2026-02-03 04:34:33.419679
WNTR,25.08,24.95,24.99,,2071600.0,2034600.0,,0,0,0,0,0,0,21,2026-02-03 04:34:33.419679
SPNG,25.42,24.74,25.42,1991200.0,2030600.0,0,0,0,0,0,0,0,0,22,2026-02-03 04:34:34.463263
SMMR,24.86,24.86,25.14,2121800.0,2224300.0,0,0,0,0,0,0,0,0,22,2026-02-03 04:34:34.463263
ATMN,25.0,24.87,25.0,2290300.0,2457500.0,0,0,0,0,0,0,0,0,22,2026-02-03 04:34:34.463263
WNTR,25.02,25.02,25.1,2090200.0,2038900.0,0,0,0,0,0,0,0,0,22,2026-02-03 04:34:34.463263
SPNG,25.3,25.3,25.42,1884500.0,4512.0,2041300.0,,0,0,0,0,0,0,23,2026-02-03 04:34:35.501041
SMMR,25.15,25.0,25.01,1940600.0,12279.0,2135300.0,4779.0,0,0,0,0,0,0,23,2026-02-03 04:34:35.501041
ATMN,25.08,25.16,25.24,2129500.0,4779.0,2417900.0,,0,0,0,0,0,0,23,2026-02-03 04:34:35.501041
WNTR,24.94,24.94,25.03,2075000.0,,2066200.0,,0,0,0,0,0,0,23,2026-02-03 04:34:35.501041
SPNG,25.3,25.3,25.42,2003200.0,2014800.0,,0,0,0,0,0,0,0,24,2026-02-03 04:34:36.047701
SMMR,25.15,25.0,25.01,2037000.0,2255700.0,7500.0,0,0,0,0,0,0,0,24,2026-02-03 04:34:36.047701
ATMN,25.13,24.87,25.13,2280600.0,2395800.0,,0,0,0,0,0,0,0,24,2026-02-03 04:34:36.047701
WNTR,25.03,25.03,25.1,1907600.0,2038900.0,12744.0,0,0,0,0,0,0,0,24,2026-02-03 04:34:36.047701
SPNG,24.68,25.04,25.41,1979200.0,2053400.0,,,0,0,0,0,0,0,25,2026-02-03 04:34:37.076796
SMMR,25.01,25.0,25.01,2064300.0,2255700.0,7500.0,,0,0,0,0,0,0,25,2026-02-03 04:34:37.076796
ATMN,25.13,24.87,25.0,2247200.0,2141100.0,,6936.0,0,0,0,0,0,0,25,2026-02-03 04:34:37.076796
WNTR,25.03,25.03,25.08,2007800.0,2052800.0,6372.0,,0,0,0,0,0,0,25,2026-02-03 04:34:37.076796
SPNG,24.67,25.05,25.22,4032.0,1912700.0,2086300.0,,0,0,0,0,0,0,26,2026-02-03 04:34:38.108369
SMMR,25.11,25.11,25.15,,2179600.0,2224500.0,,0,0,0,0,0,0,26,2026-02-03 04:34:38.108369
ATMN,25.13,24.88,24.99,,2268200.0,2256700.0,4032.0,0,0,0,0,0,0,26,2026-02-03 04:34:38.108369
WNTR,24.93,24.93,25.08,,2094900.0,2018100.0,,0,0,0,0,0,0,26,2026-02-03 04:34:38.108369
SPNG,24.67,25.2,25.22,2036400.0,1975800.0,4032.0,,0,0,0,0,0,0,27,2026-02-03 04:34:39.141781
SMMR,25.11,25.0,25.02,2188700.0,2267400.0,,,0,0,0,0,0,0,27,2026-02-03 04:34:39.141781
ATMN,25.13,24.9,24.95,2171600.0,2406200.0,,4032.0,0,0,0,0,0,0,27,2026-02-03 04:34:39.141781
WNTR,24.9,25.06,25.08,2082400.0,2032200.0,,,0,0,0,0,0,0,27,2026-02-03 04:34:39.141781
SPNG,25.2,25.2,25.22,2036400.0,1991300.0,4032.0,0,0,0,0,0,0,0,28,2026-02-03 04:34:40.177926
SMMR,25.0,25.0,25.02,2216300.0,2267400.0,,0,0,0,0,0,0,0,28,2026-02-03 04:34:40.177926
ATMN,24.88,24.88,24.95,2283000.0,2364800.0,,0,0,0,0,0,0,0,28,2026-02-03 04:34:40.177926
WNTR,24.9,25.06,25.07,2082400.0,2022300.0,,0,0,0,0,0,0,0,28,2026-02-03 04:34:40.177926
SPNG,25.22,24.61,25.22,2027600.0,1963600.0,4032.0,0,0,0,0,0,0,0,29,2026-02-03 04:34:41.210163
SMMR,25.14,25.0,25.12,2227700.0,2118800.0,4869.0,0,0,0,0,0,0,0,29,2026-02-03 04:34:41.210163
ATMN,24.87,24.87,24.93,2270900.0,2246500.0,6492.0,0,0,0,0,0,0,0,29,2026-02-03 04:34:41.210163
WNTR,24.89,24.89,25.07,2047900.0,2009700.0,,0,0,0,0,0,0,0,29,2026-02-03 04:34:41.210163
SPNG,25.39,24.82,25.39,2030300.0,2075800.0,,0,0,0,0,0,0,0,30,2026-02-03 04:34:42.244801
SMMR,25.14,25.0,25.11,2240600.0,2096800.0,4869.0,0,0,0,0,0,0,0,30,2026-02-03 04:34:42.244801
ATMN,24.8,24.8,24.93,2264000.0,2246500.0,6492.0,0,0,0,0,0,0,0,30,2026-02-03 04:34:42.244801
WNTR,24.89,25.04,25.05,2074200.0,2023100.0,,0,0,0,0,0,0,0,30,2026-02-03 04:34:42.244801
SPNG,25.39,24.93,25.11,1929400.0,4407.0,2094500.0,0,0,0,0,0,0,0,31,2026-02-03 04:34:43.271881
SMMR,25.15,24.97,25.15,2202400.0,,2230400.0,0,0,0,0,0,0,0,31,2026-02-03 04:34:43.271881
ATMN,24.95,24.74,24.95,2280900.0,,2347900.0,0,0,0,0,0,0,0,31,2026-02-03 04:34:43.271881
WNTR,24.89,24.89,25.02,2062600.0,,2034800.0,0,0,0,0,0,0,0,31,2026-02-03 04:34:43.271881
SPNG,25.39,24.93,25.11,1933600.0,5877.0,2065200.0,,0,0,0,0,0,0,32,2026-02-03 04:34:44.299070
SMMR,24.97,24.98,24.99,2114200.0,7461.0,2089600.0,7461.0,0,0,0,0,0,0,32,2026-02-03 04:34:44.299070
ATMN,24.74,24.74,24.94,2211000.0,,2218200.0,7461.0,0,0,0,0,0,0,32,2026-02-03 04:34:44.299070
WNTR,24.87,24.87,24.95,2053000.0,,1898100.0,6030.0,0,0,0,0,0,0,32,2026-02-03 04:34:44.299070
SPNG,25.1,24.93,25.1,2026200.0,2032500.0,,0,0,0,0,0,0,0,33,2026-02-03 04:34:45.327146
SMMR,24.95,24.95,24.99,2167200.0,2198400.0,,0,0,0,0,0,0,0,33,2026-02-03 04:34:45.327146
ATMN,24.74,24.74,24.95,2211000.0,2320400.0,,0,0,0,0,0,0,0,33,2026-02-03 04:34:45.327146
WNTR,24.95,24.87,24.89,2024000.0,1796700.0,12060.0,0,0,0,0,0,0,0,33,2026-02-03 04:34:45.327146
SPNG,24.93,24.93,25.41,2026200.0,2064900.0,,,0,0,0,0,0,0,34,2026-02-03 04:34:46.355281
SMMR,25.09,24.97,24.98,2184400.0,2091700.0,5992.0,,0,0,0,0,0,0,34,2026-02-03 04:34:46.355281
ATMN,24.96,24.75,24.96,2081400.0,2290200.0,,5992.0,0,0,0,0,0,0,34,2026-02-03 04:34:46.355281
WNTR,24.95,24.87,24.89,2061600.0,1887500.0,6030.0,,0,0,0,0,0,0,34,2026-02-03 04:34:46.355281
SPNG,24.76,25.18,25.41,6465.0,1921500.0,2054600.0,0,0,0,0,0,0,0,35,2026-02-03 04:34:47.384308
SMMR,25.15,25.0,25.15,,2194000.0,2195500.0,0,0,0,0,0,0,0,35,2026-02-03 04:34:47.384308
ATMN,24.97,24.75,24.83,5992.0,2081400.0,2321800.0,0,0,0,0,0,0,0,35,2026-02-03 04:34:47.384308
WNTR,24.89,24.94,24.95,,2097500.0,2038300.0,0,0,0,0,0,0,0,35,2026-02-03 04:34:47.384308
SPNG,24.53,24.53,25.39,2050800.0,2996.0,1841800.0,,0,0,0,0,0,0,36,2026-02-03 04:34:48.406597
SMMR,25.15,25.0,25.02,2199300.0,,2162000.0,,0,0,0,0,0,0,36,2026-02-03 04:34:48.406597
ATMN,24.97,24.75,24.82,2088800.0,,2388700.0,5992.0,0,0,0,0,0,0,36,2026-02-03 04:34:48.406597
WNTR,24.94,24.94,24.95,2096300.0,,2038300.0,,0,0,0,0,0,0,36,2026-02-03 04:34:48.406597
SPNG,25.12,24.97,25.12,2060200.0,1936800.0,1498.0,,0,0,0,0,0,0,37,2026-02-03 04:34:49.440577
SMMR,25.09,25.03,25.09,2196800.0,2198500.0,,,0,0,0,0,0,0,37,2026-02-03 04:34:49.440577
ATMN,24.97,24.75,24.82,2096900.0,2388700.0,,5992.0,0,0,0,0,0,0,37,2026-02-03 04:34:49.440577
WNTR,24.97,24.94,24.97,2096300.0,1921400.0,7401.0,,0,0,0,0,0,0,37,2026-02-03 04:34:49.440577
SPNG,24.97,24.53,24.86,2049800.0,1957900.0,1498.0,,0,0,0,0,0,0,38,2026-02-03 04:34:50.474809
SMMR,25.03,25.06,25.08,2115600.0,2071400.0,5226.0,5226.0,0,0,0,0,0,0,38,2026-02-03 04:34:50.474809
ATMN,24.82,24.75,24.82,2117900.0,2388700.0,,5992.0,0,0,0,0,0,0,38,2026-02-03 04:34:50.474809
WNTR,24.97,24.95,24.98,1996900.0,2049800.0,,4600.0,0,0,0,0,0,0,38,2026-02-03 04:34:50.474809
SPNG,24.86,25.07,25.12,2030200.0,2053300.0,,0,0,0,0,0,0,0,39,2026-02-03 04:34:51.510290
SMMR,25.08,25.12,25.17,2210600.0,2195200.0,,0,0,0,0,0,0,0,39,2026-02-03 04:34:51.510290
ATMN,24.97,25.03,25.13,2123200.0,2300200.0,5992.0,0,0,0,0,0,0,0,39,2026-02-03 04:34:51.510290
WNTR,24.97,24.94,24.98,2096300.0,2061400.0,,0,0,0,0,0,0,0,39,2026-02-03 04:34:51.510290
SPNG,25.07,25.08,25.12,2013400.0,2053300.0,,0,0,0,0,0,0,0,40,2026-02-03 04:34:52.549083
SMMR,25.08,25.08,25.18,2227400.0,2171700.0,,0,0,0,0,0,0,0,40,2026-02-03 04:34:52.549083
ATMN,25.13,25.03,25.13,2117900.0,2292200.0,5992.0,0,0,0,0,0,0,0,40,2026-02-03 04:34:52.549083
WNTR,25.02,24.88,25.02,2085200.0,2061200.0,,0,0,0,0,0,0,0,40,2026-02-03 04:34:52.549083
SPNG,25.08,25.08,25.12,2008900.0,2067600.0,,0,0,0,0,0,0,0,41,2026-02-03 04:34:53.590780
SMMR,25.14,25.09,25.14,2099500.0,2159800.0,6002.0,0,0,0,0,0,0,0,41,2026-02-03 04:34:53.590780
ATMN,24.66,24.66,25.14,2164500.0,2287300.0,,0,0,0,0,0,0,0,41,2026-02-03 04:34:53.590780
WNTR,24.97,24.98,25.02,1985000.0,2061200.0,6002.0,0,0,0,0,0,0,0,41,2026-02-03 04:34:53.590780
SPNG,25.08,25.08,25.12,1984200.0,2067600.0,,0,0,0,0,0,0,0,42,2026-02-03 04:34:54.128142
SMMR,25.05,25.05,25.14,2217000.0,2189800.0,,0,0,0,0,0,0,0,42,2026-02-03 04:34:54.128142
ATMN,24.66,24.81,25.14,2215500.0,2287300.0,,0,0,0,0,0,0,0,42,2026-02-03 04:34:54.128142
WNTR,25.02,24.98,25.02,2003600.0,2060100.0,697.0,0,0,0,0,0,0,0,42,2026-02-03 04:34:54.128142
SPNG,25.08,25.08,25.12,1972700.0,1943600.0,6002.0,,0,0,0,0,0,0,43,2026-02-03 04:34:55.156329
SMMR,25.04,25.04,25.13,2204600.0,1981300.0,12704.0,,0,0,0,0,0,0,43,2026-02-03 04:34:55.156329
ATMN,25.22,24.85,25.22,2238400.0,2305900.0,,,0,0,0,0,0,0,43,2026-02-03 04:34:55.156329
WNTR,24.88,24.98,25.03,2000700.0,2059600.0,,6002.0,0,0,0,0,0,0,43,2026-02-03 04:34:55.156329
SPNG,25.19,25.08,25.19,1972700.0,2064500.0,,,0,0,0,0,0,0,44,2026-02-03 04:34:56.187742
SMMR,24.99,24.99,25.13,2216300.0,1980000.0,12704.0,,0,0,0,0,0,0,44,2026-02-03 04:34:56.187742
ATMN,25.22,24.91,25.21,2254200.0,2189900.0,2823.0,,0,0,0,0,0,0,44,2026-02-03 04:34:56.187742
WNTR,24.98,24.89,24.98,2000700.0,2054100.0,,2823.0,0,0,0,0,0,0,44,2026-02-03 04:34:56.187742
SPNG,25.07,25.07,25.19,1944100.0,2064500.0,,0,0,0,0,0,0,0,45,2026-02-03 04:34:57.220312
SMMR,24.95,24.95,25.09,2206100.0,2237200.0,,0,0,0,0,0,0,0,45,2026-02-03 04:34:57.220312
ATMN,25.01,25.01,25.21,2305800.0,2189900.0,6463.0,0,0,0,0,0,0,0,45,2026-02-03 04:34:57.220312
WNTR,25.07,25.0,25.07,2102400.0,2044200.0,,0,0,0,0,0,0,0,45,2026-02-03 04:34:57.220312
SPNG,25.32,25.08,25.32,7500.0,1856600.0,2055800.0,,0,0,0,0,0,0,46,2026-02-03 04:34:58.251496
SMMR,25.13,24.96,24.99,7500.0,2078700.0,2118600.0,7500.0,0,0,0,0,0,0,46,2026-02-03 04:34:58.251496
ATMN,24.87,24.87,25.22,,2287700.0,2315200.0,,0,0,0,0,0,0,46,2026-02-03 04:34:58.251496
WNTR,25.08,25.03,25.08,7500.0,2010600.0,2013500.0,,0,0,0,0,0,0,46,2026-02-03 04:34:58.251496
SPNG,24.91,24.91,25.23,1959900.0,2049200.0,,,0,0,0,0,0,0,47,2026-02-03 04:34:59.285707
SMMR,25.02,25.02,25.1,2196100.0,2237700.0,,,0,0,0,0,0,0,47,2026-02-03 04:34:59.285707
ATMN,25.22,24.87,25.22,2324800.0,2189900.0,6463.0,,0,0,0,0,0,0,47,2026-02-03 04:34:59.285707
WNTR,25.03,25.03,25.08,2007700.0,2013500.0,,7500.0,0,0,0,0,0,0,47,2026-02-03 04:34:59.285707
SPNG,24.91,25.11,25.17,1754000.0,13124.0,1921000.0,7240.0,0,0,0,0,0,0,48,2026-02-03 04:35:00.319509
SMMR,25.02,25.03,25.1,2068300.0,7240.0,2237000.0,,0,0,0,0,0,0,48,2026-02-03 04:35:00.319509
ATMN,25.23,24.87,25.23,2340400.0,,2286400.0,,0,0,0,0,0,0,48,2026-02-03 04:35:00.319509
WNTR,25.01,25.01,25.08,2095800.0,,2027900.0,,0,0,0,0,0,0,48,2026-02-03 04:35:00.319509
SPNG,25.11,25.11,25.17,1974200.0,2039200.0,,0,0,0,0,0,0,0,49,2026-02-03 04:35:01.352326
SMMR,25.02,24.95,25.01,2228200.0,2205600.0,,0,0,0,0,0,0,0,49,2026-02-03 04:35:01.352326
ATMN,25.22,25.22,25.24,2414000.0,2314400.0,,0,0,0,0,0,0,0,49,2026-02-03 04:35:01.352326
WNTR,25.05,24.88,25.04,2090100.0,1981900.0,5690.0,0,0,0,0,0,0,0,49,2026-02-03 04:35:01.352326
SPNG,24.91,24.91,25.16,1951000.0,7500.0,1903600.0,,0,0,0,0,0,0,50,2026-02-03 04:35:02.412484
SMMR,25.18,24.95,25.18,2226500.0,,2233800.0,,0,0,0,0,0,0,50,2026-02-03 04:35:02.412484
ATMN,25.22,25.22,25.24,2310500.0,,2323900.0,5690.0,0,0,0,0,0,0,50,2026-02-03 04:35:02.412484
WNTR,24.87,24.87,25.04,2090800.0,5690.0,1981900.0,,0,0,0,0,0,0,50,2026-02-03 04:35:02.412484
SPNG,25.17,24.93,25.17,1980200.0,2017800.0,,,0,0,0,0,0,0,51,2026-02-03 04:35:03.437044
SMMR,25.02,24.96,25.02,2106700.0,2249700.0,7500.0,,0,0,0,0,0,0,51,2026-02-03 04:35:03.437044
ATMN,24.9,25.14,25.23,2443600.0,2190300.0,,6077.0,0,0,0,0,0,0,51,2026-02-03 04:35:03.437044
WNTR,24.92,24.87,24.92,2104800.0,2093200.0,,,0,0,0,0,0,0,51,2026-02-03 04:35:03.437044
SPNG,25.17,25.08,25.17,1992100.0,1989400.0,,0,0,0,0,0,0,0,52,2026-02-03 04:35:04.465060
SMMR,25.15,25.15,25.18,2101000.0,2233800.0,7500.0,0,0,0,0,0,0,0,52,2026-02-03 04:35:04.465060
ATMN,25.24,24.88,25.24,2305800.0,2347100.0,5625.0,0,0,0,0,0,0,0,52,2026-02-03 04:35:04.465060
WNTR,25.07,24.87,25.01,2005400.0,2033500.0,5625.0,0,0,0,0,0,0,0,52,2026-02-03 04:35:04.465060
SPNG,25.08,25.09,25.16,4218.0,1840000.0,4218.0,1944700.0,0,0,0,0,0,0,53,2026-02-03 04:35:05.496069
