ticker,last_price,bid_price,ask_price,BUY_COLA-1,BUY_ANON,SELL_ANON,SELL_COLA-1,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,SELL_BABS-4,SELL_LETH-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,SELL_CNCD-1,BUY_CNCD-1,SELL_UOTB-3,SELL_NAIT-1,BUY_LETH-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_CAMN-1,SELL_BRCH-2,tick,timestamp
WNTR,24.89,24.89,24.91,3500.0,,1200.0,1676700.0,1485900.0,,1200.0,7000.0,750.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 21:37:40.786871
SPNG,24.81,24.68,24.81,3500.0,20000.0,600.0,1428000.0,60000.0,600.0,1500.0,496400.0,1750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 21:37:41.850218
SMMR,25.09,24.89,24.99,3500.0,,800.0,1844500.0,,800.0,3750.0,1633000.0,5250.0,750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 21:37:41.850218
ATMN,24.7,24.86,24.91,3500.0,,1000.0,1837200.0,,1000.0,750.0,1661800.0,3500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 21:37:41.850218
WNTR,25.08,25.06,25.08,3500.0,,1200.0,1476600.0,,1200.0,,1146500.0,7000.0,2625.0,1500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 21:37:41.850218
SPNG,24.78,24.82,25.11,1420400.0,3500.0,20000.0,1500.0,1376500.0,30000.0,1750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 21:37:42.927961
SMMR,25.09,24.89,24.93,1701100.0,3500.0,,2812.0,1509900.0,,5250.0,800.0,5624.0,800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 21:37:42.927961
ATMN,24.79,24.79,24.92,1963000.0,3500.0,,,1686500.0,,3500.0,,1500.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 21:37:42.927961
WNTR,24.88,24.88,25.05,1771900.0,3500.0,,,1365200.0,,7000.0,1200.0,4124.0,1200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 21:37:42.927961
SPNG,25.12,25.1,25.12,1405800.0,600.0,3500.0,20000.0,1695800.0,600.0,10000.0,1750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 21:37:43.990908
SMMR,24.88,24.88,25.06,2245300.0,,,,1618200.0,800.0,,5250.0,844.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 21:37:43.990908
ATMN,24.97,25.09,25.19,1873500.0,1000.0,3500.0,,1808000.0,1000.0,,3500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 21:37:43.990908
WNTR,24.92,24.88,24.92,1664600.0,,3500.0,,746500.0,1200.0,,7000.0,844.0,3000.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 21:37:43.990908
SPNG,24.82,24.82,25.12,1509000.0,3500.0,20000.0,1607900.0,600.0,10000.0,844.0,1750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 21:37:45.061409
SMMR,24.88,24.94,25.06,1802800.0,3500.0,,1536100.0,800.0,,2204.0,5250.0,2720.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 21:37:45.061409
ATMN,24.69,24.75,24.92,1844400.0,3500.0,,1608000.0,1000.0,,4408.0,3500.0,1360.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 21:37:45.061409
WNTR,24.99,24.99,25.0,1544700.0,3500.0,,558700.0,1200.0,,3564.0,7000.0,1360.0,1200.0,1500.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 21:37:45.061409
SPNG,25.15,24.88,25.15,1200.0,1312800.0,3500.0,20000.0,1838300.0,600.0,1750.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 21:37:45.619887
SMMR,24.88,24.94,25.06,800.0,1932000.0,3500.0,,1749400.0,800.0,5250.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 21:37:45.619887
ATMN,24.63,24.63,24.85,,1985200.0,3500.0,,1812700.0,1000.0,3500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 21:37:45.619887
WNTR,24.87,24.99,25.0,1200.0,1657100.0,1750.0,,654600.0,1200.0,7000.0,,3000.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 21:37:45.619887
SPNG,24.57,24.57,25.15,1539000.0,100.0,8750.0,1953300.0,1750.0,5000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 21:37:46.851036
SMMR,24.88,24.88,25.04,1970000.0,3032.0,3500.0,1753000.0,5250.0,,8360.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 21:37:46.851036
ATMN,24.96,24.65,24.96,1774100.0,4737.0,3500.0,1893400.0,3500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 21:37:46.851036
WNTR,24.8,24.8,25.0,1469600.0,983.0,3500.0,436800.0,7000.0,,,1200.0,3000.0,17500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 21:37:46.851036
SPNG,25.18,25.18,25.32,1539000.0,100.0,8750.0,1919400.0,1750.0,5000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 21:37:47.620657
SMMR,25.06,25.08,25.09,1855100.0,3032.0,3500.0,1741100.0,5250.0,,800.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 21:37:47.620657
ATMN,24.63,24.63,24.96,1970400.0,,3500.0,1808000.0,3500.0,,,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 21:37:47.620657
WNTR,25.09,25.05,25.09,1264000.0,983.0,3500.0,1246500.0,3500.0,,1200.0,1200.0,6000.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 21:37:47.620657
SPNG,25.18,24.61,25.16,600.0,1512100.0,8750.0,1921000.0,1750.0,5000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 21:37:48.730708
SMMR,25.05,25.01,25.05,,2086300.0,3500.0,1758800.0,5250.0,,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 21:37:48.730708
ATMN,24.53,24.52,24.53,,1985700.0,3500.0,1776600.0,3500.0,,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 21:37:48.730708
WNTR,24.87,24.89,25.07,,1768100.0,3500.0,1444400.0,3500.0,,1200.0,10000.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 21:37:48.730708
SPNG,24.88,24.88,25.31,1521200.0,100.0,8750.0,1919400.0,1750.0,5000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 21:37:49.797268
SMMR,25.01,24.88,25.04,2072900.0,,3500.0,1783600.0,5250.0,,9666.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 21:37:49.797268
ATMN,24.94,24.52,24.94,1884300.0,100.0,3500.0,1916700.0,3500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 21:37:49.797268
WNTR,24.99,25.0,25.04,1350000.0,13682.0,3500.0,525400.0,3500.0,,12318.0,4500.0,16500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 21:37:49.797268
SPNG,24.19,24.91,24.93,100.0,1885600.0,3500.0,1831400.0,100.0,1750.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 21:37:50.888952
SMMR,25.05,25.01,25.05,614.0,1968300.0,3500.0,1915400.0,,5250.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 21:37:50.888952
ATMN,24.96,24.85,24.96,4766.0,1772200.0,3500.0,1915400.0,,3500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 21:37:50.888952
WNTR,25.14,25.05,25.14,21635.0,1147800.0,3500.0,808400.0,,3500.0,,6000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 21:37:50.888952
SPNG,25.28,25.3,25.31,2012500.0,3500.0,1911000.0,1750.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 21:37:51.940411
SMMR,25.01,25.01,25.05,2100300.0,3500.0,1884400.0,5250.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 21:37:51.940411
ATMN,24.96,24.85,24.96,1983000.0,3500.0,1915400.0,3500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 21:37:51.940411
WNTR,25.02,24.95,25.02,1442900.0,3500.0,820200.0,3500.0,,6000.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 21:37:51.940411
SPNG,25.28,25.3,25.31,1890100.0,2582.0,3500.0,1804200.0,100.0,1750.0,5000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 21:37:53.000542
SMMR,25.08,25.05,25.08,1868200.0,19607.0,3500.0,1762600.0,687.0,5250.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 21:37:53.000542
ATMN,24.96,24.86,24.88,1882300.0,6076.0,3500.0,1801800.0,4557.0,3500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 21:37:53.000542
WNTR,25.02,24.96,25.01,1026400.0,9155.0,3500.0,974100.0,9155.0,3500.0,,8000.0,1200.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 21:37:53.000542
SPNG,24.85,24.19,24.85,1985900.0,3500.0,1558200.0,6077.0,1750.0,5000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 21:37:54.057778
SMMR,25.09,25.09,25.12,1878300.0,3500.0,1760800.0,,5250.0,,800.0,3323.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 21:37:54.057778
ATMN,24.88,24.88,24.91,1551400.0,3500.0,1924300.0,,3500.0,,1000.0,9354.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 21:37:54.057778
WNTR,24.8,24.8,24.81,1370100.0,3500.0,1297300.0,17644.0,3500.0,,1200.0,2944.0,1200.0,4500.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 21:37:54.057778
SPNG,24.85,24.46,24.85,1978400.0,3500.0,1879600.0,1750.0,5000.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 21:37:55.112378
SMMR,24.95,24.93,24.95,1978200.0,3500.0,1633300.0,5250.0,,800.0,1552.0,800.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 21:37:55.112378
ATMN,24.96,24.91,24.96,1749200.0,3500.0,1808600.0,3500.0,,1000.0,357.0,,9936.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 21:37:55.112378
WNTR,24.84,24.89,24.95,1294600.0,3500.0,1171900.0,3500.0,,1200.0,,,1583.0,4500.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 21:37:55.112378
SPNG,24.85,24.85,25.31,1784300.0,600.0,100.0,3500.0,1914900.0,1750.0,5000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 21:37:55.738727
SMMR,24.95,24.93,24.95,1872800.0,1600.0,,3500.0,1538600.0,5250.0,,1600.0,1552.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 21:37:55.738727
ATMN,24.96,24.91,24.96,1749200.0,1000.0,9936.0,3500.0,1727900.0,3500.0,,1000.0,357.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 21:37:55.738727
WNTR,25.02,24.89,25.02,1221900.0,1200.0,1583.0,3500.0,1388800.0,3500.0,,,,6000.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 21:37:55.738727
SPNG,25.34,24.88,25.02,200.0,1787100.0,3500.0,1770400.0,5000.0,3500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 21:37:56.879933
SMMR,24.89,24.89,24.91,1559.0,1970000.0,3500.0,1644600.0,,5250.0,8637.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 21:37:56.879933
ATMN,24.89,24.89,24.96,,1874000.0,3500.0,1727900.0,,3500.0,682.0,1000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 21:37:56.879933
WNTR,25.03,25.03,25.05,13996.0,1035900.0,3500.0,1575600.0,,3500.0,,1200.0,6000.0,1200.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 21:37:56.879933
SPNG,25.34,24.99,25.02,2021600.0,3500.0,1667900.0,600.0,5000.0,3500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 21:37:57.977873
SMMR,24.91,24.92,24.94,1948600.0,3500.0,1765100.0,,,5250.0,8607.0,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 21:37:57.977873
ATMN,24.98,24.89,24.98,1998500.0,3500.0,1917900.0,,,3500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 21:37:57.977873
WNTR,25.16,25.16,25.17,927600.0,3500.0,1655700.0,,,3500.0,7998.0,,1200.0,10500.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 21:37:57.977873
SPNG,25.04,24.85,25.04,2000100.0,3500.0,1810900.0,5000.0,3500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 21:37:59.036829
