ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp
ATMN,24.96,24.87,24.95,3250.0,,2028000.0,1582700.0,3250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 18:07:24.232076
WNTR,25.01,24.97,25.01,6500.0,,1947300.0,2043700.0,1625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 18:07:24.232076
SPNG,25.16,24.86,24.9,6000.0,7000.0,3000.0,1575300.0,2000.0,3000.0,1672900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 18:07:25.430965
SMMR,24.93,24.93,25.08,9988.0,,,1409800.0,2000.0,,2021000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 18:07:25.430965
ATMN,24.96,24.89,24.92,6000.0,,,1915900.0,,,1704200.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 18:07:25.430965
WNTR,25.01,25.06,25.07,,,,2166600.0,,,2129300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 18:07:25.430965
SPNG,25.19,24.88,24.98,19200.0,7000.0,6000.0,1168100.0,2000.0,1891900.0,7000.0,3000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 18:07:25.974766
SMMR,24.93,25.06,25.08,9988.0,,,1409800.0,2000.0,2009800.0,,,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 18:07:25.974766
ATMN,24.96,24.9,24.92,6000.0,,2250.0,1713000.0,2000.0,1730700.0,,2250.0,2000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 18:07:25.974766
WNTR,24.94,24.94,25.07,,,,2139100.0,,2129300.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 18:07:25.974766
SPNG,25.18,24.91,25.18,3737.0,16560.0,14000.0,9000.0,843800.0,3000.0,1788800.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 18:07:27.016460
SMMR,25.07,25.03,25.07,,9988.0,,,1409800.0,,1917700.0,1000.0,1000.0,406.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 18:07:27.016460
ATMN,24.96,24.9,24.92,406.0,6000.0,,6750.0,1355900.0,4500.0,1493800.0,2000.0,2000.0,406.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 18:07:27.016460
WNTR,25.07,25.02,25.05,406.0,6000.0,,,1749900.0,,1835000.0,2000.0,2000.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 18:07:27.016460
SPNG,25.13,25.05,25.11,6000.0,921.0,14000.0,4751.0,15000.0,843800.0,6000.0,1678200.0,710.0,921.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 18:07:28.094289
SMMR,25.0,24.89,24.98,1450.0,,,,,1910100.0,,1874900.0,710.0,1900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 18:07:28.094289
ATMN,25.07,25.07,25.08,6000.0,2000.0,,710.0,9000.0,1291400.0,,1972500.0,,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 18:07:28.094289
WNTR,25.02,25.02,25.04,,1880.0,,,,2083600.0,5280.0,1756800.0,1420.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 18:07:28.094289
SPNG,25.12,25.08,25.12,9502.0,14000.0,12039.0,1842.0,18000.0,410900.0,7000.0,1652900.0,1420.0,1842.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 18:07:29.212451
SMMR,25.08,25.06,25.08,1420.0,,,1710.0,,1846200.0,,1996500.0,710.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 18:07:29.212451
ATMN,25.05,24.89,25.05,,,,900.0,9000.0,1596200.0,,1873100.0,710.0,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 18:07:29.212451
WNTR,25.12,25.02,25.12,710.0,,,966.0,,1975700.0,,2150900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 18:07:29.212451
SPNG,24.63,24.89,25.12,1973.0,3000.0,7000.0,1830600.0,7000.0,1973.0,1776300.0,203.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 18:07:30.294023
SMMR,25.1,24.93,25.1,,,,1740300.0,,964.0,1928600.0,407.0,539.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 18:07:30.294023
ATMN,24.88,25.0,25.01,1000.0,6750.0,,1573600.0,,1000.0,1435100.0,814.0,,407.0,6000.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 18:07:30.294023
WNTR,25.01,25.0,25.01,,,,2003000.0,,1838.0,1765900.0,407.0,192.0,2926.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 18:07:30.294023
SPNG,24.91,24.85,24.91,1829.0,1933600.0,3000.0,1781800.0,1829.0,7000.0,3000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 18:07:31.343977
SMMR,24.89,24.94,25.04,,1910100.0,,1347000.0,1974.0,,,9666.0,6712.0,9666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 18:07:31.343977
ATMN,24.88,24.88,25.03,2000.0,2045300.0,,1439400.0,2000.0,,6750.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 18:07:31.343977
WNTR,24.96,24.95,24.96,1925.0,2008400.0,,1853900.0,,,,10000.0,6000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 18:07:31.343977
SPNG,24.61,25.12,25.13,3000.0,914.0,7000.0,1809600.0,1657700.0,7000.0,9000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 18:07:32.391512
SMMR,25.1,24.95,24.98,,888.0,,1732500.0,2018400.0,,,12613.0,3721.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 18:07:32.391512
ATMN,24.97,24.97,24.98,,2000.0,,1806300.0,993300.0,,11250.0,2433.0,2333.0,6600.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 18:07:32.391512
WNTR,24.94,24.92,24.94,,962.0,,2048400.0,1451400.0,,,577.0,10000.0,6052.0,962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 18:07:32.391512
SPNG,24.82,24.76,24.81,7000.0,1574700.0,6000.0,5457.0,869.0,200.0,1140500.0,96.0,869.0,7000.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 18:07:33.447944
SMMR,24.98,24.99,25.05,,1617000.0,,21048.0,933.0,,2138800.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 18:07:33.447944
ATMN,24.97,24.99,25.01,,1371800.0,6000.0,9604.0,1000.0,100.0,1114400.0,6000.0,1000.0,,11250.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 18:07:33.447944
WNTR,25.05,25.08,25.13,,1921500.0,,7756.0,962.0,1030.0,1478400.0,12652.0,962.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 18:07:33.447944
SPNG,25.22,25.17,25.22,14000.0,1592200.0,6000.0,5457.0,2036100.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 18:07:34.006178
SMMR,24.97,25.01,25.03,,1420200.0,2471.0,12613.0,1902100.0,6000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 18:07:34.006178
ATMN,25.08,24.99,25.08,,1161200.0,1980.0,9604.0,1937200.0,,1800.0,4500.0,1800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 18:07:34.006178
WNTR,24.92,24.92,24.97,,2161800.0,,577.0,1464100.0,12652.0,,,1829.0,1030.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 18:07:34.006178
SPNG,24.74,25.17,25.21,3000.0,1800700.0,6000.0,3000.0,1959100.0,100.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 18:07:35.062544
SMMR,25.12,25.0,25.12,,1725800.0,1972.0,,2141100.0,,1679.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 18:07:35.062544
ATMN,25.08,25.02,25.08,6750.0,1253400.0,1980.0,,1845300.0,100.0,900.0,100.0,900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 18:07:35.062544
WNTR,25.14,24.95,25.04,,1586300.0,7279.0,,1984600.0,,,9319.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 18:07:35.062544
SPNG,25.02,24.75,25.01,7000.0,1486200.0,6614.0,6000.0,7000.0,1264800.0,6000.0,12000.0,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 18:07:36.231086
SMMR,24.98,24.91,24.94,,1600500.0,6000.0,,,1793400.0,6000.0,,4042.0,7200.0,831.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 18:07:36.231086
ATMN,25.08,25.04,25.08,,966500.0,1980.0,11250.0,,1831100.0,,,100.0,7609.0,1800.0,1800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 18:07:36.231086
WNTR,25.14,25.02,25.04,,1119600.0,7279.0,,,1695500.0,6000.0,,3283.0,22717.0,976.0,976.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 18:07:36.231086
SPNG,25.02,24.8,24.92,6000.0,7000.0,1413100.0,12000.0,6000.0,7000.0,15000.0,1264800.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 18:07:37.278419
SMMR,24.9,24.89,24.9,,,1835500.0,,2698.0,,,1877700.0,7225.0,1662.0,7225.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 18:07:37.278419
ATMN,25.08,25.05,25.08,1980.0,,832900.0,18000.0,,,,1911500.0,,900.0,,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 18:07:37.278419
WNTR,25.14,25.0,25.04,7279.0,,1425900.0,,6000.0,,,2022400.0,,1952.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 18:07:37.278419
SPNG,24.61,24.87,25.16,6000.0,823.0,3000.0,1698800.0,12000.0,1596800.0,823.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 18:07:38.382585
SMMR,25.14,24.95,25.14,,1911.0,,1722600.0,,2113000.0,,13592.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 18:07:38.382585
ATMN,25.1,25.07,25.1,1980.0,900.0,20250.0,619100.0,,1896400.0,900.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 18:07:38.382585
WNTR,24.98,25.01,25.04,7279.0,976.0,,1341100.0,,1804800.0,976.0,7521.0,6000.0,2207.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 18:07:38.382585
SPNG,25.16,24.83,25.0,1816.0,4697.0,1899900.0,1388.0,5024.0,7000.0,24000.0,1816.0,573300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 18:07:39.525544
SMMR,25.13,25.11,25.13,,13592.0,1360700.0,1536.0,,,,,1995900.0,8225.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 18:07:39.525544
ATMN,24.97,25.08,25.11,,,1144100.0,5607.0,,,2250.0,945.0,1720600.0,6000.0,15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 18:07:39.525544
WNTR,24.98,24.98,25.0,1952.0,7476.0,1346600.0,9683.0,6000.0,,,1952.0,1665000.0,7279.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 18:07:39.525544
SPNG,25.16,25.15,25.16,1905500.0,1816.0,4697.0,18000.0,1816.0,1389100.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 18:07:40.136738
SMMR,24.96,24.98,25.11,1638100.0,,13592.0,,1897.0,1668600.0,6000.0,6000.0,1536.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 18:07:40.136738
ATMN,24.97,24.89,24.9,1390800.0,,,4500.0,1890.0,1590100.0,,,5607.0,15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 18:07:40.136738
WNTR,24.94,24.94,25.04,1699800.0,1952.0,,,,2061300.0,1279.0,3600.0,2207.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 18:07:40.136738
SPNG,24.67,25.02,25.16,408.0,2018700.0,15000.0,1506900.0,7000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 18:07:41.199096
SMMR,24.94,24.94,25.04,956.0,1938300.0,,1658800.0,,6000.0,9666.0,956.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 18:07:41.199096
ATMN,25.17,24.96,25.11,913.0,1061100.0,,1946800.0,,,,913.0,18000.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 18:07:41.199096
WNTR,25.02,24.92,25.02,1952.0,2097500.0,,1954500.0,,1950.0,,1952.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 18:07:41.199096
SPNG,24.62,24.61,24.62,1993700.0,7000.0,1198500.0,7000.0,100.0,18000.0,840.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 18:07:42.288326
SMMR,24.94,24.93,24.94,1693800.0,,1883200.0,,12316.0,,,1375.0,1913.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 18:07:42.288326
ATMN,24.98,25.0,25.07,645300.0,,1417900.0,,4666.0,4500.0,1826.0,6000.0,,9433.0,22500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 18:07:42.288326
WNTR,24.91,24.91,24.99,2100000.0,,1590500.0,,,,1757.0,,1757.0,,,6806.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 18:07:42.288326
SPNG,24.61,25.09,25.1,503.0,1786400.0,1404300.0,7000.0,18000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 18:07:43.369997
SMMR,25.06,24.93,25.06,1375.0,1624800.0,2091900.0,,,7398.0,956.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 18:07:43.369997
ATMN,25.15,24.88,24.93,,1996000.0,1402600.0,,9000.0,,730.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 18:07:43.369997
WNTR,25.0,24.95,24.99,82.0,1697100.0,2043100.0,,,8899.0,,,3455.0,1952.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 18:07:43.369997
SPNG,24.66,24.79,25.1,6000.0,3000.0,1625800.0,7000.0,957.0,12650.0,957.0,1342900.0,7000.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 18:07:44.428029
SMMR,24.85,24.85,25.13,,,1843600.0,,1895.0,,,2002000.0,,10000.0,5846.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 18:07:44.428029
ATMN,24.87,24.87,25.17,,,1918900.0,,730.0,,,2055600.0,,,2262.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 18:07:44.428029
WNTR,25.07,24.88,25.07,,,2001300.0,,926.0,,926.0,2043100.0,,9048.0,9048.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 18:07:44.428029
SPNG,24.75,24.62,24.75,3000.0,1874900.0,454.0,3000.0,454.0,7000.0,1430800.0,100.0,6650.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 18:07:45.476001
SMMR,24.84,24.84,24.88,,1746500.0,1991.0,,1991.0,,1213700.0,12428.0,7100.0,6286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 18:07:45.476001
ATMN,25.0,24.93,24.98,4500.0,1730500.0,803.0,2250.0,803.0,,1529500.0,9048.0,6000.0,2262.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 18:07:45.476001
WNTR,24.9,24.9,25.0,,2152100.0,976.0,,976.0,,2043100.0,8871.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 18:07:45.476001
SPNG,25.1,24.7,25.09,9000.0,1693300.0,957.0,3000.0,1742200.0,6650.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 18:07:46.535552
SMMR,24.91,24.91,24.93,,1988300.0,909.0,,1439300.0,7100.0,909.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 18:07:46.535552
ATMN,25.01,25.02,25.17,,1945100.0,884.0,4500.0,1863800.0,,,497.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 18:07:46.535552
WNTR,25.07,24.93,24.96,,1658900.0,1952.0,,2043100.0,,1952.0,100.0,8250.0,5869.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 18:07:46.535552
SPNG,25.22,24.82,25.21,485.0,12000.0,1405500.0,100.0,7000.0,14000.0,1842400.0,485.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 18:07:47.579918
SMMR,24.94,24.94,24.96,909.0,,1902100.0,9666.0,,,1553900.0,909.0,9666.0,7700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 18:07:47.579918
ATMN,25.19,25.04,25.14,884.0,4500.0,1093800.0,8005.0,,,1688500.0,,9698.0,6000.0,8464.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 18:07:47.579918
