ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,SELL_BABS-4,SELL_LETH-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_LETH-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_CAMN-1,SELL_BRCH-2,tick,timestamp
ATMN,24.81,24.91,24.96,2071600.0,,1500.0,1990900.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 20:54:22.411966
WNTR,24.96,24.96,25.22,2124100.0,,,2124100.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 20:54:22.411966
SPNG,24.6,24.98,25.04,2000900.0,5000.0,1150.0,1600.0,5000.0,2300.0,2084500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 20:54:23.484864
SMMR,24.86,24.91,24.98,1977900.0,,1150.0,1600.0,,,2031400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 20:54:23.484864
ATMN,24.81,24.87,24.96,2091900.0,,,1600.0,,1150.0,2011500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 20:54:23.484864
WNTR,25.15,25.15,25.17,2020000.0,,2300.0,1600.0,,1150.0,2147800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 20:54:23.484864
SPNG,24.92,24.58,24.62,2235500.0,1150.0,2229900.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 20:54:24.559941
SMMR,24.98,24.97,24.98,1966300.0,3000.0,2137200.0,,925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 20:54:24.559941
ATMN,25.48,24.92,25.12,2069500.0,925.0,2158800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 20:54:24.559941
WNTR,24.92,25.08,25.17,2275300.0,,2062300.0,,2075.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 20:54:24.559941
SPNG,25.25,24.69,25.25,1218.0,5000.0,2067100.0,2197600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 20:54:25.638868
SMMR,24.91,24.99,25.05,244.0,,2101700.0,1815700.0,122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 20:54:25.638868
ATMN,25.12,25.0,25.12,1218.0,,1985000.0,2033600.0,487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 20:54:25.638868
WNTR,25.06,24.92,24.94,122.0,,2129700.0,2065100.0,1218.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 20:54:25.638868
SPNG,24.74,24.85,25.03,5000.0,2297900.0,5000.0,2183100.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 20:54:26.755255
SMMR,25.02,25.0,25.02,,2101700.0,,1842800.0,792.0,396.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 20:54:26.755255
ATMN,25.01,24.95,25.01,,2193400.0,,2159700.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 20:54:26.755255
WNTR,25.01,25.01,25.08,,1211800.0,,1683200.0,396.0,792.0,13500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 20:54:26.755255
SPNG,24.83,24.83,25.03,2438700.0,5000.0,2080400.0,396.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 20:54:27.316085
SMMR,25.02,25.0,25.02,2071200.0,,1842800.0,396.0,792.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 20:54:27.316085
ATMN,25.01,24.95,25.01,2178200.0,,2037000.0,396.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 20:54:27.316085
WNTR,25.01,25.02,25.08,1350000.0,,1683200.0,792.0,396.0,12000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 20:54:27.316085
SPNG,24.85,24.83,24.84,2198500.0,10000.0,1849900.0,10000.0,1188.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 20:54:28.403063
SMMR,24.97,24.92,24.97,2044300.0,,1714700.0,,,323.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 20:54:28.403063
ATMN,25.04,25.04,25.06,2142600.0,,2147100.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 20:54:28.403063
WNTR,25.01,25.02,25.06,1382500.0,,1804000.0,,,,9844.0,12000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 20:54:28.403063
SPNG,25.03,25.03,25.04,2205700.0,5000.0,100.0,2166400.0,5000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 20:54:29.483365
SMMR,24.91,24.93,24.96,2065500.0,,,1805300.0,,330.0,9666.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 20:54:29.483365
ATMN,25.18,24.87,25.18,2024600.0,,2333.0,2025900.0,,,6999.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 20:54:29.483365
WNTR,25.05,25.03,25.05,1266000.0,,11132.0,1584700.0,,,14968.0,12000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 20:54:29.483365
SPNG,25.36,24.95,25.03,200.0,5000.0,488.0,1971600.0,100.0,491.0,10000.0,1800600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 20:54:30.800659
SMMR,25.07,24.98,25.07,19666.0,,466.0,1819400.0,387.0,615.0,,1886500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 20:54:30.800659
ATMN,25.18,24.9,24.96,8617.0,,519.0,1836500.0,1433.0,,,2017400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 20:54:30.800659
WNTR,25.06,25.03,25.04,11132.0,,,1266000.0,,,,1840200.0,12000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 20:54:30.800659
SPNG,25.04,25.04,25.31,1971300.0,200.0,488.0,5000.0,5000.0,2146100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 20:54:31.357957
SMMR,25.07,24.98,25.07,1942400.0,19666.0,,,,2004300.0,387.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 20:54:31.357957
ATMN,24.82,24.82,24.96,2142400.0,,,,,2017400.0,1433.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 20:54:31.357957
WNTR,25.06,25.03,25.04,1266000.0,11132.0,,,,1840200.0,,12000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 20:54:31.357957
SPNG,25.04,25.06,25.12,5000.0,100.0,526.0,2101300.0,10000.0,1805200.0,293.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 20:54:32.427390
SMMR,24.9,24.9,25.07,,,326.0,2097800.0,,2004300.0,577.0,528.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 20:54:32.427390
ATMN,24.82,24.85,24.87,,100.0,433.0,1928500.0,,1894100.0,428.0,8563.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 20:54:32.427390
WNTR,25.02,25.03,25.14,,,474.0,1382500.0,,1854700.0,,,12000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 20:54:32.427390
SPNG,24.68,24.68,25.12,2414000.0,5000.0,1911100.0,332.0,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 20:54:33.497509
SMMR,24.85,24.85,25.02,2244100.0,,1872700.0,596.0,2154.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 20:54:33.497509
ATMN,24.95,25.02,25.18,1917600.0,,2112400.0,,,8358.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 20:54:33.497509
WNTR,25.01,25.07,25.12,1552300.0,,2175900.0,,,,10500.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 20:54:33.497509
SPNG,24.68,25.0,25.01,2162800.0,433.0,5000.0,5000.0,384.0,2021100.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 20:54:34.583091
SMMR,25.02,24.87,24.97,2115700.0,279.0,,,622.0,2106400.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 20:54:34.583091
ATMN,24.88,25.13,25.18,2118600.0,,,,,2107500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 20:54:34.583091
WNTR,25.15,25.02,25.09,1937200.0,,,,,1824800.0,8359.0,4500.0,8359.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 20:54:34.583091
SPNG,24.94,24.94,25.16,2280800.0,129.0,5000.0,2138400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 20:54:35.645478
SMMR,24.89,24.86,24.88,2115700.0,6841.0,,1995000.0,12486.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 20:54:35.645478
ATMN,25.13,24.85,25.08,2127600.0,,,1985600.0,5284.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 20:54:35.645478
WNTR,24.95,24.96,25.05,2110100.0,612.0,,1401900.0,18359.0,1500.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 20:54:35.645478
SPNG,24.82,25.02,25.04,417.0,2299900.0,2600.0,5000.0,384.0,1823200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 20:54:36.694935
SMMR,24.97,24.86,24.97,,2090200.0,,,,2215000.0,6841.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 20:54:36.694935
ATMN,24.82,24.85,25.1,374.0,2027900.0,13233.0,,469.0,1675700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 20:54:36.694935
WNTR,24.95,24.96,24.97,464.0,2014100.0,22390.0,,464.0,496600.0,910.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 20:54:36.694935
SPNG,25.17,25.04,25.09,2286600.0,363.0,2062300.0,5000.0,434.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 20:54:37.746445
SMMR,25.01,25.0,25.01,2216600.0,,2205500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 20:54:37.746445
ATMN,25.18,25.1,25.18,2018400.0,,2068700.0,,,6148.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 20:54:37.746445
WNTR,24.99,24.96,24.99,2024300.0,,971000.0,,,2954.0,3000.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 20:54:37.746445
SPNG,25.04,25.04,25.08,2069600.0,363.0,5000.0,441.0,5000.0,2083300.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 20:54:38.799583
SMMR,25.08,25.02,25.06,2098300.0,,,6365.0,,2141300.0,8487.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 20:54:38.799583
ATMN,25.1,25.11,25.16,1931600.0,,,6248.0,,2065300.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 20:54:38.799583
WNTR,24.99,24.96,24.97,1887500.0,,,7032.0,,991100.0,10000.0,3000.0,16500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 20:54:38.799583
SPNG,24.68,24.68,25.08,2328300.0,5000.0,5000.0,376.0,2022600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 20:54:39.845408
SMMR,24.85,24.85,24.87,1985200.0,,,560.0,1909500.0,201.0,5665.0,14155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 20:54:39.845408
ATMN,25.08,24.92,25.08,1831100.0,,,487.0,1959200.0,238.0,15216.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 20:54:39.845408
WNTR,24.93,24.93,24.95,2089200.0,,,399.0,2004900.0,399.0,145.0,19068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 20:54:39.845408
SPNG,25.19,24.76,25.18,4276.0,10000.0,325.0,1940000.0,10000.0,1920200.0,372.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 20:54:40.404152
SMMR,24.85,24.85,24.87,5665.0,,,2087900.0,,2003300.0,,14155.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 20:54:40.404152
ATMN,24.83,24.92,25.08,,,241.0,2051900.0,,1864000.0,492.0,193.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 20:54:40.404152
WNTR,24.89,24.89,24.95,,,,2281500.0,,1335700.0,,19068.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 20:54:40.404152
SPNG,24.88,24.9,25.18,292.0,2093800.0,5000.0,100.0,5000.0,335.0,1920200.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 20:54:41.472610
SMMR,24.85,24.85,24.86,,2075900.0,,100.0,,,2131100.0,2046.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 20:54:41.472610
ATMN,25.25,25.25,25.3,194.0,1957700.0,,268.0,,,2042700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 20:54:41.472610
WNTR,24.89,24.89,24.92,,2176900.0,,153.0,,,871400.0,6468.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 20:54:41.472610
SPNG,25.3,24.97,25.07,200.0,5000.0,391.0,1963800.0,2026400.0,5975.0,354.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 20:54:42.571112
SMMR,25.09,25.09,25.11,7751.0,,217.0,1819900.0,2239800.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 20:54:42.571112
ATMN,25.25,25.26,25.29,7923.0,,,1957700.0,1922200.0,7655.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 20:54:42.571112
WNTR,25.02,24.93,24.98,9624.0,,,1159900.0,2104100.0,1949.0,,10500.0,1500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 20:54:42.571112
