ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,BUY_ZUAI-2,SELL_UEBR-1,SELL_GIOT-4,BUY_WRSW-1,BUY_WRSW-2,BUY_GIOT-4,BUY_UEBR-1,SELL_GIOT-3,SELL_WRSW-2,SELL_WRSW-3,SELL_WRSW-1,BUY_WRSW-3,tick,timestamp
SPNG,0.0,0.0,0.0,1930400.0,2161300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:57:32.743587
SMMR,0.0,0.0,0.0,2108100.0,2076700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:57:32.743587
ATMN,0.0,0.0,0.0,1963600.0,1536500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:57:32.743587
WNTR,0.0,0.0,0.0,2233900.0,2022900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:57:32.743587
SPNG,25.19,24.8,25.19,1924600.0,2157900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:57:33.799422,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 9000 shares for this week.
SMMR,25.01,24.98,25.01,2100700.0,1953000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:57:33.799422,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,25.0,24.97,25.0,1937600.0,1536500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:57:33.799422,,,,,,
WNTR,25.06,24.96,25.06,2273800.0,1913600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:57:33.799422,,,,,,
SPNG,25.25,24.8,25.25,1924600.0,1906100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:57:34.342310
SMMR,24.98,24.98,25.13,2100700.0,1734600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:57:34.342310
ATMN,24.97,24.97,25.0,1957100.0,1628300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:57:34.342310
WNTR,25.06,24.99,25.01,2255200.0,2018100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:57:34.342310
SPNG,25.25,25.09,25.25,2049500.0,2096600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:57:35.398447
SMMR,25.03,24.98,25.03,2100700.0,1859500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:57:35.398447
ATMN,24.89,24.89,25.0,1962600.0,1723900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:57:35.398447
WNTR,25.07,24.99,25.07,2242700.0,1787300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:57:35.398447
SPNG,24.73,24.73,25.25,1798900.0,2096600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:57:36.443992
SMMR,24.96,24.96,25.03,2018000.0,2058100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:57:36.443992
ATMN,25.01,24.89,25.01,1962600.0,1797700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:57:36.443992
WNTR,25.07,24.99,25.07,2251400.0,1891700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:57:36.443992
SPNG,24.59,25.22,25.5,1786800.0,1991400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:57:37.489028
SMMR,25.04,24.96,25.04,2118400.0,1933200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:57:37.489028
ATMN,25.11,24.89,24.94,1962600.0,1825100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:57:37.489028
WNTR,24.96,24.96,25.09,2275200.0,1899900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:57:37.489028
SPNG,24.59,25.22,25.33,1786800.0,2129200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-03 09:57:38.536184
SMMR,25.04,25.04,25.06,2064100.0,1936500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-03 09:57:38.536184
ATMN,25.11,24.91,24.94,1919600.0,2025200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-03 09:57:38.536184
WNTR,24.96,25.0,25.09,2296300.0,2005500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-03 09:57:38.536184
SPNG,24.59,24.59,25.33,1818500.0,2129200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-03 09:57:39.587577
SMMR,25.06,25.01,25.06,2101000.0,2057100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-03 09:57:39.587577
ATMN,25.0,24.91,25.0,1920200.0,1907300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-03 09:57:39.587577
WNTR,24.96,24.96,25.09,2283700.0,2204700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-03 09:57:39.587577
SPNG,24.59,25.16,25.23,1940800.0,2093700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-03 09:57:40.631402
SMMR,24.95,24.95,25.06,2168200.0,2165100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-03 09:57:40.631402
ATMN,25.0,24.91,25.0,1921900.0,1907300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-03 09:57:40.631402
WNTR,24.92,24.92,25.06,2295900.0,2167200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-03 09:57:40.631402
SPNG,24.59,25.16,25.23,1940800.0,2094800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-03 09:57:41.673049
SMMR,25.1,24.99,25.1,2162900.0,2058000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-03 09:57:41.673049
ATMN,25.11,25.03,25.11,1942100.0,1696700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-03 09:57:41.673049
WNTR,24.92,24.94,25.02,2330300.0,2174300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-03 09:57:41.673049
SPNG,24.59,24.81,24.85,2069800.0,2117400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-03 09:57:42.748291
SMMR,25.1,24.99,25.04,2148400.0,2149700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-03 09:57:42.748291
ATMN,25.37,25.03,25.1,1942100.0,1702800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-03 09:57:42.748291
WNTR,24.94,24.94,24.96,2321700.0,2199500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-03 09:57:42.748291
SPNG,24.81,24.81,25.23,2169100.0,2094800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-03 09:57:43.787333
SMMR,25.1,24.99,25.04,2148400.0,2121400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-03 09:57:43.787333
ATMN,25.03,25.03,25.37,1942100.0,1595500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-03 09:57:43.787333
WNTR,24.96,24.94,24.96,2317600.0,2199500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-03 09:57:43.787333
SPNG,24.87,24.87,25.23,2190400.0,2094800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-03 09:57:44.824084
SMMR,25.04,24.95,24.99,2157000.0,2146700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-03 09:57:44.824084
ATMN,24.9,24.9,25.37,1922300.0,1672700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-03 09:57:44.824084
WNTR,24.92,24.92,24.96,2304500.0,2215900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-03 09:57:44.824084
SPNG,24.87,24.87,25.0,2207700.0,2088000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-03 09:57:45.859634
SMMR,24.97,24.97,25.08,2156600.0,2108600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-03 09:57:45.859634
ATMN,24.9,25.04,25.31,1913900.0,1896000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-03 09:57:45.859634
WNTR,25.02,24.92,25.02,2322400.0,2186500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-03 09:57:45.859634
SPNG,24.52,24.52,25.23,2073100.0,2089600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-03 09:57:46.892399
SMMR,24.97,24.97,25.08,2156600.0,2116800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-03 09:57:46.892399
ATMN,24.9,25.04,25.31,1913900.0,2026600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-03 09:57:46.892399
WNTR,25.02,24.92,25.01,2303300.0,2184400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-03 09:57:46.892399
SPNG,24.52,24.63,25.23,2193000.0,2077500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-03 09:57:47.438395
SMMR,24.95,24.95,25.08,2157000.0,2109500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-03 09:57:47.438395
ATMN,25.31,24.9,25.31,1922300.0,2020200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-03 09:57:47.438395
WNTR,25.02,24.92,25.01,2303300.0,2218300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-03 09:57:47.438395
SPNG,24.52,24.52,25.23,2170000.0,2077500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-03 09:57:48.499103
SMMR,24.88,24.88,25.07,2192200.0,2127900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-03 09:57:48.499103
ATMN,25.31,24.9,25.22,1922500.0,2001500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-03 09:57:48.499103
