ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,BUY_UOTB-3,SELL_COLA-3,BUY_COLB-2,SELL_WRSW-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
WNTR,25.02,25.02,25.03,2208400.0,2242500.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 21:12:15.809787
SPNG,24.83,24.83,25.08,2211500.0,1881100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:12:16.357015
SMMR,25.06,24.96,25.06,1962300.0,1933100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:12:16.357015
ATMN,24.85,24.92,25.09,2359600.0,2359400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:12:16.357015
WNTR,25.02,25.02,25.03,2184300.0,2248800.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:12:16.357015
SPNG,24.83,24.89,25.08,2190200.0,1881100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:12:17.427110
SMMR,24.96,24.96,25.0,1854700.0,1936200.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:12:17.427110
ATMN,25.09,24.75,25.09,2318200.0,2251600.0,,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:12:17.427110
WNTR,24.95,24.95,24.98,2207000.0,2253900.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:12:17.427110
SPNG,24.84,24.84,25.08,2209300.0,2100200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:12:18.474358
SMMR,25.0,24.92,25.06,1983000.0,2023800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:12:18.474358
ATMN,25.18,24.75,25.18,2318200.0,2134700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:12:18.474358
WNTR,25.03,24.95,25.03,2188300.0,2363200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:12:18.474358
SPNG,24.83,24.83,25.0,2202000.0,2112800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:12:19.532074
SMMR,25.0,25.02,25.06,1985800.0,2026000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:12:19.532074
ATMN,24.84,24.86,25.18,2356900.0,2134700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:12:19.532074
WNTR,25.04,24.95,25.04,2205200.0,2359200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:12:19.532074
SPNG,25.08,24.69,25.08,2267000.0,2100200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:12:20.628634
SMMR,25.02,24.88,24.99,1987500.0,2051600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:12:20.628634
ATMN,25.19,24.92,25.19,2315400.0,2022100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:12:20.628634
WNTR,25.06,24.95,25.03,2088600.0,2329500.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:12:20.628634
SPNG,25.08,25.01,25.08,2175500.0,3000.0,1922400.0,10000.0,3000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:12:21.734307
SMMR,25.01,24.88,24.94,1656100.0,8000.0,1747900.0,10000.0,8000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:12:21.734307
ATMN,25.19,24.92,24.95,2079100.0,7000.0,2011400.0,10000.0,7000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:12:21.734307
WNTR,24.94,24.94,24.96,1895700.0,9000.0,2002000.0,10000.0,9000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:12:21.734307
SPNG,25.08,25.01,25.08,2059300.0,5580.0,1894200.0,5580.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:12:22.794989
SMMR,25.07,24.84,25.07,1898000.0,3720.0,2036000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:12:22.794989
ATMN,24.82,24.77,24.81,2236900.0,2708.0,2236400.0,2708.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:12:22.794989
WNTR,24.94,24.95,24.96,1974900.0,4185.0,2095100.0,4185.0,2999.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:12:22.794989
SPNG,25.01,25.01,25.08,2175500.0,2525.0,1872700.0,10000.0,2525.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:12:23.848668
SMMR,25.07,24.85,25.07,1872900.0,2765.0,1819700.0,10000.0,2765.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:12:23.848668
ATMN,24.95,24.85,24.95,2239200.0,2353.0,2167600.0,10000.0,2353.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:12:23.848668
WNTR,24.94,24.95,24.96,1847100.0,7576.0,1952300.0,10000.0,7576.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:12:23.848668
SPNG,25.0,24.69,25.0,2147900.0,1274.0,1849200.0,1274.0,10000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:12:24.396353
SMMR,25.08,24.87,25.08,1895700.0,1841.0,1806600.0,4606.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:12:24.396353
ATMN,24.69,24.69,24.95,2315700.0,,2032700.0,4142.0,10000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:12:24.396353
WNTR,25.14,24.95,24.96,1743100.0,4934.0,1993000.0,4934.0,,10000.0,2999.0,2999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:12:24.396353
SPNG,25.01,25.01,25.08,2053000.0,2504.0,2119200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:12:25.443619
SMMR,25.08,25.03,25.08,1673800.0,3622.0,1718300.0,10000.0,7000.0,3622.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:12:25.443619
ATMN,24.69,24.85,24.95,2198100.0,1715.0,2293000.0,,,1715.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:12:25.443619
WNTR,24.96,24.97,25.2,1864500.0,1127.0,2203300.0,10000.0,,1127.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:12:25.443619
SPNG,24.78,24.92,25.08,2178800.0,1660.0,1958900.0,1660.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:12:26.487575
SMMR,25.03,25.03,25.08,1799100.0,2757.0,1814900.0,2757.0,2000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:12:26.487575
ATMN,24.69,24.91,24.95,2194300.0,2148.0,2158400.0,2148.0,,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:12:26.487575
WNTR,25.06,24.97,25.06,2083500.0,,2191600.0,,10000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:12:26.487575
SPNG,25.13,24.92,24.96,2157900.0,1584.0,1584.0,1946700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 21:12:27.534112
SMMR,25.0,25.0,25.01,1890000.0,1785.0,1785.0,1835000.0,6500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 21:12:27.534112
ATMN,24.69,24.91,24.95,2070000.0,1891.0,1891.0,2277000.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 21:12:27.534112
WNTR,24.94,24.94,25.03,1994400.0,3027.0,3027.0,2056500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 21:12:27.534112
SPNG,24.97,24.97,25.13,2050900.0,3220.0,2077000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 21:12:28.572061
SMMR,25.0,24.91,24.92,1787800.0,3628.0,1698600.0,3628.0,10000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 21:12:28.572061
ATMN,24.98,24.98,24.99,2003200.0,3950.0,2126300.0,3950.0,,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 21:12:28.572061
WNTR,24.94,24.97,24.98,1890400.0,1574.0,1900900.0,1574.0,5000.0,10000.0,1002.0,4996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 21:12:28.572061
SPNG,24.97,24.97,25.11,2076400.0,4594.0,1811800.0,4594.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 21:12:29.632531
SMMR,25.09,25.04,25.09,1824800.0,2960.0,1923400.0,2960.0,4500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 21:12:29.632531
ATMN,24.99,24.98,24.99,2218400.0,2507.0,2242200.0,2507.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 21:12:29.632531
WNTR,24.93,24.96,24.98,1848800.0,2284.0,1886700.0,2284.0,10000.0,1002.0,4996.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 21:12:29.632531
SPNG,24.97,25.07,25.11,2189800.0,2221.0,1898200.0,2221.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 21:12:30.694961
SMMR,24.95,24.95,25.09,1833200.0,2340.0,1923400.0,2340.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 21:12:30.694961
ATMN,25.01,24.98,25.01,2191600.0,2423.0,2273000.0,2423.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 21:12:30.694961
WNTR,24.92,24.91,24.92,1978200.0,2582.0,2024700.0,2582.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 21:12:30.694961
SPNG,24.97,24.97,25.11,2066000.0,4155.0,1808100.0,4155.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 21:12:31.757516
SMMR,25.12,24.96,25.12,1841000.0,5004.0,1733500.0,5004.0,8000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 21:12:31.757516
ATMN,24.96,24.97,25.01,2199500.0,2488.0,2153400.0,4831.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 21:12:31.757516
WNTR,24.92,24.91,24.92,2017800.0,2497.0,1893000.0,2497.0,10000.0,9500.0,2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 21:12:31.757516
SPNG,24.79,24.79,25.11,2147700.0,1549.0,1925800.0,1549.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 21:12:32.820435
SMMR,25.05,25.05,25.12,1837100.0,2537.0,2034600.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 21:12:32.820435
ATMN,24.96,24.96,25.01,2181000.0,2455.0,2269300.0,2455.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 21:12:32.820435
WNTR,24.95,24.95,24.99,1961400.0,2454.0,2020000.0,4908.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 21:12:32.820435
SPNG,24.85,24.89,24.97,2125900.0,1553.0,1553.0,1897700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 21:12:33.872848
SMMR,25.13,25.05,25.13,1837100.0,2937.0,2937.0,1903700.0,9500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 21:12:33.872848
ATMN,25.06,24.96,25.06,2207800.0,2339.0,2339.0,2263400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 21:12:33.872848
WNTR,25.06,25.02,25.06,1835000.0,2507.0,2507.0,2054100.0,10000.0,5000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 21:12:33.872848
SPNG,24.85,24.89,25.02,2068500.0,2866.0,2866.0,1805400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 21:12:34.921723
SMMR,25.1,24.95,25.1,1709500.0,4680.0,4680.0,1673000.0,10000.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 21:12:34.921723
ATMN,24.95,24.95,25.06,2074400.0,4318.0,4318.0,2168300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 21:12:34.921723
WNTR,25.06,25.04,25.06,1877600.0,4626.0,4626.0,1947600.0,10000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 21:12:34.921723
SPNG,25.18,24.89,25.05,2031000.0,2000.0,1532.0,1532.0,1900300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 21:12:35.475631
SMMR,25.11,25.12,25.13,1795100.0,10000.0,2827.0,2827.0,1914900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 21:12:35.475631
ATMN,25.14,24.93,25.07,2165500.0,,2307.0,2307.0,2265600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 21:12:35.475631
WNTR,25.06,25.04,25.06,1977500.0,10000.0,2473.0,2473.0,1909800.0,5000.0,998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 21:12:35.475631
SPNG,25.19,24.89,25.09,2031000.0,2830.0,2830.0,1806700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 21:12:36.535449
SMMR,25.13,24.95,25.13,1907100.0,1413.0,1413.0,1922300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 21:12:36.535449
ATMN,25.07,25.07,25.14,2185700.0,1333.0,1333.0,2283100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 21:12:36.535449
WNTR,25.04,25.04,25.06,2096200.0,1889.0,1889.0,2099600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 21:12:36.535449
SPNG,25.15,25.15,25.17,2131300.0,2167.0,1933100.0,2167.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 21:12:37.582116
SMMR,24.92,24.92,25.14,2006700.0,,2024000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 21:12:37.582116
ATMN,24.91,24.91,25.14,2286500.0,,2286500.0,2082.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 21:12:37.582116
WNTR,24.91,25.05,25.06,2066000.0,,2099600.0,2776.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 21:12:37.582116
SPNG,24.89,24.89,24.93,2162300.0,1670.0,1944800.0,1670.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 21:12:38.644440
SMMR,25.01,24.99,25.01,1906900.0,1886.0,1929800.0,1886.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 21:12:38.644440
ATMN,25.14,24.91,25.14,2172800.0,1642.0,2286500.0,1642.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 21:12:38.644440
WNTR,25.01,24.91,25.01,2066000.0,2816.0,2111300.0,2816.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 21:12:38.644440
SPNG,24.93,24.89,24.93,2156900.0,1765.0,1944800.0,1765.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 21:12:39.707578
SMMR,25.07,24.99,25.07,1906900.0,2248.0,1936300.0,2248.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 21:12:39.707578
ATMN,24.99,24.91,24.99,2164800.0,1735.0,2276500.0,1735.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 21:12:39.707578
WNTR,24.9,24.9,24.95,2068500.0,2976.0,1983400.0,2976.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 21:12:39.707578
SPNG,24.79,24.79,25.17,2146100.0,1744.0,1933100.0,1744.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 21:12:40.750964
SMMR,24.92,24.92,25.04,1923500.0,1755.0,1935300.0,1755.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 21:12:40.750964
ATMN,25.14,24.92,25.14,2161600.0,1390.0,2289400.0,1390.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 21:12:40.750964
WNTR,25.01,24.9,25.01,1966900.0,2611.0,2111300.0,2611.0,998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 21:12:40.750964
SPNG,24.79,24.95,25.12,2157300.0,1601.0,1966000.0,1601.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 21:12:41.792834
SMMR,24.91,24.91,25.04,1910900.0,1611.0,1916300.0,1611.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 21:12:41.792834
ATMN,24.98,24.98,25.22,2176800.0,1277.0,2267400.0,1277.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 21:12:41.792834
WNTR,24.89,24.97,25.14,2101000.0,,2136600.0,2067.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 21:12:41.792834
SPNG,25.12,24.95,25.12,2154000.0,1844.0,1973200.0,1844.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 21:12:42.827167
SMMR,24.9,24.92,25.04,1927400.0,1855.0,1916300.0,1855.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 21:12:42.827167
ATMN,24.98,24.98,25.07,2195300.0,1470.0,2268500.0,1470.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 21:12:42.827167
WNTR,24.88,24.88,25.02,1980300.0,3025.0,2090500.0,3025.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 21:12:42.827167
SPNG,25.17,24.95,25.17,2171000.0,1970.0,1942200.0,1970.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 21:12:43.875504
SMMR,24.92,24.92,25.07,2021000.0,,1917600.0,2532.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 21:12:43.875504
