ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,BUY_ZUAI-2,SELL_UEBR-1,SELL_GIOT-4,BUY_WRSW-1,BUY_WRSW-2,BUY_GIOT-4,BUY_UEBR-1,SELL_IESE-1,SELL_GIOT-3,SELL_WRSW-2,SELL_WRSW-3,SELL_WRSW-1,BUY_WRSW-3,BUY_IESE-1,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
SPNG,24.89,24.89,25.03,2175700.0,2214200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 11:53:27.817892,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.
SMMR,24.99,24.91,24.99,2106100.0,2057600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 11:53:27.817892,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,0.0,25.04,25.07,2197300.0,2153500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 11:53:27.817892,,,,,,
WNTR,25.0,24.96,24.98,2089700.0,1537500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 11:53:27.817892,,,,,,
SPNG,25.12,25.04,25.12,2189400.0,2231300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 11:53:28.369268
SMMR,25.09,24.91,25.09,2106100.0,2066300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 11:53:28.369268
ATMN,25.04,25.04,25.07,2197300.0,2147300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 11:53:28.369268
WNTR,25.0,24.96,24.98,2121000.0,1537500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 11:53:28.369268
SPNG,24.78,24.78,25.12,2017600.0,2231300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 11:53:29.430022
SMMR,24.96,24.96,25.0,2130000.0,2060100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 11:53:29.430022
ATMN,24.98,24.98,25.13,2164300.0,2156200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 11:53:29.430022
WNTR,25.27,25.2,25.27,2107400.0,1313000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 11:53:29.430022
SPNG,25.19,24.78,25.19,2145200.0,2229200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 11:53:30.518058
SMMR,25.09,25.17,25.36,2131000.0,2059400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 11:53:30.518058
ATMN,24.74,25.06,25.13,2086400.0,2156200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 11:53:30.518058
WNTR,24.92,24.92,25.05,2111100.0,1533900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 11:53:30.518058
