ticker,last_price,bid_price,ask_price,BUY_WRSW-3,BUY_LUIS-1,BUY_ANON,BUY_LAVL-1,SELL_LAVL-1,SELL_ANON,SELL_LUIS-1,BUY_GIOT-3,SELL_WRSW-3,SELL_UOTB-2,SELL_BRCH-3,BUY_BRCH-3,BUY_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
SPNG,25.0,25.0,25.01,6000.0,3000.0,1716500.0,2000.0,2000.0,1857200.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 19:27:37.501827,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.
SMMR,25.04,25.01,25.04,6000.0,,1874700.0,2000.0,,1713700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 19:27:37.501827,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,24.89,24.89,25.04,,,2052200.0,,2000.0,1962800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 19:27:37.501827,,,,,,
WNTR,25.09,25.01,25.07,6000.0,,1891800.0,2000.0,,2175500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 19:27:37.501827,,,,,,
SPNG,24.99,24.99,25.01,1936000.0,2000.0,2000.0,1857200.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 19:27:38.575136
SMMR,24.92,24.92,25.09,2105100.0,,,1685000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 19:27:38.575136
ATMN,24.89,24.89,25.0,1945600.0,500.0,3000.0,1861900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 19:27:38.575136
WNTR,25.07,24.88,25.07,1789300.0,,500.0,2064000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 19:27:38.575136
SPNG,24.91,24.99,25.01,1125.0,1000.0,1759200.0,3000.0,1125.0,1955000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:27:39.631675
SMMR,24.97,24.93,24.97,2062.0,1000.0,1781900.0,,937.0,1507900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:27:39.631675
ATMN,24.97,24.98,25.09,2975.0,1000.0,1750100.0,,,1953600.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:27:39.631675
WNTR,25.12,24.89,25.04,2062.0,,1859000.0,,3187.0,1932900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:27:39.631675
SPNG,24.9,24.91,25.02,3000.0,1927000.0,1861400.0,6000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:27:40.675003
SMMR,25.14,24.96,24.97,,1871300.0,1384100.0,,2732.0,1000.0,1000.0,1366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:27:40.675003
ATMN,24.92,24.89,24.92,,1937900.0,1792300.0,4500.0,,1000.0,1000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:27:40.675003
WNTR,25.12,24.98,25.01,,1803700.0,1932900.0,,1366.0,1000.0,1000.0,1366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:27:40.675003
SPNG,25.12,25.12,25.16,1822400.0,1000.0,6000.0,12000.0,1633500.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:27:41.725797
SMMR,25.17,24.99,25.11,1871300.0,,,,1283200.0,3142.0,205.0,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:27:41.725797
ATMN,24.89,24.9,24.92,1733400.0,1000.0,,9000.0,1367900.0,1366.0,1366.0,1000.0,2250.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:27:41.725797
WNTR,25.12,25.11,25.12,1698400.0,1000.0,,,1938500.0,1776.0,205.0,,,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:27:41.725797
SPNG,25.17,25.13,25.16,3000.0,1711700.0,1000.0,6000.0,6000.0,1825300.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:27:42.781697
SMMR,25.27,25.29,25.3,,1760200.0,1000.0,6000.0,,1280800.0,716.0,358.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:27:42.781697
ATMN,24.89,24.88,24.91,,1926800.0,1000.0,,13500.0,1278500.0,,,6000.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:27:42.781697
WNTR,25.12,25.09,25.12,,1799500.0,1000.0,,,1713000.0,358.0,358.0,6000.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:27:42.781697
SPNG,25.13,25.06,25.13,358.0,1000.0,6000.0,3000.0,1614400.0,1488500.0,716.0,12000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 19:27:43.846994
