ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp
ATMN,24.87,24.87,25.05,2049600.0,696.0,13500.0,3576.0,1370800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:21:34.471320
WNTR,25.11,25.11,25.13,2170000.0,1788.0,,696.0,1985100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:21:34.471320
SPNG,25.07,25.07,25.19,2080600.0,100.0,1377800.0,21000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:21:35.623280
SMMR,24.93,24.99,25.01,1990600.0,7970.0,1978900.0,,9505.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:21:35.623280
ATMN,25.1,24.88,25.09,1912400.0,1983.0,1563400.0,11250.0,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:21:35.623280
WNTR,25.08,25.08,25.12,2270300.0,,1978800.0,,17216.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:21:35.623280
SPNG,25.07,25.08,25.18,200.0,1984300.0,100.0,1343600.0,18000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:21:36.752648
SMMR,24.96,24.96,24.97,,2192900.0,25202.0,1782900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:21:36.752648
ATMN,25.16,24.81,25.16,1222.0,1916700.0,,1777600.0,6750.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:21:36.752648
WNTR,25.08,25.08,25.1,,2285300.0,23917.0,1850400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:21:36.752648
SPNG,25.2,24.68,25.2,2153100.0,1677100.0,12000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:21:37.823596
SMMR,24.93,24.93,24.95,2192300.0,1987500.0,,199.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:21:37.823596
ATMN,25.16,24.98,25.15,1814000.0,1579600.0,11250.0,,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:21:37.823596
WNTR,25.08,25.08,25.12,2269800.0,2237100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:21:37.823596
SPNG,24.64,24.65,24.91,3000.0,2055400.0,1451300.0,18000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:21:38.882260
SMMR,24.93,24.93,24.94,,2192300.0,1883600.0,,7862.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:21:38.882260
ATMN,24.87,24.91,25.12,4500.0,1804700.0,1497400.0,13500.0,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:21:38.882260
WNTR,24.93,24.9,24.91,,2204900.0,2226900.0,,,1041.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:21:38.882260
SPNG,25.25,24.76,25.24,1658800.0,5261.0,9000.0,3000.0,1980700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:21:39.949227
SMMR,24.91,24.91,24.93,2191900.0,,,,1758000.0,16931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:21:39.949227
ATMN,24.92,24.81,24.92,1945100.0,6184.0,2250.0,18000.0,1202000.0,6184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:21:39.949227
WNTR,24.9,24.96,25.0,2087400.0,7224.0,,,2105600.0,6183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:21:39.949227
SPNG,25.25,24.76,25.09,1658800.0,5261.0,9000.0,1996700.0,3000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:21:40.498024
SMMR,24.88,24.88,24.93,2205800.0,,,1758000.0,,16931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:21:40.498024
ATMN,24.61,24.61,25.12,2026300.0,,,1590700.0,11250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:21:40.498024
WNTR,24.9,24.96,25.0,2087400.0,7224.0,,2104500.0,,6183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:21:40.498024
SPNG,24.78,25.04,25.09,15000.0,1658800.0,2083500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:21:41.572396
SMMR,24.88,24.85,24.87,,2207400.0,1966100.0,7302.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:21:41.572396
ATMN,24.61,24.78,24.91,2250.0,1913300.0,1290900.0,100.0,6167.0,15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:21:41.572396
WNTR,25.05,24.89,25.05,,2309100.0,2207700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:21:41.572396
SPNG,24.64,24.65,25.09,3000.0,2066700.0,1996800.0,1092.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:21:42.658421
SMMR,24.85,24.85,24.86,,2117500.0,1995200.0,10000.0,1147.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:21:42.658421
ATMN,24.61,24.61,25.08,4500.0,1908800.0,1203200.0,100.0,,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:21:42.658421
WNTR,24.88,24.88,25.02,,2269400.0,2119700.0,7518.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:21:42.658421
SPNG,24.64,24.67,25.06,100.0,1872900.0,6000.0,1192.0,6000.0,1702600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:21:43.715510
SMMR,24.84,24.84,24.86,,2228100.0,,7551.0,,1979200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:21:43.715510
ATMN,24.79,24.74,24.79,100.0,1672500.0,6750.0,7919.0,,2011800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:21:43.715510
WNTR,25.05,24.89,25.05,5873.0,2188800.0,,,,2250300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:21:43.715510
SPNG,25.09,24.87,25.03,12000.0,1602400.0,1998.0,100.0,6000.0,1817600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:21:44.770458
SMMR,24.84,24.84,24.86,,2092200.0,7992.0,3996.0,,1979200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:21:44.770458
ATMN,24.79,24.75,24.79,11250.0,1457600.0,6793.0,100.0,,2011800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:21:44.770458
WNTR,25.05,24.94,25.05,,2188800.0,8814.0,4514.0,,2131700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:21:44.770458
SPNG,25.2,25.02,25.19,15000.0,1523200.0,1998.0,6000.0,1926600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:21:45.824374
SMMR,24.93,24.84,24.85,,1862300.0,10000.0,,1979200.0,4012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:21:45.824374
ATMN,24.74,24.79,25.2,6750.0,1569700.0,6893.0,,1972400.0,3535.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:21:45.824374
WNTR,24.88,24.88,24.94,,2185500.0,6062.0,,2022800.0,12924.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:21:45.824374
SPNG,24.66,24.67,25.19,9000.0,1872900.0,9000.0,1802400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:21:46.884692
SMMR,24.83,24.85,24.93,,2095300.0,,1976600.0,6827.0,6827.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:21:46.884692
ATMN,24.82,24.79,24.82,11250.0,1453500.0,2250.0,1951800.0,5802.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:21:46.884692
WNTR,24.84,24.85,24.9,,2294900.0,,2157000.0,,9355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:21:46.884692
SPNG,25.02,24.88,24.91,12000.0,1722900.0,15000.0,1521500.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:21:47.932357
SMMR,24.82,24.83,24.84,,2088900.0,,1914000.0,14245.0,7418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:21:47.932357
ATMN,24.82,24.94,25.01,15750.0,1174200.0,4500.0,1858700.0,,7378.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:21:47.932357
WNTR,24.95,24.95,24.98,,2304800.0,,2260000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:21:47.932357
SPNG,24.92,24.88,24.92,15000.0,1944.0,1423500.0,1399000.0,3252.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:21:48.979575
SMMR,24.85,24.91,24.92,,16096.0,1981600.0,1906700.0,8763.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:21:48.979575
ATMN,24.73,24.75,24.98,9000.0,7376.0,1575000.0,1443000.0,6405.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:21:48.979575
WNTR,24.98,24.86,24.98,,8678.0,2166500.0,2260000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:21:48.979575
SPNG,25.01,24.95,25.0,1313400.0,18000.0,1944.0,15000.0,1521700.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:21:49.530577
SMMR,24.85,24.91,24.92,1981700.0,,16096.0,,1899100.0,8763.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:21:49.530577
ATMN,24.62,24.62,24.98,1796900.0,6750.0,,11250.0,1355300.0,6405.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:21:49.530577
WNTR,25.02,24.86,24.97,2166500.0,,8678.0,,2248000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:21:49.530577
SPNG,25.12,24.96,24.98,2325.0,1313400.0,21000.0,1593900.0,15000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 19:21:50.618101
SMMR,24.82,24.82,24.85,,2193300.0,,2033000.0,,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 19:21:50.618101
ATMN,24.62,24.87,24.9,576.0,2015200.0,,1355300.0,13500.0,5979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 19:21:50.618101
WNTR,24.83,24.83,25.02,,2285700.0,,2240000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 19:21:50.618101
