ticker,last_price,bid_price,ask_price,BUY_LUIS-1,BUY_ANON,SELL_WRSW-2,SELL_LUIS-1,SELL_ANON,BUY_GIOT-3,BUY_ZUAI-2,SELL_UEBR-1,SELL_GIOT-4,BUY_WRSW-1,BUY_WRSW-2,BUY_GIOT-4,BUY_UEBR-1,SELL_IESE-1,BUY_LUIS-4,SELL_GIOT-3,SELL_WRSW-3,SELL_WRSW-1,BUY_WRSW-3,BUY_IESE-1,SELL_LUIS-4,tick,timestamp,news_news_id,news_period,news_tick,news_ticker,news_headline,news_body
SPNG,0.0,24.92,24.96,4500.0,1829300.0,7500.0,2250.0,2168300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 07:41:40.358372,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 11000 shares for this week.
SMMR,24.86,24.96,25.04,,1805300.0,,,2149500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 07:41:40.358372,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,0.0,25.06,25.11,,2317900.0,,,2231700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 07:41:40.358372,,,,,,
WNTR,25.03,24.96,25.03,,2172500.0,,,2070600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 07:41:40.358372,,,,,,
SPNG,0.0,24.92,24.96,4500.0,1951800.0,4500.0,2168300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 07:41:40.909921
SMMR,25.04,24.96,25.04,,1805300.0,,2180100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 07:41:40.909921
ATMN,25.11,25.07,25.11,2250.0,2200500.0,,2123900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 07:41:40.909921
WNTR,25.07,24.96,25.07,,2172500.0,,1986100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 07:41:40.909921
SPNG,24.97,24.91,24.97,2054600.0,2419800.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 07:41:41.464231
SMMR,24.9,24.86,24.9,1826000.0,2094100.0,1875.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 07:41:41.464231
ATMN,25.11,25.07,25.1,1945100.0,1910100.0,1875.0,4500.0,1875.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 07:41:41.464231
WNTR,24.96,24.96,25.07,2080100.0,2099500.0,,,7500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 07:41:41.464231
SPNG,25.14,24.91,25.14,2054600.0,4500.0,4500.0,2188000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 07:41:42.499528
SMMR,25.05,24.86,25.05,1826000.0,,,2182900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 07:41:42.499528
ATMN,25.06,24.94,24.99,2282200.0,,4500.0,2027100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 07:41:42.499528
WNTR,25.07,24.96,25.07,2202700.0,,,2090200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 07:41:42.499528
SPNG,25.14,24.92,25.14,4687.0,1966100.0,4500.0,4500.0,2176000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 07:41:43.526817
SMMR,25.06,25.06,25.1,4687.0,2065300.0,,,2149100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 07:41:43.526817
ATMN,25.11,24.95,25.11,,2026500.0,4500.0,,2223900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 07:41:43.526817
WNTR,25.08,24.98,25.08,,2228500.0,,,2092000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 07:41:43.526817
SPNG,24.74,24.74,25.14,1954900.0,4500.0,2176000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 07:41:44.562190
SMMR,25.06,25.06,25.07,2183100.0,,2182700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 07:41:44.562190
ATMN,24.78,24.95,25.11,2042200.0,,2223900.0,1641.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 07:41:44.562190
WNTR,25.03,24.98,25.02,2228500.0,,2111800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 07:41:44.562190
SPNG,24.74,24.74,24.9,2081300.0,2196900.0,4500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 07:41:45.591321
SMMR,25.07,24.86,25.07,2032700.0,2175200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 07:41:45.591321
ATMN,25.12,24.79,25.12,2047800.0,2200000.0,,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 07:41:45.591321
WNTR,25.08,24.98,25.08,2228500.0,2043400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 07:41:45.591321
SPNG,24.74,24.83,24.9,2147200.0,4500.0,1950200.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 07:41:46.632738
SMMR,25.07,25.01,25.07,2097500.0,,2175200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 07:41:46.632738
ATMN,25.23,24.85,25.23,1798200.0,9000.0,2193200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 07:41:46.632738
WNTR,25.08,24.95,25.08,2193700.0,,2022600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 07:41:46.632738
SPNG,25.11,25.11,25.14,1914400.0,6750.0,293.0,9000.0,1930200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 07:41:47.674258
SMMR,25.01,25.01,25.09,2085900.0,,,,2148800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 07:41:47.674258
ATMN,24.84,24.84,25.17,2014800.0,4500.0,,2250.0,2125500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 07:41:47.674258
WNTR,24.88,24.88,25.08,2163500.0,,,,2012000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 07:41:47.674258
SPNG,24.83,24.83,24.89,2147200.0,4500.0,293.0,9000.0,1830800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 07:41:48.738705
SMMR,25.01,24.87,24.97,2111400.0,,293.0,,2046300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 07:41:48.738705
