ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,BUY_UOTB-3,SELL_COLA-3,BUY_COLB-2,SELL_WRSW-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
SMMR,0.0,24.98,25.02,2015300.0,2049200.0,10000.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:24:32.637423
ATMN,25.01,24.9,25.01,2103000.0,1917000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:24:32.637423
WNTR,24.96,24.96,25.22,1883000.0,2035600.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 21:24:32.637423
SPNG,25.1,24.93,25.1,2195900.0,1916100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:24:33.709649
SMMR,0.0,24.98,25.02,2017700.0,2039500.0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:24:33.709649
ATMN,25.22,24.93,25.22,2169300.0,1680900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:24:33.709649
WNTR,24.89,25.2,25.22,1860800.0,2035600.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 21:24:33.709649
SPNG,24.93,24.93,25.13,1983000.0,10000.0,3000.0,1909700.0,3000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:24:34.764721
SMMR,25.02,24.98,25.02,2017700.0,,4000.0,1944100.0,8000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:24:34.764721
ATMN,24.9,25.2,25.22,1818200.0,10000.0,7000.0,1680900.0,7000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:24:34.764721
WNTR,25.2,25.2,25.22,1986100.0,100.0,4500.0,1918300.0,4500.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 21:24:34.764721
SPNG,24.93,24.93,25.13,1981900.0,100.0,3000.0,2026400.0,3000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:24:35.815013
SMMR,24.97,24.97,25.03,2033700.0,,4000.0,2050500.0,4000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:24:35.815013
ATMN,25.2,25.2,25.22,1935100.0,5000.0,3500.0,1961700.0,3500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:24:35.815013
WNTR,25.13,25.13,25.22,1889800.0,,,1941700.0,4500.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 21:24:35.815013
SPNG,24.78,24.88,25.13,1955500.0,2698.0,1904900.0,2698.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:24:36.873250
SMMR,24.97,25.01,25.03,1809000.0,4876.0,1839800.0,4876.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:24:36.873250
ATMN,24.9,24.9,25.1,1934800.0,2310.0,1828800.0,2310.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:24:36.873250
WNTR,25.09,24.88,25.09,1664100.0,4302.0,1813400.0,4302.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 21:24:36.873250
SPNG,25.2,24.59,25.14,1533.0,2077500.0,1533.0,2008300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:24:37.432505
SMMR,24.97,25.01,25.03,5244.0,1826200.0,5244.0,1839800.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:24:37.432505
ATMN,24.9,24.9,25.1,1260.0,1934800.0,1260.0,1921700.0,100.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:24:37.432505
WNTR,24.87,24.87,25.11,2656.0,1543500.0,2656.0,2038600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 21:24:37.432505
SPNG,25.2,24.99,25.15,2081300.0,1699.0,1699.0,2008300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:24:38.588169
SMMR,25.05,25.01,25.05,2032800.0,2129.0,2129.0,2053200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:24:38.588169
ATMN,24.95,24.9,24.95,2153000.0,,,2125100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:24:38.588169
WNTR,25.14,25.14,25.17,1658600.0,1984.0,1984.0,2026600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 21:24:38.588169
SPNG,25.2,24.95,25.2,1796.0,2092000.0,1881500.0,3592.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:24:39.691030
SMMR,25.09,25.01,25.08,3980.0,1826200.0,1912600.0,3980.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:24:39.691030
ATMN,24.95,24.9,24.95,1224.0,2038800.0,2165700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:24:39.691030
WNTR,25.09,24.87,25.09,2655.0,1737000.0,2158800.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 21:24:39.691030
SPNG,24.49,24.85,25.16,1528.0,2092000.0,1909300.0,10000.0,1528.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:24:40.815385
SMMR,25.09,25.01,25.06,1867.0,1913300.0,1881400.0,5000.0,1867.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:24:40.815385
ATMN,25.12,24.86,25.12,1397.0,1926800.0,2038900.0,,1397.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:24:40.815385
WNTR,25.17,25.1,25.12,2142.0,1826600.0,1935100.0,5000.0,2142.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 21:24:40.815385
SPNG,25.3,24.91,25.16,2002800.0,3273.0,100.0,1808800.0,3273.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:24:41.866892
SMMR,25.09,25.01,25.08,1819900.0,3828.0,100.0,1788400.0,3828.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:24:41.866892
ATMN,25.14,24.86,24.89,1801200.0,2865.0,,2048200.0,1468.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:24:41.866892
WNTR,25.07,25.03,25.07,1859600.0,,1000.0,1835500.0,4392.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 21:24:41.866892
SPNG,24.91,24.91,25.34,1904000.0,4862.0,100.0,1903600.0,4862.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:24:42.416857
SMMR,25.01,25.01,25.08,1830900.0,5058.0,10000.0,1788400.0,5058.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:24:42.416857
ATMN,24.86,24.94,25.22,1926300.0,2349.0,100.0,1938500.0,4698.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:24:42.416857
WNTR,25.03,25.02,25.03,1770000.0,7364.0,,1856200.0,7364.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 21:24:42.416857
SPNG,24.91,24.91,25.05,2002800.0,2500.0,2096.0,2031500.0,2096.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 21:24:43.496850
SMMR,25.09,25.01,25.06,1918000.0,10000.0,2180.0,1998700.0,2180.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 21:24:43.496850
ATMN,24.86,24.74,24.79,2076100.0,,1746.0,2026300.0,1746.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 21:24:43.496850
WNTR,24.87,24.87,25.03,1767800.0,,2666.0,1946000.0,2666.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 21:24:43.496850
SPNG,24.69,24.9,25.05,3470.0,2011900.0,3470.0,1939000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 21:24:44.598396
SMMR,25.05,25.01,25.05,2036.0,1918000.0,2036.0,2030400.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 21:24:44.598396
ATMN,24.86,24.74,24.79,1630.0,2046600.0,1630.0,1905900.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 21:24:44.598396
WNTR,24.87,24.87,25.03,2490.0,2120000.0,2490.0,1946000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 21:24:44.598396
SPNG,25.2,24.49,24.62,2119500.0,1892.0,1892.0,2026700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 21:24:45.687517
SMMR,25.05,25.01,25.05,1918000.0,2231.0,2231.0,1977100.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 21:24:45.687517
ATMN,25.1,24.74,24.83,2046600.0,2183.0,2183.0,1999800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 21:24:45.687517
WNTR,24.87,24.93,25.03,2098100.0,2729.0,2729.0,1946000.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 21:24:45.687517
SPNG,24.49,24.63,25.2,2186.0,2119500.0,1936700.0,4372.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 21:24:46.735245
SMMR,25.07,25.01,25.07,4736.0,1830900.0,1854100.0,4736.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 21:24:46.735245
ATMN,24.74,24.82,24.88,4636.0,1852500.0,1889700.0,4636.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 21:24:46.735245
WNTR,25.08,24.95,25.11,5996.0,1888100.0,2059900.0,2998.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 21:24:46.735245
SPNG,25.27,24.9,25.26,2126500.0,2414.0,2020100.0,2414.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 21:24:47.821922
SMMR,24.94,24.98,25.07,1896300.0,2843.0,1952500.0,2843.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 21:24:47.821922
ATMN,25.23,24.82,24.91,1950200.0,2930.0,2035400.0,2930.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 21:24:47.821922
WNTR,25.08,25.04,25.12,1979700.0,3311.0,2059900.0,3311.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 21:24:47.821922
SPNG,24.66,24.59,24.66,2041600.0,3910.0,1936400.0,3910.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 21:24:48.876078
SMMR,25.07,24.98,25.07,1806900.0,5320.0,1868000.0,5320.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 21:24:48.876078
ATMN,24.74,24.74,25.23,1950200.0,2733.0,2027000.0,2733.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 21:24:48.876078
WNTR,25.02,25.04,25.06,2001400.0,3098.0,2080100.0,3098.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 21:24:48.876078
SPNG,25.26,24.64,25.26,100.0,2454.0,1954100.0,5000.0,1919200.0,2454.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 21:24:49.935257
SMMR,25.08,24.94,25.07,,2977.0,1875500.0,5000.0,1872000.0,2977.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 21:24:49.935257
ATMN,24.74,24.74,24.92,5000.0,6116.0,1757800.0,5000.0,1889900.0,6116.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 21:24:49.935257
WNTR,25.17,25.04,25.07,10000.0,7948.0,1774200.0,5000.0,2056300.0,3974.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 21:24:49.935257
SPNG,25.29,25.29,25.32,1960900.0,100.0,2134.0,5000.0,5000.0,2021000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 21:24:50.489180
SMMR,24.94,24.93,24.94,1872800.0,,5318.0,,5000.0,1681100.0,10000.0,5318.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 21:24:50.489180
ATMN,24.93,24.74,24.94,1757800.0,5000.0,5191.0,5000.0,5000.0,1791600.0,,5191.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 21:24:50.489180
WNTR,25.17,25.04,25.06,1788600.0,10000.0,5832.0,5000.0,5000.0,1711200.0,500.0,5832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 21:24:50.489180
SPNG,25.28,24.59,25.02,2072600.0,2011.0,5000.0,1859600.0,2011.0,100.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 21:24:51.580570
SMMR,24.94,24.93,24.94,1882700.0,2677.0,,1768000.0,2677.0,10000.0,5000.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 21:24:51.580570
ATMN,24.72,24.88,25.23,1996300.0,2542.0,5000.0,1889100.0,2542.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 21:24:51.580570
WNTR,25.22,25.02,25.07,1992900.0,3364.0,5000.0,1961800.0,3364.0,,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 21:24:51.580570
SPNG,25.33,24.59,25.32,1961800.0,100.0,1038.0,5000.0,5000.0,1958900.0,1038.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 21:24:52.636883
SMMR,24.94,24.93,24.94,1909700.0,2000.0,1937.0,,6250.0,1768000.0,1937.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 21:24:52.636883
ATMN,24.83,24.79,24.83,1980900.0,,1344.0,5000.0,5000.0,1796900.0,1344.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 21:24:52.636883
WNTR,25.24,24.97,24.99,2000900.0,,2312.0,5000.0,5000.0,1820700.0,5249.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 21:24:52.636883
SPNG,25.01,24.6,24.93,6250.0,2073500.0,1038.0,1956200.0,2194.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 21:24:53.683138
SMMR,25.1,24.93,25.1,,2015400.0,2396.0,1984800.0,2396.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 21:24:53.683138
ATMN,25.23,24.79,24.86,5000.0,1960100.0,1642.0,1889100.0,1642.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 21:24:53.683138
WNTR,24.96,24.96,25.11,6250.0,1984700.0,2575.0,2021400.0,2575.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 21:24:53.683138
SPNG,24.48,24.97,25.05,1429.0,2190400.0,1954400.0,6250.0,1429.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 21:24:54.745270
SMMR,25.1,24.94,25.09,,2015400.0,1990200.0,6250.0,,1250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 21:24:54.745270
ATMN,25.34,24.8,25.34,1789.0,1960100.0,2174600.0,,,6250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 21:24:54.745270
WNTR,24.99,24.97,24.99,,2085500.0,2032200.0,,1701.0,6250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 21:24:54.745270
SPNG,25.05,24.48,24.87,2190400.0,2090.0,6250.0,2090.0,1954400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 21:24:55.808273
SMMR,24.94,24.95,25.1,1909700.0,2856.0,,2856.0,1983300.0,6250.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 21:24:55.808273
ATMN,24.81,24.94,25.34,1991000.0,2549.0,,2549.0,2022700.0,6250.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 21:24:55.808273
WNTR,24.99,24.97,24.99,1869200.0,3146.0,,3146.0,1943000.0,6250.0,10000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 21:24:55.808273
SPNG,25.14,25.14,25.21,2092300.0,1122.0,6250.0,1970700.0,100.0,1122.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 21:24:56.853001
SMMR,24.93,24.93,25.06,1777200.0,1892.0,6250.0,2093400.0,,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 21:24:56.853001
ATMN,24.76,24.72,25.07,2041400.0,1705.0,,1876800.0,10000.0,1705.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 21:24:56.853001
WNTR,24.99,25.03,25.14,1988500.0,2507.0,,1939400.0,100.0,2507.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 21:24:56.853001
SPNG,24.6,24.48,24.6,2278200.0,1891400.0,100.0,3038.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 21:24:57.910908
SMMR,25.12,25.08,25.12,1788000.0,1871500.0,,4818.0,10000.0,4818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 21:24:57.910908
ATMN,24.76,24.8,24.97,1834000.0,1764700.0,5000.0,3884.0,100.0,3884.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 21:24:57.910908
WNTR,25.09,25.03,25.09,2223100.0,1914600.0,,5712.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 21:24:57.910908
SPNG,24.48,24.48,24.96,2203000.0,1604.0,10000.0,1865700.0,3750.0,1604.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 21:24:58.969312
SMMR,25.08,24.95,25.02,1895200.0,2364.0,100.0,1872400.0,,2364.0,6250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 21:24:58.969312
ATMN,24.76,24.76,24.97,1955800.0,1905.0,10000.0,1739700.0,3480.0,1905.0,6250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 21:24:58.969312
