ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,SELL_BABS-4,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp
ATMN,24.68,24.68,24.99,,2062000.0,3500.0,1997300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 19:58:28.723364
WNTR,25.08,25.13,25.16,3500.0,2236600.0,,1733200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 19:58:28.723364
SPNG,24.89,24.91,25.01,5250.0,1711900.0,3000.0,1838300.0,5250.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 19:58:29.860976
SMMR,24.96,24.96,24.99,5250.0,1776600.0,,1782200.0,5250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 19:58:29.860976
ATMN,25.33,24.69,24.98,1750.0,1884100.0,2250.0,2024300.0,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 19:58:29.860976
WNTR,25.0,25.0,25.15,3500.0,2236600.0,,2107600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 19:58:29.860976
SPNG,25.01,24.89,25.0,1888200.0,3000.0,3000.0,2039800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:58:30.943754
SMMR,25.03,24.96,25.03,1972600.0,,,1968700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:58:30.943754
ATMN,25.3,24.75,25.3,1884100.0,2250.0,2250.0,2018800.0,4374.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:58:30.943754
WNTR,24.95,24.95,25.02,2373200.0,,,2232500.0,,2187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 19:58:30.943754
SPNG,25.01,24.89,25.0,1672100.0,9000.0,6000.0,1944800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:58:32.026761
SMMR,25.03,24.97,25.02,1857600.0,,,1908300.0,2515.0,2515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:58:32.026761
ATMN,24.66,24.69,25.03,1959000.0,2250.0,4500.0,1887800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:58:32.026761
WNTR,25.02,24.94,25.02,2260600.0,,,2369300.0,2515.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 19:58:32.026761
SPNG,25.06,24.97,25.06,5195.0,1671800.0,3000.0,2165000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:58:33.090554
SMMR,25.01,25.01,25.02,3855.0,1742000.0,,1827300.0,3855.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:58:33.090554
ATMN,24.57,24.97,24.98,1340.0,2016600.0,,1659700.0,5195.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:58:33.090554
WNTR,24.97,24.95,24.97,5195.0,2132000.0,,2267300.0,1340.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 19:58:33.090554
SPNG,25.09,24.86,25.09,1910700.0,3000.0,2046200.0,1340.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:58:33.681360
SMMR,24.97,24.97,25.02,1857600.0,,1826200.0,3855.0,2515.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:58:33.681360
ATMN,24.57,24.97,24.98,2016600.0,,1563700.0,5195.0,1340.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:58:33.681360
WNTR,25.02,25.04,25.1,2137200.0,,2314100.0,,5195.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 19:58:33.681360
SPNG,25.08,25.11,25.16,9000.0,1557200.0,629.0,2144900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 19:58:34.811093
SMMR,25.02,24.96,25.02,,1877900.0,629.0,1996300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 19:58:34.811093
ATMN,25.03,25.05,25.11,,2029600.0,629.0,1925300.0,4500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 19:58:34.811093
WNTR,25.03,25.03,25.09,,2258800.0,3774.0,2232700.0,,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 19:58:34.811093
SPNG,25.04,24.86,25.04,1783200.0,6000.0,1910300.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:58:35.888572
SMMR,24.85,24.85,25.03,2022900.0,,1974500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:58:35.888572
ATMN,25.03,25.05,25.1,2030800.0,2250.0,1668000.0,9000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:58:35.888572
WNTR,25.1,24.93,25.07,2282800.0,,2243500.0,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 19:58:35.888572
SPNG,25.04,25.03,25.04,1569500.0,100.0,9000.0,1849400.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:58:36.977798
SMMR,24.98,24.86,24.97,1911900.0,100.0,,1870200.0,,9666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:58:36.977798
ATMN,24.91,25.03,25.08,1582800.0,100.0,9000.0,1134000.0,15750.0,13084.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:58:36.977798
WNTR,25.1,24.98,25.01,2133900.0,14230.0,,2062700.0,,11770.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 19:58:36.977798
SPNG,25.18,25.03,25.04,1359600.0,300.0,9000.0,100.0,2028800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:58:38.173732
SMMR,24.81,24.81,24.95,2029000.0,,,3811.0,1853400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:58:38.173732
ATMN,24.89,24.9,25.07,1993700.0,1612.0,,13727.0,734000.0,22500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:58:38.173732
WNTR,24.98,25.0,25.07,2379200.0,,,10000.0,2225500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 19:58:38.173732
SPNG,24.97,24.98,25.04,12000.0,1480500.0,100.0,100.0,2028800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:58:38.729492
SMMR,24.81,24.81,24.95,,2004500.0,,3811.0,1853400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:58:38.729492
ATMN,24.86,24.86,25.07,,2107300.0,,13727.0,646000.0,24750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:58:38.729492
WNTR,24.98,25.0,25.07,,2379200.0,,10000.0,2221700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 19:58:38.729492
SPNG,24.97,24.97,25.03,1660700.0,9000.0,100.0,2017600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:58:39.809303
SMMR,24.81,24.83,24.93,1944700.0,,3794.0,1837800.0,9304.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:58:39.809303
ATMN,24.73,24.73,25.1,2102600.0,,,1759100.0,,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:58:39.809303
WNTR,24.94,24.94,25.05,2377800.0,,4230.0,2227400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 19:58:39.809303
SPNG,25.18,24.98,25.18,15000.0,100.0,1364100.0,2096900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:58:40.850056
SMMR,24.93,24.96,25.04,,9404.0,1828800.0,1936100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:58:40.850056
ATMN,25.2,24.78,25.02,2250.0,770.0,1934100.0,1959900.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:58:40.850056
WNTR,24.93,24.93,24.98,,,2400000.0,2112800.0,11418.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 19:58:40.850056
SPNG,24.97,25.2,25.23,12000.0,1589100.0,3000.0,2002500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:58:41.888968
SMMR,25.04,25.0,25.04,,1742100.0,,1837800.0,15306.0,417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:58:41.888968
ATMN,25.04,24.79,24.97,4500.0,1743600.0,,2068700.0,1614.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:58:41.888968
WNTR,24.9,24.9,24.96,,2377300.0,,2014000.0,,15719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 19:58:41.888968
SPNG,25.05,24.97,25.04,1973600.0,9000.0,1703400.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:58:42.961496
SMMR,25.03,24.88,24.96,2024800.0,,1947600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:58:42.961496
ATMN,24.97,25.07,25.1,1714600.0,,2096700.0,,5571.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:58:42.961496
WNTR,24.89,24.89,24.93,2275200.0,,2234200.0,7070.0,2030.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 19:58:42.961496
SPNG,25.24,24.98,25.24,1847400.0,1734.0,2087200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:58:44.052536
SMMR,25.07,24.94,25.02,1828400.0,14951.0,1863300.0,1289.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:58:44.052536
ATMN,25.05,24.82,25.03,1504000.0,9191.0,1876300.0,7037.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:58:44.052536
WNTR,24.87,24.87,24.89,2259800.0,431.0,2014000.0,23888.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 19:58:44.052536
SPNG,24.97,24.99,25.24,3000.0,1898000.0,2087200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:58:45.141633
SMMR,24.9,24.88,24.9,,1916000.0,1954300.0,8044.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:58:45.141633
ATMN,25.05,24.79,24.86,11250.0,1611000.0,2005200.0,,2250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:58:45.141633
WNTR,25.01,24.91,24.98,,2242900.0,2241600.0,10000.0,,1681.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 19:58:45.141633
SPNG,24.91,24.89,24.91,1980800.0,1918500.0,100.0,3000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:58:46.203823
SMMR,25.11,24.88,25.11,1857400.0,1970200.0,,,10509.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:58:46.203823
ATMN,24.86,24.84,24.85,1221200.0,1804600.0,8408.0,4500.0,7513.0,15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:58:46.203823
WNTR,25.05,24.9,25.05,2242900.0,2359100.0,,,8408.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 19:58:46.203823
SPNG,24.89,24.9,24.91,3000.0,1800900.0,100.0,1835100.0,100.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:58:46.761469
SMMR,25.12,24.88,25.12,,1857400.0,10509.0,1959700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:58:46.761469
ATMN,25.1,24.84,25.1,15750.0,1244200.0,7513.0,2075300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:58:46.761469
WNTR,25.01,25.01,25.05,,2245300.0,8408.0,2359100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 19:58:46.761469
SPNG,24.87,24.88,25.24,3000.0,1914700.0,2002500.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:58:47.847457
SMMR,25.13,24.82,24.86,,2056100.0,1978600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:58:47.847457
ATMN,25.21,24.79,25.21,15750.0,1423000.0,2057600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:58:47.847457
WNTR,25.02,25.02,25.06,,2364500.0,2344700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 19:58:47.847457
SPNG,25.16,25.23,25.24,1723100.0,6000.0,1745.0,1779700.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:58:48.925201
SMMR,24.86,24.84,24.86,2011000.0,,4819.0,1978600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:58:48.925201
ATMN,25.21,25.07,25.12,1227000.0,18000.0,7623.0,1956900.0,,543.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:58:48.925201
WNTR,25.1,25.09,25.1,2123000.0,,13169.0,2211200.0,,474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 19:58:48.925201
SPNG,25.23,25.23,25.24,6610.0,6000.0,1623300.0,1757800.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:58:49.984771
SMMR,24.86,24.84,24.85,13943.0,,1784400.0,1788400.0,,2229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:58:49.984771
ATMN,25.21,25.09,25.12,15319.0,20250.0,1011400.0,1909600.0,,756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:58:49.984771
WNTR,25.11,25.1,25.11,19111.0,,2010100.0,2224600.0,,474.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 19:58:49.984771
SPNG,25.26,24.88,25.25,9000.0,1721600.0,3000.0,1959300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:58:51.078940
SMMR,24.94,24.94,25.13,,2106600.0,,1960800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:58:51.078940
ATMN,25.12,24.79,25.12,6750.0,1835000.0,,2099000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:58:51.078940
WNTR,25.01,24.88,25.01,,2238900.0,,2342500.0,1388.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 19:58:51.078940
SPNG,24.87,24.87,25.26,2032300.0,2081200.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 19:58:52.147963
