ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,SELL_UOTB-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,BUY_UOTB-3,SELL_COLA-3,SELL_WRSW-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
SMMR,25.03,24.93,25.03,2019600.0,9700.0,2138200.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 16:24:22.508652
ATMN,24.88,24.88,25.03,1995400.0,9000.0,2158600.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 16:24:22.508652
WNTR,24.88,24.88,25.04,2038700.0,9700.0,2054200.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 16:24:22.508652
SPNG,24.95,24.99,25.15,2040400.0,6000.0,1659300.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 16:24:23.538995
SMMR,25.08,24.87,25.08,2036800.0,9700.0,2132600.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 16:24:23.538995
ATMN,24.88,24.88,24.96,1995400.0,9000.0,2161100.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 16:24:23.538995
WNTR,24.88,24.88,24.89,2069300.0,9700.0,2067500.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 16:24:23.538995
SPNG,24.98,24.98,25.12,2051500.0,6000.0,1746700.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 16:24:24.600905
SMMR,25.1,24.87,24.93,2059300.0,9700.0,2135500.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 16:24:24.600905
ATMN,24.8,24.8,24.96,2006600.0,9000.0,2161100.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 16:24:24.600905
WNTR,24.89,24.95,25.03,2031100.0,9700.0,2064900.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 16:24:24.600905
SPNG,24.71,24.71,24.85,2031500.0,6000.0,1856200.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 16:24:25.689976
SMMR,24.93,24.94,25.1,2044100.0,9700.0,2162200.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 16:24:25.689976
ATMN,24.96,25.01,25.03,2012300.0,9000.0,2156900.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 16:24:25.689976
WNTR,24.83,24.83,24.98,2057400.0,9700.0,2078500.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 16:24:25.689976
SPNG,25.15,24.71,25.15,2066400.0,6000.0,1659300.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 16:24:26.754067
SMMR,24.86,24.86,25.1,2036800.0,9700.0,2134700.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 16:24:26.754067
ATMN,24.96,25.01,25.03,2102800.0,,2254600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 16:24:26.754067
WNTR,24.96,24.83,24.9,2057400.0,9700.0,2120300.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 16:24:26.754067
SPNG,25.15,24.71,25.15,2060600.0,6000.0,1750100.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 16:24:27.301612
SMMR,25.18,24.86,25.18,2036800.0,9700.0,2132200.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 16:24:27.301612
ATMN,24.79,24.79,24.89,2042500.0,9000.0,2137000.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 16:24:27.301612
WNTR,24.9,24.91,24.93,2083600.0,9700.0,2113300.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 16:24:27.301612
SPNG,24.73,24.71,24.73,2060600.0,6000.0,1873800.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 16:24:28.342480
SMMR,24.84,24.84,24.89,2077700.0,9700.0,2124600.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 16:24:28.342480
ATMN,25.0,24.79,25.0,2042500.0,9000.0,2144800.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 16:24:28.342480
WNTR,24.93,24.93,24.96,2051800.0,9700.0,2116100.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 16:24:28.342480
SPNG,24.73,25.11,25.15,2060000.0,6000.0,1986600.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 16:24:29.376228
SMMR,25.18,24.84,25.18,2070900.0,9700.0,2132200.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 16:24:29.376228
ATMN,24.64,24.64,25.03,2065800.0,9000.0,2140700.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 16:24:29.376228
WNTR,24.98,24.93,24.98,2102900.0,9700.0,2100300.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 16:24:29.376228
SPNG,25.15,24.71,25.15,2061600.0,6000.0,1986600.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 16:24:30.421995
SMMR,24.84,25.17,25.18,2042600.0,9700.0,2143900.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 16:24:30.421995
ATMN,24.85,24.85,25.03,2040100.0,9000.0,2129400.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 16:24:30.421995
WNTR,24.83,24.83,25.03,2089800.0,9700.0,2190600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 16:24:30.421995
SPNG,25.22,24.83,25.22,2072900.0,6000.0,1861900.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 16:24:31.463522
SMMR,24.82,24.82,25.18,2050800.0,9700.0,2130900.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 16:24:31.463522
ATMN,24.97,24.85,24.92,2040100.0,9000.0,2130900.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 16:24:31.463522
WNTR,25.04,25.04,25.07,2053700.0,9700.0,2182700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 16:24:31.463522
SPNG,25.25,24.83,25.25,2043700.0,6000.0,1768300.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 16:24:32.491567
SMMR,25.18,25.06,25.09,2067400.0,9700.0,2098600.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 16:24:32.491567
ATMN,24.69,24.69,24.92,2058300.0,9000.0,2130900.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 16:24:32.491567
WNTR,24.81,24.81,24.99,2106700.0,9700.0,2117500.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 16:24:32.491567
SPNG,24.71,24.71,25.25,2022100.0,6000.0,1768300.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 16:24:33.525504
SMMR,25.06,25.06,25.18,2067400.0,9700.0,2100200.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 16:24:33.525504
ATMN,24.69,24.91,24.92,2078700.0,9000.0,2113900.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 16:24:33.525504
WNTR,24.81,24.81,24.93,2073000.0,9700.0,2119700.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 16:24:33.525504
SPNG,25.03,24.71,25.03,2024200.0,6000.0,1739600.0,6000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 16:24:34.559545
SMMR,25.04,24.82,25.04,2050800.0,9700.0,1972400.0,6000.0,9700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 16:24:34.559545
ATMN,24.91,24.91,24.92,1964800.0,9000.0,2113000.0,,9000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 16:24:34.559545
WNTR,24.99,24.88,24.99,1974000.0,9700.0,2117500.0,,9700.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 16:24:34.559545
SPNG,25.25,25.14,25.23,2006000.0,6000.0,1757600.0,6000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 16:24:35.604494
SMMR,25.04,24.91,25.04,2039600.0,9700.0,1972400.0,6000.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 16:24:35.604494
ATMN,24.91,24.69,24.88,2081700.0,9000.0,2103800.0,,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 16:24:35.604494
WNTR,24.81,24.81,24.99,2070500.0,9700.0,2105200.0,,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 16:24:35.604494
SPNG,25.14,24.88,25.14,1996600.0,6000.0,1995900.0,6000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 16:24:36.649654
SMMR,24.82,24.82,25.04,2020900.0,9700.0,2100900.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 16:24:36.649654
ATMN,24.82,24.81,24.82,2099900.0,9000.0,1983200.0,6000.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 16:24:36.649654
WNTR,25.05,25.05,25.06,2017600.0,9700.0,2070100.0,,9700.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 16:24:36.649654
SPNG,25.14,25.05,25.14,1992500.0,6000.0,1991500.0,6000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 16:24:37.705944
SMMR,25.04,24.82,25.09,2021700.0,9700.0,2219300.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 16:24:37.705944
ATMN,24.88,24.94,25.07,2069100.0,9000.0,2080000.0,,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 16:24:37.705944
WNTR,25.06,24.95,25.0,1979300.0,9700.0,2076000.0,,9700.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 16:24:37.705944
SPNG,25.23,25.05,25.23,1992500.0,6000.0,2052700.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 16:24:38.771317
SMMR,24.76,24.82,25.09,1988700.0,9700.0,2219300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 16:24:38.771317
ATMN,24.88,24.83,25.07,2068500.0,9000.0,2065400.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 16:24:38.771317
WNTR,24.94,24.81,24.94,2082100.0,9700.0,2062400.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 16:24:38.771317
SPNG,25.05,25.05,25.23,2003200.0,6000.0,2004500.0,6000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 16:24:39.822801
SMMR,25.03,25.03,25.09,1910500.0,9700.0,2097300.0,,9700.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 16:24:39.822801
ATMN,24.88,24.83,25.1,2068500.0,9000.0,2058800.0,,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 16:24:39.822801
WNTR,24.98,24.8,24.98,2206900.0,,1951900.0,6000.0,9700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 16:24:39.822801
SPNG,24.95,24.95,25.23,2017800.0,6000.0,1992700.0,6000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 16:24:40.369993
SMMR,24.75,24.75,25.04,2022600.0,9700.0,1989900.0,6000.0,9700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 16:24:40.369993
ATMN,25.01,25.01,25.08,1940800.0,9000.0,2076700.0,,9000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 16:24:40.369993
WNTR,25.0,24.79,24.98,2076900.0,9700.0,1971100.0,6000.0,9700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 16:24:40.369993
SPNG,25.03,24.95,25.03,2017800.0,6000.0,2025000.0,6000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 16:24:41.423606
SMMR,25.0,25.0,25.1,1923200.0,9700.0,2054500.0,,9700.0,2083.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 16:24:41.423606
ATMN,24.83,24.83,25.08,2068500.0,9000.0,2173700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 16:24:41.423606
WNTR,24.88,24.79,24.88,2168100.0,,2053900.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 16:24:41.423606
SPNG,25.25,24.95,24.98,2017800.0,6000.0,2091900.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 16:24:42.472695
SMMR,25.0,24.8,24.87,1922800.0,9700.0,2051700.0,9700.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 16:24:42.472695
ATMN,24.88,24.83,25.08,2068500.0,9000.0,2154100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 16:24:42.472695
WNTR,25.0,24.79,25.0,2222200.0,,2173600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 16:24:42.472695
SPNG,24.95,25.14,25.23,3917.0,1912600.0,6000.0,6000.0,1996500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 16:24:43.517348
SMMR,25.0,24.84,24.87,6000.0,1889500.0,9700.0,2583.0,1942800.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 16:24:43.517348
ATMN,24.88,24.83,25.08,,2068500.0,9000.0,,2154100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 16:24:43.517348
WNTR,24.99,24.89,25.0,,2226900.0,,,2173600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 16:24:43.517348
SPNG,24.88,24.88,25.16,1996600.0,6000.0,2108000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 16:24:44.564782
SMMR,25.0,24.87,24.96,2024300.0,9700.0,2051500.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 16:24:44.564782
ATMN,24.94,24.83,24.89,2068500.0,9000.0,2195900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 16:24:44.564782
WNTR,25.01,24.89,25.01,2226900.0,,2190200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 16:24:44.564782
SPNG,24.78,24.72,24.78,2006900.0,6000.0,1988000.0,6000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 16:24:45.606270
SMMR,24.84,24.84,25.0,2013300.0,9700.0,1952900.0,5683.0,9700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 16:24:45.606270
ATMN,24.88,24.81,24.88,2069600.0,9000.0,2084800.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 16:24:45.606270
WNTR,25.02,25.02,25.05,2255400.0,,2183600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 16:24:45.606270
SPNG,24.73,24.98,25.16,2037600.0,6000.0,2108000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 16:24:46.645923
SMMR,25.0,25.0,25.14,1910900.0,9700.0,2089700.0,9700.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 16:24:46.645923
ATMN,24.88,24.81,24.94,2069600.0,9000.0,2200000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 16:24:46.645923
WNTR,25.11,25.02,25.11,2255400.0,,2180400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 16:24:46.645923
SPNG,24.69,24.69,25.16,2040500.0,6000.0,2108000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 16:24:47.693328
SMMR,25.0,24.94,25.0,2005500.0,9700.0,2032600.0,,317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 16:24:47.693328
ATMN,24.81,24.57,24.77,2047800.0,9000.0,2175100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 16:24:47.693328
WNTR,24.92,24.92,25.11,2247700.0,,2061100.0,9700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 16:24:47.693328
SPNG,25.25,24.72,25.25,2052900.0,6000.0,2113900.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 16:24:48.762151
SMMR,25.0,24.94,24.96,2026600.0,9700.0,1952100.0,9700.0,317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 16:24:48.762151
ATMN,24.95,24.57,24.95,2072400.0,9000.0,2090100.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 16:24:48.762151
WNTR,25.01,24.92,24.99,2228100.0,,2059800.0,9700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 16:24:48.762151
