ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,BUY_ZUAI-2,SELL_UEBR-1,SELL_GIOT-4,BUY_WRSW-1,BUY_WRSW-2,BUY_GIOT-4,BUY_UEBR-1,SELL_IESE-1,SELL_GIOT-3,SELL_WRSW-2,SELL_WRSW-3,SELL_WRSW-1,BUY_WRSW-3,BUY_IESE-1,tick,timestamp
SPNG,0.0,0.0,0.0,2078900.0,1659000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 10:52:31.179468
SMMR,0.0,0.0,0.0,2062900.0,2102900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 10:52:31.179468
ATMN,0.0,0.0,0.0,2317000.0,1856000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 10:52:31.179468
WNTR,0.0,0.0,0.0,2169000.0,1813200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 10:52:31.179468
SPNG,24.64,24.64,25.29,2079900.0,1461000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 10:52:32.264011,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.
SMMR,25.05,24.99,25.05,2062900.0,2102600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 10:52:32.264011,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,0.0,25.0,25.02,2317500.0,1967200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 10:52:32.264011,,,,,,
WNTR,25.11,24.97,25.11,2169000.0,1603900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 10:52:32.264011,,,,,,
SPNG,24.61,24.61,25.29,2084400.0,1461000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 10:52:33.319310
SMMR,24.87,24.87,25.07,1958200.0,1994500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 10:52:33.319310
ATMN,25.0,25.0,25.02,2315700.0,2062600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 10:52:33.319310
WNTR,25.11,24.97,25.04,2174000.0,1939000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 10:52:33.319310
SPNG,25.29,24.85,25.29,2062000.0,1549900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 10:52:34.364921
SMMR,24.8,24.8,25.16,1840200.0,1899100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 10:52:34.364921
ATMN,25.0,24.92,24.99,2333900.0,2280500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 10:52:34.364921
WNTR,25.04,24.97,25.04,2160900.0,1939000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 10:52:34.364921
SPNG,24.84,24.61,24.73,2089200.0,1659900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 10:52:35.404060
SMMR,25.08,25.08,25.16,1961200.0,2093100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 10:52:35.404060
ATMN,24.92,24.9,24.91,2297600.0,2270800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 10:52:35.404060
WNTR,25.2,24.92,25.2,2155800.0,1701500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 10:52:35.404060
SPNG,24.73,25.0,25.06,2079000.0,1634600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 10:52:35.931526
