ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-1,BUY_BRCH-1,SELL_CALG-1,SELL_GIOT-3,BUY_GIOT-3,SELL_WRSW-1,BUY_WRSW-3,SELL_WRSW-3,SELL_COLA-1,BUY_CALG-1,BUY_COLA-1,SELL_BRCH-1,SELL_LUIS-1,BUY_LUIS-1,tick,timestamp
SPNG,0.0,0.0,0.0,1959500.0,1465300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-04 13:46:44.450104
SMMR,0.0,0.0,0.0,2297000.0,2085600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-04 13:46:44.450104
ATMN,0.0,0.0,0.0,1996900.0,2043700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-04 13:46:44.450104
WNTR,0.0,0.0,0.0,2077800.0,1958600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-04 13:46:44.450104
SPNG,25.2,24.82,25.2,1975100.0,1465300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 13:46:45.551843,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.
SMMR,24.9,24.92,25.04,2350500.0,2197500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 13:46:45.551843,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,24.88,24.88,25.14,1887400.0,2005900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 13:46:45.551843,,,,,,
WNTR,24.97,24.97,25.01,2063700.0,1958600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-04 13:46:45.551843,,,,,,
SPNG,25.2,24.82,25.2,1975100.0,1659900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 13:46:46.104646
SMMR,24.9,24.98,25.04,2314200.0,2319700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 13:46:46.104646
