ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,SELL_UOTB-2,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,BUY_UOTB-3,SELL_COLA-3,SELL_WRSW-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
ATMN,24.82,24.82,25.06,2370300.0,2116100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 14:58:44.993756
WNTR,24.9,24.9,25.03,2050900.0,1954500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-04 14:58:44.993756
SPNG,24.92,24.92,24.97,2202500.0,2178600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 14:58:45.529404
SMMR,24.96,24.96,25.04,1901500.0,1961100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 14:58:45.529404
ATMN,25.06,25.23,25.28,2357000.0,2020100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 14:58:45.529404
WNTR,24.9,25.02,25.03,2058100.0,1954500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 14:58:45.529404
SPNG,24.85,24.95,24.97,2231300.0,2178600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 14:58:46.571787
SMMR,25.06,25.01,25.06,1972200.0,1938900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 14:58:46.571787
ATMN,25.01,25.19,25.28,2368500.0,2020100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 14:58:46.571787
WNTR,25.11,25.02,25.06,2058100.0,2072300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 14:58:46.571787
SPNG,24.85,24.95,24.97,2278300.0,2178600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 14:58:47.610722
SMMR,24.94,24.99,25.06,1959300.0,1938900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 14:58:47.610722
ATMN,25.19,24.81,24.88,2368600.0,2250800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 14:58:47.610722
WNTR,25.11,25.02,25.05,2031000.0,2091300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 14:58:47.610722
SPNG,24.97,24.95,24.97,2320900.0,2178600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 14:58:48.669170
SMMR,24.98,24.78,24.87,1886200.0,1986000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 14:58:48.669170
ATMN,24.88,24.85,24.88,2337700.0,2208800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 14:58:48.669170
WNTR,25.06,25.02,25.06,2031000.0,2065100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 14:58:48.669170
SPNG,25.16,24.95,25.05,2320900.0,2189300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 14:58:49.707849
SMMR,25.1,24.78,24.83,1973000.0,1976200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 14:58:49.707849
ATMN,24.88,24.85,24.88,2292100.0,2247300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 14:58:49.707849
WNTR,24.97,24.97,25.06,2032000.0,2055700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 14:58:49.707849
SPNG,24.95,24.95,25.05,2335400.0,2188200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 14:58:50.756238
SMMR,24.78,24.78,25.01,1973000.0,1987700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 14:58:50.756238
ATMN,24.98,24.9,24.98,2237400.0,2204800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 14:58:50.756238
WNTR,24.97,24.97,25.07,2032000.0,2048500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 14:58:50.756238
SPNG,24.95,24.95,25.05,2330300.0,2173600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 14:58:51.787743
SMMR,25.01,24.78,25.01,1968200.0,1987700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 14:58:51.787743
ATMN,24.98,24.9,24.98,2250800.0,2224200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 14:58:51.787743
WNTR,25.03,24.97,25.03,2007300.0,2069000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 14:58:51.787743
SPNG,24.89,24.89,25.05,2283900.0,2173600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 14:58:52.871990
SMMR,24.9,24.9,24.93,1985900.0,2010800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 14:58:52.871990
ATMN,24.81,24.81,24.98,2261200.0,2238200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 14:58:52.871990
WNTR,24.99,24.9,24.99,2038100.0,2071400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 14:58:52.871990
SPNG,24.89,24.89,25.05,2238900.0,2144900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 14:58:53.911539
SMMR,24.96,24.92,24.96,1978800.0,1992700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 14:58:53.911539
ATMN,24.8,24.8,24.98,2282200.0,2214900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 14:58:53.911539
WNTR,25.12,25.05,25.12,2030200.0,2128800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 14:58:53.911539
SPNG,25.16,24.89,25.12,2238900.0,2131800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 14:58:54.945163
SMMR,25.01,24.92,25.01,1978800.0,1987700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 14:58:54.945163
ATMN,24.8,24.8,25.08,2283200.0,2225300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 14:58:54.945163
WNTR,25.15,24.95,25.15,2057800.0,2098300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 14:58:54.945163
SPNG,25.12,24.89,24.96,2238900.0,2159200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 14:58:55.999410
SMMR,25.13,24.92,25.01,1972300.0,1939600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 14:58:55.999410
ATMN,24.75,24.75,24.93,2299000.0,2221000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 14:58:55.999410
WNTR,25.15,25.07,25.15,2046700.0,2079400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 14:58:55.999410
SPNG,25.16,24.94,25.16,2209000.0,2166600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 14:58:57.033882
SMMR,24.9,24.99,25.01,1964600.0,1971200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 14:58:57.033882
ATMN,24.93,25.06,25.13,2273000.0,2211800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 14:58:57.033882
WNTR,25.02,25.06,25.15,2053700.0,2079400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 14:58:57.033882
SPNG,25.16,24.94,25.16,2199100.0,2177900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 14:58:57.565366
SMMR,25.04,24.99,25.04,1964600.0,1963100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 14:58:57.565366
ATMN,24.93,25.06,25.13,2273000.0,2197400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 14:58:57.565366
WNTR,25.03,25.03,25.15,2038600.0,2079400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 14:58:57.565366
SPNG,24.89,24.89,24.94,2200200.0,2169400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 14:58:58.601255
SMMR,24.99,24.99,25.04,1954200.0,1958100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 14:58:58.601255
ATMN,24.73,24.73,25.02,2327800.0,2184500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 14:58:58.601255
WNTR,25.18,25.03,25.16,2038600.0,2067100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 14:58:58.601255
SPNG,24.94,24.94,25.16,2205300.0,2199600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 14:58:59.633054
SMMR,24.9,25.0,25.04,1966500.0,1958100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 14:58:59.633054
ATMN,25.06,24.73,24.99,2327800.0,2185600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 14:58:59.633054
WNTR,24.93,24.93,25.16,2031200.0,2067100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 14:58:59.633054
SPNG,25.17,24.94,25.17,2181300.0,2188000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 14:59:00.666072
SMMR,25.15,25.01,25.1,1944900.0,1922800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 14:59:00.666072
ATMN,24.99,24.73,24.89,2303400.0,2171300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 14:59:00.666072
WNTR,25.08,25.08,25.09,2020300.0,2053300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 14:59:00.666072
SPNG,24.94,25.13,25.17,2207800.0,2188000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 14:59:01.709825
SMMR,25.15,25.01,25.02,1944900.0,1921300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 14:59:01.709825
ATMN,24.97,24.97,25.09,2314300.0,2172400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 14:59:01.709825
WNTR,25.08,25.08,25.09,1995000.0,2044000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 14:59:01.709825
SPNG,24.97,24.97,25.17,2239800.0,2188000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 14:59:02.745165
SMMR,25.02,25.01,25.02,1944900.0,1909000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 14:59:02.745165
ATMN,24.92,24.73,24.86,2325300.0,2175600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 14:59:02.745165
WNTR,25.02,24.93,24.97,1985200.0,2045200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 14:59:02.745165
SPNG,25.01,24.97,25.01,2252600.0,2215000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 14:59:03.786066
SMMR,25.0,25.0,25.03,1966500.0,1943300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 14:59:03.786066
ATMN,24.92,24.73,24.83,2320600.0,2155700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 14:59:03.786066
WNTR,25.09,24.93,25.09,2001600.0,2044000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 14:59:03.786066
SPNG,25.17,25.17,25.27,2257300.0,2148300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 14:59:04.818490
SMMR,25.15,24.77,25.15,1947100.0,1955400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 14:59:04.818490
ATMN,24.86,24.93,25.09,2338300.0,2147400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 14:59:04.818490
WNTR,24.85,24.85,25.09,1996200.0,2044000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 14:59:04.818490
SPNG,25.17,24.97,25.13,2252600.0,2116200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 14:59:05.865002
SMMR,25.15,24.88,24.96,1969900.0,1965500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 14:59:05.865002
ATMN,24.73,24.76,25.09,2302800.0,2147400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 14:59:05.865002
WNTR,24.85,24.88,25.09,2016000.0,2044000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 14:59:05.865002
SPNG,24.88,24.88,25.11,2256900.0,2105000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 14:59:06.899074
SMMR,25.15,25.15,25.16,1965400.0,1946500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 14:59:06.899074
ATMN,25.12,24.92,25.12,2297500.0,2176500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 14:59:06.899074
WNTR,25.16,25.04,25.16,2019600.0,2032200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 14:59:06.899074
SPNG,25.13,25.11,25.13,2216400.0,2099600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 14:59:07.939314
SMMR,24.94,24.88,24.9,1969900.0,1922300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 14:59:07.939314
ATMN,25.12,25.0,25.12,2252000.0,2176500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 14:59:07.939314
WNTR,24.93,24.97,25.16,1995600.0,2032200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 14:59:07.939314
SPNG,25.09,25.09,25.13,2224100.0,2107500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 14:59:08.980399
SMMR,25.03,24.88,25.03,1969900.0,1940200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 14:59:08.980399
ATMN,25.14,25.0,25.14,2264000.0,2149800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 14:59:08.980399
WNTR,25.04,24.97,25.04,2008900.0,2045100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 14:59:08.980399
SPNG,25.27,25.09,25.27,2211000.0,2074600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 14:59:10.031321
SMMR,25.04,24.94,25.0,1935000.0,1955300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 14:59:10.031321
ATMN,24.92,24.92,25.14,2256900.0,2196400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 14:59:10.031321
WNTR,25.04,24.97,25.04,2021200.0,2045100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 14:59:10.031321
SPNG,25.09,24.88,24.99,2226500.0,2044900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 14:59:11.068140
SMMR,25.0,25.07,25.13,1924200.0,1927900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 14:59:11.068140
ATMN,25.14,24.92,25.14,2256900.0,2182400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 14:59:11.068140
WNTR,25.04,24.97,25.04,2039300.0,2045100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 14:59:11.068140
SPNG,25.18,25.18,25.27,2219800.0,2069300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 14:59:12.110736
SMMR,24.88,24.88,25.02,1969900.0,1896400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 14:59:12.110736
ATMN,24.92,24.76,24.88,2293800.0,2197900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 14:59:12.110736
WNTR,25.18,25.14,25.18,2068700.0,2003900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 14:59:12.110736
SPNG,25.27,24.87,25.27,2228000.0,2069300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 14:59:12.663179
SMMR,24.88,24.88,25.02,1960000.0,1896400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 14:59:12.663179
ATMN,24.88,25.04,25.14,2282300.0,2191400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 14:59:12.663179
WNTR,25.18,25.18,25.19,2059100.0,2027600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 14:59:12.663179
SPNG,25.27,24.87,25.01,2228000.0,2056800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 14:59:13.702741
SMMR,24.85,24.99,25.02,1968700.0,1896400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 14:59:13.702741
ATMN,25.14,25.04,25.14,2282300.0,2164900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 14:59:13.702741
WNTR,25.27,25.14,25.27,2076400.0,2081000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 14:59:13.702741
SPNG,25.14,24.87,25.14,2228000.0,2085100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 14:59:14.731271
SMMR,24.99,24.77,24.96,1969900.0,1943000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 14:59:14.731271
ATMN,25.16,24.76,25.16,2301500.0,2127500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 14:59:14.731271
WNTR,25.14,24.97,25.03,2073800.0,2050600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 14:59:14.731271
SPNG,25.14,24.87,25.14,2228000.0,2079700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 14:59:15.765748
SMMR,24.77,24.86,24.96,1951400.0,1943000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 14:59:15.765748
ATMN,25.16,24.95,24.99,2273900.0,2119100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 14:59:15.765748
WNTR,25.07,25.07,25.08,2069300.0,2043100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 14:59:15.765748
SPNG,25.14,25.24,25.27,2219700.0,2060300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 14:59:16.808124
SMMR,25.13,25.0,25.13,1951000.0,1924200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 14:59:16.808124
ATMN,24.95,24.95,25.11,2250400.0,2149400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 14:59:16.808124
WNTR,25.08,25.19,25.27,2048800.0,2054300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 14:59:16.808124
SPNG,25.24,24.87,25.08,2228000.0,2099600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 14:59:17.855879
SMMR,25.0,25.0,25.05,1951000.0,1949100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 14:59:17.855879
ATMN,25.11,24.76,25.11,2289300.0,2149400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 14:59:17.855879
WNTR,25.05,25.22,25.27,2063400.0,2037700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 14:59:17.855879
SPNG,25.08,25.08,25.27,2193400.0,2110400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 14:59:18.897349
SMMR,25.05,24.98,25.0,1932000.0,1938900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 14:59:18.897349
