ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,SELL_WRSW-1,BUY_WRSW-3,BUY_UEBR-1,SELL_GIOT-4,SELL_UEBR-1,BUY_WRSW-1,BUY_WRSW-2,BUY_GIOT-4,SELL_GIOT-3,SELL_WRSW-2,tick,timestamp
SPNG,0.0,24.99,25.01,2046200.0,2259400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 07:43:27.761026
SMMR,24.99,24.99,25.01,2085600.0,2022000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 07:43:27.761026
ATMN,0.0,24.99,25.0,2097200.0,2144000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 07:43:27.761026
WNTR,25.06,24.97,25.06,1966600.0,1865300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 07:43:27.761026
SPNG,24.99,24.99,25.01,2161100.0,2259400.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 07:43:28.303110,2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 8000 shares for this week.
SMMR,25.08,24.99,25.08,2176500.0,2011500.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 07:43:28.303110,1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,
ATMN,24.99,24.99,25.0,2097200.0,2144000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 07:43:28.303110,,,,,,
WNTR,25.06,24.97,25.06,1951900.0,1865300.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 07:43:28.303110,,,,,,
SPNG,24.99,24.74,24.89,2130600.0,2287600.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 07:43:28.832330
SMMR,25.08,25.2,25.24,2216200.0,2005100.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 07:43:28.832330
ATMN,25.0,24.94,25.0,2057300.0,2144000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 07:43:28.832330
WNTR,24.97,24.97,25.06,1971900.0,1865300.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 07:43:28.832330
SPNG,24.99,24.84,24.88,2340800.0,3500.0,2193200.0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 07:43:29.863799
SMMR,25.2,25.07,25.16,2176400.0,7000.0,1933900.0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 07:43:29.863799
ATMN,24.85,24.85,24.98,2047500.0,5250.0,2034000.0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 07:43:29.863799
WNTR,24.93,24.93,25.04,1940400.0,8750.0,1877200.0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 07:43:29.863799
SPNG,24.99,24.84,24.89,2371400.0,2287600.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 07:43:30.897685
SMMR,25.07,25.07,25.11,2176400.0,2030000.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 07:43:30.897685
ATMN,24.98,24.85,24.98,2089400.0,2142500.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 07:43:30.897685
WNTR,24.98,24.98,25.04,1982700.0,1877200.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 07:43:30.897685
SPNG,24.88,24.93,25.01,2232200.0,3500.0,2259400.0,,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 07:43:31.933356
SMMR,25.07,25.06,25.07,2156100.0,,1935300.0,7000.0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 07:43:31.933356
ATMN,25.05,24.85,25.05,2061400.0,,2143500.0,,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 07:43:31.933356
WNTR,24.89,24.89,25.03,1972500.0,,1877200.0,8750.0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 07:43:31.933356
SPNG,24.88,24.96,25.01,2363900.0,2295100.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-03 07:43:32.966570
SMMR,24.94,24.94,25.11,2052800.0,2035000.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-03 07:43:32.966570
ATMN,25.05,24.85,25.05,2048000.0,2143500.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-03 07:43:32.966570
WNTR,24.89,25.01,25.04,1948000.0,2010100.0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-03 07:43:32.966570
SPNG,25.04,24.96,25.0,2363900.0,2318700.0,,,0,0,0,0,0,0,0,0,0,0,7,2026-02-03 07:43:34.008074
SMMR,24.94,24.98,24.99,2147100.0,1974500.0,7000.0,,0,0,0,0,0,0,0,0,0,0,7,2026-02-03 07:43:34.008074
ATMN,25.13,24.86,25.13,1955200.0,1897200.0,,5250.0,0,0,0,0,0,0,0,0,0,0,7,2026-02-03 07:43:34.008074
WNTR,25.15,25.02,25.03,1963200.0,1899100.0,8750.0,,0,0,0,0,0,0,0,0,0,0,7,2026-02-03 07:43:34.008074
SPNG,25.04,24.97,25.0,3500.0,2256800.0,2307700.0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-03 07:43:35.045963
SMMR,25.02,24.94,25.02,,2052800.0,2046500.0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-03 07:43:35.045963
ATMN,25.13,24.96,25.13,,2085200.0,1897200.0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-03 07:43:35.045963
WNTR,25.15,25.02,25.1,,1963200.0,2011800.0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-03 07:43:35.045963
SPNG,25.0,24.96,25.0,2345800.0,2302500.0,,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-03 07:43:36.080872
SMMR,25.02,25.07,25.11,2075000.0,2035000.0,7000.0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-03 07:43:36.080872
ATMN,25.13,24.96,25.13,2091400.0,1897200.0,,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-03 07:43:36.080872
WNTR,25.01,25.01,25.09,1948000.0,1982500.0,,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-03 07:43:36.080872
SPNG,25.0,24.96,25.0,2294300.0,2273300.0,,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-03 07:43:37.115209
SMMR,24.87,24.87,25.04,1848100.0,2045600.0,,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-03 07:43:37.115209
ATMN,25.13,24.96,24.97,2112800.0,1897200.0,5250.0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-03 07:43:37.115209
WNTR,25.03,25.01,25.03,1948000.0,1984100.0,,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-03 07:43:37.115209
SPNG,25.08,24.93,25.08,2297600.0,2284400.0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-03 07:43:38.150674
SMMR,24.85,24.85,25.02,1733300.0,2048900.0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-03 07:43:38.150674
ATMN,24.9,24.9,25.18,2087200.0,1788500.0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-03 07:43:38.150674
